onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7877	10	CET	c4_m2	LEFT	2.8922	50	40
20.8378	10	CET	c1_m1	RIGHT	5.402099999999997	10	2
36.1378	10	dummy	dl0	LEFT	2.4221000000000004	0	0
51.1873	10	CET	m5_c2	RIGHT	4.956600000000002	120	10
66.9873	10	CET	c3_m5	LEFT	3.6925999999999988	120	25
83.2795	10	CET	m0_c2	RIGHT	3.8803999999999945	0	10
99.5712	10	CET	c5_m0	LEFT	2.172699999999992	0	50
114.6129	10	dummy	dr0	RIGHT	2.611000000000004	0	0
130.6541	10	CET	m4_c5	RIGHT	1.8658000000000072	100	50
147.4463	10	CET	c3_m2	LEFT	2.433599999999984	50	25
162.988	10	CET	m1_c3	RIGHT	2.4757999999999925	10	25
178.0297	10	dummy	dl1	LEFT	1.8334000000000117	0	0
193.0714	10	CET	c0_m0	LEFT	3.0723999999999876	0	0
208.3631	10	CET	c4_m1	LEFT	3.2206999999999937	10	40
224.9048	10	CET	m4_c3	RIGHT	4.974999999999994	100	25
240.9458	10	dummy	dr1	RIGHT	4.0940000000000225	0	0
256.7375	10	CET	c5_m5	LEFT	4.0382999999999925	120	50
273.0298	10	CET	m1_c0	LEFT	2.409999999999968	10	0
290.0792	10	dummy	dr3	RIGHT	2.400599999999997	0	0
306.6215	10	CET	m3_c3	RIGHT	2.818299999999965	80	25
322.9216	10	CET	m3_c5	RIGHT	2.678200000000004	80	50
338.2133	10	CET	m2_c1	LEFT	3.906400000000019	50	2
354.755	10	CET	c1_m0	LEFT	2.140699999999981	0	2
371.7961	10	dummy	dr2	RIGHT	2.5635999999999513	0	0
387.8384	10	CET	m2_c2	RIGHT	4.017300000000034	50	10
403.38	10	CET	m4_c0	LEFT	1.859700000000032	100	0
418.9301	10	CET	c0_m5	RIGHT	1.9895999999999958	120	0
435.2212	10	dummy	dl3	LEFT	1.378499999999974	0	0
452.0129	10	CET	m4_c1	LEFT	2.3068000000000097	100	2
467.3046	10	CET	c4_m4	LEFT	3.831099999999992	100	40
483.3552	10	dummy	dl2	LEFT	1.02049999999997	0	0
498.3969	10	CET	c0_m2	RIGHT	2.018699999999967	50	0
514.9386	10	CET	c4_m3	LEFT	2.021000000000072	80	40
530.7303	10	CET	m5_c4	RIGHT	2.8852999999999156	120	40
546.5219	10	CET	c4_m0	LEFT	2.1737000000000535	0	40
561.5714	10	dummy	dl4	LEFT	2.1241999999999734	0	0
578.3631	10	CET	c2_m4	LEFT	4.276499999999942	100	10
593.4137	10	CET	m5_c1	LEFT	1.6659000000000788	120	2
609.9554	10	CET	c5_m1	LEFT	1.8442000000000007	10	50
625.7466	10	dummy	dr4	RIGHT	2.469000000000051	0	0
640.7883	10	CET	m0_c3	RIGHT	2.891300000000001	0	25
657.5805	10	CET	c0_m3	RIGHT	3.6590999999999667	80	0
674.3722	10	dummy	dl5	LEFT	3.307299999999941	0	0
689.9222	10	CET	m3_c2	RIGHT	5.197300000000041	80	10
705.2139	10	CET	m2_c5	RIGHT	2.0656000000000176	50	50
721.5056	10	dummy	dr5	RIGHT	2.5739000000000942	0	0
737.0473	10	CET	c1_m3	RIGHT	2.6882000000000517	80	2
753.8473	10	CET	m1_c2	RIGHT	2.4081999999999653	10	10
