onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7892	10	CET	c4_m2	LEFT	2.5066999999999995	50	40
20.84	10	CET	c1_m1	LEFT	3.4558999999999997	10	2
36.131	10	dummy	dl0	LEFT	1.6689000000000007	0	0
51.1728	10	CET	m5_c2	LEFT	2.3470999999999975	120	10
66.9734	10	CET	c3_m5	LEFT	2.9625000000000057	120	25
83.2568	10	CET	m0_c2	RIGHT	2.359099999999998	0	10
99.5568	10	CET	c5_m0	LEFT	2.0191000000000088	0	50
114.5984	10	dummy	dr0	RIGHT	1.6574999999999989	0	0
130.6396	10	CET	m4_c5	RIGHT	1.9923000000000002	100	50
147.4319	10	CET	c3_m2	LEFT	1.4399999999999977	50	25
162.9736	10	CET	m1_c3	RIGHT	3.682299999999998	10	25
178.0152	10	dummy	dl1	LEFT	1.5366999999999962	0	0
193.0569	10	CET	c0_m0	LEFT	3.9589	0	0
208.348	10	CET	c4_m1	LEFT	1.4437999999999818	10	40
224.8903	10	CET	m4_c3	LEFT	4.205500000000001	100	25
240.9315	10	dummy	dr1	RIGHT	3.0442999999999927	0	0
256.7237	10	CET	c5_m5	LEFT	2.6680999999999813	120	50
273.0237	10	CET	m1_c0	LEFT	2.1680999999999813	10	0
290.0649	10	dummy	dr3	RIGHT	2.030899999999974	0	0
306.6066	10	CET	m3_c3	RIGHT	4.969200000000001	80	25
322.8988	10	CET	m3_c5	RIGHT	2.0529999999999973	80	50
338.1988	10	CET	m2_c1	LEFT	2.15300000000002	50	2
354.7405	10	CET	c1_m0	LEFT	2.0113000000000056	0	2
371.7905	10	dummy	dr2	RIGHT	1.6411999999999694	0	0
387.8322	10	CET	m2_c2	RIGHT	4.943499999999972	50	10
403.3739	10	CET	m4_c0	LEFT	1.0978000000000065	100	0
418.915	10	CET	c0_m5	RIGHT	1.3007000000000062	120	0
435.2073	10	dummy	dl3	LEFT	1.5444000000000528	0	0
451.9984	10	CET	m4_c1	LEFT	1.7772999999999683	100	2
467.299	10	CET	c4_m4	LEFT	1.0767000000000166	100	40
483.3407	10	dummy	dl2	LEFT	1.690999999999974	0	0
498.3818	10	CET	c0_m2	RIGHT	1.8097999999999956	50	0
514.9241	10	CET	c4_m3	LEFT	1.1875	80	40
530.7158	10	CET	m5_c4	RIGHT	3.8759000000000015	120	40
546.5075	10	CET	c4_m0	LEFT	1.868099999999913	0	40
561.5492	10	dummy	dl4	LEFT	1.7463999999999942	0	0
578.3403	10	CET	c2_m4	LEFT	5.611300000000028	100	10
593.3826	10	CET	m5_c1	LEFT	1.9049999999999727	120	2
609.9242	10	CET	c5_m1	LEFT	1.8833999999999378	10	50
625.7243	10	dummy	dr4	RIGHT	2.003300000000081	0	0
640.766	10	CET	m0_c3	RIGHT	1.1055999999999813	0	25
657.5577	10	CET	c0_m3	RIGHT	1.4499000000000706	80	0
674.3493	10	dummy	dl5	LEFT	1.4423000000000457	0	0
689.891	10	CET	m3_c2	RIGHT	2.420500000000061	80	10
705.1827	10	CET	m2_c5	RIGHT	1.728900000000067	50	50
721.4744	10	dummy	dr5	RIGHT	1.7332000000000107	0	0
737.0244	10	CET	c1_m3	RIGHT	1.8070999999999913	80	2
753.8155	10	CET	m1_c2	RIGHT	0.9759999999999991	10	10
