global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
320.9543516307067	n/a	103011.69583068731	n/a	297.65484210088505	n/a	88598.40502610282	n/a	220.1044807458805	n/a	n/a	48445.98244441368	220.18940374026508	359.4831325902348	n/a	n/a	n/a	n/a	-0.1242150799	-0.1032361612	-0.0743711544	-0.0465135664	0.1923438983	-0.0487657729	0.2197442184	-0.1779272833	0.1419729365	-0.1419654525	0.2183141077	-0.07991606	0.2056180173	-0.1625485606	-0.3167988425	0.2539489427	-0.127506439	0.1783416534	-0.2054670525	0.025329729	-0.2030756098	0.1341947199	-0.293465015	0.0804667584	-0.1788221964	0.0969463134	-0.0073400807	0.107397974	-0.080070466	0.0463764436	-0.006693947	0.1049802379	-0.0943854422	0.1551791097	-0.1311664961	0.0560361305	0.0591996368	-0.0410880222	0.0059370715	0.1351229296	-0.030233155	-0.0134543877	-0.0809034062	0.070453126	-0.0653674116	-0.0196846507	-0.0003491991	-0.1351681205	0.216449551	-0.0467084963	0.2001684845	-0.0284265864	0.4028548366	-0.1666103896	0.2707723837	-0.0055121728	0.1830521035	-0.0209092918	0.203959248	-0.187927286	0.2413871819	-0.0944579064	0.1828222186	-0.124917804	0.032096995	-0.0556239073	0.103048234	-0.0176448375	0.0716564228	-0.1166717603	0.0540444019	-0.1674939959	0.0924195627	-0.1044447728	0.0326016025	0.0191373057	0.0655107861	-0.1221328273	0.0023936795	0.0291767862	0.0529442384	-0.084585138	-0.1189911719	0.0291338912	-0.112293312	0.1388511257	-0.3341803836	0.1444756159	-0.0526504954	0.141632315	-0.3044549592	0.0986513312	-0.3713186788	0.1301276448	-0.463882191	0.0082015415	-0.2563849946	0.064015733	-0.0868896095	0.3455048889	-0.0806678657	0.0887790503	-0.0835692772	0.0182361272	0.0676113178	-0.0827508922	0.0450627967	-0.0122769868	0.1195153378	0.1194927693	0.1194551582	-0.196685	n/a	n/a	0.038684989225	-0.0202228	n/a	0.0004089616398399	n/a	0.345225	n/a	n/a	0.119180300625	0.00224017	n/a	5.018361628900001e-06	n/a	0.00342038	n/a	1.16989993444e-05	n/a	-0.00393214	n/a	1.5461724979599997e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321.7273280927317	0.7729764620249853	103508.47364168822	0.5974926108446635	294.23060335729167	-3.424238743593378	86571.6479519959	11.725410973125957	220.7600593591617	0.6555786132811932	0.4297833181916922	48735.00380826059	220.804486530232	355.2115552823452	2.345816	45.158871	0.5279705450000001	0.259025	-0.1675472107	-0.1036186964	-0.0925675767	-0.0601672863	0.1598408336	-0.1289749501	0.0726614976	-0.1815409817	0.1677260687	-0.0878924854	0.1470007975	-0.1043980894	0.0237737062	-0.0829706853	-0.0844363694	0.1576415543	0.026353901	0.0250984174	-0.0800753103	-0.1462825903	0.0572882491	-0.1725971898	-0.001313756	-0.0944985751	-0.0353186448	-0.0900790807	-0.0733247104	0.0035490377	0.1259951718	0.0995688136	-0.013079917	0.0441653258	0.0032176529	-0.0531066711	0.1322711647	0.1472018575	-0.0457790721	0.174078921	-0.1206772596	-0.0279094997	0.1101760286	0.0483664766	0.1926802119	-0.1027008305	0.0171590039	-0.0586743923	0.1301401008	-0.0887670542	0.1562114977	-0.0931630268	0.0377793467	-0.0489224399	0.11495626	-0.1411944646	0.0380307246	0.0525932194	0.0626185289	0.1382691878	-0.0653957811	0.1374561587	0.0842551837	0.0786345465	-0.0664664323	-0.0049991684	0.1459086964	0.0282079309	-0.1295947322	-0.0862985354	-0.0643694609	-0.0039434059	0.0218964434	0.0927643902	-0.0524550086	-0.1242359858	-0.068875177	0.1713109501	-0.1226107398	0.061829589	-0.0033253489	-0.0024688129	-0.158644044	0.1890239654	0.1056962997	0.0734258118	-0.1081806534	0.1294044054	-0.2206255101	0.2374833977	-0.0416325865	0.0908233714	-0.2161336386	0.0128469683	0.1757493048	0.0054085203	0.1211637938	0.0745373706	0.0945083617	-0.0392451162	0.0450619816	-0.3354470386	-0.1165050439	0.0650117642	0.0723253434	0.0474530125	0.1540811522	0.1375130433	-0.2024247004	-0.0652138269	0.1194551582	0.1192521267	0.1189139965	-0.122714	0.073971	0.0054717088409999	0.015058725796	0.00830985	0.02853265	6.90536070225e-05	0.0008141121160225	0.299011	-0.0462139999999999	0.0021357337959999	0.089407578121	0.00486066	0.00262049	2.3626015635600003e-05	6.866967840100001e-06	-5.86879e-05	-0.0034790679	3.4442696064099996e-09	1.210391345281041e-05	-0.00244664	0.0014854999999999	5.9860472896e-06	2.20671025e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322.2807687763198	0.5534406835881214	103864.89392305572	0.306296590250487	293.5124133449622	-0.718190012329444	86149.53678758396	0.5157968938097669	220.6866122460257	-0.0734471131359839	0.00539447842801	48702.5808246277	220.70349413793792	362.36431468806086	1.665299	32.058357	0.1225411789999999	0.0930233	-0.1794222583	-0.0720709853	-0.0683040957	-0.1023854416	0.2027791958	-0.0782200329	-0.032486822	-0.0109352211	0.2183603769	-0.1197092665	0.1814410694	-0.0759312802	-0.0744611481	-0.1305680667	-0.0235320424	0.1860120138	0.0689796762	0.0048059927	-0.033828965	-0.1123723643	-0.0389183554	-0.2359106163	0.1141345926	-0.0024566166	-0.0418076951	-0.008919777	0.0504091314	0.0980885756	-0.1209720389	0.0876368218	-0.1104548848	-0.0115812447	0.1276649601	-0.0640189861	-0.0149175088	-0.0771441607	0.0079343492	-0.0950566772	-0.0043009574	-0.1051375546	-0.150063222	0.0856946219	-0.0687797952	-0.1415395076	0.0739161071	0.0631201781	0.0036192051	-0.1212665945	0.1883772206	-0.0729206242	-0.0671525595	-0.1114661716	0.0735330894	-0.1801059493	0.030502341	0.0802796518	0.0204200005	0.1163608985	0.029643979	0.2350572743	-0.0353485298	0.0245181772	-0.054608982	-0.103821856	0.0738989656	-0.123256421	0.0939149658	-0.0288338471	-0.1455887151	-0.0020687788	-0.0988579919	0.054058875	0.0058440099	0.0652015408	0.0752122936	-0.1360895457	-0.0530464262	0.0317653733	-0.0679349764	-0.0729774482	-0.0007869305	-0.1036634069	0.1892855753	0.0574736817	-0.118913093	0.132978453	-0.2305304556	0.1785096777	0.0361854985	0.1269863182	-0.1243650874	0.077656476	0.0834391429	0.0002221792	0.0996079574	-0.0270570287	0.0828616927	-0.0453141192	0.0590881989	-0.0092377324	0.0487057005	-0.0139800743	0.0783616539	-0.1112395737	-0.0598673801	0.0364600353	0.0990383619	-0.0923458141	0.1193348294	0.1187713263	0.1178341246	-0.110878	0.011836	0.000140090896	0.012293930884	0.000708926	-0.007600924	5.02576073476e-07	5.7774045653776006e-05	0.310228	0.0112169999999999	0.0001258210889999	0.096241411984	0.00316375	-0.00169691	1.00093140625e-05	2.879503548100001e-06	-0.000199523	-0.0001408351	3.9809427529e-08	1.983452539201e-08	-0.00244664	0.0	5.9860472896e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321.6926118484815	-0.5881569278383267	103486.13651789776	0.3459285717642187	293.9606518166452	0.4482384716829983	86412.86481646693	0.2009177274967101	220.6183031592675	-0.0683090867582052	0.00466613133374	48672.43568887446	220.6470930639303	361.87850683066	1.197607	23.05492	0.193591524	0.0837108	-0.1734591548	-0.0723384794	-0.0648176644	-0.095067923	0.1792533234	-0.03205501	-0.0603307731	-0.0085915382	0.1360594803	-0.1026008628	0.1495996756	-0.1101307251	-0.0827605144	-0.1072680671	-0.1283537034	0.0366992609	-0.0209230432	0.0157868243	-0.0820036684	-0.0854780747	0.0889109829	-0.0327136512	0.2216802138	-0.015158032	0.0606867641	0.0210351185	-0.1075003585	0.0508794509	-0.0596852286	-0.0844630223	-0.0572874401	-0.0854274114	0.159372693	0.0488938866	0.1187580414	-0.0337998997	-0.0325957223	-0.1135977014	0.1756007761	-0.1801838419	0.0920642706	0.0320967777	-0.0029032339	0.1027025688	-0.0020089152	-0.107971227	-0.0416279206	-0.1049495226	0.1542895948	-0.0962384305	-0.0782594733	-0.054923885	0.1568414017	-0.0137871863	0.0538568871	-0.0063144238	0.0813913214	0.0919053774	-0.0891861855	0.0756635467	-0.2024993983	0.0258758964	-0.0871691581	-0.1471870716	0.0277055297	0.0586188721	0.0054497545	0.115188076	-0.0766857218	0.0447472657	-0.1040655776	0.0163379714	-0.1583909467	0.0508279684	-0.0198235454	-0.1374454336	0.0894326283	0.1624356598	0.0353465919	-0.0588529022	0.1465478321	0.077085617	-0.018835098	-0.114268866	-0.1131016342	0.115773455	-0.1622600346	0.1532327036	0.0488676147	0.0945144118	-0.0510674074	0.0199272328	0.1471475566	-0.0209418592	0.1759013401	-0.0383565025	0.1343963768	-0.078509779	0.0979052193	-0.0517304313	0.1328171254	-0.1132399702	0.076020655	-0.1368897052	-0.1291312809	0.0287694668	0.0615889618	-0.0518298023	0.1191544118	0.1180513362	0.1162204348	-0.0821941999999999	0.0286838000000001	0.00082276038244	0.0067558865136399	0.0429753	0.042266374	0.00184687641009	0.0017864463711078	0.270961	-0.0392669999999999	0.0015418972889999	0.073419863521	0.00217777	-0.00098598	4.742682172899999e-06	9.721565604e-07	-0.00046807	-0.000268547	2.1908952490000001e-07	7.2117491209e-08	-0.00203368	0.00041296	4.1358543424e-06	1.7053596159999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321.8285196195436	0.1359077710621363	103573.59604050696	0.018470922235078	293.22450895426545	-0.7361428623797792	85980.6126514701	0.5419063138326946	220.80367972768903	0.1853765684215318	0.0343644721197428	48754.26498128787	220.9021890844189	357.0488192870554	1.351893	26.025038	0.1704918499999999	0.0788363	-0.1397586933	-0.0651295054	-0.0632900232	-0.090182172	0.1234625279	0.0008997157	-0.1102134504	-0.0344331426	-0.120612715	-0.1057166673	0.1229231313	0.0217407547	-0.1106477472	-0.0841363182	-0.1026416924	-0.0605553801	0.0262986499	0.0459054167	-0.1058749827	0.0798609368	0.0623176518	0.0477514374	0.1356230485	0.1250877231	0.1025049094	0.0401166562	-0.2913769221	-0.024303574	0.1154711209	-0.0722276777	0.0414941155	-0.0951830455	0.1012487661	-0.055573162	0.0095460205	-0.0814807478	-0.0074730193	0.1204134061	-0.1255600578	0.0563454629	-0.0493689706	-0.0430478321	0.0186805171	0.119609178	0.0595259738	-0.0634685643	0.0198231785	-0.1023722957	0.1238570087	0.0270501218	-0.119150357	-0.0415908905	0.1210896206	0.0634553008	0.0279299823	0.0477847259	0.1040576096	-0.0600187969	-0.0448166331	0.004218083	-0.1766220603	-0.106220757	0.0060102977	-0.0406058127	-0.039710441	0.2845759845	-0.136725886	0.0813080217	-0.0224321731	0.1421103995	-0.0300584793	0.0684568618	-0.0157024173	0.097368526	0.0246744959	0.1355967383	-0.0765852292	-0.1014666759	-0.0849253928	0.0560576599	0.0375274067	0.0273871401	-0.0303845607	-0.0723110991	-0.0965986115	0.0879887872	-0.0941736189	0.1240031554	0.0321054281	0.0767686462	0.0610451896	-0.0190260685	0.1019950553	-0.0260551069	0.126773716	0.0015559578	0.0619304638	0.0192109246	0.0955099145	0.0637661088	0.062199749	-0.1214902854	-0.100186321	-0.054259994	-0.0409390438	-0.0245837676	0.0931714445	0.0741161188	0.1189139965	0.1170936064	0.1140802373	-0.061089	0.0211051999999999	0.0004454294670399	0.003731865921	0.0154171	-0.0275582	0.00023768697241	0.00075945438724	0.204689	-0.066272	0.004391977984	0.041897586721	0.00181563	-0.0003621399999999	3.2965122969e-06	1.3114537959999997e-07	-0.0007447489999999	-0.0002766789999999	5.54651073000851e-07	7.655126904094465e-08	-0.00156137	0.0004723099999999	2.4378762769000004e-06	2.230767360999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322.8307781968652	1.0022585773215835	104219.71135119356	1.0045222558146851	295.03018009711417	1.8056711428487235	87042.80716813562	3.2604482761166147	221.4229396738484	0.6192599461593602	0.3834828809172937	49028.1182138087	221.5172805498231	361.358309688962	1.244525	23.95813	0.112733785	0.0681993	-0.0832313164	-0.0256807891	-0.006333295	-0.0498207692	0.0299401404	0.0918771281	-0.0954096209	-0.042096776	-0.1269189336	-0.0510382171	0.0573489612	0.1341231482	-0.0746579427	-0.0016570707	-0.0003311488	-0.0196378091	0.091967179	0.0045529552	0.0195717008	-0.0182386267	0.0535635225	-0.0074571744	0.0258977459	0.1879373935	-0.0652256424	-0.0474367539	-0.0047882865	-0.1586707394	-0.1283028591	0.0393947371	0.116174474	-0.1058120689	0.0367032865	0.0488889394	0.1114166767	-0.0582512554	0.0483463129	0.0555911019	-0.1526105677	-0.0311956173	-0.047543363	0.0273159158	0.0362927857	-0.0145194243	0.1155421399	-0.0061255372	-0.0997747969	-0.0473980143	0.0525784998	0.1302045467	-0.0881911451	-0.0084738236	0.0018073031	0.0036569161	-0.0333944624	0.0877975911	-0.0330722807	0.0272205878	-0.0491577055	0.0634510792	-0.0856908677	-0.1053678375	0.1585895896	0.1331582393	-0.0362858249	0.080306889	0.1715241049	-0.0629230106	-0.0036746413	0.127966736	0.0041960065	-0.0300468373	-0.1348120762	0.0258600525	0.0337957708	0.0357706466	-0.1337992972	-0.029335151	-0.0216579972	-0.0415558606	-0.0481361137	-0.0167955262	0.0130130267	-0.1458898227	-0.0695738035	0.053077547	-0.0192470893	0.095496662	-0.0074252632	0.0653918166	0.1310979929	-0.0945947739	0.0968323058	-0.0377745116	0.1154831479	0.0335106802	0.0960271609	0.0228991016	0.0993571605	0.0395134759	-0.0536890948	-0.1157586004	-0.1231723781	0.0186892934	0.0497045606	-0.1257491717	0.0271909234	0.0952051601	0.1186137044	0.1159000657	0.1114232278	-0.0520695	0.0090195	8.135138025e-05	0.00271123283025	0.000552665	-0.0148644349999999	3.054386022250001e-07	0.0002209514278692	0.138709	-0.06598	0.0043533604	0.019240186681	0.0016308	-0.0001848299999999	2.65950864e-06	3.4162128899999995e-08	-0.000757886	-1.3137000000100051e-05	5.743911889960001e-07	1.7258076900262874e-10	-0.00130194	0.00025943	1.6950477635999998e-06	6.730392490000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322.8930755388841	0.0622973420188941	104259.93823095952	0.003880958822619	294.96793649889435	-0.0622435982198226	87006.08356241576	0.0038742655193507	221.4745155774535	0.0515759036051122	0.0026600738326838	49050.961050267695	221.6159000516688	362.77053646436485	1.1183	21.528189	0.130540055	0.0713991	-0.0247517334	-0.0139929957	0.0020544678	-0.0145344928	-0.0224428292	0.1326684209	-0.0426123931	-0.0150717788	-0.0944695769	-0.0179507081	0.0048058128	0.1204625756	0.0038037587	0.0567687171	0.0210720015	-0.1209416483	-0.0144611524	0.0374350385	0.0718029345	0.0668955133	0.0567198704	-0.0670885213	0.0979282478	-0.0933021948	-0.1677218521	0.0923203227	0.0932822609	-0.2088170382	0.0158735976	-0.04401164	-0.117857611	0.0174555893	0.029283539	0.1052375618	0.0309960632	-0.0216043155	0.1438053287	-0.0840909374	-0.0861411859	0.1024208152	0.115604028	-0.1350148667	-0.0905972311	-0.0648285151	-0.074185805	-0.1188824344	0.0447672351	-0.0128032684	-0.0035437989	0.1229928941	-0.0010985267	0.0492635927	-0.0501478384	0.1221504564	0.0218602277	-0.003854186	-0.0502650824	-0.0840158151	-0.071491405	0.1206131209	-0.0223551487	0.1940207886	0.1361265574	0.0681375897	-0.1184090025	-0.0112407916	0.003399878	-0.0108758022	-0.0340647966	-0.0946962933	-0.1051415826	-0.0816697288	-0.0971262359	-0.0651965389	0.0805669786	-0.0824349439	0.0451881524	-0.0513158922	0.110147515	0.185188682	-0.0566796888	-0.0119798117	-0.1032266342	0.1352239903	-0.0403064457	0.0198152419	0.0304901978	0.0569871278	-0.0503477593	0.01840567	0.1073795081	-0.1603929652	0.0308018356	-0.0450181173	0.0422135653	0.1021772215	0.0839050983	0.0656553884	-0.0117857316	0.086062237	-0.1112467084	-0.0214222628	-0.0331765773	0.0655353561	0.0824590948	-0.1423032975	-0.0085482611	0.1761908054	0.1182536866	0.1144731177	0.1082614433	-0.0273532	0.0247162999999999	0.0006108954856899	0.00074819755024	-0.00709114	-0.007643805	5.0284266499600005e-05	5.8427754878025e-05	0.0759525999999999	-0.0627564000000001	0.00393836574096	0.0057687974467599	0.00150228	-0.00012852	2.2568451984e-06	1.6517390400000007e-08	-0.000959971	-0.0002020849999999	9.21544320841e-07	4.083834722499998e-08	-0.000924074	0.0003778659999999	8.53912757476e-07	1.4278271395599993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323.26021975612247	0.3671442172383763	104497.1696767766	0.13479487625158	296.25495435758955	1.287017858695208	87766.99798141747	1.6564149686003982	221.71868225018545	0.24416667273195	0.0596173640729911	49159.17405875871	221.8531353692589	363.0584251718887	1.146678	22.074484	0.20635609	0.0898326	0.0316409809	0.0171504928	0.00929407	0.0328699754	-0.066435232	0.1249028891	0.0203457209	0.0074698495	-0.0044430362	0.0338514042	-0.0373139275	0.0634193401	0.0637730728	0.0801313574	0.0299031728	-0.109712969	-0.0198876197	0.0120564424	0.1602911387	0.0574877563	-0.0528512279	0.1769654758	0.0657014691	-0.0835178579	-0.152277478	-0.1247205697	0.0259231307	0.0355994359	-0.0824340575	0.0736728012	0.053455904	-0.0459210118	0.0345720169	-0.1064185105	0.140437177	-0.0734916111	0.20220948	-0.2199665882	0.02913243	-0.0155603962	0.0838421793	0.0192692257	0.0038256454	-0.0909388699	0.0011341681	-0.0042253504	-0.1552124579	0.0348988404	-0.0454781743	0.0696298151	0.0630962931	0.0658374177	-0.0622081476	0.1192875219	0.0010965469	-0.0409661793	-0.1541754648	-0.0697495145	0.0430537772	-0.1313971909	-0.0703633756	0.1496068988	0.1013576797	-0.00162632	0.1552121459	-0.0485095992	0.0780325092	-0.0949876934	0.0001989883	0.0238356122	0.0638588042	0.1109676749	-0.1868041904	0.0487745565	0.2025165391	-0.1916382084	0.0600025743	-0.0036850323	0.1469642107	-0.0826399705	-0.1065230111	-0.0473550655	-0.0777516592	-0.112321242	0.0082601856	-0.0238899064	0.071962558	0.0098342063	-0.0801759331	-0.0298354275	0.1092319041	-0.1861988767	0.1196293113	0.0170877624	0.0108714346	0.0551460884	0.0574080379	0.0318243046	-0.1011100053	0.0913460476	-0.1126871416	0.010246167	0.0617692747	0.0553767462	-0.034135198	-0.0781234027	-0.103957665	0.0127838124	0.1178341246	0.112815636	0.1046092073	-0.00516188	0.02219132	0.0004924546833424	2.66450051344e-05	-0.026784	-0.01969286	0.0007173826559999	0.0003878087349796	0.00287904	-0.0730735599999999	0.0053397451710735	8.2888713216e-06	0.0007864309999999	-0.000715849	6.184737177608427e-07	5.12439790801143e-07	-0.00142303	-0.000463059	2.0250143809e-06	2.1442363748100007e-07	-0.000275015	0.000649059	7.5633250225e-08	4.21277585481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322.8344606073009	-0.4257591488215553	104222.08895560692	0.1812708528052552	296.50327797248286	0.2483236148933088	87914.19384842744	0.0616646177136803	221.5340014029384	-0.1846808472470513	0.0341070153398887	49077.31377759711	221.6967939268868	366.87336321242793	1.277681	24.596399	0.11719658	0.0578547	0.0852839301	0.0267898112	0.0068431408	0.0558172264	-0.0995898688	0.0740032957	0.0333018062	-0.0297523777	-0.0268408691	0.0537337227	-0.0577111233	-0.0120660333	0.0477659054	0.1461801897	-0.0534003248	-0.0358356313	-0.1248064301	-0.1232553938	0.111781978	-0.0168582979	0.0109024453	0.037061019	-0.072883811	0.0081500445	-0.236490498	0.0814425345	-0.1008078147	0.0393085624	-0.0945379836	-0.1256177568	0.2439573176	0.0015843604	-0.0105603524	0.0819401152	-0.1770606126	-0.0421367657	0.0224502572	0.0807181041	-0.0078581453	-0.1480442293	0.0488402772	-0.1664394698	-0.0100721031	-0.1153602513	-0.0985037028	-0.0099666988	0.0438354732	0.0541494732	-0.0602924009	-0.0072201344	0.0419901885	0.1588944359	0.0098807204	0.0420432931	-0.0671683882	-0.1593832087	-0.0896566033	-0.0097323834	-0.0337637717	-0.0056139947	0.0970242629	0.0209371599	0.2336479294	-0.1721705926	0.0457415716	0.0562531237	0.1185672106	0.0850697209	0.2088136923	0.1398930358	0.008106027	-0.0595380374	0.1166587165	0.0120256045	0.0114499397	-0.0230465664	-0.0895747555	0.2219911123	0.0150820405	0.1266205823	-0.0437507927	0.0034463418	-0.0925623492	0.1016966155	0.0425300649	-0.0465855238	0.0961021752	-0.0138150426	-0.0775697449	-0.0202068057	0.0451948558	-0.1142753731	0.1665545156	0.0216024202	-0.1535215501	-0.0041938214	-0.012343275	0.0519294131	-0.1817000324	0.2116418366	-0.0683576438	-0.09028995	-0.0214283778	-0.014972529	0.0134664632	-0.0266172875	-0.1594881544	-0.0732109525	0.1173552296	0.1109309587	0.1004830656	-0.00802092	-0.00285904	8.174109721600005e-06	6.433515764640002e-05	-0.0379886	-0.0112045999999999	0.0014431337299599	0.0001255430611599	-0.0479105	-0.05078954	0.0025795773734116	0.00229541601025	0.000102775	-0.0006836559999999	1.0562700625000001e-08	4.673855263358632e-07	-0.00110688	0.00031615	1.2251833344e-06	9.995082250000005e-08	-0.000227953	4.706199999999998e-05	5.1962570209e-08	2.214831843999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322.4710395733736	-0.3634210339272954	103987.57136353228	0.1320748479007844	295.8830809183368	-0.6201970541460469	87546.79757372705	0.3846443859714346	221.57441274330205	0.0404113403636472	0.0016330764299865	49095.22038253917	221.71260649963	355.8398776809023	1.295659	24.942488	0.1822997	0.120403	0.0630824562	0.0091399826	-0.0709446686	0.0159320683	-0.0729371561	0.0142883144	0.0763283492	0.005072121	-0.1690395978	0.0333837225	-0.0567816089	0.0036633182	0.1218736102	0.113522119	0.0162377446	-0.1248051044	-0.0103104102	0.0013172354	0.0177178987	0.022296005	0.099262758	0.0506058582	-0.0533623153	0.024163313	-0.1334933585	-0.007490609	0.1910977246	0.0123775476	-0.0962513149	-0.0680932766	0.1783330505	-0.1205801883	0.0724765335	-0.2125330228	-0.073407461	0.1041718729	-0.1898477774	0.034114012	0.0035326034	0.1191860228	-0.0626516552	0.060584844	0.1767290314	-0.1612268041	-0.0888223831	0.0546933234	0.0774803938	0.0316875966	-0.0612785904	0.0032111801	0.1156259174	0.0962022797	-0.0634526139	0.1149314349	-0.0266006709	-0.0205921881	-0.0098729431	-0.0189659461	-0.0857178388	-0.0494139971	0.0400962772	-0.0029660574	0.1129851525	0.0478708601	-0.0031960546	-0.2000829518	0.1527339267	0.0617222326	0.0355303039	0.2265250487	0.0478105273	0.1950655671	0.1323164404	-0.0014211308	-0.1603854479	0.0272090985	0.1015765016	-0.0395096302	-0.1062743987	-0.0097655333	-0.2231972567	0.1004712911	0.1046891212	0.1484217477	0.0125254609	-0.0399056226	0.0439543758	-0.0915460306	-0.0535229841	-0.1298612669	0.0637128211	-0.1306084129	0.0391337158	0.1327259791	-0.0149709717	0.025160159	-0.0509079841	0.0413856646	0.0481565515	0.1650036062	-0.0687885887	-0.0406082374	-0.0120453249	0.0400735377	-0.0512325879	0.1135910239	-0.1326547697	-0.1347927935	0.1168172427	0.1088228812	0.0959017104	-0.00230801	0.00571291	3.263734066810001e-05	5.3269101601e-06	-0.0410198	-0.0030312	0.00168262399204	9.188173440000029e-06	0.0352127	0.0831232	0.00690946637824	0.00123993424129	-0.00117698	-0.001279755	1.3852819204e-06	1.6377728600250002e-06	-0.000864526	0.0002423539999999	7.47405204676e-07	5.873546131599998e-08	5.85858e-05	0.0002865388	3.4322959616399997e-09	8.210448390543998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
