global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
325.9033910348724	n/a	n/a	106213.02028802896	325.5574725235803	n/a	105987.66791594175	n/a	220.02012181560352	n/a	48408.85400375301	n/a	220.97835962547447	434.1937892683719	n/a	n/a	n/a	n/a	-0.0342662534	-0.1181813908	-0.059497608	0.057710798	0.0401467758	-0.1238741783	0.0918266961	-0.2650138617	0.112378671	-0.0424129419	0.0665785654	-0.0378201293	-0.0282673302	0.1797763164	-0.0569273206	0.0838402595	-0.0965571409	-0.0754213083	0.009139427	-0.0459807151	0.0584358265	-0.1161023342	0.0599285568	-0.0531777166	-0.0656695657	0.0177514839	-0.0004998383	0.0916386014	-0.0027556066	0.0505125963	-0.1025007601	0.0394152469	-0.1307350706	0.1216497625	-0.0455451325	0.0858886281	-0.0472375271	0.050187521	-0.0151756238	-0.0521876792	0.0150821279	0.0443897468	-0.0625734196	0.0416470537	0.0433107232	-0.0989716726	-0.0128834252	-0.0347326889	-0.0402302579	0.1768887576	-0.1112176826	0.0790844024	-0.0572869953	-0.0791573776	0.0008982102	-0.0599019767	0.0518961272	-0.0303992045	0.1005933366	-0.0128476029	0.114470742	-0.0834430402	0.0560531446	-0.0871845432	0.0094970718	-0.0060710329	0.1063332636	-0.0060423124	0.0622013126	-0.1728366946	0.0069726517	-0.098352839	0.0631954306	-0.0265478334	0.0135898154	0.0406533155	-0.05909936	0.0666912289	-0.0263749068	-0.0061205029	-0.1188967389	0.0144019365	-0.0209701429	-0.1492561314	0.0364357986	-0.1062460498	0.0993732969	-0.0201452804	0.0612075736	-0.1529491619	-0.0020253525	0.0012223756	-0.0346653533	0.0591245517	-0.1726111752	0.0934980552	-0.1065498238	0.1111520928	-0.0702419977	0.1214343489	-0.1387322668	0.0405023216	-0.0329894286	0.0177387711	-0.0374459565	-0.0374388305	0.1195153378	0.1194927693	0.1194551582	-0.0264187	n/a	n/a	0.00069794770969	-0.0198339	n/a	0.00039338358921	n/a	-0.521329	n/a	n/a	0.271783926241	0.0029406	n/a	n/a	8.64712836e-06	-0.00054252	n/a	n/a	2.943279504e-07	-0.00134203	n/a	1.8010445208999995e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324.7312590680374	-1.1721319668350247	1.3738933476765436	105450.3906159128	321.14168106584856	-4.415791457731757	103131.9793177992	19.499214198176755	219.7392439267051	-0.2808778888984307	48285.33532148	0.0788923884720391	220.4794953136324	428.35224950757697	1.12824	24.578405	0.1738799000000001	0.0972818	-0.0421333852	-0.0713095738	-0.0770621496	-0.0089102324	0.020066728	-0.1355218527	0.0592374435	-0.1099453853	0.0693983563	0.0957856183	0.0295809336	-0.0348719823	0.0119244601	0.1368934347	-0.0348390747	0.0620949244	-0.1284820316	-0.0250984739	0.0035350308	0.062044595	-0.0402305944	-0.0507032035	0.0745524962	-0.1178606388	-0.0155347543	-0.0530153303	-0.0816262584	0.0099114629	0.1823007026	0.1416091904	-0.0044688776	-0.0692239891	0.0057518256	-0.0550888978	0.0514020604	0.1019714815	6.97447e-05	0.3027813896	-0.0137095573	-0.0847985435	-0.0646865188	0.0965223066	-0.0136697541	-0.0070505402	-0.1082449664	0.0359591299	-0.0728608243	-0.0288725855	0.0147342022	0.1225038267	-0.1152459673	0.0784336889	-0.0854083438	-0.0229254087	-0.0405115104	0.0846037459	-0.0484399503	0.0642676217	0.0908684491	-0.106766601	0.0350253654	0.0257623304	0.0643313462	0.0067725967	0.2411192744	0.0454983921	0.053488989	-0.0939106425	0.154065007	0.124966623	-0.0466114013	-0.0080881893	0.0030611726	-0.1724052084	0.0510572808	0.0998329485	-0.1900962985	0.0977690227	-0.018755884	-0.0210853194	0.0473840321	0.0353234761	-0.0270040051	-0.1173159258	0.0046868867	-0.08472517	0.109708717	-0.0109119049	0.0687233769	-0.1213382739	0.0114392006	-0.0187363719	0.0066290937	0.0675868911	-0.150218386	0.08851537	0.0452291678	0.0368181467	-0.0035534611	0.1006011218	-0.0940015472	-0.1505335122	-0.0269567493	0.1031314094	-0.0225225472	-0.0187451236	0.1194551582	0.1192521267	0.1189139965	-0.0279045	-0.0014857999999999	2.207601639999997e-06	0.0007786611202499	-0.0111863	0.0086476	0.0001251333076899	7.478098576000003e-05	-0.427376	0.093953	0.008827166209	0.1826502453759999	0.0036904	0.0007498	5.622000400000001e-07	1.361905216e-05	-0.00109708	-0.00055456	3.0753679360000005e-07	1.2035845264e-06	-0.00125052	9.150999999999994e-05	1.5638002704e-06	8.37408009999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324.32549847733594	-0.4057605907014476	0.1646416569663877	105187.02896257244	320.39351603611567	-0.7481650297328883	102652.0051179847	0.5597509117152137	219.5120709267108	-0.2271729999942806	48185.54928253331	0.0516075719264014	220.3196078678347	426.3996471177185	1.138494	24.801775	0.19692305	0.119868	-0.0407000498	-0.0658558294	-0.0033147525	-0.0482767017	-0.0033649241	-0.0907776004	0.0904262328	-0.1139344214	0.0397576599	0.0500278415	-0.0071755146	-0.0037181144	0.0253360748	0.0525304353	-0.0755505897	0.0054754952	-0.0643339218	-0.0341819333	-0.0284989046	0.013526235	-0.0538545275	0.0191596921	0.027963827	-0.0559994492	-0.1897743862	-0.0290037074	-0.1148115105	-0.0016958122	0.1659746164	0.0237567409	0.0974360436	-0.2479451096	-0.0217820686	-0.0451055343	-0.0644080713	0.058051906	0.0453269797	0.0684071177	0.0849626356	0.0218445525	-0.0710586185	-0.0244745822	-0.1515279822	0.0182375008	0.1995413259	-0.0409559992	0.0117300504	-0.0027855023	0.0227844095	0.0558098558	-0.0930232286	-0.007949768	-0.0596575654	-0.0366160584	0.0166454271	0.0020725237	-0.0400263838	-0.0316045372	-0.014826902	-0.022621512	0.226151455	0.0155100799	0.0458789379	0.0475677551	0.1573513817	0.1055584917	-0.0922698868	-0.2406364773	-0.0236667808	0.0704469524	-0.0549875221	-0.058085392	-0.0079760567	-0.0209183894	0.0093290994	0.0742315382	0.0007244668	-0.0605016936	-0.1456427788	0.0265067272	-0.1719902964	-0.1389570527	-0.0332735672	-0.0546865413	-0.0320554292	-0.0797806815	0.1470586584	0.0719503231	0.0188323917	-0.1177813168	-0.0069170574	0.0005346461	0.0450821718	0.1691696007	-0.1161740918	0.1740977301	-0.0072634749	0.0955326856	-0.0070703081	-0.0528544865	-0.2021401879	0.0715100126	-0.0049024986	-0.0645258587	-0.1267717588	0.1345523286	0.1193348294	0.1187713263	0.1178341246	-0.0298674	-0.0019629	3.85297641e-06	0.00089206158276	0.0148191	0.0260053999999999	0.00021960572481	0.0006762808291599	-0.331616	0.0957599999999999	0.0091699775999999	0.109969171456	0.0029872	-0.0007031999999999	4.944902399999996e-07	8.923363840000001e-06	-0.000336385	0.000760695	5.78656883025e-07	1.1315486822500003e-07	-0.00125052	0.0	1.5638002704e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324.6987468550291	0.3732483776931872	0.1393143514505961	105429.27620922629	317.8321586549702	-2.561357381145456	101017.28107527817	6.560551633948307	219.56942507326988	0.0573541465590778	48210.73242700628	0.0032894981275201	220.29338612826365	426.5386130844327	1.374757	29.948711	0.36629145	0.225354	-0.0670335743	-0.1281285748	-0.0703361037	-0.0931554302	-0.0008173781	-0.1738405297	0.005145482	0.0552538828	0.0553209446	0.0591878304	0.1068013729	0.0151093073	-0.0120650085	0.1121784204	-0.0774352283	-0.1252596433	-0.024346167	-0.1992742345	-0.1615429902	-0.006763633	-0.034081743	-0.0094891848	0.0080788616	0.0948744482	0.1142047861	-0.0120017583	-0.0040912245	-0.0786802852	0.1964649056	0.0029965611	-0.0365679565	0.0421206434	0.1267896717	-0.0478330101	-0.2308911919	0.0634927779	0.0042417116	-0.0877327306	-0.0183900857	0.0146662053	-0.1135176853	-0.0867849154	0.0060279947	-0.1222970271	0.1157109738	-0.2406239273	0.1061225343	0.0164350163	-0.0124723433	0.1122138167	-0.0334101472	-0.1279468102	-0.0388190673	-0.1982595107	0.1600810315	0.0292138575	-0.0668612932	0.053791882	0.0494805661	0.0685334249	-0.1446448456	0.040498508	0.019640486	0.0327510891	0.1713898599	0.0938249656	0.0612813595	0.0524724162	-0.1813990221	0.0937783862	0.0111211754	-0.1820318223	0.0089328294	0.1238972859	-0.0333776182	-0.0001129452	-0.0554192094	-0.1724595475	0.0545759336	-0.1238911197	-0.1999767279	-0.0223956571	-0.0573215127	-0.1510880544	-0.0352254173	-0.0536042075	0.2333505769	-0.0119010416	0.024653288	-0.1368876592	0.0903715372	-0.1559852519	0.0194769943	0.1210808737	-0.0051401302	0.0661685035	0.2732530585	0.0590425955	-0.1985839212	-0.0185232515	0.0406800529	-0.011701247	0.0349611058	0.0322096077	-0.0869877739	0.1635849476	0.1191544118	0.1180513362	0.1162204348	-0.0168428	0.0130245999999999	0.0001696402051599	0.00028367991184	-0.0224956	-0.0373147	0.00050605201936	0.00139238683609	-0.455082	-0.1234659999999999	0.0152438531559999	0.2070996267239999	0.00589504	0.0029078399999999	8.455533465599999e-06	3.47514966016e-05	-0.000813428	-0.000477043	2.2757002384900002e-07	6.61665111184e-07	-0.00171536	-0.00046484	2.9424599296e-06	2.160762256e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326.8319151114088	2.1331682563796903	4.550406810025968	106819.10073539114	320.8666896699009	3.0345310149306783	102955.43253972048	9.208378480576211	220.3009241032384	0.7314990299685178	48532.49716074081	0.5350908308448825	221.0422378851933	439.85925437035047	1.386313	30.200464	0.20478441	0.0910719	-0.0475871471	-0.2140652301	-0.0380646072	0.0300708878	0.023304454	-0.1457205565	-0.0402119768	-0.0385420112	-0.0347795949	-0.0580040188	0.1591808163	-0.0415384299	-0.0826628974	0.1954100834	-0.1094102168	0.0311620741	0.0667898245	-0.0048433577	-0.0324432924	0.061291413	-0.0085955108	-0.1411449553	0.0145577503	-0.0390138876	0.1083642551	0.0468861688	0.0886021447	-0.0455143497	0.030179865	-0.0131406997	-0.0529251374	0.0109120151	0.116746316	-0.0387964801	0.0350783235	-0.069311047	0.0552800809	-0.0097426515	-0.072108338	-0.0030314802	-0.0542297911	-0.0341162368	-0.038692936	-0.1293249404	-0.0643503413	0.1282565009	0.0670081916	-0.036191654	-0.0803770619	0.1803046059	-0.1038490159	-0.0262671538	0.111824685	-0.0055975082	0.0194071296	0.073113467	0.0052529988	-0.0082441073	0.1381296658	-0.0764306061	-0.1434844757	-0.0179916309	-0.0737050916	-0.002913676	0.0168314671	0.0017852213	0.0628826307	0.0579682835	-0.0778945824	0.0965184343	0.0523107608	0.0891956694	-0.0580154408	0.0413598253	-0.0218079388	-0.053688195	-0.0647550017	-0.045688998	-0.0543777628	-0.0991109632	0.1392157181	-0.0129433273	-0.0406651264	-0.1823479771	0.036067215	-0.0582953333	0.1678732183	0.0128453879	0.0949471375	-0.0653313078	0.0862254103	-0.0133518456	-0.0618384191	-0.0271125369	-0.0021822158	-0.0885866421	0.2080083535	-0.0374173313	-0.0415621064	0.0708226338	0.0895262351	-0.040245527	-0.0729245683	0.133575688	0.0478055624	-0.0645602886	0.1189139965	0.1170936064	0.1140802373	-0.0120814	0.0047614	2.267092996000001e-05	0.00014596022596	-0.00498169	0.01751391	2.4817235256100004e-05	0.0003067370434881	-0.524396	-0.0693139999999999	0.0048044305959999	0.2749911648159999	0.00488987	-0.0010051699999999	1.0103667288999993e-06	2.39108286169e-05	-0.00136654	-0.000553112	3.0593288454400005e-07	1.8674315716e-06	-0.00100974	0.0007056199999999	1.0195748676000002e-06	4.978995843999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325.5829695966611	-1.2489455147477315	1.559864898808476	106004.27009138034	319.0564592331858	-1.8102304367150737	101797.02417841756	3.276934234009646	220.33659541405905	0.0356713108206463	48548.21527865875	0.0012724424156631	221.18025938309964	442.0242372035698	1.153078	25.119488	0.085510874	0.0467007	-0.0484586006	-0.2137387889	-0.0240125204	0.1427896143	0.0532347853	-0.1250793603	-0.0936838386	-0.1489429926	-0.0824129103	-0.0483349422	0.0664871018	-0.0569213114	-0.1079135792	0.2499695833	-0.0372086306	0.0937810439	0.0085741358	-0.0344632269	-0.0356742736	0.0653652327	0.0861430156	-0.1448883859	0.0164436837	-0.0801768016	-0.0672189761	-0.0613356554	0.0374745778	0.0047254692	-0.0708013176	-0.0615189194	-0.1345083872	-0.0201021535	-0.0470121751	0.0970500091	0.0277027484	-0.0541399183	-0.0305090406	-0.0195519446	-0.0855756472	0.0558308442	0.00646513	-0.1353215396	0.0105263849	-0.0334422461	-0.1036162237	0.0597370981	-0.091391386	-0.0503476417	-0.1130274452	0.2421512474	-0.0903899865	0.083646242	0.0440428518	-0.0408831987	0.0341362276	0.0519274522	0.1239367556	-0.0652104525	0.1055116382	-0.0684886347	0.0891176319	0.0139773388	-0.0124925299	-0.0170086533	-0.099997988	0.027834532	0.1259114088	-0.005858721	-0.0180274632	-0.1194616445	0.0621406487	0.060660188	0.0113523702	-0.0454858546	-0.0684587085	-0.0687369732	-0.0051859211	-0.0905188431	0.0017912306	-0.0467093683	0.1363236214	0.0313961633	-0.0439659452	-0.1821172902	0.0782042329	-0.0346881903	0.1297546979	0.0373795066	0.1034727268	-0.1078607536	0.036243933	0.0749745126	-0.045530786	-0.0976398819	-0.0216103483	-0.1851306718	0.0984227972	-0.1588825052	-0.0469395594	0.0063994923	-0.0218986628	0.050122997	-0.0366015811	0.0613956289	0.056833569	-0.0629678927	0.1186137044	0.1159000657	0.1114232278	-0.000554186	0.011527214	0.0001328766626017	3.0712212259600005e-07	0.00116057	0.00614226	1.3469227249000005e-06	3.77273579076e-05	-0.536351	-0.011955	0.000142922025	0.287672395201	0.0047337	-0.0001561699999999	2.4389068899999922e-08	2.2407915690000005e-05	-0.00113323	0.00023331	5.4433556100000015e-08	1.2842102329e-06	-0.000281492	0.000728248	7.9237746064e-08	5.303451495040002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323.83874649517685	-1.7442231014842378	3.0423142277512936	104871.5337315674	318.3631136131556	-0.693345620030243	101355.072109463	0.4807281488151221	219.92220701719845	-0.4143883968606019	48365.77713931549	0.1717177434526997	220.8100617366767	427.1867311304664	1.165354	25.386932	0.118844076	0.0569127	-0.0600569237	-0.0693925278	-0.1118954559	0.187086401	0.0393846401	-0.087779457	-0.1280005207	-0.1226695559	-0.0102785716	-0.0718832081	-0.0424999051	-0.0380177731	-0.078701622	0.2295261465	0.0859704701	0.0748448805	-0.0011787881	-0.0346460495	0.0791564193	0.0393007584	0.1585464203	-0.104352577	-0.0721157951	0.0358959244	0.0482325527	0.0490743737	0.0141644476	-0.0085834321	-0.0028390179	-0.0451473825	0.0087306242	0.0767185406	0.0146540169	-0.0663408257	0.0453272867	-0.0825968543	-0.0250449688	-0.0197989403	0.0586095609	0.036255785	-0.1017790521	-0.012407088	-0.0158301171	-0.0579471112	-0.0326599237	0.0908191264	0.0892382983	-0.0338367449	-0.0898160514	0.2262956074	0.0300801227	0.1184750546	0.0204283594	-0.0429627056	-0.0679667953	0.0253936556	0.1703109246	-0.0614655065	0.0492884544	0.0406619844	-0.070333599	-0.0427271757	-0.0156711195	-0.0189977083	-0.0300816769	-0.0089524164	-0.0246127529	0.0860316169	-0.0416696466	0.0409202217	-0.042176876	0.0749202484	-0.022695414	0.0134407254	0.0704301451	-0.0066369407	-0.0212395799	-0.0735118731	-0.022370232	0.0177855413	0.1090923979	-0.0534399554	-0.0387221641	-0.1757355551	0.1424972539	-0.0012725923	0.0287966987	-0.0144396196	0.0511935633	-0.0491131161	0.050220551	0.0259328959	0.0039048091	-0.1453680409	-0.0533647698	-0.2391412244	0.0033222181	-0.1050228894	-0.0086246223	-0.0191971945	0.027182108	0.0703185366	-0.0266076846	-0.0464273941	0.0673082391	-0.0447432864	0.1182536866	0.1144731177	0.1082614433	0.0157304	0.016284586	0.0002651877411913	0.0002474454841599	-0.00593807	-0.00709864	3.52606753249e-05	5.03906898496e-05	-0.519999	0.016352	0.000267387904	0.270398960001	0.00433889	-0.00039481	1.5587493610000054e-07	1.88259664321e-05	-0.00179438	-0.0006611499999999	4.3711932249999996e-07	3.2197995844e-06	0.000244725	0.000526217	5.9890325625e-08	2.769043310890001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323.1828295124182	-0.6559169827586402	0.4302270882711982	104447.14129165278	318.39761609452734	0.03450248137176	101377.041934678	0.0011904212208086	219.81985798203684	-0.1023490351616089	48320.76996324284	0.0104753249985122	220.73686465857165	417.6776757818365	0.905542	19.726978	0.1260746899999999	0.0651299	-0.0622182937	0.0200158805	-0.1527040902	0.1736250077	0.0281551493	-0.0691455825	-0.1576851797	-0.1115803753	0.0117357011	-0.0545311609	-0.0927401875	-0.0320034512	-0.0581455743	0.2112164358	0.0981203922	0.0894313005	0.0421443982	0.0093437365	0.0863435707	0.0405004873	0.0888853605	-0.1396011286	-0.1129412972	0.0177041332	-0.0370955499	0.1928660637	-0.0234620395	0.1446294333	-0.1181702381	-0.0055255114	0.0383640902	0.0701215899	-0.0815423664	-0.014778977	-0.0777330672	-0.0564364854	0.0580813648	-0.0705991864	0.0419025099	0.0587374916	0.1122262641	0.0226255807	0.1365918634	0.0342759595	-0.0099500839	0.0597724952	0.1199352665	-0.0283386371	-0.0664186048	0.2094970858	0.0537844921	0.1180076825	0.0561843974	0.0128690456	-0.0855622675	0.0022586229	0.1041900815	-0.1513141851	0.0601362041	0.0252533254	-0.0170030602	-0.2105263535	0.0242415069	-0.1188699559	-0.0773438329	-0.0839358495	-0.0657471799	0.0339254457	0.0129314445	-0.0393046579	-0.0642193027	-0.0641209805	-0.0944889313	0.0052353234	-0.0406957353	-0.0053767218	0.1462045558	0.0363010406	0.1252651601	0.0659899683	0.0614282924	0.0139976263	-0.0364055227	-0.138950467	0.1855996493	0.0401310987	-0.0439275528	-0.029989839	0.0230652988	-0.0113420589	0.0621189181	0.0085200577	0.0536789025	-0.1239809154	-0.0194016285	-0.2037255097	-0.0775342891	-0.0186784347	0.0397434061	-0.0442242281	0.0946798132	0.1159107506	-0.0417458377	-0.1336073317	0.0300829679	0.0367881498	0.1178341246	0.112815636	0.1046092073	0.0379312	0.0222008	0.00049287552064	0.0014387759334399	0.0076638699999999	0.0136019399999999	5.8734903376898464e-05	0.0001850127717635	-0.487814	0.0321849999999999	0.0010358742249999	0.237962498596	0.00389589	-0.0004429999999999	1.9624899999999987e-07	1.51779588921e-05	-0.00185656	-6.218e-05	3.8663524e-09	3.4468150336e-06	0.000901284	0.000656559	8.123128486560001e-07	4.310697204810001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323.03102188647244	-0.1518076259457643	0.0230455552952891	104349.04110101864	318.040436386894	-0.3571797076333496	101149.71917716596	0.1275773435450451	219.3716494935032	-0.4482084885336235	48123.92060150043	0.2008908491935953	220.2471168710001	416.9967983184941	0.746166	16.255022	0.14381343	0.0756069	-0.0607287684	0.0443580309	-0.143847591	0.1664393	0.0130693272	-0.0607009652	-0.1653798094	-0.0520458792	0.0207250119	-0.0338000321	-0.1140638744	0.0023145712	-0.0161779454	0.138921421	0.0834762553	0.0270017386	0.008433071	0.0564956288	0.145350806	-0.0230797229	0.0008748103	-0.0571217383	-0.0895998842	0.1242718219	0.0136975434	0.1182239081	0.0134238071	0.090933501	-0.0007100965	-0.0162410257	0.0732325617	0.0754169289	0.0025801949	-0.0166701856	-0.0004141685	0.0224763184	0.0404919818	0.0474543029	0.0301709353	-0.0259063017	0.1066087857	0.0122405676	0.0412145308	-0.0554225902	0.0952657415	-0.1326028293	-0.082106451	0.001560776	-0.0204079603	0.1403842716	0.0677612282	0.0525111211	0.0149639442	0.0607344903	-0.1477396398	-0.0485049809	-0.001232675	-0.0964533012	0.0194888439	0.1050014155	-0.0819649852	-0.112639257	-0.0242728471	-0.0923519564	-0.0132909199	0.0010370128	-0.0735746451	0.0639955491	0.0533944764	0.0373641484	-0.0136652532	-0.040267999	-0.0317883908	-0.0402881099	-0.0052835862	-0.0122827028	0.0678377015	0.0543246339	0.0515356561	-0.0826708893	-0.1514066936	-0.045195235	-0.032233248	-0.1046520294	0.213682701	0.0650242031	-0.1018240935	-0.0503436031	0.0016400504	0.0160034022	0.0632602099	-0.0123994228	0.0636642542	-0.1268370057	0.0128389366	-0.1703461042	-0.1218557347	0.0218651237	0.0837584149	-0.0901941959	0.1163124315	0.0806422274	-0.0377831769	-0.1835157186	-0.0195949389	0.0189858322	0.1173552296	0.1109309587	0.1004830656	0.0431202	0.0051889999999999	2.6925720999999996e-05	0.0018593516480399	0.019898	0.0122341300000001	0.0003959304039999	0.0001496739368569	-0.446851	0.040963	0.001677967369	0.199675816201	0.00318578	-0.0007101099999999	5.042562120999998e-07	1.01491942084e-05	-0.00216302	-0.0003064599999999	9.391773159999997e-08	4.6786555204e-06	0.00159326	0.000691976	2.5384774276e-06	4.788307845759999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322.65268141719724	-0.3783404692752015	0.1431415106913796	104104.7528257074	317.62639837708895	-0.41403800980504	100886.5289460012	0.1714274735633184	218.8963742014963	-0.475275292006927	47915.62263856149	0.2258866031922697	219.7233897395104	416.0665691923912	0.855434	18.635397	0.18804701	0.11195	-0.0318834986	0.0631454997	-0.1055619531	0.1621774146	0.0101594858	-0.0230900815	-0.1455255569	-0.01665592	0.0072634927	-0.0061091863	-0.090557617	0.015109297	0.0229243985	0.072284687	0.1595523098	-0.0488160657	0.0605295635	0.129143725	0.1328726938	0.1040688595	-0.1089433942	0.0243880406	-0.0069868469	0.0744822611	-0.0297529032	0.0226551494	-0.0526086024	0.1432363378	0.0258690268	0.0628294529	0.0335349782	0.1555232357	-0.0289544865	0.1402160113	0.0065805707	0.1433695848	-0.0876995955	-0.1082679251	0.1159196339	0.0994673085	0.035535468	-0.014943981	0.0628166931	0.0403611275	0.0787980102	-0.0215088544	0.0315990992	0.0112251505	0.0206343084	0.0795611879	0.1732277814	0.0041704296	0.0169437728	0.1327134882	-0.1481007017	0.0821435791	-0.084992489	-0.0583314147	-0.0179094508	0.0778417545	0.0245391082	-0.0133068165	0.0499714554	-0.0983549138	0.0191802983	-0.0007692644	-0.062589119	0.1193714725	0.1303262146	-0.1009701357	0.0902097466	-0.1082201988	0.113435014	0.1077706278	0.0575376983	0.111299725	0.1435250301	-0.0542149082	0.0697618799	0.0471459815	-0.0569069491	-0.0199972217	-0.0156597381	-0.059009991	0.19104868	0.0412662597	-0.1468689505	-0.0512503131	0.0119900574	0.071074836	0.0404050713	-0.042799942	0.0495088896	-0.0867178228	-0.0060322982	-0.0745066295	-0.2093334399	0.099221282	0.1198080056	-0.0625823535	0.0972869793	0.0128916153	-0.0361568417	-0.121073994	-0.0144869536	-0.0081613155	0.1168172427	0.1088228812	0.0959017104	0.0374717	-0.0056485	3.190555225000001e-05	0.0014041283008899	-0.00694751	-0.02684551	4.826789520009999e-05	0.00072068140716	-0.383738	0.0631129999999999	0.0039832507689999	0.147254852644	0.0018003	-0.00138548	1.9195548304000004e-06	3.24108009e-06	-0.00202685	0.0001361699999999	1.854226889999992e-08	4.108120922500001e-06	0.00126611	-0.00032715	1.6030345321e-06	1.070271225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
