global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
269.9413621798935	n/a	72868.33901553642	n/a	228.9397617227891	n/a	n/a	52413.414497687445	194.34814888963768	n/a	37771.202976828776	n/a	194.3563883087852	299.73896577292413	n/a	n/a	n/a	n/a	-0.1728963357	-0.1455888515	0.1846464707	-0.1808160371	-0.0243049013	0.0832928858	-0.0706905456	0.0413328901	-0.3051813821	-0.167720478	-0.15020124	0.0851840621	-0.0066779234	0.0321332181	-0.0244416433	0.0128026431	-0.0087985087	0.0525528404	-0.0893346349	0.0734447292	0.0119543491	-0.0332672274	0.0361128574	-0.0806564227	0.019923835	-0.0690490701	0.110497296	-0.0395016052	0.0852983812	-0.0105492449	0.0320830152	-0.1190452538	0.1045028623	-0.124403407	0.0550014686	0.0090100549	-0.1555922841	0.0166431738	0.0781515811	-0.023761685	-0.055540589	0.1156322056	0.0548625465	0.0470768414	-0.0916045223	-0.1614476238	0.1974661738	-0.0037444276	-0.1692906263	-0.1519167808	0.07258127	-0.0335314295	0.0336927011	0.0295583094	-0.0034909848	0.0204935704	-0.0506785547	0.0969951811	-0.0369443844	-0.0139263979	0.0073186796	-0.0160359916	0.0860142578	-0.0628892548	0.0697592165	-0.1226487645	0.0895921877	-0.0176937444	0.0061243354	-0.0348935778	0.0566526946	-0.0949349004	0.099062812	-0.1021034991	0.1996518861	0.0124106531	-0.069219122	0.0785411237	0.0316588262	0.017228878	-0.1633221075	-0.025002651	0.051631363	0.0622125133	-0.2160485754	-0.1194636624	0.0010031798	-0.2101921187	0.0698848452	-0.0219422781	0.0318126289	-0.0096603964	0.0363317344	-0.0512041021	0.0855882546	-0.0285497043	0.0197142361	-0.040521366	0.2289116703	-0.1690575795	0.1060574797	-0.3139302143	0.0972121541	-0.0122679581	0.1301714559	-0.1718607912	0.2862130551	-0.2709631686	0.2088019564	0.2170358624	-0.2833812751	0.1195153378	0.1194927693	0.1194551582	-0.127583	n/a	0.016277421889	n/a	-0.379299	n/a	0.143867731401	n/a	0.265389	n/a	0.070431321321	n/a	-0.0299354	n/a	0.00089612817316	n/a	0.0136324	n/a	n/a	0.00018584232976	-0.000515301	n/a	2.65535120601e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268.70526719576355	-1.2360949841299202	72202.52061874668	1.5279308097911477	225.8119865305284	-3.1277751922606853	9.782977653321367	50991.05326086354	194.3355870117613	-0.0125618778763794	37766.32037920585	0.000157800775781	194.3657052733681	293.1291622686214	1.544465	31.36474	0.09310135	0.0549703	-0.1946704333	-0.1243058896	0.0969192731	-0.1869124647	0.0167395337	0.0304947564	-0.1157507323	0.0945820725	-0.1810474354	-0.1788720977	-0.1638035174	0.0411970149	0.0015219187	0.0142385449	-0.0347153331	0.060394534	0.0023572934	-0.1478766038	-0.0976935405	-0.0680353945	-0.0905487573	0.0645361206	-0.0775108712	-0.0313072747	0.0237928155	0.0923377178	0.0420803764	-0.0174498109	0.1229577569	0.0220484165	-0.071119082	-0.1114733196	0.1771886602	0.03283436	0.0964911821	0.0064394382	-0.124118452	0.1463363181	0.1932923225	0.0491806853	0.0714543969	-0.0026464693	-0.0023002861	0.0759166424	0.0733488424	0.0171508066	0.1120282539	0.1736076717	-0.1820705473	-0.1668823877	0.0338609136	-0.0068126785	0.0260959381	0.0303866815	-0.0620349833	-0.0112423205	0.1367796124	0.0732519066	0.0698856837	0.1081362304	0.0709556267	0.0949786742	-0.0316889436	-0.022009207	-0.0764497382	-0.0518847166	0.1241193593	-0.0804095917	-0.0650980198	-0.12209314	0.0181543658	-0.1281245088	0.0135262837	-0.1043685723	0.0371916339	0.0246045979	-0.1793385691	0.1628605586	0.1521585776	0.0353671699	-0.0091939235	0.0802761152	0.0284978946	-0.0084712295	-0.0481372374	0.0029292289	0.0923876755	-0.2145560002	0.0836393753	-0.0776752385	-0.012334116	-0.0133148898	-0.0284342744	-0.0907300449	0.0149160418	-0.0823600173	0.1264685237	0.0048705559	0.0378314799	-0.0405277611	-0.0126234943	-0.0375880924	-0.1224484445	0.0495307133	-0.1755640043	0.1032653689	-0.1647902898	-0.0944543223	0.0647787099	0.1042620431	-0.0681625808	0.1194551582	0.1192521267	0.1189139965	-0.125053	0.00253	0.015638252809	6.400900000000023e-06	-0.388993	-0.0096939999999999	0.151315554049	9.397363599999962e-05	0.237276	-0.028113	0.0562999001759999	0.0007903407689999	-0.0291605	0.0007749	0.0008503347602499	6.00470010000003e-07	0.0134072	-0.0002252	5.071504000000003e-08	0.0001797530118399	-0.000570488	-5.518699999999994e-05	3.25456558144e-07	3.045604968999994e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267.6662135543231	-1.0390536414404323	71645.20187850851	1.0796324697906226	222.7696359508178	-3.0423505797106145	9.255897049865512	49626.31070165989	193.89842862366336	-0.4371583880979415	37596.60062272588	0.1911074562843904	193.8803424372817	286.4496528973528	1.165389	23.666525	0.08355255	0.0430929	-0.1980348954	-0.1114927499	0.0419218123	-0.1930573684	-0.044007754	0.0273783559	-0.0814769534	-0.0066047146	-0.026040565	-0.1915401695	-0.0638021675	0.079789668	-0.0478726871	0.0054064206	0.0576982137	0.06845746	0.0490602735	-0.149881738	-0.0514895926	0.0138894452	0.0324619156	-0.0757863687	-0.0525216708	-0.0713227513	-0.0230072587	-0.0431367027	-0.0324758254	0.011673578	0.0871348521	0.1066201408	0.0560047613	-0.0807223761	0.1338784008	-0.1074021189	-0.100904262	-0.0560539455	-0.0301551289	-0.1127678806	-0.0743181122	0.0350533176	-0.1099030784	0.0550245043	-0.0616529178	-0.0290882539	0.0696769695	0.0113638306	-0.0100456577	-0.1422057165	-0.1933367799	-0.0625684656	0.0775225224	-0.0474544044	-0.0185451061	-0.0684144274	-0.0614157847	-0.0546769975	0.132383469	0.0410397552	-0.0175670453	-0.0777004399	0.0289132402	0.0747934238	0.0371920133	-0.0544682706	0.0403503397	0.0589725123	0.040722581	-0.0723256871	-0.0882890471	0.0050495715	0.077893854	-0.1560507227	0.1262463402	0.0605720876	0.1178868037	0.0217441302	0.1329398053	-0.05098889	-0.0249847518	0.0696644563	-0.0059965709	-0.114254574	-0.0144078496	-0.1003048244	-0.0372586703	-0.0174638968	0.0157882024	-0.2167282885	0.0721694379	-0.0559486431	0.0012922842	0.0254181281	0.0500401548	-0.0193415176	0.0008513822	-0.0206510464	0.0594135743	-0.0800806328	0.0770301279	-0.0667592546	0.0294104264	-0.0541204005	-0.0306683288	0.0628479402	-0.0767321284	0.1814184027	-0.2689908369	-0.0051209651	-0.0403472313	-0.010053982	-0.1945627578	0.1193348294	0.1187713263	0.1178341246	-0.131429	-0.0063759999999999	0.0172735820409999	4.065337599999991e-05	-0.352751	0.0362419999999999	0.1244332680009999	0.0013134825639999	0.220815	-0.0164609999999999	0.048759264225	0.0002709645209999	-0.0293432	-0.0001827	0.00086102338624	3.3379290000000335e-08	0.0137058	0.0002986	8.916196000000078e-08	0.00018784895364	-0.000578659	-8.171000000000068e-06	3.34846238281e-07	6.676524100000112e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267.83886591709654	0.1726523627734195	71737.65809575641	0.0298088383712444	222.17014603053823	-0.5994899202795523	0.3593881645167839	49359.573787230685	193.8659469580853	-0.032481665578075	37584.00538995514	0.0010550585987259	193.8591689716686	284.7033867876069	1.018149	20.676405	0.0877062	0.0486915	-0.2001152096	-0.1151262128	0.0090766995	-0.2112662506	-0.0832849423	0.0995758218	-0.0089431286	-0.1233212093	0.0118674287	-0.2214164542	-0.0588799914	0.0526236649	0.0293625158	0.0419084884	0.0282330893	-0.0462216149	0.0583354906	-0.0223306397	-0.0650732846	0.0698400983	-0.0445061724	-0.0451401167	-0.0163581688	0.0354888139	0.0729731069	-0.1461277093	0.1001537045	-0.0274318996	0.0898017239	-0.0048004299	0.0437023704	-0.025110174	-0.0416322781	0.0235239575	-0.0623069169	-0.0686756709	0.0656636543	-0.0421700408	0.0100777707	-0.0505212572	0.0276024541	0.1163381247	0.0032464622	-0.2076809202	-0.0248763901	-0.0356207991	-0.0240418541	0.1382629814	-0.2217739517	-0.0556476057	0.0472230486	-0.0163682051	0.0507605333	-0.02356329	0.0529624671	-0.0623263803	0.0087450733	0.0600063765	-0.0353149313	-0.0387433514	0.058771957	0.0111254661	0.0013349518	0.0438281554	0.1473648415	-0.1306924007	0.0882393468	-0.0434200015	0.0311858272	0.0295799733	0.0490760433	0.0088630745	0.0118665454	0.0613504665	-0.0395968428	0.0532354296	0.0824628656	0.0016731779	0.0069428566	-0.0636805625	-0.0217091825	-0.1202933778	-0.1708477818	0.1502131052	-0.0275403416	0.0642452552	-0.0529145142	-0.2205691173	0.0820124521	-0.0365212338	0.0470790618	-0.0095287827	0.0296225631	-0.0602902767	0.0041501316	0.0339878155	0.038245565	-0.101266898	0.0269671185	-0.018365715	0.00058049	-0.0443695167	0.0530613984	0.0019454814	0.0170572186	0.0368142916	-0.0073301965	0.0357393734	-0.0513683229	-0.0822927461	-0.0701922931	0.1191544118	0.1180513362	0.1162204348	-0.136868	-0.0054389999999999	0.0187328494239999	2.9582720999999995e-05	-0.340292	0.0124589999999999	0.115798645264	0.0001552266809999	0.247787	0.0269719999999999	0.061398397369	0.0007274887839999	-0.0299713	-0.0006280999999999	0.00089827882369	3.945096099999994e-07	0.0136741	-3.1700000000000825e-05	1.0048900000000524e-09	0.00018698101081	-0.000775583	-0.000196924	6.01528989889e-07	3.8779061776000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267.6478531212052	-0.1910127958913676	71635.37328039022	0.0364858881942372	222.2454901793424	0.075344148804163	0.0056767407590238	49393.05790505618	193.9426026288896	0.076655670804314	37613.73311446737	0.0058760918664593	193.9762855009599	281.5951416741471	1.115606	22.655542	0.0751989499999999	0.0427032	-0.1982359487	-0.0934689575	-0.0164955456	-0.1993437073	0.0769463322	0.1114698821	0.0190357155	-0.1036500308	0.009372721	-0.2074005	-0.0627976242	0.0576211004	0.0999509077	-0.0310299851	0.015513351	-0.056455216	0.0662822849	0.1476492102	-0.0038845223	0.0739391576	-0.0223409196	0.0757870213	0.0296737997	-0.048849307	0.0711511277	0.1752186459	0.0047151303	0.1265121193	-0.080736986	-0.0366536136	0.0555798694	-0.0087081283	-0.0409959312	0.033756098	0.1380291514	0.1405742947	0.0645044589	0.0485936917	0.0950020055	0.0903753985	0.1081950975	-0.1038947253	-0.1081303592	-0.1433120164	-0.1788835027	-0.0620672213	-0.111517131	-0.0499939346	-0.2070785605	-0.0580531496	0.0653707059	0.1042982444	0.0420774778	0.0050413479	0.0616470005	-0.0507443092	-0.1420770651	0.047406897	-0.081583919	0.0441824486	-0.010488551	-0.0462858417	-0.1041988856	-0.09291252	-0.1279398898	-0.0351039696	-0.154610938	-0.0365450556	0.0818108077	-0.0409498985	0.0589323716	0.053503575	-0.0378254376	-0.1104318554	-0.102579085	-0.161246635	-0.0660556723	0.0146644496	0.143926361	0.0096596088	0.1936577013	0.0500130397	-0.0430472971	0.1005398204	0.0031197196	-0.0746972592	-0.1740680095	-0.2154411784	0.0765153496	-0.0176212787	0.0539982604	-0.0363884461	-0.052998374	-0.0463353112	0.0143497912	0.0718944108	-0.0590043861	-0.0778689926	0.0663266156	0.0114215773	0.015114284	-0.0556732481	0.1006672536	-0.0224084529	0.0817296098	-0.094320251	0.2035611502	0.0170676655	0.0301615266	-0.0565871487	0.1679208272	0.1189139965	0.1170936064	0.1140802373	-0.135176	0.0016919999999999	0.0182725509759999	2.8628639999999966e-06	-0.373033	-0.032741	0.139153619089	0.001071973081	0.24457	-0.0032169999999999	0.0598144849	1.0349088999999984e-05	-0.0294534	0.0005178999999999	0.00086750277156	2.6822040999999815e-07	0.0136244	-4.9699999999999744e-05	2.470089999999974e-09	0.00018562427536	-0.000592204	0.000183379	3.5070557761600004e-07	3.3627857641000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268.3178449765216	0.6699918553164252	71994.46593284467	0.4488890861903457	223.4104225039482	1.1649323246058143	1.3570673209115067	49912.21688339265	194.3441708813704	0.4015682524807857	37769.656755567295	0.1612570614004721	194.39872652111632	282.95144077681124	1.222898	24.834415	0.0860972500000001	0.0483716	-0.205406352	-0.0785957474	-0.0321552506	-0.1708042838	0.1860279608	0.0464321188	-0.0906349443	-0.0232826256	-0.0143592361	-0.1601789987	-0.1965324025	0.0249770619	0.0369041261	-0.103356993	-0.0338950591	0.004833905	0.0079698577	-0.041040121	0.0021524978	0.0195220214	-0.0135143432	-0.0197663227	-0.0621588452	-0.0048567092	-0.07546293	-0.0163712627	0.0066113557	0.0401638596	-0.1022022753	0.0622144811	0.0272048438	0.0322720819	-0.0372097362	0.0083037038	0.0519564034	0.0233547134	-0.0327659706	0.088557515	-0.1501903095	0.0662027796	0.0433788477	-0.0366732962	0.1295749828	0.0265720013	0.1196108629	-0.0569090834	-0.1005604791	0.047129866	-0.1617330157	-0.1950439845	0.0298506347	0.1041143276	-0.042737254	0.0309271141	-0.0064387839	-0.0163522302	0.0438117258	-0.0048926774	-0.0293458797	-0.0028713234	0.0225685715	0.0663348081	0.0770061376	0.0401640737	0.0016358036	0.0208655218	-0.0914769398	0.0340879706	-0.0729104375	0.0039790462	0.0177159104	0.0331281171	-0.0498343643	-0.01736175	0.0093279555	0.0271289361	-0.0965177283	-0.1798607629	-0.0505890605	-0.0176625243	0.0139612761	0.1153371607	-0.0893378225	-0.1703939684	0.0603747667	0.0127754765	-0.0988236399	-0.2113536771	0.0876948331	-0.0818447121	-0.0641376517	0.0142201668	-0.0425061982	-0.0773334443	0.0221671987	0.0462238061	-0.0303093505	0.0108089405	-0.112619894	0.0256687933	-0.085573373	0.1103900935	-0.1041083662	0.0686310527	-0.1244028655	0.1412057382	-0.2603304287	0.1016162219	-0.0803757761	-0.0183668745	0.1052525349	0.1186137044	0.1159000657	0.1114232278	-0.129721	0.0054549999999999	0.016827537841	2.9757024999999863e-05	-0.38695	-0.013917	0.1497303025	0.000193682889	0.212282	-0.032288	0.045063647524	0.001042514944	-0.0289355	0.0005179	0.00083726316025	2.6822041000000175e-07	0.0134661	-0.0001583	2.5058890000000037e-08	0.00018133584921	-0.000579659	1.254500000000009e-05	3.36004556281e-07	1.5737702500000226e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266.9996263073093	-1.3182186692122857	71288.80044824282	1.737700459859809	222.3427638867322	-1.0676586172160114	1.1398949229156057	49436.30465279114	193.75135893049764	-0.5928119508727434	37539.589087414526	0.3514260090975479	193.8230125311649	281.5682933963075	1.072875	21.78776	0.17055185	0.101557	-0.2139685336	-0.0602650262	-0.0591907058	-0.1795252379	0.0760913716	0.0015669202	-0.1078572283	-0.1904420165	0.0351708426	-0.1964216655	-0.0529029386	0.1007548465	-0.0735439352	-0.0996729859	0.0679760867	-0.0114921394	-0.0621294729	0.0549418643	0.1105953091	0.0597535438	-0.0314083171	-0.0061650385	0.0826613559	0.0496403674	-0.2026553118	0.0504917851	0.005787338	-0.2223874098	-0.1132298331	-0.0603961965	0.0646970019	0.1561469991	-0.0126788128	0.0489090105	-0.130960808	-0.1669954546	-0.1316570957	0.0956141615	-0.0541235955	-0.0305092866	0.1366050895	-0.0982124583	0.063836623	0.1007619924	-0.0002087024	-0.0321434548	-0.0611172449	-0.0004057775	-0.1972594001	-0.0614503226	0.1037982425	0.0112982928	-0.126148859	-0.0718180226	0.0107473208	0.0511002404	-0.0318458031	-0.1032456301	-0.0358429525	0.0478215509	-0.0092350261	-0.0960373586	0.1832088686	0.0941238158	-0.1034071193	0.0378453956	0.0383890657	0.2504014376	0.0600693839	0.1281752199	-0.0248505521	-0.0288871566	-0.1194286226	0.1362069836	0.0074976537	0.2209980919	-0.1050922228	0.0137655304	-0.0686050488	-0.060075261	0.1354261307	0.1305269891	0.1027922745	0.0658882919	0.0234299101	0.1427828118	0.0455960227	-0.2153718318	0.0676982832	-0.0331252012	-0.0353573168	0.0213257057	0.0245673202	-0.007363094	0.0457143521	0.0752597567	-0.1208297598	-0.0198363254	0.0095170139	0.0117137943	-0.0173073208	0.0820597474	0.0503508951	0.023985381	-0.030836862	0.1671759158	-0.2116526941	0.2030876545	-0.1548278584	-0.0573543764	0.1057763178	0.1182536866	0.1144731177	0.1082614433	-0.133531	-0.00381	0.017830527961	1.451610000000006e-05	-0.309112	0.077838	0.095550228544	0.006058754244	0.276098	0.063816	0.076230105604	0.004072481856	-0.0288098	0.0001256999999999	0.00083000457604	1.5800489999999854e-08	0.0137475	0.0002813999999999	7.918595999999965e-08	0.0001889937562499	-0.000674316	-9.465700000000004e-05	4.54702067856e-07	8.959947649000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266.980979056369	-0.0186472509403188	71278.84317789735	0.0003477199676312	221.9673278892741	-0.375435997458112	0.1409521881873675	49269.494650304514	193.86409510133063	0.1127361708329885	37583.287369457765	0.0127094442140847	193.9151053457549	277.7588112734947	1.048841	21.2997	0.0765105999999999	0.045181	-0.2230893988	-0.0536855169	-0.1319029256	-0.1763427931	0.0667960326	0.0174816972	-0.0779458092	-0.2589994726	0.0980848842	-0.1843444358	-0.1150741569	0.0767114553	-0.0222359023	-0.0652713685	0.0538207976	-0.0291144376	0.0787106816	0.0207524362	0.1537859264	0.0478814658	-0.1824085311	-0.0165841637	0.0274590051	0.0606162998	0.0205568495	0.1552389675	-0.0242980676	-0.1130803957	-0.1159531211	-0.0600504248	-0.0275304146	-0.1443366236	-0.2161337582	0.0175446127	0.075414863	0.0448693097	0.1009266854	-0.0332512745	-0.1571248693	-0.0821566437	-0.048751562	0.0359373382	-0.1661983235	0.0589647839	-0.0053876723	0.0778282377	0.0331700584	-0.1023139273	-0.1856811211	-0.1183099563	0.0774695847	0.0352062041	-0.0600127646	-0.0452084166	0.0295943572	-0.065286878	-0.0552334989	-0.1376329919	-0.0705029804	0.0955334227	0.1587852025	-0.0384892002	-0.0634002974	0.0254692954	-0.1394909998	-0.031359211	-0.0020420505	0.1773544755	0.1040074643	-0.0835258553	0.0412083928	0.2098434363	0.0579937261	-0.0645298736	-0.078004225	-0.074051418	0.0706160497	-0.07200047	-0.1467087268	0.0289632657	0.0480172733	-0.1588345548	0.0831191868	-0.0952208999	0.010627114	-0.0497894101	0.0512757632	-0.2197914347	0.0889447689	-0.0361801092	-0.0062000966	0.0048491394	0.039285898	-0.0689100841	0.0829297586	0.0668472431	-0.110498669	-0.0099065323	-0.0650405237	0.0545541376	-0.0163744432	0.0835659096	0.0942668305	-0.069616211	0.10966772	-0.0608033677	0.1367504647	0.1004284683	-0.1011031342	-0.1130482986	0.0947688247	0.1178341246	0.112815636	0.1046092073	-0.147595	-0.0140639999999999	0.021784284025	0.0001977960959999	-0.345766	-0.036654	0.119554126756	0.001343515716	0.282617	0.0065189999999999	0.079872368689	4.249736099999996e-05	-0.0291594	-0.0003495999999999	0.0008502706083599	1.2222015999999896e-07	0.0137373	-1.020000000000014e-05	1.0404000000000284e-10	0.00018871341129	-0.000699988	-2.567200000000002e-05	4.899832001440001e-07	6.59051584000001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266.379837871312	-0.6011411850569743	70958.21802434648	0.3613707243717035	221.04058413295184	-0.9267437563222528	0.8588539898822793	48858.93983383656	193.2548627373232	-0.6092323640074255	37347.44197162164	0.3711640733540762	193.2586715178056	277.00321912250314	1.179318	23.9494	0.1033798999999997	0.049604	-0.2155825408	-0.0362293055	-0.1144518453	-0.1836149525	0.028169378	0.0238598653	-0.1254062775	-0.0486847762	0.0860677253	-0.2478236983	0.0259665317	0.0962787843	-0.0235176319	0.0585489221	0.1119301905	0.0037746564	0.000229188	0.1319327197	-0.0085849015	-0.1385155206	-0.0093370525	0.0862478868	0.0886077201	-0.11383504	-0.0819779258	-0.0708786733	-0.0719454284	0.1557255439	0.0886479979	0.0866496588	-0.2101249862	0.2033883791	-0.044248559	0.0825321367	-0.0611067904	0.1170090891	0.052033066	-0.057392195	0.0548569623	-0.1637431781	-0.1162840263	-0.0610768919	-0.158783657	0.0098154541	-0.0335782831	0.1446602351	-0.0558745091	-0.0481763267	-0.2479295046	0.0284120328	0.0892202753	-0.0530262215	0.0205684054	-0.1116191886	0.0083701761	0.0167923004	-0.1231224004	-0.0045674953	0.1260883837	0.0668802948	-0.0388933371	-0.0368310729	0.0590551658	-0.130508478	0.0383256061	0.1294641209	-0.0516760892	-0.2165404461	-0.1193833649	0.0840582867	-0.2102415633	0.108883906	-0.1131547592	0.0980608184	-0.08165128	-0.147683665	0.0485488253	0.1589698419	-0.0850152191	0.0138670621	0.0223364029	-0.1387672223	0.0672204437	-0.0549907623	0.1780769878	-0.0879588123	-0.0268280162	-0.2160042461	0.0691646559	0.0011097466	0.0242023237	-0.0430174013	-0.0046864632	0.0129388136	0.0795466203	-0.0533952867	-0.1124755856	0.0458397688	0.0843853156	0.0878694683	0.0156399717	0.0337781782	0.1249113689	-0.1091177984	0.1247856463	-0.1836517914	0.1772997418	-0.0037924178	-0.0610274732	-0.0157207399	0.2363251872	0.1173552296	0.1109309587	0.1004830656	-0.153899	-0.006304	0.023684902201	3.974041600000005e-05	-0.356181	-0.010415	0.126864904761	0.000108472225	0.325412	0.0427949999999999	0.1058929697439999	0.0018314120249999	-0.0288446	0.0003147999999999	0.00083201094916	9.909903999999813e-08	0.0133045	-0.0004327999999999	1.8731583999999898e-07	0.00017700972025	-0.00057027	0.000129718	3.252078729e-07	1.6826759524000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268.7190756004895	2.339237729177455	72209.94159158158	5.472033153607296	221.7837459269692	0.743161794017368	0.552289452087113	49188.02995739843	194.21105116084044	0.9561884235172328	37717.93239299858	0.9142963012683712	194.191317171039	283.9045929279076	1.758746	35.71632	0.5077881000000001	0.302027	-0.2079064986	-0.0151452464	-0.0372818695	-0.2040231234	-0.0323649283	0.0200813495	0.0043163583	0.1502613194	-0.0444004417	-0.1573998336	-0.1493330879	-0.0870961405	0.0614445132	0.0771873036	-0.0619749499	-0.0366909177	-0.0035836132	-0.1130866772	0.0908748793	-0.1458803609	0.0997580063	-0.1639981102	-0.0913723183	0.080048419	0.2625779721	-0.1293448252	-0.1175976196	0.0320285842	-0.0452076131	-0.0660445703	0.0622565123	0.1868655582	0.0331104676	-0.0244437675	-0.0635982517	-0.0014235793	0.1932178792	-0.1310651967	0.0460189447	0.1262585788	0.0149357163	0.0091751465	0.2291576536	0.0533282007	0.0347684272	0.1341735894	0.0188493886	0.0202638905	-0.158418711	-0.1399881508	-0.0939891617	-0.0131877687	0.0919419876	0.0566991569	0.0324005505	-0.0106605594	0.115918898	-0.1221348277	0.0920554947	-0.2220914479	-0.0042316236	0.038398845	-0.2716207779	0.0119001845	0.1893239826	0.0792511338	-0.0489063222	0.0376258917	0.0312954002	0.1086965371	-0.0880549779	-0.0535580382	-0.0247778887	0.0577188609	-0.0808131967	-0.0067340335	0.1255231201	-0.1285396608	0.1086275949	-0.1071997762	-0.1888922103	0.1633817455	0.0097574482	0.0816712581	0.1107343916	0.1016704235	0.1343920108	-0.1808753945	0.0009591401	0.0256845618	-0.0557219026	-0.0011195167	-0.0310608447	0.1277850043	-0.199758317	-0.0856113026	0.315255886	0.2194339991	-0.5141964036	0.2511485271	-0.0571179764	0.1872702358	-0.3668501316	-0.0147778233	-0.0812041921	-0.1514893603	0.2115177219	-0.1329674542	0.1507264636	0.004353783	-0.1130813277	0.1168172427	0.1088228812	0.0959017104	-0.180111	-0.0262119999999999	0.0324399723209999	0.0006870689439999	-0.293313	0.062868	0.086032515969	0.003952385424	0.284699	-0.040713	0.0810535206009999	0.0016575483689999	-0.0264413	0.0024033	0.00069914234569	5.775850890000003e-06	0.00817404	-0.00513046	2.63216198116e-05	6.681492992160001e-05	-0.000544128	2.614200000000005e-05	2.96075280384e-07	6.834041640000024e-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
