global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
264.63686986470105	n/a	n/a	70032.67289178671	237.2185789718829	n/a	n/a	56272.65420943945	184.46492364826784	n/a	34027.30805656128	n/a	182.46975071147327	331.73902398386593	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00882805	n/a	n/a	7.79344668025e-05	0.0103774	n/a	0.00010769043076	n/a	5.92692e-05	n/a	n/a	3.5128380686399996e-09	0.000457729	n/a	n/a	2.0951583744100003e-07	0.000309614	n/a	9.5860828996e-08	n/a	0.000123865	n/a	1.5342538224999998e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.9518858178462	-0.6849840468548791	0.4692031444456872	69670.5980267973	233.87519000573133	-3.343388966151593	11.17824977898422	54697.60450021693	184.33111962709376	-0.133804021174086	33977.96166297795	0.0179035160823552	182.29456028976944	326.8767347428515	1.207793	26.171976	0.0926967307999999	0.054123	-0.0057910375	-0.0265438195	0.0145380178	-0.0470755621	-0.0041911639	0.0560934508	-0.0399181001	0.0459535974	-0.0395933098	0.0345285331	-0.0150382481	0.013459199	-0.0680138448	0.0188839718	-0.0309920418	0.0707795549	-0.0111994912	0.0063508144	-0.0045594313	-0.0312657795	0.0113753746	-0.0784902535	0.0231281983	-0.1467163016	0.06057766	-0.0625353137	0.0193381245	-0.016526333	0.0146414253	-0.0334852498	0.0554738693	-0.0424824996	0.0487475505	-0.1521546164	0.0159969981	0.0648533213	-0.0322823504	-0.0161706916	0.0753767089	-0.1745974124	-0.1096840239	0.0409633681	0.0466083423	0.1510551911	-0.0824094481	0.1810281772	0.0110768662	0.1122960772	-0.0338494577	-0.0373868518	-0.0118448327	0.0930810641	0.0044583619	0.0701139763	-0.0152063282	0.0139729279	-0.0742789698	0.0012967556	-0.0307973982	0.0740196013	0.0027923938	-0.0010175219	0.0099716877	-0.0626304624	-0.0412843369	0.0437660025	-0.1257330172	0.0389542608	-0.0252948433	0.0107788742	-0.0600061503	0.0434262789	-0.0168334275	0.0153966275	-0.0525056142	0.0617754171	-0.1506849119	0.0931205909	-0.0165198695	0.0315909205	0.104451793	-0.0107749368	-0.0259542062	0.0984148015	0.196199174	-0.1610960018	0.0010283365	0.0386649834	0.026402971	-0.1313460291	-0.0668961451	-0.0933906131	0.0351107428	0.1337562405	-0.0067643	-0.0482100258	-0.0544190742	-0.0158041409	0.0052586953	-0.0019998848	0.1690914701	-0.0434271966	0.1245571119	-0.0548781987	0.0430499749	-0.085910538	-0.058803976	0.0067097676	-0.0189229718	0.0170773474	-0.0605503388	0.0641442661	-0.0515920254	0.0799148282	-0.0717369376	0.0033774638	0.0330937296	-0.0357878871	0.0874389791	0.0405858433	-0.0164456087	0.1199443696	0.119921393	0.1198831019	0.0	0.0166428	0.0078147499999999	6.107031756249997e-05	0.00027698279184	0.0172512	0.0068738	0.00029760390144	4.724912644000001e-05	0.0342853	0.0342260307999999	0.0011714211843225	0.0011754817960899	-0.00017029	-0.000628019	3.944078643609999e-07	2.89986841e-08	0.000185855	-0.000123759	3.4542081024999994e-08	1.5316290081e-08	0.0	-0.000123865	0.0	1.5342538224999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.7076738739733	-0.2442119438728696	0.0596394735301656	69541.73726002187	233.66477567430528	-0.2104143314260511	0.044274190869472	54599.227390923406	184.31164490169783	-0.0194747253959235	33970.78244636956	0.0003792649292466	182.3251605824504	322.1619299553895	1.168435	25.319128	0.03060539088	0.0194134	0.0358663572	-0.0236431707	0.0390118432	0.0972826303	0.0593126375	-0.0268755331	-0.0821205761	-0.0662058738	0.0054830484	0.1266275072	-0.0127296577	0.078824126	0.0607298274	-0.0394718476	0.0120193642	-0.0554976968	-0.0054233625	-0.0414886445	-0.004417681	-0.1216088331	0.0009820259	-0.089885189	-0.0074857774	-0.0510398195	0.0101451527	-0.109688901	-0.0465609414	-0.0028096918	-0.0568573552	0.0355275033	0.1154415707	0.0306960656	0.0553032049	0.0912767775	0.0073907898	0.0652604411	0.063165314	-0.0344299993	0.1515103763	0.1438527136	-0.1075394183	-0.0810837837	0.1105203364	0.2043837819	-0.0467536196	0.055280344	0.0685208768	-0.0460891283	0.0044068472	0.107882592	-0.1265611741	-0.0456900927	0.039383879	-0.0718846077	-0.0079370961	0.0817708641	0.0748019445	0.0181036347	0.0095698706	-0.0505750443	0.0123430618	-0.040006612	-0.025417348	-0.0148137945	-0.1223138348	0.0805887256	-0.0441687583	0.0559446507	0.0204216158	-0.0730145602	-0.0910765627	0.1035834931	-0.0345444269	-0.1462513169	0.0252980807	0.0529488613	0.012505853	-0.0473183538	0.0350565787	-0.0704419473	-0.0840631756	-0.0869424799	0.0083332576	-0.1093054671	0.1244424954	-0.1122086868	0.0594333997	0.171495057	0.1080877092	0.0207939217	-0.1082093089	-0.0219962137	0.0722008106	-0.045889819	-0.1741664997	0.0739042495	-0.1279050853	-0.03043423	-0.0145251946	-0.0340548918	-0.0624858945	0.0254825347	0.2014209707	0.0289690814	0.0693376321	-0.0458318427	-0.0066447526	0.0361511821	-0.0134860883	0.0607522467	-0.0143021061	0.0502768474	-0.0194418272	-0.0663786772	0.0223763588	0.0645354803	0.1551567346	0.0033797114	-0.1016102889	0.0949325867	-0.164078128	0.1198831019	0.1196764004	0.119332162	0.0	0.0124107	-0.0042320999999999	1.7910670409999992e-05	0.00015402547449	-2.05588e-06	-0.01725325588	4.2266425744e-12	0.0002976748384607	0.0358882	0.0016029	2.5692884100000138e-06	0.00128796289924	-5.34063e-05	0.0001168837	1.366179932569e-08	2.8522328796899998e-09	0.000152396	-3.345899999999998e-05	2.3224540816000003e-08	1.1195046809999986e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264.06838135554466	0.3607074815713531	0.130109887261548	69732.11003173736	232.8327832070608	-0.8319924672444756	0.6922114655515499	54211.104935946176	183.9967563480564	-0.3148885536414241	33854.806346606034	0.099154801214388	181.98131909437183	325.0219663843139	1.109519	24.042458	0.05960954088	0.0350434	0.0209484501	-0.0633549505	0.0599820995	0.0102233198	-0.0248947667	0.0095084745	0.0952307009	-0.0241678517	0.0090514971	-0.0012702654	-0.021519884	-0.0901792822	-0.0169637269	0.0182093627	0.030397626	-0.0737671701	-0.0643493766	0.1364584766	0.0833643043	0.0886463799	0.0221774048	0.0355703707	0.027070215	0.0299913727	-0.0139458549	-0.1454087034	-0.0385454791	0.1194245506	-0.0809603528	0.1549073997	0.0192431313	-0.0607323404	-0.097956347	-0.070917023	0.0892484937	0.082505525	0.1530010899	0.017331802	-0.0287679343	-0.0006299507	0.0569163997	-0.0987792482	-0.0343882384	-0.0342262706	0.1352980231	-0.013435867	0.0836150451	-0.1903107254	-0.1792435961	-0.1982163742	-0.0118383694	0.032198693	-0.0633156158	-0.0621040454	-0.0249106675	-0.0901109697	-0.0146453313	-0.0085963762	0.0334594869	-0.0660147662	0.0273662347	0.1536240171	0.0787621769	-0.0241499198	0.0607288683	-0.0586063897	-0.0060187177	-0.0238818684	-0.0063084771	-0.1245465162	-0.1136103743	-0.0379965906	-0.0597863709	-0.1163130985	-0.0386877194	-0.1041916956	-0.0168040279	0.1283226445	-0.1904858134	-0.1128286	-0.1309680402	0.0273268361	-0.0434142487	-0.0049845501	-0.079015828	0.0292130059	0.0650999441	-0.0532799979	0.0830918066	-0.0869020638	0.0375014708	0.1210893122	-0.2497873557	0.0545106607	0.015777485	0.1886427064	0.0352060705	-0.0215923738	0.0080576036	0.0002667458	-0.0197436306	0.0154508573	0.0279224085	-0.0018092378	0.2112048217	-0.1088138303	-0.0211730736	-0.0707609983	-0.0358982487	-0.002215575	-0.0076731933	-0.0111218122	-0.0997091207	-0.1083336001	-0.1178004803	-0.0356877739	0.0773858557	0.0440423625	-0.1669647871	-0.0258463503	-0.2017874565	0.1197605978	0.1191869159	0.1182328141	0.0	0.0166525	0.0042418	1.7992867240000004e-05	0.00027730575625	0.0287921	0.02879415588	0.00082898502241	0.0008291034128417	0.0168009	-0.0190873	0.00036432502129	0.00028227024081	-0.000153249	-9.98427e-05	9.968564743289998e-09	2.3485256001e-08	0.000102513	-4.988300000000001e-05	1.0508915169e-08	2.488313689000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.8737232845353	-0.1946580710093712	0.0378917646090894	69629.3418400435	232.1487183930382	-0.6840648140226051	0.4679446697837813	53893.02745153015	184.2207649133861	0.224008565329683	33937.290225273064	0.0501798373410628	182.2038941520404	326.01760343998365	1.183248	25.640102	0.0399122	0.0188031	0.0284064874	-0.0259486528	0.0291944056	-0.0690741798	-0.0726157646	0.0342066081	-0.0179323655	0.0654055498	-0.0516275249	0.0267408275	-0.033009775	0.0215305787	-0.0529307149	0.0941058666	0.0018443941	0.0626243923	0.0472533388	0.049306159	-0.0560064843	0.0834106513	0.0024974204	0.0147243593	0.0028057659	-0.1373253481	0.0310219487	-0.0546319722	-0.0389423501	0.1505430887	0.1389770562	0.0301134126	-0.2447326938	-0.0442473208	-0.0399456059	-0.0707936325	0.0070868453	0.1335809786	-0.0171897532	-0.1467611099	-0.0849421995	-0.0245845354	0.0821616009	0.0846662659	-0.061461235	-0.0178619625	0.014961329	0.028233033	0.0734227904	-0.0959816657	0.1453863858	0.0077527068	0.0401374373	0.1063944174	0.0599955396	0.1271843701	-0.0359743195	0.0143920707	-0.0876408551	-0.0746875519	0.0140680784	0.0663562428	-0.0326609422	0.0206256998	-0.0653653112	-0.088335091	0.0789285753	-0.0055441013	-0.146873535	0.0774754944	-0.0219577489	-0.0390418104	0.0043627958	-0.0938643699	-0.0915504772	0.1804673724	-0.0828539143	-0.2015478404	0.0067055011	0.0753158397	-0.0114553706	-0.0403098949	-0.0009244341	-0.1451463934	-0.0150887196	0.0923338096	0.027730364	0.079046958	0.0769842595	-0.0329329197	-0.0388357957	-0.0711824802	0.1535453461	0.1562522108	0.1265561564	-0.0454669026	0.0331580212	0.0536369845	-0.0093536537	-0.0253566975	-0.0043950413	-0.0097625793	0.1921772512	-0.0465939354	0.0634478253	-0.0548829083	0.0642433024	-0.0418293484	-0.1441605791	0.109098046	0.0152893276	-0.0288520586	-0.0068976717	0.1129511336	-0.0079481854	-0.053603977	-0.1016917346	0.0537445903	0.0215574435	-0.1515586757	-0.0733706369	-0.0748564483	0.0984186836	0.1195769199	0.1184539393	0.1165901104	0.0	0.0108547	-0.0057978	3.361448484e-05	0.00011782451209	0.0167113	-0.0120808	0.0002792675476899	0.00014594572864	0.0260464	0.0092455	8.547927025e-05	0.00067841495296	0.0	0.000153249	2.3485256001e-08	0.0	-0.0	-0.000102513	0.0	1.0508915169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.690873319349	-0.1828499651862785	0.0334341097686232	69532.87667192097	232.5705249006786	0.4218065076404116	0.1779207298878006	54089.04905257717	184.4603827403312	0.239617826945107	34025.63280070948	0.0574167029898952	182.46558962029928	324.2996801194374	1.164292	25.22934	0.02121427	0.0112696	-0.0028181308	0.009667661	-0.0449577422	0.0266217919	0.0416618374	-0.0013292403	-0.1072354868	-0.0200552448	0.0026852551	-0.0177964882	0.0008350995	0.1146057861	0.0334010687	-0.0206001697	0.0039943005	-0.0342021667	0.0227000252	-0.0016224991	-0.0529678291	-0.0490259615	0.0099683577	-0.0058209839	0.0753688926	0.0390106974	0.0808704184	0.0283934473	0.0480657342	-0.0365154713	0.1130814021	-0.0774709014	-0.047865368	-0.1157941701	-0.1114842918	0.0752205725	0.0588788679	-0.002053976	-0.114807362	-0.0086776829	-0.0448040228	0.0319644851	-0.0394687251	0.0231367297	-0.0493275374	-0.0536509705	0.0490031138	-0.233104112	-0.0317649781	0.0494284049	0.0040955782	0.1602044117	-0.1254561793	-0.0716098234	0.0016611068	-0.0729794866	0.0070258468	0.1223270918	0.0300941262	0.0090666129	-0.0109341096	-0.0305064899	-0.0072356355	-0.0333813192	-0.0411108205	0.013089862	-0.0420667637	0.0172360995	-0.0096354484	-0.0886069303	-0.0896357202	0.0790583343	-0.0258920681	-0.0098850663	0.0039863973	0.1421784145	-0.084188243	0.0318616072	0.0944932207	0.1083229671	0.099399352	0.072694545	-0.0347060686	0.0171177659	-0.0038989126	-0.0107533273	-0.0915088927	0.0072925038	0.0330550876	-0.0787163179	-0.0104664299	0.2298484363	-0.0218572468	-0.0563389865	0.0062757517	-0.1516544101	-0.0389345229	-0.0301314061	0.0129859711	-0.012888116	0.0059741241	-0.0167538333	0.0220696566	-0.0187852179	0.1932257102	0.0544740748	0.0044500466	0.0118402002	0.0213657486	0.0516324726	-0.0856150901	0.0552086717	0.1105887894	-0.2685087449	0.1120856354	-0.0875862053	-0.029428122	0.0578424459	0.1064348918	-0.0947928336	-0.0792242537	0.0535429541	0.0364439061	0.119332162	0.1174789681	0.1144116002	0.0	0.00636706	-0.00448764	2.01389127696e-05	4.05394530436e-05	0.0101917	-0.0065195999999999	0.00010387074889	4.250518415999998e-05	0.0183906	-0.0076558	5.8611273640000014e-05	0.00033821416836	0.0	0.0	0.0	0.0	5.10246e-05	5.10246e-05	2.60350980516e-09	2.60350980516e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.0034785241315	-0.6873947952175286	0.472511604492148	69170.82971579328	232.26082038753248	-0.30970451314613	0.0959168854630814	53945.08868708962	184.14227096316347	-0.3181117771677293	33908.375955471114	0.101195102772811	182.12540869969345	320.18603553435486	1.106295	23.972586	0.03011981	0.0183031	0.0172854093	0.0666799022	-0.0774743207	0.0823737612	0.0465900304	-0.0479391376	-0.0473881612	-0.0750871674	0.0722169084	-0.0358190357	-0.0166804883	-0.0082118725	0.1073374483	-0.0593614148	0.055678368	-0.0990927323	-0.0313931616	-0.0050247081	-0.0750591801	0.0338645254	0.1599498577	-0.2373736645	0.079249767	-0.0691742773	0.0041370725	0.1090400223	0.0557755006	-0.1176466782	-0.0266921735	-0.0147651414	0.0783188117	-0.0886444131	-0.0422519032	-0.0352436422	0.0587412138	-0.092962858	0.0905237349	-0.0655775142	-0.066177675	-0.1180544939	0.0336554624	0.0010269409	-0.1934896306	0.0063192344	-0.0105885912	-0.0578863651	0.0954023961	0.0724892801	0.0138585761	-0.0610686635	-0.0765522851	0.0984862663	0.0459875399	-0.0575089573	-0.0129122847	-0.0029186849	0.119884181	0.0257204577	0.0545257573	-0.0856925876	0.0736391423	-0.0144519962	-0.0778111583	-0.201990308	-0.1377652719	-0.0208186504	-0.050853992	-0.0908532677	0.0455006011	0.1708400317	-0.0001571158	0.0412390054	0.0480998763	-0.0187769537	-0.0493899322	0.1091580837	-0.0217227014	0.0391746587	-0.1077383335	0.0405407509	-0.0232591561	0.0414585934	-0.0372108548	0.1879332744	-0.0153710425	0.0464587858	0.1488807958	-0.1459419735	-0.0669042464	0.0568150621	-0.130677437	0.0437055128	-0.013976747	0.0640453069	0.0647528127	0.0211406863	-0.0657578295	-0.0179099111	-0.0042833463	-0.0183547731	-0.0480001211	0.0742990856	0.0906398433	0.0762048885	0.1663692759	0.1113266047	-0.0058678609	0.0735363892	-0.143380198	-0.0240401954	-0.1272480542	-0.1008446268	-0.0733666784	0.0399652473	-0.0587230779	0.0673031866	0.0697493944	-0.0867877404	0.0579942293	0.0306124686	-0.0199974035	0.1190264491	0.1162639941	0.1117072952	0.0	0.0086483199999999	0.0022812599999999	5.204147187599546e-06	7.479343882239827e-05	0.0246481	0.0144564	0.00060752883361	0.00020898750096	0.00755968	-0.01083092	0.0001173088280464	5.71487617024e-05	0.0	0.0	0.0	0.0	-0.0	-5.10246e-05	0.0	2.60350980516e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.13552155663285	0.1320430325013717	0.0174353624321583	69240.3027048812	231.3345434955819	-0.9262768919505788	0.8579888805616243	53515.67101430927	184.1571404059513	0.014869442787841	33913.852362497266	0.0002211003288208	182.1191533917264	320.985353734832	1.140403	24.711678	0.03602041	0.0218657	-0.011199836	0.0814186143	-0.1109071387	0.0237525651	0.0024311389	-0.0205432687	0.0738740777	-0.0486192736	0.024421092	-0.2505261964	-0.0105030347	-0.0479010956	0.0227084434	-0.0174598403	0.0464441282	-0.0193461349	0.0706964737	-0.1225743196	-0.0049671758	-0.0128215034	-0.0757314532	0.0713387371	0.2029321019	0.0168827702	-0.0315148419	-0.0081375271	0.0686688102	-0.0380139302	-0.104029283	0.0818016309	-0.0975006042	0.1652927509	0.0914166564	-0.0450793787	-0.0679390314	0.0343989992	-0.0040962448	0.0667337287	-0.0622139143	-0.0210120632	0.0904129607	0.0243438537	0.0519622346	-0.0038571836	-0.0492868261	0.089661284	-0.0242666891	0.0028716404	0.1088710606	0.109210999	-0.0919717239	0.0029720922	-0.0860809483	0.1327945292	-0.0094914552	-0.0491013822	0.0304847529	0.0115400538	0.0392367015	-0.0223380906	-0.0945155071	-0.129027489	0.0442861957	0.0801813913	0.0773989387	0.0609485181	-0.039316214	-0.1661245713	0.0233776178	0.0563483895	-0.069696273	-0.0284806731	0.0733060033	-0.0733170116	0.1026257642	-0.1698771597	-0.1151583847	-0.0894252112	0.0292524969	-0.0369712145	0.0355827472	0.0272546791	0.0758373618	-0.0014516009	0.022553931	0.0931064427	-0.0556229411	0.0572962207	-0.0131174223	-0.0592168352	0.0562842866	-0.0402853456	0.1481207219	0.0186177053	-0.1021221527	-0.0036867231	0.0971127538	-0.0168042186	0.0083062727	-0.0108044643	0.1051492319	0.0715253743	0.0553535173	-0.1258499244	0.1473028875	0.1502756193	-0.0250026975	-0.0292455012	-0.0381522165	0.1474460207	0.0971560375	-0.00337307	0.0836214475	-0.0574279698	-0.035965231	0.069332091	-0.0105696136	0.0001427002	0.05818516	-0.0587027115	-0.0445532345	0.1186599374	0.1148114994	0.1084896234	0.0	0.00581328	-0.0028350399999999	8.037451801599436e-06	3.37942243584e-05	0.0258874	0.0012393	0.00067015747876	1.5358644900000054e-06	0.0230456	0.01548592	0.0002398137182464	0.0005310996793599	-0.00021394	-0.00021394	4.57703236e-08	4.57703236e-08	-3.1242100000000003e-24	-3.1242100000000003e-24	9.760688124100002e-48	9.760688124100002e-48	0.000115263	0.000115263	1.3285559169e-08	1.3285559169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.37660988208444	0.2410883254515852	0.0581235806690494	69367.2386329797	230.324108112426	-1.010435383155908	1.0209796635334267	53049.1947777845	184.02727500600705	-0.1298653999442649	33866.037946136545	0.0168650221026838	181.9773194278613	323.6916536861476	1.196088	25.918337	0.071216321	0.0432886	0.0025867938	0.0782190401	-0.1042778416	-0.0628869193	-0.1048466519	0.0059418732	0.0683775638	0.0834190408	-0.0174109858	0.0356263685	-0.0375137224	-0.0952533767	-0.0483018823	0.0589296799	0.0327539792	0.0165668035	0.00787135	-0.0727943662	-0.0214607481	-0.1494686888	0.1188431185	-0.0085299434	-0.0163370279	0.1277150411	-0.0195949023	-0.0351380569	-0.1447579473	-0.009350874	0.0578330276	0.0006232693	0.0181582774	0.0067399433	0.0225032716	0.0594269663	0.0260163178	-0.1103282996	0.1360328095	0.0431857647	-0.0563024442	0.1144863846	-0.0756385096	-0.1017707699	0.0883489481	0.1153934136	-0.176792698	0.0464136447	-0.1404322931	0.0493005737	-0.0182713862	0.0002037085	0.0783437186	0.0061538753	0.0668605168	-0.0362700261	-0.044230639	-0.104131638	-0.0657836418	-0.038735441	0.0387823955	0.0042229901	0.0487566271	-0.0810828919	-0.0726898082	0.1118482472	-0.1177835292	-0.0585709695	0.096194167	-0.0727362731	0.0254813734	-0.1185775728	0.0260475823	0.121390187	-0.047810997	0.0028205091	-0.0120787536	0.0694238725	0.0680083249	-0.0705600649	-0.1057817769	-0.0069647504	-0.0625932682	-0.0017449363	0.1437715893	0.0228772912	-0.013538524	-0.1314106043	-0.0536827838	0.2548011777	-0.1229371304	-0.0424447403	-0.07519297	-0.0077161138	-0.0160089935	-0.0341117623	0.0441768509	-0.0379178886	-0.0442129176	-0.0209779475	-0.0038151335	-0.0271919707	-0.0222698755	-0.1408564417	0.0622015642	-0.018098718	0.175796023	0.0774416776	-0.0242071722	0.0036233577	-0.0335226404	-0.1911466471	0.1090908788	-0.0569827188	0.1390101973	0.0885288477	0.0837130972	0.0457698061	-0.0383210681	0.0193368406	0.0251650261	0.0029794675	0.0675671737	0.1182328141	0.1131244514	0.104773372	0.0	-0.000166706	-0.005979986	3.5760232560196e-05	2.7790890436e-08	-0.00807502	-0.03396242	6.52059480004e-05	0.0011534459722564	0.0141703	-0.0088753	7.877095008999998e-05	0.00020079740209	0.000163383	0.000377323	1.42372646329e-07	2.6694004689e-08	5.66053e-05	5.66053e-05	3.20415998809e-09	3.20415998809e-09	0.000101219	-1.4044000000000005e-05	1.0245285961e-08	1.9723393600000008e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263.97629859709235	0.5996887150079147	0.3596265549078439	69683.48622102126	232.52614563608927	2.2020375236632788	4.848969255621105	54068.4084043758	184.35634126968472	0.3290662636776744	33987.260566344456	0.1082846058907847	182.33333392976044	325.86652867242816	1.139638	24.69512	0.0446377049999999	0.0272391	-0.020952663	0.0436813687	-0.0803056677	0.0055900386	-0.025544353	0.0543933731	-0.0695163154	0.0432980128	-0.0305379368	-0.0473914436	-0.0304476946	0.0965400312	-0.0813614245	0.0122627321	0.0206315748	-0.0175746192	-0.1496105985	0.0801516933	0.148157136	0.0041854465	0.0281855318	0.024960638	0.1220171644	0.0149339666	0.0145184735	-0.089655471	-0.209848167	-0.1057984963	-0.0654554606	0.0946722087	0.0853523703	0.1506524579	-0.0203063954	0.0269056111	0.0476436951	-0.0511260549	-0.0452903704	0.075090255	0.0147925632	0.0916978558	0.0497498324	-0.0007283008	0.1035486493	-0.0555606794	-0.0805839894	-0.0455701919	-0.1016815237	0.1418795121	-0.0083906017	0.0770311266	0.1644276726	0.0853631361	-0.0086856697	-0.0694916162	-0.0281557829	0.0985910585	-0.0837657359	0.011963917	0.024321778	-0.0240863556	0.0925854951	0.1321825048	0.1657988052	0.0233477588	-0.0019652562	-0.0380242662	-0.053541188	-0.118497382	-0.0349570148	-0.1043810717	0.0227658093	0.2310362199	0.0578096481	-0.1134309589	0.0755614661	-0.0399303923	-0.0082516194	-0.0121419426	-0.0091289617	0.0957710498	-0.0131375583	0.0077094931	0.0814864721	-0.0916149731	0.0157765104	0.0908988864	-0.1313366728	0.1062590057	-0.0384917652	0.0518365974	-0.0851716002	-0.0878827054	0.0428109792	-0.1191262436	0.1953682506	-0.0152196028	-0.0262656077	-0.0094787815	0.0053509427	0.0019795188	0.0523198329	-0.029600121	0.1007142476	0.1585458913	0.124257789	-0.0421087861	0.0048760517	-0.177234727	-0.0297943443	0.0936830758	-0.0394358402	-0.0514467728	0.0035590562	0.1163610565	0.0586469876	-0.0528353849	0.0393600208	-0.0037709778	0.0346589315	0.0440593503	0.0076507832	0.1177452974	0.1112062966	0.1005756196	0.0	-0.000162181	4.524999999999988e-06	2.0475624999999888e-11	2.6302676761000006e-08	0.0157332	0.0238082199999999	0.0002475335822399	0.0005668313395683	0.00220737	-0.01196293	0.0001431116941849	4.872482316900001e-06	6.23148e-05	-0.0001010681999999	1.0214781051239998e-08	3.88313429904e-09	-0.0	-5.66053e-05	0.0	3.20415998809e-09	8.16519e-05	-1.956709999999999e-05	6.66703277361e-09	3.828714024099996e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
