onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7871	10	CET	c4_m2	LEFT	3.8129	50	40
20.8377	10	CET	c1_m1	RIGHT	6.6022	10	2
36.1294	10	dummy	dl0	LEFT	1.5505000000000067	0	0
51.1711	10	CET	m5_c2	LEFT	9.108799999999995	120	10
66.9628	10	CET	c3_m5	LEFT	5.341099999999997	120	25
83.2628	10	CET	m0_c2	RIGHT	2.0571000000000055	0	10
99.554	10	CET	c5_m0	LEFT	2.285899999999998	0	50
114.5962	10	dummy	dr0	RIGHT	2.747700000000009	0	0
130.6374	10	CET	m4_c5	RIGHT	6.162499999999994	100	50
147.4296	10	CET	c3_m2	LEFT	5.610299999999995	50	25
162.9713	10	CET	m1_c3	RIGHT	1.6441999999999837	10	25
178.013	10	dummy	dl1	LEFT	1.8829000000000065	0	0
193.0547	10	CET	c0_m0	RIGHT	3.8011999999999944	0	0
208.3463	10	CET	c4_m1	LEFT	4.0294999999999845	10	40
224.888	10	CET	m4_c3	LEFT	3.6317999999999984	100	25
240.9291	10	dummy	dr1	RIGHT	2.246700000000004	0	0
256.7209	10	CET	c5_m5	RIGHT	8.118900000000053	120	50
273.0125	10	CET	m1_c0	LEFT	3.763300000000015	10	0
290.0631	10	dummy	dr3	RIGHT	2.6567000000000007	0	0
306.6132	10	CET	m3_c3	RIGHT	4.346599999999967	80	25
322.9049	10	CET	m3_c5	RIGHT	3.5348999999999933	80	50
338.1965	10	CET	m2_c1	LEFT	2.099299999999971	50	2
354.7466	10	CET	c1_m0	LEFT	2.9891999999999825	0	2
371.7877	10	dummy	dr2	RIGHT	1.532000000000039	0	0
387.83	10	CET	m2_c2	LEFT	5.745699999999999	50	10
403.371	10	CET	m4_c0	LEFT	1.9247000000000298	100	0
418.9127	10	CET	c0_m5	RIGHT	2.247000000000014	120	0
435.205	10	dummy	dl3	LEFT	2.234700000000032	0	0
451.9967	10	CET	m4_c1	LEFT	1.6830000000000496	100	2
467.2884	10	CET	c4_m4	LEFT	3.391300000000001	100	40
483.3301	10	dummy	dl2	LEFT	1.80559999999997	0	0
498.3713	10	CET	c0_m2	RIGHT	2.6680999999999813	50	0
514.9135	10	CET	c4_m3	LEFT	2.3021999999999707	80	40
530.7135	10	CET	m5_c4	RIGHT	2.2222000000000435	120	40
546.5135	10	CET	c4_m0	LEFT	2.1260999999999513	0	40
561.5552	10	dummy	dl4	LEFT	1.8605000000000018	0	0
578.3553	10	CET	c2_m4	RIGHT	3.0842999999999847	100	10
593.3886	10	CET	m5_c1	LEFT	2.691000000000031	120	2
609.9386	10	CET	c5_m1	LEFT	2.1170000000000755	10	50
625.722	10	dummy	dr4	RIGHT	2.757600000000025	0	0
640.7637	10	CET	m0_c3	RIGHT	1.9479000000000042	0	25
657.5554	10	CET	c0_m3	RIGHT	2.14020000000005	80	0
674.3471	10	dummy	dl5	LEFT	1.628500000000031	0	0
689.888	10	CET	m3_c2	LEFT	2.7035999999999376	80	10
705.1805	10	CET	m2_c5	RIGHT	2.035099999999943	50	50
721.4805	10	dummy	dr5	RIGHT	1.43100000000004	0	0
737.0305	10	CET	c1_m3	RIGHT	2.7450000000000045	80	2
753.8139	10	CET	m1_c2	RIGHT	1.937599999999975	10	10
