onset	duration	trial_type	trial_code	valence	arousal
7.2693	15	CON	NEU16	7	4
24.2943	11	Q	Q_NEU16	7	4
41.3527	15	NEU	NEU14	8	3
58.3777	11	Q	Q_NEU14	8	3
75.1944	15	NEU	NEU15	3	4
92.2194	11	Q	Q_NEU15	3	4
110.2778	15	CON	NEU26	9	3
127.3028	11	Q	Q_NEU26	9	3
143.8612	15	CON	NEU25	9	3
160.8856	11	Q	Q_NEU25	9	3
177.7029	15	NEU	NEU29	8	3
194.7279	11	Q	Q_NEU29	8	3
212.2863	15	CON	NEU4	6	3
229.3113	11	Q	Q_NEU4	6	3
247.6197	15	NEU	NEU21	6	3
264.6447	11	Q	Q_NEU21	6	3
