global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	t_comp_cor_08	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95
297.69158932698343	n/a	n/a	88620.28235602536	355.19747390429546	n/a	126165.24546799266	n/a	197.1851591111539	n/a	n/a	38881.98697369108	219.9399079809538	470.9797501027189	n/a	n/a	n/a	n/a	-0.0118256054	0.0467931713	-0.0069504207	0.0149804938	-0.1440050312	0.0334603153	-0.0279188677	0.0447509744	-0.0458799901	-0.1426746712	-0.0118386439	0.0627960074	-2.5521e-05	0.0588183311	-0.1114475091	0.1382581563	-0.0042668324	-0.0092298988	0.044881711	-0.1174319361	0.1350148988	-0.0456173265	0.1028972246	-0.174193462	-0.0330572988	-0.0127434902	0.0072709787	-0.0867933551	0.1454092296	-0.1168990657	0.2527421453	0.1084053039	4.32217e-05	-0.0864960813	0.2100992305	-0.078065475	0.0780006733	0.0713894016	-0.1664086744	0.026478581	-0.1268508569	0.1181486175	-0.0574675942	0.0493698707	-0.0456878336	0.1063021657	-0.0565444973	0.0086053197	-0.0136775518	-0.0685809754	0.0273430568	-0.0301865898	-0.0928005665	0.2332035352	-0.1220785297	0.0834032442	0.1195153378	0.1194927693	0.1194551582	0.158147	n/a	0.025010473609	n/a	-0.0242369	n/a	n/a	0.00058742732161	-1.36649	n/a	1.8672949201	n/a	-0.0310281	n/a	0.00096274298961	n/a	-0.000975384	n/a	9.51373947456e-07	n/a	-0.00273312	n/a	n/a	7.469944934399999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.8443762644169	0.1527869374334614	0.0233438482502964	88711.27247233955	350.9965592591278	-4.200914645167643	123198.58461174642	17.647683855983985	197.5386296562242	0.3534705450703086	0.124941426232301	39021.5102064589	219.48140528089525	462.2868945109134	0.934813	53.763317	0.1772808699999999	0.0889158	0.010646547	0.042096574	0.0287752859	-0.0129919301	-0.1342534906	0.0678366374	0.0198750922	0.0860530024	-0.0791042937	-0.0858638006	-0.0246259104	0.0209989732	-0.0036849113	0.031787098	-0.1057843217	0.1044516906	-0.018653542	-0.019127813	0.0776913193	-0.1251700082	0.1742893342	-0.0551573325	0.1225943597	-0.2462776607	-0.0342070528	-0.0194863964	-0.008898697	-0.061592374	0.1846134559	-0.0899463888	0.2611841731	0.0965891639	0.010168731	-0.1080119089	0.2389618457	-0.0811216614	0.069548775	0.0891820191	-0.1215605179	-0.0025113248	-0.0612952943	0.084562728	-0.0499412158	0.0265642094	-0.0404321074	0.0631141663	0.0373701765	0.0445859623	0.0329423117	-0.1197302522	0.069851297	-0.1213984107	-0.0222730268	0.0592277973	0.0093138095	-0.0516808521	0.1194551582	0.1192521267	0.1189139965	0.205219	0.047072	0.042114837961	0.002215773184	0.00796602	0.0322029199999999	0.0010370280565263	6.345747464040001e-05	-1.36367	0.00282	1.8595958689	7.952400000000253e-06	-0.0303894	0.0006386999999999	0.00092351563236	4.079376899999987e-07	-0.0007607449999999	0.0002146390000001	5.787329550248478e-07	4.606990032104295e-08	-0.00168274	0.0010503799999999	1.1032981443999996e-06	2.8316139076000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296.93269224044843	-0.911684023968462	0.8311677595593273	88169.02372116086	347.972428448849	-3.024130810278848	121084.81096058933	9.145367157677802	197.1566752876905	-0.3819543685337123	0.1458891396419869	38870.754610495824	218.9762385721295	462.4747086192335	0.573273	32.970276	0.15727153	0.0864044999999999	0.0082356754	0.0412371443	0.0166866737	0.0097433045	-0.125207348	0.0458635259	-0.017573046	0.107537193	-0.0898426382	-0.0478087269	-0.0186875886	0.0170530476	-0.0183417179	0.0541313142	-0.0656241659	0.1098113043	-0.0019352591	-0.0199795516	0.0677672844	-0.1346688739	0.1443499693	-0.0459077721	0.1135609112	-0.2142794664	-0.0164192492	-0.0177098688	0.005131502	-0.0839899408	0.1673578607	-0.0727799151	0.2250015896	0.097014624	0.0090758758	-0.112978109	0.2262474908	-0.0761990444	0.0723503477	0.0993009364	-0.1336952154	0.0049920612	-0.0880475724	0.0901889346	-0.0328326189	0.0398854915	-0.0490374379	0.0836012081	0.0033190412	0.0492299379	0.0258370294	-0.1051183933	0.0458145539	-0.0978970725	-0.0313023642	0.1194366847	-0.0412261675	0.0150885137	0.1193348294	0.1187713263	0.1178341246	0.198207	-0.007012	0.0392860148489999	4.916814400000025e-05	0.00455419	-0.00341183	1.1640583948900008e-05	2.07406465561e-05	-1.40652	-0.04285	1.9782985104	0.0018361225	-0.0291574	0.001232	0.00085015397476	1.5178240000000012e-06	-0.000259291	0.0005014539999999	6.723182268099999e-08	2.514561141158997e-07	-0.00202924	-0.0003464999999999	1.2006224999999985e-07	4.117814977599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.6662805261569	0.7335882857084925	0.5381517729287248	88605.21456227674	348.4992885228276	0.5268600739786393	121451.75410091704	0.2775815375527773	197.6451538599102	0.4884785722197193	0.2386113155178156	39063.60684430758	219.1182481339181	465.5755962757085	0.799084	45.957214	0.7487205099999998	0.432087	-0.0165819221	0.0008595915	0.0193163475	0.0548331445	-0.1270830158	0.0621316396	0.0034993706	0.0863786528	-0.0348028973	-0.0533399882	-0.0174424349	-0.0042151894	-0.0286292293	0.0371452471	-0.0616486595	0.0873629389	-0.0222180183	-0.0154607641	0.0871379741	-0.1354044133	0.1640731751	-0.0467141765	0.0532393335	-0.2041525858	-0.0282970657	-0.0120359831	-0.0125156379	-0.0409196217	0.1955889789	-0.0638492652	0.1709775536	0.0850984652	0.0287083419	-0.1216731996	0.2324532764	-0.0503786768	0.0690448414	0.1045308024	-0.0725417664	-0.017501592	-0.0254878626	0.0704506734	-0.0462935938	0.0364149505	-0.0545952457	0.0641106246	0.0667200802	0.072190766	0.037141005	-0.0873350727	0.0600480854	-0.0836492536	-0.0241441741	-0.0132390829	0.0444371786	-0.0776661581	0.1191544118	0.1180513362	0.1162204348	0.240665	0.0424579999999999	0.057919642225	0.0018026817639999	0.0534936	0.04893941	0.0023950658511481	0.00286156524096	-1.62751	-0.22099	2.6487888001	0.0488365801	-0.0226276	0.0065297999999999	0.00051200828176	4.263828803999999e-05	0.000733895	0.000993186	5.386018710250001e-07	9.86418430596e-07	-0.000825564	0.0012036759999999	1.4488359129759997e-06	6.81555918096e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.97428754946174	0.3080070233048104	0.09486832640509	88788.67604060931	348.1507612057586	-0.3485273170689993	121208.95252814917	0.1214712907433147	197.5880342482212	-0.0571196116890178	0.0032626500395041	39041.03127807623	218.781251023086	468.6822691163743	0.9612210000000002	55.282135	0.5592756000000001	0.339185	-0.0252580702	-0.0021733155	0.0108023428	0.0297065048	-0.1127021246	0.0476761945	-0.0646707606	0.0657043103	-0.03807758	-0.0465956861	-0.0287387011	-0.0197841262	-0.043612611	0.0496425823	-0.0849669508	0.0642171996	-0.0187451875	-0.0012515383	0.1247701538	-0.0956965199	0.1442280294	-0.0346093351	-0.0045415428	-0.1919131204	-0.0204024153	-0.0024093995	-0.0501403449	-0.0187698596	0.1954056459	-0.0538874428	0.0911269343	0.066603063	0.0359901985	-0.1028644911	0.2188226975	-0.0225091294	0.0833595615	0.0996468097	-0.0601724232	0.0406757351	-0.0375742973	0.0297148188	0.0169670231	0.0202738664	-0.0135282355	0.0377199888	-0.0562566788	0.0182021005	0.0180691183	-0.0055188988	-0.0388240155	0.0293375525	-0.0049342378	-0.0235089284	-0.0546741013	-0.0782701631	0.1189139965	0.1170936064	0.1140802373	0.278464	0.037799	0.077542199296	0.001428764401	0.0628007	0.0093070999999999	8.662211040999998e-05	0.00394392792049	-1.90946	-0.2819499999999999	3.6460374916	0.0794958024999999	-0.0199565	0.0026711	0.0003982618922499	7.134775210000014e-06	0.000411704	-0.000322191	1.69500183616e-07	1.0380704048100004e-07	0.0007855349999999	0.0016110989999999	2.595639987800678e-06	6.170652362248429e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300.1940651923097	2.219777642847987	4.927412783687765	90116.47677668468	351.1546108785645	3.0038496728058703	123309.56074127604	9.023112856815937	198.86327120663785	1.275236958416656	1.6262293001117636	39546.6006350048	220.27563730314748	476.27090598310593	1.10469	63.533386	1.2620458	0.661619	-0.0464070374	0.0662000611	0.0005785219	-0.0352333406	-0.0999081858	0.0069082479	0.0058782592	0.028999473	-0.0355090428	-0.0564459161	0.080267667	0.0172109583	0.0436969513	0.0010639176	-0.0698778381	-0.0698051396	-0.0690580819	-0.0052249237	0.1192114033	0.0070359192	0.0302674562	-0.0720413824	-0.0871687548	-0.0530836121	-0.0667477328	0.0487274757	-0.1185900077	-0.0130769998	0.0573035414	-0.0246252392	-0.003713349	-0.0947404926	0.0122064031	-0.1178519948	0.0804438772	-0.0050534816	0.0332943058	-0.0628620816	0.040611714	0.033542713	0.051941501	-0.1089632453	0.0065256721	-0.0582072909	0.0992685753	-0.0482763094	-0.0020524725	0.0146035925	0.1029104059	0.056100836	-0.0533290825	0.0728474952	0.0505273725	-0.0124905196	0.0546731234	-0.2309677144	0.1186137044	0.1159000657	0.1114232278	0.0325885	-0.2458755	0.00106201033225	0.06045476150025	0.0157679	-0.0470328	0.00221208427584	0.00024862667041	-2.381	-0.4715399999999998	5.669160999999999	0.2223499715999998	-0.0146373	0.0053191999999999	0.00021425055129	2.8293888639999976e-05	-0.000269131	-0.000680835	7.243149516099999e-08	4.6353629722500006e-07	-0.00316638	-0.0039519149999999	1.5617632167224208e-05	1.0025962304399998e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302.5688049880272	2.37473979571746	5.639389097364203	91547.88175188284	352.92043186192126	1.7658209833567753	124552.831225605	3.1181237452630888	199.5208953564185	0.657624149780645	0.4324695223747162	39808.587683826896	220.8495147159881	491.9677625807705	0.992999	57.109737	0.6416313500000004	0.351598	-0.1117170673	0.0435952332	0.0253652224	0.0246757853	-0.0895920246	0.0198459239	-0.0796575318	0.0887840187	-0.0732642021	-0.0693301694	-0.0157130861	0.0089852643	-0.0261620571	-0.0532321852	-0.023867173	-0.1291201636	-0.0968805394	-0.0318654792	0.1319340355	-0.0321914529	-0.0003194571	-0.0476276419	-0.1016962007	-0.0560368274	-0.0890404722	-0.0102958453	-0.1166458839	0.0003139576	0.07572435	0.0480108941	-0.023377242	-0.1113084043	0.0200148902	-0.1569135581	0.0750792427	0.030840763	0.0441213178	-0.0652861505	0.0808737024	0.0517234909	0.0919314984	-0.1039804947	0.0294043733	-0.0376444969	0.0905784149	-0.0343463221	-0.0332550937	0.0174591384	0.0350097221	0.0154655603	-0.0352642973	0.0933925891	0.0599512035	-0.0749843772	-0.0929438886	-0.0338815819	0.1182536866	0.1144731177	0.1082614433	0.0894008	0.0568123	0.00799250304064	0.00322763743129	0.0107424	-0.0050255	2.5255650250000025e-05	0.0001153991577599	-2.59066	-0.2096600000000004	6.711519235600001	0.0439573156000001	-0.0100841	0.0045532	0.00010168907281	2.073163024e-05	0.0010204	0.001289531	1.0412161600000005e-06	1.662890199961e-06	-0.00160644	0.00155994	2.4334128036e-06	2.5806494736e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.8427705091636	-4.726034478863596	22.335401895407504	88710.31594457428	345.6544137291191	-7.266018132802174	119476.97373042104	52.79501950620998	198.7389828505873	-0.7819125058312011	0.6113871667752281	39497.18330448603	219.7342432002744	474.7848711371685	1.586144	91.222954	0.4546494999999997	0.220416	-0.0274060258	0.0872320621	-0.0375361018	-0.1394073281	-0.0004463074	0.0932914835	0.0939402996	0.0226571979	0.1597932934	0.0170674195	0.0213589402	-0.0155680281	0.1907879488	0.0398097466	-0.0799357256	-0.0126792939	-0.0698082949	-0.0479841913	0.0831350498	0.0213629524	-0.0059648155	-0.0156034324	-0.0867942896	0.0442204334	-0.0606077803	-0.0012396373	-0.1012035433	-0.0447455048	-0.0423241181	0.0932572139	-0.0153344084	-0.1008338148	0.0189222199	-0.0873486518	0.0405863946	-0.0102267428	0.0157572924	-0.1451694365	0.0835651119	0.0041446038	0.1585228949	-0.1604800298	-0.0534902798	-0.1605813373	0.0334637534	-0.0500226512	0.0190552162	-0.0081802932	0.0212962474	0.0780776568	0.1419870901	0.0037853199	0.0284646393	0.0074264346	0.0964312385	-0.2053582342	0.1178341246	0.112815636	0.1046092073	0.0505143	-0.0388865	0.00255169450449	0.00151215988225	-0.0556476	-0.06639	0.0044076321	0.0030966553857599	-2.62443	-0.0337699999999996	6.887632824899999	0.0011404128999999	-0.0129673	-0.0028831999999999	0.0001681508692899	8.312842239999993e-06	-0.00180985	-0.00283025	3.2755570225e-06	8.010315062500001e-06	-0.00100783	0.00059861	3.583339321000001e-07	1.0157213089e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295.17136263097416	-2.6714078781894277	7.136420051652538	87126.13331742605	342.9907568467334	-2.6636568823856805	117642.659282295	7.095067987080603	197.61474501505728	-1.1242378355300104	1.2639107108372027	39051.58744736611	218.5212559946108	470.4052564380711	1.407197	80.93128199999998	1.2740465000000003	0.635425	-0.0123677744	0.0760594685	0.0071352399	-0.0800841549	-0.0116570573	-0.0679781211	-0.0029955035	-0.046405657	0.0837222098	0.011002258	-0.1730991491	-0.0849060057	0.1651443523	0.1730906225	-0.1032717702	-0.0726471709	-0.0351602568	-0.0914009338	-0.0612960889	0.0694696304	-0.0236511173	-0.0603850405	-0.1210767933	0.1703907806	-0.0402118108	-0.0942830136	0.0307425103	-0.0107275565	-0.0780926014	0.0210076326	0.0006835693	-0.2201520352	0.0113445726	-0.0037613025	-0.0769250062	0.0428369662	-0.0538685618	-0.1415811507	0.0490398852	0.0241358938	0.0910051147	-0.1373781876	-0.0083527744	-0.0893440019	0.0826170179	0.0032724358	-0.0226598349	0.0818609939	0.0174755412	0.0348902774	0.2464195596	-0.1871819703	0.072884401	-0.0121845059	0.185153566	-0.073498211	0.1173552296	0.1109309587	0.1004830656	-0.29854	-0.3490543	0.0891261316	0.12183890434849	-0.0147945	0.0408530999999999	0.0016689757796099	0.00021887723025	-2.92878	-0.3043500000000003	8.577752288400001	0.0926289225000002	-0.00641993	0.0065473699999999	4.12155012049e-05	4.28680539169e-05	-0.000354818	0.001455032	1.25895813124e-07	2.117118121024e-06	-0.00460121	-0.0035933799999999	1.2912379824399998e-05	2.11711334641e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306.09857815267225	10.927215521698088	119.4040390576396	93696.3395470876	362.5255908779928	19.53483403125938	131424.8040414378	381.6097406288496	200.71439744874723	3.099652433689954	9.607845209680054	40286.26934321367	223.4073767205614	505.622760881125	1.686951	97.020584	0.4138953999999997	0.204872	-0.1678722917	0.0321781322	-0.0550929258	0.1058576692	-0.1071217863	-0.1697301898	-0.0541109047	-0.0828985047	0.0863024945	-0.2042760599	-0.1537452942	0.0249184722	-0.0889944267	-0.0187985802	0.0490430175	-0.209974234	-0.1506012223	-0.0820512539	0.0330749449	0.0103225177	-0.0971148838	0.0132283742	0.0116870902	0.1063500449	-0.1620450414	-0.0922480055	-0.0287753053	-0.0031359741	0.0140671968	0.0835481986	-0.0081913642	-0.1576463804	0.0327230945	-0.00093941	-0.0996421917	0.1094126762	-0.0800498972	-0.1273566346	-0.0400111572	0.0611222092	0.0592312032	-0.1076777365	0.0504388817	0.0039407301	0.1677091323	0.0695450013	-0.0596822671	0.1970979516	-0.1015480699	-0.0556411866	0.1388265107	-0.0761996329	-0.0782294839	-0.0797233925	0.0541530388	0.0819971756	0.1168172427	0.1088228812	0.0959017104	-0.319556	-0.0210159999999999	0.102116037136	0.0004416722559999	-0.147623	-0.1328285	0.01764341041225	0.021792550129	-3.01692	-0.0881399999999996	9.1018062864	0.0077686595999999	-0.00460658	0.00181335	2.12205792964e-05	3.2882382225e-06	0.00115097	0.001505788	1.3247319409000005e-06	2.2673975009440004e-06	-0.00472029	-0.00011908	1.4180046400000136e-08	2.2281137684100004e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
