onset	duration	trial_type	trial_code	response	RT	money	carbon
5.8001	10	CET	c4_m2	LEFT	4.3039	50	40
20.8335	10	CET	c1_m1	LEFT	5.3505	10	2
36.1335	10	dummy	dl0	LEFT	2.1464	0	0
51.1835	10	CET	m5_c2	LEFT	6.096499999999999	120	10
66.9835	10	CET	c3_m5	LEFT	7.416399999999996	120	25
83.2997	10	CET	m0_c2	RIGHT	3.300200000000004	0	10
99.5919	10	CET	c5_m0	LEFT	2.6480000000000103	0	50
114.6336	10	dummy	dr0	RIGHT	2.006299999999996	0	0
130.6748	10	CET	m4_c5	RIGHT	6.901099999999985	100	50
147.467	10	CET	c3_m2	LEFT	4.428899999999999	50	25
163.0087	10	CET	m1_c3	RIGHT	3.647199999999998	10	25
178.0497	10	dummy	dl1	LEFT	2.1902000000000044	0	0
193.0921	10	CET	c0_m0	LEFT	3.4838000000000022	0	0
208.4171	10	CET	c4_m1	LEFT	2.4788000000000068	10	40
224.9671	10	CET	m4_c3	RIGHT	4.352800000000002	100	25
241.0088	10	dummy	dr1	RIGHT	1.8310999999999922	0	0
256.8	10	CET	c5_m5	RIGHT	5.615799999999979	120	50
273.0922	10	CET	m1_c0	LEFT	4.4676000000000045	10	0
290.1339	10	dummy	dr3	RIGHT	1.6259000000000015	0	0
306.6839	10	CET	m3_c3	LEFT	6.475900000000024	80	25
322.9839	10	CET	m3_c5	RIGHT	2.711900000000014	80	50
338.2756	10	CET	m2_c1	LEFT	2.4442000000000235	50	2
354.8173	10	CET	c1_m0	LEFT	2.878500000000031	0	2
371.8584	10	dummy	dr2	RIGHT	2.54140000000001	0	0
387.9001	10	CET	m2_c2	LEFT	8.835699999999974	50	10
403.4418	10	CET	m4_c0	LEFT	2.2139999999999986	100	0
418.9919	10	CET	c0_m5	RIGHT	2.2479000000000156	120	0
435.2841	10	dummy	dl3	LEFT	2.3956000000000017	0	0
452.0841	10	CET	m4_c1	LEFT	2.0756000000000085	100	2
467.3675	10	CET	c4_m4	LEFT	6.1281999999999925	100	40
483.4092	10	dummy	dl2	LEFT	3.166499999999985	0	0
498.4509	10	CET	c0_m2	RIGHT	2.1247999999999934	50	0
514.9926	10	CET	c4_m3	LEFT	4.847099999999955	80	40
530.7926	10	CET	m5_c4	LEFT	2.143100000000004	120	40
546.5843	10	CET	c4_m0	LEFT	2.1913000000000693	0	40
561.626	10	dummy	dl4	LEFT	2.133699999999976	0	0
578.4176	10	CET	c2_m4	RIGHT	5.518100000000004	100	10
593.4593	10	CET	m5_c1	LEFT	1.4923000000000002	120	2
610.001	10	CET	c5_m1	LEFT	2.254599999999982	10	50
625.7921	10	dummy	dr4	RIGHT	2.183499999999981	0	0
640.8344	10	CET	m0_c3	RIGHT	2.0611999999999853	0	25
657.6261	10	CET	c0_m3	RIGHT	2.4055000000000746	80	0
674.426	10	dummy	dl5	LEFT	2.3496000000000095	0	0
689.9677	10	CET	m3_c2	RIGHT	5.407899999999927	80	10
705.2678	10	CET	m2_c5	RIGHT	2.723799999999983	50	50
721.5595	10	dummy	dr5	RIGHT	1.8961000000000467	0	0
737.1096	10	CET	c1_m3	LEFT	4.145999999999958	80	2
753.8929	10	CET	m1_c2	RIGHT	1.802699999999959	10	10
