global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
278.34461215822284	n/a	n/a	77475.7231175115	254.09869075425064	n/a	n/a	64566.1446430243	205.29089666651927	n/a	n/a	42144.35225414349	203.0569494688721	317.85025112294704	n/a	n/a	n/a	n/a	-0.0109047084	-0.1276640696	0.0245419824	-0.0339419121	0.0846371145	-0.0596479171	0.0807917436	-0.1484997374	0.0694011489	-0.1235729694	-0.0770557424	0.1521790538	-0.0751108492	0.0361172766	-0.0216805706	0.0960837156	0.1296827155	-0.0019319975	0.0343850692	-0.0496428408	0.057033671	-0.1024454978	0.0638985569	-0.0650993178	0.1102224975	-0.0009697071	0.0306706805	-0.1152088866	0.0388218231	-0.1936898208	0.0452193742	-0.0114795559	0.0550022549	-0.0180590487	0.1495254397	-0.0158627079	0.0214578816	-0.0074834977	-0.0471665571	0.1171106311	0.048795709	-0.0949622565	0.0912398528	0.1012179264	-0.0775292336	0.1489211971	-0.0863711221	0.0415735922	-0.0245021351	0.0496183375	0.1409376602	-0.0299275826	0.0531331071	-0.0168554472	0.0408435122	-0.1217970907	0.0690811971	-0.031892051	0.1112237935	-0.0302491911	0.0117639275	-0.1714892612	0.013899513	-0.1746240747	0.0224081073	-0.0567403047	0.0514670528	-0.0041496698	0.1370952959	-0.0464650551	0.0164986204	-0.0095234358	-0.0716488751	0.071355586	0.011530521	-0.1059965116	0.0713452495	0.0560409306	-0.0037932808	0.0979804005	-0.0242953305	0.0258295259	-0.0475641548	0.091801265	0.0383250391	-0.0763535989	0.1515588167	-0.0507477957	0.0795219835	-0.1221018512	0.0833709162	-0.0919526725	0.0798305241	-0.0191971117	0.0590213774	-0.0070340814	0.0566404586	-0.0868114296	0.0538528791	-0.0455339684	0.0451175821	0.0164641109	0.1195153378	0.1194927693	0.1194551582	0.0799741999999999	n/a	n/a	0.0063958726656399	0.0209413	n/a	0.00043853804569	n/a	-0.163752	n/a	n/a	0.026814717504	0.00104446	n/a	1.0908966916000002e-06	n/a	-0.00119101	n/a	1.4185048200999998e-06	n/a	0.0014751	n/a	n/a	2.17592001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276.6901098350381	-1.6545023231847722	2.7373779374238083	76557.41688052543	250.17230535760712	-3.926385396643525	15.41650228297553	62586.182367939815	204.60879327368548	-0.6821033928337954	0.465265038515375	41864.75828491376	202.38265811178337	310.1763030477031	1.112468	26.586786	0.04597685	0.0225957	-0.0094382621	-0.0538884267	0.0612606189	-0.0756445566	0.0982773359	-0.05278873	0.0107198307	-0.0833686164	0.0226328151	0.0028266856	-0.0134388168	0.0738787399	-0.0550746742	-0.0408603262	0.0218872026	0.1036460601	0.1016613584	0.0323669057	-0.1357823756	-0.0286546299	0.0156119717	-0.0297173278	-0.0708656551	-0.0089149372	0.0739358442	-0.0159282651	-0.0991586482	0.0466144176	0.0319678439	-0.0601201543	0.0508757034	-0.0479765712	-0.025014086	0.0448965897	0.0543175326	0.1194783424	0.049470065	-0.1311590517	0.0087150676	0.0292488635	0.0210014389	0.0542281116	-0.0202816214	0.0870851361	-0.0158603226	0.0739931155	-0.0592915875	-0.0415211026	0.0162105208	0.0767187905	0.1086741172	-0.0360664742	-0.1323715847	-0.0379922302	0.0085228657	-0.0464102341	-0.0480605247	0.0198738146	0.0737354691	-0.013580949	0.104059838	0.041703963	0.0256059345	-0.0805856976	-0.0267656578	-0.043231051	-0.0488488764	-0.0365754872	0.0162493832	-0.1095222573	0.0954329899	0.1142137702	-0.0086376617	0.0391719137	0.0439977011	0.0213799225	-0.0254355271	0.0677341883	-0.0048449624	0.0800051908	-0.0183411866	0.0157117466	-0.0366916002	0.0543361958	0.043672332	-0.0191129819	0.1876947797	-0.1056152939	0.0785049119	-0.0085904873	0.0020066819	-0.0352757079	-0.0508148266	0.1528681952	0.0138203756	0.0029075051	0.0860985222	0.0210233035	0.0832709921	0.0659956633	-0.0030033601	-0.000971779	0.1194551582	0.1192521267	0.1189139965	0.086331	0.0063568000000001	4.040890624000136e-05	0.007453041561	0.017923	-0.0030182999999999	0.000321233929	9.110134889999989e-06	-0.148553	0.015199	0.000231009601	0.0220679938089999	0.000843995	-0.000200465	7.123275600250001e-07	4.0186216225000025e-08	-0.00134326	-0.00015225	1.8043474276e-06	2.318006250000001e-08	0.00155044	7.533999999999991e-05	5.676115599999987e-09	2.4038641936e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275.84200123583776	-0.8481085992003159	0.719288196037522	76088.80964579192	247.1461886454232	-3.0261167121839208	9.157382355758822	61081.23856195911	204.0264988876704	-0.5822943860150644	0.3390667519846609	41626.81224836058	201.7031558547728	303.53379346265973	0.950621	22.718821	0.1015711499999999	0.058559	0.0355796107	-0.0180138144	0.094547476	-0.0597419141	0.0843607769	0.0134900095	-0.0225152976	0.0045565561	-0.0285801018	-0.046377319	0.0181457907	-0.0085078292	-0.0972102126	-0.0321993915	0.0928942979	0.0745097892	0.0489395923	-0.0379488654	-0.0275743129	-0.0069542636	0.0023179607	-0.0903458102	-0.0312143378	0.0052303388	0.1198133553	-0.1313422827	0.0986590106	-0.0837665686	0.0007010189	-0.0039377114	-0.0298339781	-0.0523052032	-0.1576192249	0.0699587429	-0.1604622029	-0.0406692277	-0.0101350503	0.00064977	0.1318309085	0.0105955587	-0.1301604886	0.1181926848	0.0412819526	-0.0110942572	0.0192204024	-0.0065196928	-0.0962813168	-0.0555653534	0.0808911335	0.0442269338	0.0718317269	0.0284854431	-0.0006407728	0.0110549768	-0.0128568806	-0.1189008872	-0.0129929529	0.0350395394	0.0833056401	-0.1717786562	-0.0470017876	-0.079493004	-0.0067837336	0.0131334037	-0.0563632551	0.0949412009	-0.142342539	-0.0269597871	-0.1302672879	0.0914070903	-0.0201859463	0.0263226418	0.071375022	0.0356155616	-0.1273448783	0.1186084541	0.0402013895	-0.0639938556	0.0147454655	0.091292911	0.0059389928	0.0288017103	-0.0337053375	0.0086429059	0.0627403642	-0.0366328013	0.1573639424	0.0023816116	0.1381278614	-0.0806238633	0.0108665652	0.0212127481	0.0328083583	0.0374271186	-0.0229380324	0.0456004214	-0.0062295099	-0.0532984063	0.0335075009	-0.0641147746	0.0167795219	0.0109982443	0.1193348294	0.1187713263	0.1178341246	0.0799934	-0.0063375999999999	4.016517375999999e-05	0.00639894404356	-0.0073856	-0.0253086	5.454708736e-05	0.00064052523396	-0.0967522	0.0518007999999999	0.0026833228806399	0.00936098820484	0.000948758	0.0001047629999999	9.001417425639999e-07	1.0975286168999981e-08	-0.00116088	0.00018238	1.3476423744e-06	3.32624644e-08	0.0014751	-7.533999999999991e-05	5.676115599999987e-09	2.17592001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276.0028157282238	0.1608144923860663	0.0258613009613882	76177.55428990787	246.86377588404883	-0.2824127613743599	0.0797569677870911	60941.72384372989	203.981064894068	-0.0454339936024155	0.0020642477746643	41608.27483531798	201.7420362931412	304.69474739419337	0.819822	19.592863	0.0872711499999999	0.0460076	0.0076951977	0.0006478297	0.0760610736	-0.0493395301	0.0548813501	-0.0226759885	0.0147081607	0.0052207697	0.1105775547	-0.0073656452	0.0283016456	-0.0171883791	-0.0744073808	0.00946786	0.1139736188	-0.0146971054	0.0723248248	-0.1165873935	0.0999136929	-0.1595471231	0.0182568142	-0.0554995968	-0.0333305202	0.0232554121	0.0242091624	-0.029163677	0.0042701908	-0.0818453428	0.1171334532	0.0576942031	-0.0212968042	-0.0577175238	0.0749677713	-0.0102458503	0.0656215868	-0.1116287619	0.1468335452	0.0521087899	0.0639962082	0.0034881887	-0.0857216116	0.0640969521	0.1101799102	0.1119251857	0.0262637112	-0.0166124112	-0.0685360673	-0.0147416268	0.0980948325	-0.0387729742	0.1020029398	0.0753909692	0.147687265	-0.1257781257	0.0403716859	-0.0702109294	-0.0456631106	0.0428769474	0.0235244717	-0.0044987916	0.0242464468	-0.0949773185	0.1101743643	0.0576744349	-0.0312426767	0.0198291233	0.0757597526	-0.0069607842	0.0775003568	0.083432733	0.1410843808	-0.0694391706	-0.0415474224	0.0170715664	-0.110728196	0.1197661595	0.1088782477	0.0653778924	-0.0051625104	0.0581464833	-0.0009871389	0.0247562377	0.0078235584	0.0221229628	0.0790648196	-0.075769786	0.1026890658	0.0434372404	0.0937224792	-0.0632298252	0.1022053912	-0.0337190247	0.0356843987	-0.0126386929	-0.0201621831	-0.0457025708	-0.0338211551	0.0139167954	0.0477373899	-0.048602236	0.0123766813	0.0128917966	0.1191544118	0.1180513362	0.1162204348	0.0863426	0.0063491999999999	4.031234063999999e-05	0.00745504457476	0.0274482	0.0348338	0.00075340368324	0.0012133936224399	-0.115506	-0.0187538	0.00035170501444	0.0133416360359999	0.000861361	-8.739699999999991e-05	7.419427723210001e-07	7.638235608999984e-09	-0.0011858	-2.4920000000000107e-05	1.40612164e-06	6.210064000000054e-10	0.00190947	0.0004343699999999	1.886772968999999e-07	3.6460756809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277.0183446459335	1.0155289177096734	1.0312989827045804	76739.16327037319	244.36167176765733	-2.502104116391507	6.260525009263325	59712.6266290843	204.3811212554692	0.400056361401198	0.1600450922975659	41771.6427256428	202.0745025828286	308.28482543196634	1.055198	25.218103	0.17067975	0.0834484	-0.0356023695	-0.0105192962	0.0173625222	-0.0229863099	-0.1102724826	-0.0071063974	0.0691490352	0.0985784608	0.0850323483	-0.0622055235	-0.0084177958	-0.0248522551	0.0343443511	0.0749582002	0.0384784876	-0.0885811069	-0.0059760494	0.0031176093	-0.1077437268	-0.1613723368	0.1046001692	0.0281636229	-0.0658709109	-0.0692245083	-0.1080153533	-0.147001954	-0.0485314172	0.1325088147	-0.1236799471	0.0386956434	0.0290070745	0.0247593624	0.0460908089	-0.0312625975	0.0748459541	-0.1009578914	-0.0785858317	0.1501365301	0.0172281949	0.0098185475	0.0515940413	0.0982796377	-0.037338226	-0.001867355	-0.0086482107	-0.023037055	0.0416131044	0.0631617858	0.0475914028	-0.0837616385	-0.0091213086	0.0158392357	-0.0790721891	-0.1663548422	0.1212185449	-0.007440127	-0.0357162954	-0.1114386122	-0.0843450176	-0.1318215856	0.0545383599	0.1542730968	-0.0784408817	0.0527909578	-0.0183493276	-0.0457156222	0.0410634219	0.0050831265	0.1284400682	0.0469242318	-0.1213372332	-0.1387031823	0.0166714798	0.0608144406	0.0015996436	0.0813462733	-0.0672739169	0.0189100625	-0.0332435439	0.0098850749	-0.0109941939	0.004246925	0.003962515	0.0364717628	0.0348456049	-0.0996534916	0.083708603	-0.003769947	-0.077724372	0.0216306004	0.0370421842	-0.0545042071	-0.0311276225	0.1091314282	0.0285633743	-0.0293617332	-0.0321937756	0.0702145383	-0.0012538634	-0.0085971771	0.0678090187	0.1191993077	0.1189139965	0.1170936064	0.1140802373	0.121679	0.0353363999999999	0.0012486611649599	0.0148057790409999	0.0433151	0.0158669	0.00187619788801	0.00025175851561	-0.150699	-0.035193	0.001238547249	0.022710188601	0.00140889	0.000547529	1.9849710321000003e-06	2.997880058410001e-07	-0.00134326	-0.0001574599999999	1.8043474276e-06	2.4793651599999965e-08	0.00289015	0.00098068	9.617332624000003e-07	8.352967022500001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278.5694456236437	1.5511009777101776	2.405914243053469	77600.93603506417	245.0524251491209	0.6907533814635656	0.4771402340033501	60050.691071465495	205.0794140312616	0.698292775792396	0.4876128007238494	42057.56605940562	202.788263946932	317.841583464673	1.218185	29.113323	0.1568897999999999	0.0907967	-0.1022766537	-0.0638104929	-0.0625675809	-0.009899228	-0.0894429524	-0.0243159039	-0.0098994378	-0.0057322472	-0.1938440918	-0.0172964161	-0.0678228026	0.0661565512	0.050803878	0.0814017567	0.0263482774	0.0920548712	-0.0864798928	0.1157910454	-0.0286160042	-0.0604496949	-0.0811218658	0.0472322493	-0.0462567297	-0.0334411509	0.1251896768	0.0026692178	0.0352814764	-0.0488625366	-0.1351956844	0.1040758442	0.0152177319	0.0993431309	0.0780248992	0.0071773053	0.0992396602	-0.0040193919	0.0813486561	0.0528227394	0.1054751059	0.1264842279	0.0839489884	0.0128515521	-0.0507651185	0.0042714965	-0.0670458902	0.0670390081	0.0354708111	0.0822591691	0.0512345347	0.0908697103	-0.0850247269	-0.1203256607	-0.0227121708	-0.066345587	-0.0567416991	0.0360216641	-0.0569354516	0.028962951	0.1072686691	-0.0355079968	-0.0584698334	-0.0356384714	-0.1375929661	0.1146859881	0.0726600237	-0.0498655348	0.0596514771	-0.039912536	0.0816826456	-0.0269959791	0.0692964299	-0.054452277	0.0230173968	0.1980827123	-0.0108835156	0.0027403801	-0.0278017132	0.0575365965	-0.0608768865	-0.0431104747	-0.0408415127	-0.0278855839	0.0384337109	0.0657930974	-0.0112114175	0.0369349492	0.080807224	-0.0710084636	-0.0570758368	-0.0202826344	-0.1608186489	0.0744941427	0.0627164748	-0.0046990307	0.0296331795	-0.048356983	-0.0925568009	0.0831999459	-0.0243713943	-0.0147414506	0.0225229604	-0.0545669246	0.1186137044	0.1159000657	0.1114232278	0.16006	0.038381	0.001473101161	0.0256192036	0.0381233	-0.0051918	0.00145338600289	2.695478724000004e-05	-0.159738	-0.0090389999999999	8.170352099999984e-05	0.0255162286439999	0.00264381	0.0012349199999999	6.9897313161e-06	1.5250274063999996e-06	-0.00134326	0.0	1.8043474276e-06	0.0	0.00374079	0.0008506399999999	7.235884095999995e-07	1.39935098241e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278.5988699047279	0.029424281084232	0.0008657883173238	77617.33031219151	247.68710151050664	2.634676361385744	6.94151952924482	61348.90025467602	205.585734792394	0.5063207611324003	0.2563607131536932	42265.49435012856	203.32426257650272	323.2471101275114	1.148375	27.444939	0.0911961	0.0494581	-0.1130021833	-0.0775335076	-0.1093782058	-0.0598673651	0.0797440122	-0.15402641	-0.0403945339	-0.0491385179	-0.0152248839	0.1244802611	-0.1246951926	0.0823003592	0.0446383233	-0.0261435946	-0.1754346404	0.0844705397	0.0261189257	-0.1156645197	0.0568608357	-0.0390609541	-0.0536088479	0.0847752823	0.0077552535	0.0073403979	0.0628805762	0.045425683	0.0812652072	0.0921254853	0.025066923	-0.0371192297	-0.0107639417	-0.0453747817	0.0453936216	0.0232228711	-0.0802940609	0.0159619151	-0.0223110561	-0.0425263369	0.0660907082	-0.1673330286	-0.2130037843	0.0274631149	0.0829472985	-0.0369109538	-0.1229853408	0.0820027818	0.0271559078	0.0260577528	-0.1753244159	0.1083551211	0.0450938614	0.0891263673	0.0800367991	-0.0246110958	-0.0194447229	0.0837750482	-0.011227047	0.0287235214	0.0677452226	-0.0045718965	-0.0994586924	0.0654744343	0.0400214472	-0.0563991899	-0.0198705906	-0.0123782977	0.0380691838	-0.0035291027	-0.0795253265	0.0259102139	0.0193623978	0.0676622175	0.0660218517	-0.1900272697	-0.1238680483	0.1299946125	0.1152002094	-0.0573962956	-0.0728909809	-0.0710678099	-0.0325816018	-0.0632075464	0.0646951639	0.1082430629	0.0203897899	0.0490063135	-0.0311860588	-0.0023377497	0.056824391	-0.0094395166	-0.0005302401	-0.0426054103	0.0897737936	-0.1432518652	-0.0151454114	-0.1134834594	0.0746364703	0.0004875504	0.0440988938	-0.0169515694	-0.0280015392	-0.1478560485	0.1182536866	0.1144731177	0.1082614433	0.187033	0.0269729999999999	0.0007275427289999	0.034981343089	0.0751904	0.0370671	0.00565359625216	0.00137396990241	-0.166797	-0.007059	4.982948100000014e-05	0.027821239209	0.00289882	0.0002550099999999	8.403157392399998e-06	6.503010009999998e-08	-0.00134326	0.0	1.8043474276e-06	0.0	0.00388772	0.0001469299999999	2.1588424899999996e-08	1.51143667984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277.37778584038625	-1.2210840643416532	1.4910462921891303	76938.43607771517	246.26636622827263	-1.4207352822340056	2.01848874218454	60647.123135277696	205.2605380891815	-0.325196703212498	0.1057528957802775	42131.88849666033	202.9329225831908	315.1027364669559	1.182117	28.251335	0.3836736	0.189788	-0.1026103244	0.0010014234	-0.0743068142	-0.0783734505	-0.021562339	-0.160930962	0.0093535982	0.0584927404	-0.0160532893	0.1757692459	-0.1207299296	0.0299492343	0.099003025	-0.1454623951	-0.2336993153	-0.0038397003	0.0660148331	0.0312804974	0.0003416004	0.0416138644	-0.0073944223	-0.0687329401	-0.0393596471	-0.0460340726	-0.0472662499	0.1168753417	-0.043239496	-0.0891661336	-0.0242321118	0.0958806593	0.0374964827	-0.0174333609	-0.0356764714	-0.034916922	-0.0187582363	-0.0232410024	0.0519174954	0.0064833657	-0.081875898	-0.1241267387	-0.014064517	-0.0930392318	-0.0330071417	-0.08288548	-0.1190668265	0.0217847375	0.1022187454	-0.0817470944	-0.2666414052	0.0242503906	0.0472564594	-0.0375017244	-0.017035804	0.0352645667	-0.0121881809	-0.0455029227	-0.039119965	-0.0349577292	-0.0128426374	0.1519068825	0.0262607373	-0.0571239751	-0.0604366472	0.0915469214	-0.0168989831	-0.0175331565	-0.0518146495	0.0464250698	-0.0124878509	0.0308099861	0.0431110337	-0.0501608372	-0.0128230487	-0.1388617564	0.0672891762	-0.0592098057	-0.0068471901	-0.073043953	-0.0878028961	-0.1104310334	-0.0988048607	-0.1443887294	0.0217584734	0.0735824971	-0.0550866374	-0.013163016	-0.1913770289	0.0333583911	0.0174299738	0.1849741971	0.0304400473	-0.0362451465	0.0649409353	-0.0188598679	0.0510201381	-0.0992634068	0.1174052437	0.0997908536	-0.0621257079	0.0286567293	-0.0515136374	-0.0608083377	0.1178341246	0.112815636	0.1046092073	0.281213	0.0941799999999999	0.0088698723999999	0.0790807513689999	0.134368	0.0591775999999999	0.0180547594239999	0.0035019883417599	-0.21723	-0.050433	0.002543487489	0.0471888729	0.00371753	0.00081871	1.38200293009e-05	6.702860641000004e-07	-0.00173633	-0.0003930699999999	3.0148418689e-06	1.5450402489999993e-07	0.0062736	0.00238588	5.6924233744e-06	3.935805696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276.84183291915826	-0.5359529212279881	0.287245533772814	76641.40045403915	245.0154478157623	-1.2509184125103443	1.5647968747574004	60032.56966835853	204.94794647336943	-0.3125916158120674	0.0977135182759991	42003.660763651096	202.63019611320524	308.29714736140033	0.996582	23.817234	0.2013204	0.0932316	-0.0839859496	0.0427459001	-0.0612144864	-0.0346101754	-0.1294306961	-0.05754744	0.0221109666	0.0346288177	-0.0282837708	0.110044343	-0.0946790852	-0.0079464583	0.1705881512	-0.1275579282	-0.1542806439	-0.0356566114	-0.0946687589	0.1212770641	0.0046632971	0.0194372373	-0.0123505467	0.0594542594	-0.075261375	0.0535478148	-0.0191489151	0.0818421875	0.0376277244	-0.023420765	0.0625748732	0.032056288	0.0423053146	-0.0070763355	0.0512671162	0.0028521929	-0.0014490608	-0.0540936375	-0.1136102438	-0.0641637034	-0.2403588833	-0.0546261609	0.035196521	0.007181986	-0.0434611472	-0.008182162	-0.0939302553	-0.0165656022	0.1720054575	-0.0790199073	-0.177530512	0.010411001	-0.1206983137	-0.1011960558	-0.0256123807	0.0060456553	-0.0080857341	0.0568794452	-0.0787924587	0.0562670115	-0.0271612923	0.0671314308	-0.043344642	-0.0314771231	0.060136002	0.0098938183	-0.0162481663	-0.0510941017	0.0277151846	-0.0147413348	-0.0032681005	0.0173237617	-0.1389365251	0.0294677582	-0.1555910381	-0.1171295126	0.1445266724	-0.0283635007	-0.0741875976	-0.064960033	-0.0793692048	-0.1314797964	-0.0868254232	-0.1685929667	0.0131211432	0.0326578495	-0.0917105045	0.0466832056	-0.231910954	-0.0164168813	-0.0701570852	0.1414895011	-0.1387047867	0.055333718	0.0591079433	0.0442980316	0.0263927886	-0.0015237739	0.0446253387	0.0470782817	-0.0214566702	0.0442976778	0.008564929	-0.0269712003	0.1173552296	0.1109309587	0.1004830656	0.324376	0.043163	0.001863044569	0.105219789376	0.0895640999999999	-0.0448039	0.0080217280088099	0.00200738945521	-0.170572	0.046658	0.002176968964	0.029094807184	0.00302073	-0.0006968	9.1248097329e-06	4.855302400000001e-07	-0.00194187	-0.00020554	3.7708590969e-06	4.224669160000006e-08	0.00670517	0.00043157	1.8625266490000005e-07	4.49593047289e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276.66285411426475	-0.1789788048935179	0.0320334126011119	76542.33484665093	243.7392791585077	-1.2761686572545727	1.6286064417589392	59408.83620470896	204.70355752959964	-0.2443889437697919	0.0597259558369145	41903.54646527411	202.41874854331928	309.38213657070173	0.899831	21.505005	0.1491989	0.0720613999999999	-0.1007238171	0.0411493176	-0.06655683	-0.0771676108	-0.0523265087	-0.0424373871	-0.1581112488	0.0064813293	-0.1308818124	0.0721384262	-0.0772297799	-0.0576401613	0.1804803627	-0.1447674539	-0.0746205348	0.103315029	-0.2195205965	-0.0066820776	0.1148975762	-0.0531939935	-0.0619222684	-0.089499218	-0.0868428209	0.090301575	0.0098040669	0.0483609042	-0.0055972292	0.111090339	-0.1640869519	-0.0374796295	0.0002801984	0.0380888341	-0.0586336147	0.0615120757	0.0115924119	-0.0298427903	0.0777632573	-0.0593098713	-0.2189088557	0.0695930665	-0.1257426198	0.0573746882	-0.1288295575	0.0474038567	-0.0784542117	-0.0511951551	0.170284748	-0.1055517954	-0.0806277212	0.1779699236	-0.196711891	0.006538413	0.1342229417	-0.0382352245	-0.0345244873	-0.069577375	-0.0773490692	0.0866042254	-0.0359398631	0.0188701279	-0.0283857602	0.1489811339	-0.1629451221	-0.0422682587	0.0593089418	0.024776156	-0.0495417017	-0.0608564782	0.0137321384	0.0165985122	0.0776882629	0.0425908136	-0.2141138411	-0.0977005346	-0.0664303921	-0.0421732561	-0.1643649703	0.0466213846	-0.0873918879	-0.1489139319	-0.1268340981	-0.1865227532	0.0288536157	0.0253892388	-0.0861124179	0.1351160508	-0.24210217	-0.0813462329	0.0241606858	0.091955732	-0.158749594	0.0639303104	0.1673070413	-0.075635237	0.0807754252	-0.0451941533	0.0403632713	0.0368544422	-0.0554781807	-0.018779359	0.0317223237	-0.1117924884	0.1168172427	0.1088228812	0.0959017104	0.354515	0.030139	0.000908359321	0.125680885225	0.11154	0.0219759000000001	0.0124411716	0.00048294018081	-0.177808	-0.0072359999999999	5.235969599999989e-05	0.0316156848639999	0.00373763	0.0007168999999999	1.39698780169e-05	5.139456099999999e-07	-0.00219294	-0.0002510699999999	4.8089858436e-06	6.303614489999997e-08	0.00753416	0.0008289899999999	6.872244200999999e-07	5.67635669056e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
