global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
295.6491124199135	n/a	87408.39767468264	n/a	308.18428049007383	n/a	n/a	94977.5507411845	211.03271419895995	n/a	44534.80646217991	n/a	210.6839335803268	377.2400138799561	n/a	n/a	n/a	n/a	-0.0091307303	-0.0402994569	-0.0105264385	0.0156121018	-0.1030120062	0.0924873183	-0.2149267327	0.0557420746	-0.008721591	-0.0241293743	0.0329854515	-0.0285013645	0.1326672078	-0.0697863615	0.0313961409	-0.0320883503	0.1341943791	-0.019350616	0.1057183218	-0.0645193687	0.0459562145	-0.0353412568	-0.0247337903	0.0789459991	-0.0568772656	0.0789953708	-0.0718891074	0.1269365738	-0.0379623366	0.1394786631	-0.043934862	0.0465247219	-0.0591075392	0.0078889503	0.076871307	-0.2127817721	0.0730559059	-0.0645975452	-0.059439249	0.0610538332	0.0244865145	-0.0130648715	-0.0013032719	0.0917566436	0.0085310124	-0.005310251	-0.0211837789	0.0025038431	-0.0378582585	0.106623778	-0.1008756889	-0.0160686919	0.0538756695	-0.1016362612	0.0818310394	-0.1080390433	0.0391918941	-0.0124529731	0.0017403481	0.039044339	-0.0980974818	0.1180037882	-0.0626689618	0.0967419477	-0.1326920435	0.0482945106	-0.0216728929	0.0295434641	-0.1137527527	0.0678269919	-0.0226922974	0.0896265757	0.0926191234	-0.0982683893	0.0640920886	0.1091885848	-0.0700156501	0.024671081	0.0738548409	-0.0601539658	-0.0272145923	-0.0557215392	0.0407693719	-0.1626302713	0.0277912938	-0.0312678682	0.0454114013	-0.1215860285	-0.1264909605	0.114671151	-0.085570023	0.1055829804	-0.0393057519	0.0862953974	-0.0269221197	0.0880882499	-0.0223511412	0.0698381603	-0.0330281211	0.0362718449	-0.151829599	0.0678956319	0.0394165146	0.0910676722	0.1195153378	0.1194927693	0.1194551582	0.0343659	n/a	n/a	0.0011810150828099	0.013903	n/a	n/a	0.000193293409	-0.16386	n/a	0.0268500996	n/a	-1.69344e-05	n/a	n/a	2.8677390335999993e-10	-0.0037528	n/a	1.408350784e-05	n/a	0.002	n/a	4e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295.03910775228644	-0.6100046676270381	87048.07510326529	0.3721056945267732	303.50800839271864	-4.676272097355195	21.867520728502758	92117.11115851456	210.98924810896867	-0.0434660899912842	44516.46281758794	0.0018893009791304	210.6549620562677	377.0362542189351	1.183867	29.753923	0.18046612	0.101442	-0.0489709757	-0.038406884	-0.0489204665	-0.0129485107	-0.0051316384	-0.1224113606	-0.0482949348	0.0609061133	-0.0542672805	-0.0194919972	0.0141231663	0.0753664746	-0.0561639293	0.0964263174	-0.0503274107	-0.0191411466	0.1102930121	-0.0330052342	0.0801312543	-0.0773508719	0.0914243537	0.0404261274	0.00227292	0.0463065	-0.0102565298	0.0045945568	-0.0236556276	0.2496149673	0.0531758839	0.0349735002	-0.0810546277	0.083394255	-0.0249973802	0.0682192661	0.0136389648	0.0152158421	0.0591761571	0.0390862997	-0.0207675637	0.0197967167	-0.050143265	-0.0227281728	0.0350439447	-0.0581580142	-0.1130847202	-0.0490918767	-0.0115214159	0.0115415106	0.1023573731	-0.0352926428	0.0859968625	-0.0543257474	0.0414563664	-0.0826463355	0.0541202943	-0.114503461	0.0133812438	-0.0517502299	-0.0636490852	0.0008946087	-0.0103516883	0.0434861752	0.0119191746	0.098889153	-0.2210165365	-0.0192237619	-0.058474343	-0.1157631324	-0.0909770271	-0.0019478944	-0.0252383772	0.0077857175	0.0142942684	-0.0501102145	-0.0399341751	-0.0368550639	0.0037978886	-0.0325494753	0.0154110698	-0.0472806531	-0.0565924307	-0.0364965234	0.0311612846	-0.1877283187	0.0574060451	0.0794646453	-0.1041768453	-0.0305926418	-0.0285292596	-0.0265771556	-0.0279493357	0.1543112455	-0.1115997905	0.0808366083	0.0284768334	0.0484874253	-0.0316853652	0.0698102267	-0.0458005951	-0.073120428	-0.0540827381	-0.0316226774	-0.0454597956	0.0825963669	0.1194551582	0.1192521267	0.1189139965	0.0407367	0.0063708	4.058709264000004e-05	0.00165947872689	-0.0422752	-0.0561782	0.0031559901552399	0.0017871925350399	-0.212882	-0.0490219999999999	0.0453187459239999	0.0024031564839999	0.000928598	0.0009455323999999	8.940315194497599e-07	8.62294245604e-07	-0.00340234	0.00035046	1.1575917475599998e-05	1.2282221160000025e-07	0.00208191	8.191000000000014e-05	4.334349248100001e-06	6.7092481000000236e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294.3535218955069	-0.6855858567795394	86643.99585228866	0.4700279670161351	302.9014700817461	-0.6065383109725531	0.3678887226774375	91749.30057768292	210.948856361214	-0.0403917477546542	44499.4200001041	0.0016314932866756	210.6461839649632	374.2683539309744	0.985975	24.780355	0.225420515	0.122597	-0.0350235644	-0.020614792	-0.0140242396	-0.013777944	0.0445853927	0.0995499058	-0.0766969872	-0.0278849077	-0.0236650101	-0.0213275472	0.0033479623	0.0751273949	-0.0522979452	-0.1080905605	0.095974417	0.0345935906	0.0859858474	-0.0882275334	0.009227569	0.0313315623	-0.022188779	-0.004242404	0.057614587	-0.0960797056	-0.1280867147	0.2269619148	0.0167227389	-0.0412418136	-0.0616824171	-0.0569648695	0.0297124788	-0.0628940766	-0.0032719927	0.1705331168	0.0591388589	-0.0385937943	-0.0447753569	0.0348538706	-0.0464427358	-0.1173517561	-0.0271855336	-0.0361627447	-0.0151822103	-0.0581668929	-0.1026092247	-0.0220126152	-0.0107045761	-0.0068682165	0.0817373173	-0.0522293356	-0.1185672778	0.0755671558	0.0700348575	-0.0471912836	0.034913583	0.0016521253	0.0362584286	-0.0066413246	-0.0124196135	0.0635021984	0.0097745317	0.0732525999	-0.2495984928	-0.099333736	0.0233306029	-0.0168204472	0.0643872206	0.0356522801	0.0972864263	-0.0103964954	-0.0435966685	-0.0312165698	0.1567531191	0.0625381636	0.0885430951	-0.1454937023	-0.0435430983	-0.065302653	0.0175833673	-0.0053112648	-0.027114524	-0.0297381037	0.0430732101	-0.1708052738	0.0181112306	-0.0788959922	0.0514387846	-0.0259736517	0.0380931684	0.0724260528	0.0017369241	0.044022638	-0.001887717	0.0812154456	0.0762277516	0.0628409909	-0.0232929695	0.0223611089	-0.0600523807	-0.0116961595	-0.0179549084	-0.0455694761	0.0692392854	-0.0795791503	0.1193348294	0.1187713263	0.1178341246	0.0409107	0.000174	3.027600000000019e-08	0.00167368537449	0.0282887	0.0705639	0.00497926398321	0.00080025054769	-0.146841	0.0660409999999999	0.021562279281	0.0043614136809999	-1.71243e-05	-0.0009457223	8.943906687172899e-07	2.9324165049000005e-10	-0.00298261	0.0004197299999999	8.895962412100001e-06	1.7617327289999972e-07	0.00167453	-0.00040738	2.8040507209e-06	1.6595846440000016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294.0401942052358	-0.3133276902710804	86459.6358082528	0.0981742414906101	302.1454167726661	-0.7560533090799595	0.5716166061707567	91291.85287672812	211.0573198218781	0.1084634606640975	44545.19225039455	0.0117643222992322	210.82839600288943	368.7901831088863	0.922563	23.18663	0.1509081149999999	0.0833218	-0.0383466539	-0.0404359257	-0.0421470583	0.0029464559	-0.0203527912	-0.0903586903	0.0469952098	0.1113415761	-0.0621633368	-0.0004455442	0.0106532067	0.0588647773	0.0007737606	0.1214705803	0.0630483903	-0.0816310229	0.055113001	-0.0688079695	0.0981497546	0.0033247197	0.0660342357	0.0437119516	0.0883342384	-0.0354803039	-0.0823590168	0.1402621502	0.0251194614	-0.1182025879	0.1052620544	0.0579490603	-0.0285664604	-0.014538917	-0.0073332834	0.0511733609	0.1213626915	-0.1237545552	0.0350721058	0.0766334586	0.0204910681	0.0217944501	-0.0971306685	0.1548484475	-0.1793600477	0.0723156463	-0.0090921282	-0.0620682672	-0.0034754012	0.0172300423	0.0598315384	0.0396075022	0.115371555	0.0809913681	-0.0082432578	-0.0923677147	0.0268201066	-0.0918668706	0.0644604424	-0.0733981956	-0.0295854537	0.0551550701	0.0570690057	0.0119818285	-0.1546812077	-0.0591879612	0.0572681347	-0.116025939	0.1241296924	0.0019097964	-0.0788978844	0.1422779812	-0.0597695747	0.0649509892	0.1122163847	-0.1075844898	-0.0141224806	-0.0398310808	0.0214151451	-0.0852733127	-0.0668684804	0.1654737877	-0.0397373083	-0.0344535056	0.0218791967	-0.1812670972	0.0765443416	0.0730956957	-0.0325983535	-0.0395186919	-0.0541701147	-0.0237314621	0.0189090615	0.0842562577	0.0123756142	0.0307968527	0.0674665801	-0.001740795	-0.0173375355	0.018850503	-0.0395653958	-0.018472351	-0.0106171521	-0.0728540721	-0.030648909	-0.1075235852	0.1191544118	0.1180513362	0.1162204348	0.0306711	-0.0102396	0.00010484940816	0.00094071637521	-0.0242572	-0.0525459	0.0027610716068099	0.0005884117518399	-0.188554	-0.041713	0.0355526109159999	0.001739974369	0.000627328	0.0006444523	4.1531876697529e-07	3.935404195840001e-07	-0.00298261	0.0	8.895962412100001e-06	0.0	0.00195827	0.0002837399999999	3.834821392899999e-06	8.050838759999987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293.42752032642886	-0.6126738788069588	86099.70968491683	0.375369281772364	301.5599542505601	-0.5854625221060132	0.342766364790734	90938.4060075999	210.64030302426963	-0.4170167976084826	44369.33725815613	0.1739030094876341	210.41204411004856	368.6081608282741	0.905377	22.754694	0.156219335	0.0853084999999999	-0.0403988949	-0.0240189808	-0.0238906249	-0.0350246651	0.1000110178	-0.0045575362	-0.011176432	0.0192920192	-0.0173302217	-0.0649166002	-0.0413836073	0.0747207451	-0.1148464255	-0.0425002249	0.0624116529	-0.0866306879	-0.0050169981	-0.0536299104	0.0394526746	0.079838049	0.0697461139	-0.0681913039	-0.0156492192	0.0588687955	0.0691438392	0.0438047909	-0.026012727	0.0504927735	0.0018635647	-0.1108841139	-0.0309630346	-0.0471163234	-0.0122387456	0.0601957584	-0.0875792874	0.0130212809	0.0575114635	0.0080272726	-0.0184812383	-0.1257596555	0.0337411138	-0.0062306243	0.067134918	0.0894097005	0.0513623743	-0.0205243213	-0.0232611303	-0.0672338388	0.0893325564	-0.0962967883	-0.0417155033	0.105726133	-0.0253726061	-0.0879282217	-0.0736245333	0.0089737498	0.0815495161	-0.0702079382	0.0223990301	0.021921242	-0.109041484	-0.0489502021	-0.0143351063	0.0541581438	-0.0523125471	-0.0124582749	-0.0361562548	-0.0950268648	0.0786486082	-0.0829146751	0.0322953482	-0.0795113274	0.0385675235	-0.0133126103	0.0829528793	-0.0421274304	-0.0619994488	-0.0118440943	-0.0320048549	-0.0783043686	-0.0279693107	-0.0236085825	0.0270560652	-0.1806851367	0.0338974022	-0.0903711943	0.0503691094	-0.0180520073	0.0857012739	-0.0109343387	0.0741563293	0.0048486121	-0.0295273201	0.0974389536	0.0359055788	0.0576430498	-0.0074248836	0.0054133967	-0.0238962252	-0.015168751	0.0165906044	-0.0228206725	0.0642413601	-0.0603455284	0.1189139965	0.1170936064	0.1140802373	0.0351134	0.0044423	1.973402929000003e-05	0.00123295085956	0.027815	0.0520722	0.00271151401284	0.000773674225	-0.139756	0.048798	0.0195317395359999	0.002381244804	6.80613e-05	-0.0005592667	3.127792417288901e-07	4.63234055769e-09	-0.00283703	0.00014558	8.048739220899999e-06	2.1193536400000052e-08	0.00164498	-0.0003132899999999	2.7059592004e-06	9.815062409999981e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293.16603324692346	-0.2614870795054003	85946.32304973624	0.0683754927482635	300.67391310299143	-0.886041147568676	0.7850689151848164	90404.80202066524	210.8087539747393	0.1684509504696905	44440.33075238217	0.0283757227141421	210.6792019335253	362.8742168169045	1.004861	25.255009	0.292731785	0.164363	-0.0710700708	-0.0497220135	-0.0765292912	-0.0165901641	-0.0367892194	0.0100871165	0.1206989339	0.0666160713	-0.0603839732	-0.0745423617	-0.0235481711	0.0087550072	0.0142043726	0.0721238379	0.0851005015	-0.0711535384	0.0044803054	-0.0234259415	0.0674192057	-0.0666163983	0.0539785306	-0.0793865978	-0.072073872	0.0828511285	0.0794587535	-0.1271076431	0.1260419515	-0.017707651	-0.1482998242	0.1155528384	0.079754296	0.1101798607	-0.0371224327	0.0261384281	0.1439560143	-0.0397065728	-0.0825426543	-0.0413580062	0.1249334817	-0.0661748626	-0.0117890846	0.0047273939	-0.0569167219	-0.1649804722	-0.118297822	-0.0717391515	-0.0570505531	-0.0482402141	0.0045817545	0.0436813577	0.0834597922	0.1115497242	-0.0613294382	-0.0426512073	0.0322220725	-0.1109845699	0.0034192911	-0.0878810873	0.0443348962	-0.0343247529	-0.0794966324	-0.0252805588	0.1526529352	-0.1206776162	-0.0353635499	0.1389565819	-0.0622587786	0.1385604667	-0.0101594188	0.1091712951	-0.1045666496	0.1271840233	0.0456668055	0.0800469689	0.003737424	-9.49906e-05	0.110877798	-0.004691491	-0.0607576649	0.0745818173	-0.0711409085	-0.0297752078	0.00579117	-0.1831697237	0.0845836498	0.0884246581	0.0157770751	-0.1155537853	-0.0146713524	0.0470240238	0.1108132548	0.0572318171	0.1042674296	-0.0203791637	0.0340358927	-0.0365112302	-0.0145157669	-0.0377633347	0.0388704244	0.0383914284	-0.0470580305	-0.0084789446	-0.0857672348	0.0493528905	0.1186137044	0.1159000657	0.1114232278	0.0312507	-0.0038627	1.4920451290000029e-05	0.00097660625049	-0.0279015	-0.0557165	0.00310432837225	0.0007784937022499	-0.271317	-0.1315609999999999	0.0736129144889999	0.0173082967209999	0.000766893	0.0006988317	4.883657449248901e-07	5.88124873449e-07	-0.00344235	-0.0006053199999999	1.18497735225e-05	3.664123024e-07	0.00237266	0.0007276799999999	5.6295154756e-06	5.295181823999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293.5980153420825	0.4319820951590145	86199.7946128097	0.1866085305379718	300.7338309504405	0.0599178474490713	0.0035901484429301	90440.83707812813	211.1002351642529	0.2914811895135756	44563.30928640287	0.0849612838402489	210.9190045401413	363.3968261815157	1.025403	25.771275	0.07860215	0.0465539	-0.1228499471	-0.0350177616	-0.1063614003	-0.0735559374	0.0895706947	-0.0214767413	0.0528883474	0.0152132593	-0.0989969578	-0.0422195229	-0.0881512985	0.0459391651	-0.0679300061	-0.0276828517	0.003863415	-0.0756574265	-0.0114005547	-0.0214455492	0.0838403334	-0.0069468272	0.0365507668	0.1221035981	-0.0362039496	0.1075697049	-0.0112262868	0.0766282724	0.0905695885	0.0529779191	-0.2388754362	-0.0504006322	0.0041157552	0.0915256297	0.0615249239	-0.0998735688	0.0467529535	0.1275884695	-0.0328864536	-0.107999765	0.0958828706	-0.0042345915	0.1652975165	-0.0151088905	0.1356991613	-0.0688196798	-0.0713302453	-0.1063915405	0.0045146855	-0.0812246952	0.0562439572	-0.0609140202	-0.0196988308	0.0429357278	-0.0824802506	-0.053323215	-0.0533917732	-0.0435942908	0.0756374405	0.0164106963	-0.1761777483	-0.0101904395	-0.0609296851	0.0749946531	-0.0099964241	-0.1082109737	-0.0839497617	0.1552263999	-0.0799576524	-0.0205786635	0.1183496546	0.0790574732	-0.0146367678	-0.0606827406	-0.1308972815	0.1170809781	0.0061715811	0.0582423182	0.0038181261	0.1554060595	-0.1300365334	-0.1140093518	-0.1086284154	-0.0021223333	-0.0155675503	-0.1996225892	0.0495711513	-0.0029179965	-0.0876068875	-0.0677194149	0.2156806982	-0.0940356032	0.1112416258	0.1065425478	0.1031200925	0.0135479909	0.0429002457	-0.113615132	-0.057289474	-0.0403175115	0.1205355713	0.007851378	-0.0239545399	-0.0891098812	-0.1026687804	0.0695393485	0.1182536866	0.1144731177	0.1082614433	0.0317308	0.0004801	2.30496010000004e-07	0.00100684366864	-0.0149078	0.0129936999999999	0.0001688362396899	0.00022224250084	-0.305765	-0.034448	0.093492235225	0.001186664704	0.00113303	0.0003661369999999	1.340563027689999e-07	1.2837569809e-06	-0.00358413	-0.00014178	1.28459878569e-05	2.0101568400000058e-08	0.00247835	0.0001056899999999	6.1422187225e-06	1.1170376099999973e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293.6815674876756	0.0835521455931029	86248.86308201814	0.006980961033211	301.2099405913794	0.4761096409388869	0.2266803901949558	90727.42831106232	210.85591203384885	-0.2443231304040409	44460.21563962621	0.05969379205043	210.56508276723085	364.5686549447639	1.349769	33.923531	0.38232284	0.211277	-0.0162330187	-0.033186326	-0.0199793341	0.0153936983	0.0011326285	0.0220181293	0.0524089883	0.0787152199	-0.0206315997	-0.018952971	-0.0001894603	0.0226834246	0.0131975366	-0.0201730119	0.0318684449	-0.0974746677	0.1560183626	-0.1377619341	0.0621086381	0.0334388023	0.0695362476	-0.1993112428	-0.0908226605	-0.0053475581	0.025103623	0.0610684383	0.0785289767	0.010726166	-0.0816435724	-0.0184210389	-0.0332201803	-0.0391405473	-0.0535818738	-0.0671294871	0.0254080859	0.1504815592	-0.0875953716	0.0264125638	0.1600047487	0.1374833097	0.2252789568	-0.0199548883	-0.0454664527	0.044515245	-0.0136797614	-0.0222125823	-0.0059108346	-0.0145013255	0.0218578202	0.0222797567	-0.0252257837	0.0256842293	0.0227155028	-0.1967512357	0.0331445204	-0.0711458782	0.0515781603	-0.1533636431	0.178119506	-0.0148686587	-0.1202594353	-0.0121825616	-0.0736654818	-0.0964143445	0.0049819924	0.0973853502	0.0081343663	-0.0215150522	0.0185807979	-0.0584657391	-0.03306124	-0.011437041	-0.1293198022	0.1092416151	-0.0885406399	-0.0203183551	0.0697036115	0.2734714913	-0.0563249937	0.0437288912	-0.0186086413	-0.0302451342	0.0367725951	-0.1795214276	0.0275859103	-0.024577942	0.0578581344	-0.0718796904	-0.1172592913	0.032372364	0.0900019111	-0.0875196367	0.0689636232	0.071845977	-0.0208331033	-0.0355811075	0.0770840759	-0.0280536788	-0.1084887415	-0.01671522	0.0654764808	0.043338238	0.0423399179	-0.0888612837	0.1178341246	0.112815636	0.1046092073	0.0226221	-0.0091087	8.296841569000008e-05	0.0005117594084099	0.0589338	0.0738416	0.00545258189056	0.00347319278244	-0.146642	0.159123	0.021503876164	0.025320129129	-7.16808e-05	-0.0012047108	1.45132811163664e-06	5.138137088640001e-09	-0.00271323	0.0008709	7.3616170329e-06	7.584668099999999e-07	0.00174897	-0.0007293799999999	3.0588960609e-06	5.319951843999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294.2957286165511	0.6141611288755371	86609.97588194671	0.3771938922216741	301.5202555199631	0.3103149285836935	0.0962953549019027	90914.46448882384	210.97813475906528	0.1222227252164316	44511.77334641431	0.0149383945593313	210.71244262401063	367.5169496074427	0.93009	23.375795	0.16556179	0.0979659	-0.0457799132	-0.0183120062	-0.0274625463	-0.0261878692	0.0160497843	-0.0024136711	0.020982009	-0.0359968721	-0.0506962038	-0.0095907719	-0.0379497673	0.0245988003	0.019541094	-0.0206486409	-0.0104700008	-0.0901699353	0.0686418152	-0.0904504215	0.0718225734	-0.125215322	-0.0159823669	-0.0338925945	0.0453702332	0.0750904912	-0.2116294691	-0.0264613166	-0.0155206792	0.0426083929	-0.0280832186	0.1072321901	-0.049220008	0.062168609	0.0616690247	0.0241217129	-0.024770579	0.0832871663	0.043321962	0.086293524	0.0394342366	-0.0793635486	-0.0458677685	0.1290925957	0.0236812544	-0.1242987128	-0.0608589981	-0.0502318379	0.0169990208	-0.0317517488	0.0287737136	0.0198090701	-0.0252526532	0.0014439291	-0.0160536176	-0.108739353	-0.0199576272	-0.1671622706	-0.0237063162	-0.013574257	-0.0130134926	0.0935381529	-0.0047638865	0.2290146673	0.0355977699	-0.019664191	0.0013017193	0.0159457071	-0.0464206438	-0.0143511887	-0.0922331757	0.0333005769	0.0176763771	-0.0272126315	-0.024308143	0.0165225976	-0.0023324047	-0.1147190113	0.0070374894	-0.1007374619	-0.1215101058	0.0121454636	-0.0437765205	-0.0025289502	0.014599983	-0.146781083	0.0627296183	0.0176008899	-0.0479433535	-0.0396807067	0.0838530614	0.0250619126	0.0036302003	0.0744423902	0.0022967978	0.0152507662	-0.0272036621	-0.0688629519	-0.0729975446	-0.0104627888	0.0093892951	-0.0498740549	0.0157091735	-0.0305003665	0.0001346983	0.0498155769	0.1173552296	0.1109309587	0.1004830656	0.0268121	0.0041899999999999	1.7556099999999993e-05	0.0007188887064099	-0.0217489	-0.0806827	0.0065096980792899	0.00047301465121	-0.175015	-0.028373	0.030630250225	0.000805027129	0.000537711	0.0006093918	3.7135836590724e-07	2.89133119521e-07	-0.00237079	0.00034244	5.620645224099999e-06	1.172651536000002e-07	0.00184346	9.449000000000004e-05	3.3983447716000005e-06	8.928360100000005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293.7771787096419	-0.518549906909243	86305.03073059686	0.2688940059555845	301.86710223350207	0.3468467135389801	0.1203026426927913	91123.7474108516	210.86057105388184	-0.1175637051834428	44462.18042516915	0.0138212247764594	210.6855898822963	368.8460469540326	0.896368	22.528259	0.0595367	0.0335531	-0.0486341391	-0.0237583243	-0.0580184667	-0.0206070495	-0.0481906893	0.0070437624	0.071001126	0.0858103156	-0.0508541324	-0.0463188828	-0.0166477751	-0.0221424966	0.0446235105	0.0862644055	0.0790662845	-0.1266176343	0.0939333296	-0.0056319184	0.0154855888	-0.0292539682	0.0732267936	-0.0735668746	0.1384775674	-0.0326653755	0.0895001332	0.0383471064	0.0815501805	0.0160645543	0.0749700488	0.020957366	-0.0860289529	0.0165786048	-0.035163564	0.0175373739	-0.0516526049	0.0009808442	0.1303537486	-0.0097452149	-0.1098390977	-0.0471043259	-0.0618486125	-0.0194253894	-0.0466138099	0.0871482737	0.1371493799	-0.0565244949	-0.0226522387	-0.0376318621	-0.0220148177	0.0634383647	0.0780257635	0.0819886964	-0.0206202961	-0.1544853533	0.0325208188	-0.0582126925	-0.0122045514	-0.0543680318	0.0169991174	0.1244475083	-0.0100409528	-0.1319872607	-0.0290640969	-0.0398233582	-0.0123198781	-0.0650230827	-0.0861861593	-0.0915965128	-0.0745536786	-0.0481560508	-0.0034639153	-0.0023176137	-0.0278855087	-0.1101421139	0.0564717623	-0.0090277618	-0.0466191475	-0.0826586501	0.0803610078	0.0537748393	-0.0513275238	-0.0083256076	0.002988264	-0.1333548629	0.0487996404	0.1451222612	0.0241346338	-0.0906999771	0.0041824608	-0.0388028341	-0.0079522906	0.0134886077	0.0415671519	-0.0422372227	0.0173004175	-0.0042904149	-0.0488440955	0.0219402208	-0.0257349086	0.1073688236	0.0772849969	0.0352510136	-0.0553319462	-0.0575339968	0.1168172427	0.1088228812	0.0959017104	0.0299771	0.003165	1.0017225000000008e-05	0.0008986265244099	-0.0365353	-0.0147863999999999	0.0002186376249599	0.00133482814609	-0.202189	-0.027174	0.040880391721	0.000738426276	0.000627947	9.023600000000004e-05	8.142535696000009e-09	3.94317434809e-07	-0.00248967	-0.00011888	6.198456708899999e-06	1.4132454400000006e-08	0.00192257	7.910999999999986e-05	3.6962754049e-06	6.2583920999999774e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
