onset	duration	trial_type	trial_code	valence	arousal
5.5145	15	NEU	NEU24	7	3
22.5395	11	Q	Q_NEU24	7	3
40.5979	15	CON	NEU5	none	1
57.6229	11	Q	Q_NEU5	none	1
75.4313	15	CON	NEU3	6	2
92.4563	11	Q	Q_NEU3	6	2
109.0147	15	NEU	NEU6	none	3
126.0391	11	Q	Q_NEU6	none	3
143.348	15	CON	NEU2	none	0
160.3731	11	Q	Q_NEU2	none	0
178.1814	15	NEU	NEU12	6	3
195.2065	11	Q	Q_NEU12	6	3
213.0231	15	NEU	NEU30	6	3
230.0482	11	Q	Q_NEU30	6	3
246.6064	15	CON	NEU22	none	1
263.6316	11	Q	Q_NEU22	none	1
