onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7909	10	CET	c4_m2	LEFT	3.0089999999999995	50	40
20.8332	10	CET	c1_m1	LEFT	3.470799999999997	10	2
36.1249	10	dummy	dl0	LEFT	1.3790000000000049	0	0
51.166	10	CET	m5_c2	LEFT	2.8979	120	10
66.9577	10	CET	c3_m5	LEFT	5.802199999999999	120	25
83.2666	10	CET	m0_c2	RIGHT	4.173299999999998	0	10
99.541	10	CET	c5_m0	LEFT	3.6188999999999965	0	50
114.5917	10	dummy	dr0	RIGHT	1.2321999999999917	0	0
130.6327	10	CET	m4_c5	RIGHT	4.2072	100	50
147.425	10	CET	c3_m2	LEFT	4.574899999999985	50	25
162.9667	10	CET	m1_c3	RIGHT	1.857200000000006	10	25
178.0251	10	dummy	dl1	LEFT	1.9747999999999877	0	0
193.0584	10	CET	c0_m0	LEFT	5.101499999999987	0	0
208.3501	10	CET	c4_m1	LEFT	3.4498000000000104	10	40
224.8918	10	CET	m4_c3	RIGHT	3.372000000000014	100	25
240.933	10	dummy	dr1	RIGHT	1.7068000000000154	0	0
256.7251	10	CET	c5_m5	RIGHT	3.314700000000016	120	50
273.0169	10	CET	m1_c0	LEFT	1.606899999999996	10	0
290.0586	10	dummy	dr3	RIGHT	1.685200000000009	0	0
306.6086	10	CET	m3_c3	RIGHT	2.671199999999999	80	25
322.9003	10	CET	m3_c5	RIGHT	1.899499999999989	80	50
338.192	10	CET	m2_c1	LEFT	1.5278000000000134	50	2
354.7337	10	CET	c1_m0	LEFT	3.866100000000017	0	2
371.7753	10	dummy	dr2	RIGHT	1.808400000000006	0	0
387.817	10	CET	m2_c2	LEFT	4.222699999999975	50	10
403.3587	10	CET	m4_c0	LEFT	2.0651000000000295	100	0
418.9004	10	CET	c0_m5	RIGHT	2.2193000000000325	120	0
435.1921	10	dummy	dl3	LEFT	1.4636000000000422	0	0
451.9832	10	CET	m4_c1	LEFT	2.472499999999968	100	2
467.2755	10	CET	c4_m4	LEFT	2.564199999999971	100	40
483.3255	10	dummy	dl2	LEFT	1.5701999999999998	0	0
498.3583	10	CET	c0_m2	RIGHT	2.2413999999999987	50	0
514.9006	10	CET	c4_m3	LEFT	2.1550999999999476	80	40
530.7089	10	CET	m5_c4	LEFT	2.706800000000044	120	40
546.4917	10	CET	c4_m0	LEFT	2.70799999999997	0	40
561.5423	10	dummy	dl4	LEFT	1.5374000000000478	0	0
578.3251	10	CET	c2_m4	RIGHT	2.514599999999973	100	10
593.3673	10	CET	m5_c1	LEFT	1.4083000000000538	120	2
609.9084	10	CET	c5_m1	LEFT	2.4911999999999352	10	50
625.7007	10	dummy	dr4	RIGHT	1.6988999999999805	0	0
640.7507	10	CET	m0_c3	RIGHT	1.9048999999999978	0	25
657.5341	10	CET	c0_m3	RIGHT	2.6014999999999873	80	0
674.3341	10	dummy	dl5	LEFT	1.4014999999999418	0	0
689.8758	10	CET	m3_c2	LEFT	3.12379999999996	80	10
705.1675	10	CET	m2_c5	RIGHT	1.8720999999999322	50	50
721.4592	10	dummy	dr5	RIGHT	1.700399999999945	0	0
737.0009	10	CET	c1_m3	RIGHT	1.7987000000000535	80	2
753.8009	10	CET	m1_c2	RIGHT	2.2947000000000344	10	10
