onset	duration	trial_type	trial_code	response	RT	money	carbon
5.789	10	CET	c4_m2	RIGHT	8.3469	50	40
20.8307	10	CET	c1_m1	LEFT	6.808599999999998	10	2
36.1302	10	dummy	dl0	LEFT	2.0296999999999983	0	0
51.189	10	CET	m5_c2	LEFT	1.9069000000000003	120	10
66.9891	10	CET	c3_m5	RIGHT	2.3068000000000097	120	25
83.2891	10	CET	m0_c2	RIGHT	5.04679999999999	0	10
99.5808	10	CET	c5_m0	LEFT	3.0351	0	50
114.6303	10	dummy	dr0	RIGHT	2.7295999999999907	0	0
130.6725	10	CET	m4_c5	LEFT	2.9273999999999774	100	50
147.4724	10	CET	c3_m2	RIGHT	7.167500000000018	50	25
163.0226	10	CET	m1_c3	RIGHT	1.7132000000000005	10	25
178.0552	10	dummy	dl1	LEFT	1.7446999999999946	0	0
193.0976	10	CET	c0_m0	LEFT	8.118200000000002	0	0
208.3888	10	CET	c4_m1	LEFT	2.890999999999991	10	40
224.931	10	CET	m4_c3	LEFT	1.668799999999976	100	25
240.9727	10	dummy	dr1	RIGHT	2.1470999999999947	0	0
256.7727	10	CET	c5_m5	RIGHT	7.203100000000006	120	50
273.0644	10	CET	m1_c0	LEFT	4.351400000000012	10	0
290.1056	10	dummy	dr3	RIGHT	1.8702000000000112	0	0
306.6472	10	CET	m3_c3	LEFT	3.3525999999999954	80	25
322.9395	10	CET	m3_c5	LEFT	7.676299999999969	80	50
338.2312	10	CET	m2_c1	LEFT	1.5446000000000026	50	2
354.7729	10	CET	c1_m0	LEFT	2.9628999999999905	0	2
371.8146	10	dummy	dr2	RIGHT	1.6170999999999935	0	0
387.8646	10	CET	m2_c2	LEFT	3.0471000000000004	50	10
403.4063	10	CET	m4_c0	LEFT	1.7454000000000178	100	0
418.948	10	CET	c0_m5	RIGHT	1.987700000000018	120	0
435.2397	10	dummy	dl3	LEFT	1.8559999999999945	0	0
452.0308	10	CET	m4_c1	LEFT	1.8249000000000137	100	2
467.3231	10	CET	c4_m4	RIGHT	7.0926000000000045	100	40
483.3643	10	dummy	dl2	LEFT	2.0913999999999646	0	0
498.4065	10	CET	c0_m2	RIGHT	2.105200000000025	50	0
514.9649	10	CET	c4_m3	RIGHT	2.3308000000000675	80	40
530.7565	10	CET	m5_c4	LEFT	1.3951000000000704	120	40
546.5482	10	CET	c4_m0	LEFT	2.787400000000048	0	40
561.5893	10	dummy	dl4	LEFT	1.4664000000000215	0	0
578.39	10	CET	c2_m4	RIGHT	1.9216000000000122	100	10
593.4233	10	CET	m5_c1	LEFT	1.3682999999999765	120	2
609.965	10	CET	c5_m1	LEFT	2.2105999999999995	10	50
625.7561	10	dummy	dr4	RIGHT	1.795500000000061	0	0
640.8061	10	CET	m0_c3	RIGHT	1.7854999999999563	0	25
657.5984	10	CET	c0_m3	RIGHT	2.3132000000000517	80	0
674.3985	10	dummy	dl5	LEFT	1.5930999999999358	0	0
689.9396	10	CET	m3_c2	LEFT	1.7559999999999718	80	10
705.2319	10	CET	m2_c5	LEFT	6.94360000000006	50	50
721.523	10	dummy	dr5	RIGHT	2.4125000000000227	0	0
737.0647	10	CET	c1_m3	RIGHT	3.2708000000000084	80	2
753.8569	10	CET	m1_c2	RIGHT	3.7186000000000377	10	10
