onset	duration	trial_type	trial_code	response	RT	money	carbon
5.8082	10	CET	c4_m2	LEFT	3.487799999999999	50	40
20.8332	10	CET	c1_m1	LEFT	3.6866999999999983	10	2
36.1416	10	dummy	dl0	LEFT	2.7783000000000015	0	0
51.1916	10	CET	m5_c2	LEFT	3.9043999999999954	120	10
66.9833	10	CET	c3_m5	LEFT	2.776600000000002	120	25
83.275	10	CET	m0_c2	RIGHT	2.0848999999999904	0	10
99.5667	10	CET	c5_m0	LEFT	2.329099999999997	0	50
114.6083	10	dummy	dr0	LEFT	3.3918000000000035	0	0
130.6501	10	CET	m4_c5	RIGHT	2.0297999999999945	100	50
147.4417	10	CET	c3_m2	LEFT	3.3982000000000028	50	25
163.0001	10	CET	m1_c3	RIGHT	1.7357999999999834	10	25
178.0251	10	dummy	dl1	LEFT	3.470799999999997	0	0
193.0668	10	CET	c0_m0	RIGHT	4.733000000000004	0	0
208.3585	10	CET	c4_m1	LEFT	3.937300000000022	10	40
224.9169	10	CET	m4_c3	RIGHT	4.338899999999995	100	25
240.9419	10	dummy	dr1	RIGHT	3.393900000000002	0	0
256.7336	10	CET	c5_m5	LEFT	3.7221999999999866	120	50
273.0252	10	CET	m1_c0	LEFT	2.830600000000004	10	0
290.067	10	dummy	dr3	RIGHT	2.508800000000008	0	0
306.6087	10	CET	m3_c3	RIGHT	4.487099999999998	80	25
322.9087	10	CET	m3_c5	RIGHT	3.803099999999972	80	50
338.1921	10	CET	m2_c1	LEFT	3.279699999999991	50	2
354.7421	10	CET	c1_m0	LEFT	1.969699999999989	0	2
371.7748	10	dummy	dr2	RIGHT	2.376899999999978	0	0
387.8172	10	CET	m2_c2	RIGHT	3.6784999999999854	50	10
403.3589	10	CET	m4_c0	LEFT	1.9361000000000104	100	0
418.9089	10	CET	c0_m5	RIGHT	2.122799999999984	120	0
435.2006	10	dummy	dl3	LEFT	2.6551000000000045	0	0
451.9923	10	CET	m4_c1	LEFT	4.823399999999992	100	2
467.284	10	CET	c4_m4	LEFT	2.1317000000000235	100	40
483.3257	10	dummy	dl2	LEFT	3.2900000000000205	0	0
498.3674	10	CET	c0_m2	RIGHT	2.304300000000012	50	0
514.909	10	CET	c4_m3	LEFT	1.8266999999999598	80	40
530.7008	10	CET	m5_c4	RIGHT	2.7309000000000196	120	40
546.4925	10	CET	c4_m0	LEFT	2.1392000000000735	0	40
561.5425	10	dummy	dl4	LEFT	2.7531000000000176	0	0
578.3258	10	CET	c2_m4	LEFT	4.225800000000049	100	10
593.3676	10	CET	m5_c1	RIGHT	5.0639999999999645	120	2
609.9093	10	CET	c5_m1	LEFT	2.185999999999922	10	50
625.7009	10	dummy	dr4	RIGHT	2.5546999999999116	0	0
640.7426	10	CET	m0_c3	RIGHT	2.312999999999988	0	25
657.5427	10	CET	c0_m3	RIGHT	2.888900000000035	80	0
674.3344	10	dummy	dl5	LEFT	2.641200000000026	0	0
689.876	10	CET	m3_c2	RIGHT	2.8355999999999995	80	10
705.1844	10	CET	m2_c5	RIGHT	2.7111999999999625	50	50
721.4761	10	dummy	dr5	RIGHT	1.9554000000000542	0	0
737.0095	10	CET	c1_m3	LEFT	2.4221000000000004	80	2
753.8012	10	CET	m1_c2	RIGHT	1.9343000000000075	10	10
