onset	duration	trial_type	trial_code	response	RT	money	carbon
5.786	10	CET	c4_m2	LEFT	2.4779999999999998	50	40
20.8361	10	CET	c1_m1	LEFT	3.0439000000000007	10	2
36.1272	10	dummy	dl0	LEFT	1.7528000000000006	0	0
51.1772	10	CET	m5_c2	LEFT	5.0626999999999995	120	10
66.9695	10	CET	c3_m5	RIGHT	6.8944000000000045	120	25
83.2612	10	CET	m0_c2	RIGHT	3.5626999999999924	0	10
99.5529	10	CET	c5_m0	LEFT	3.967000000000013	0	50
114.6029	10	dummy	dr0	RIGHT	1.9009999999999962	0	0
130.644	10	CET	m4_c5	RIGHT	2.3399	100	50
147.4446	10	CET	c3_m2	LEFT	3.6593000000000018	50	25
162.9863	10	CET	m1_c3	RIGHT	2.157600000000002	10	25
178.0274	10	dummy	dl1	LEFT	1.5564999999999998	0	0
193.078	10	CET	c0_m0	RIGHT	3.1058999999999912	0	0
208.3697	10	CET	c4_m1	LEFT	1.9901000000000124	10	40
224.9114	10	CET	m4_c3	RIGHT	3.2724000000000046	100	25
240.9531	10	dummy	dr1	RIGHT	2.270700000000005	0	0
256.7441	10	CET	c5_m5	RIGHT	5.375699999999995	120	50
273.0365	10	CET	m1_c0	LEFT	3.5873000000000275	10	0
290.0776	10	dummy	dr3	RIGHT	1.8021999999999707	0	0
306.6276	10	CET	m3_c3	RIGHT	2.9162000000000035	80	25
322.9199	10	CET	m3_c5	RIGHT	1.7759000000000356	80	50
338.2116	10	CET	m2_c1	LEFT	3.3642000000000394	50	2
354.7616	10	CET	c1_m0	LEFT	2.6942000000000235	0	2
371.8033	10	dummy	dr2	RIGHT	1.5325000000000273	0	0
387.8444	10	CET	m2_c2	RIGHT	6.555299999999988	50	10
403.395	10	CET	m4_c0	LEFT	4.604700000000037	100	0
418.9367	10	CET	c0_m5	RIGHT	2.1830000000000496	120	0
435.2278	10	dummy	dl3	LEFT	1.4119000000000028	0	0
452.0279	10	CET	m4_c1	LEFT	3.8677999999999884	100	2
467.3201	10	CET	c4_m4	LEFT	3.4155999999999835	100	40
483.3701	10	dummy	dl2	LEFT	1.4856000000000336	0	0
498.4112	10	CET	c0_m2	RIGHT	2.028500000000008	50	0
514.9535	10	CET	c4_m3	LEFT	2.846200000000067	80	40
530.7452	10	CET	m5_c4	RIGHT	3.8145000000000664	120	40
546.5369	10	CET	c4_m0	LEFT	2.662800000000061	0	40
561.578	10	dummy	dl4	LEFT	1.501700000000028	0	0
578.3697	10	CET	c2_m4	RIGHT	4.229900000000043	100	10
593.412	10	CET	m5_c1	LEFT	2.1476000000000113	120	2
609.953	10	CET	c5_m1	LEFT	2.046600000000012	10	50
625.7448	10	dummy	dr4	RIGHT	1.7907999999999902	0	0
640.7954	10	CET	m0_c3	RIGHT	3.380200000000059	0	25
657.5871	10	CET	c0_m3	RIGHT	1.6525000000000318	80	0
674.3781	10	dummy	dl5	LEFT	2.4215000000000373	0	0
689.9204	10	CET	m3_c2	RIGHT	2.6152000000000726	80	10
705.2205	10	CET	m2_c5	RIGHT	4.01909999999998	50	50
721.5038	10	dummy	dr5	RIGHT	1.7358000000000402	0	0
737.0449	10	CET	c1_m3	RIGHT	3.9307000000000016	80	2
753.8372	10	CET	m1_c2	RIGHT	2.682299999999941	10	10
