onset	duration	trial_type	trial_code	valence	arousal
6.2629	15	CON	NEU17	7	none
23.2879	11	Q	Q_NEU17	7	none
40.0963	15	ANG	ANG25	0	9
57.1208	11	Q	Q_ANG25	0	9
75.438	15	CON	NEU27	7	6
92.4714	11	Q	Q_NEU27	7	6
109.5297	15	CON	NEU10	8	7
126.5548	11	Q	Q_NEU10	8	7
143.6131	15	ANG	ANG7	1	7
160.6382	11	Q	Q_ANG7	1	7
178.6965	15	CON	NEU18	7	none
195.7215	11	Q	Q_NEU18	7	none
213.7799	15	ANG	ANG1	2	7
230.8049	11	Q	Q_ANG1	2	7
248.6216	15	ANG	ANG17	4	none
265.6467	11	Q	Q_ANG17	4	none
