global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
287.9084707193483	n/a	82891.28751195385	n/a	301.82713394109186	n/a	91099.6187830938	n/a	203.9156212521364	n/a	41581.580590644735	n/a	209.3017347120385	427.1708107447429	n/a	n/a	n/a	n/a	-0.0235374798	0.0207825724	-0.0088865902	0.083751951	-0.0581014509	-0.1960805035	0.0364994505	-0.0052118813	0.0560080005	-0.0336767173	0.0964948689	-0.2661523821	0.0446613368	-0.1977529126	-0.010449657	-0.0005004975	0.0795258327	-0.1107072938	0.00761818	0.0227715894	-0.0344207988	0.0348308155	-0.204785193	0.0044780386	0.0087548377	-0.0202693225	0.0117971826	-0.1336151499	0.0432672521	-0.0723076872	0.0984063525	-0.0079422178	0.0911091437	-0.0051017004	0.0098153195	-0.0694805529	0.0015860771	-0.1128880303	-0.0054797099	0.0649088332	-0.1975201728	-0.0917609947	0.0150673512	0.1369974131	-0.1330870735	-0.0833188932	0.0632134295	-0.0145514382	-0.0963676947	-0.0523666699	-0.0229813634	0.0182823175	-0.11358062	0.0983666938	-0.0276413652	-0.0820527624	0.0329569303	-0.0602816091	0.1967200069	-0.2058493305	0.0322262745	-0.0141732923	-0.0278507398	0.0949538066	-0.0883577063	0.150133265	-0.0387306484	0.1668812403	-0.0794954283	0.0272416969	-0.109125313	0.0513700998	-0.0601223552	0.1377721756	-0.0562033732	0.2071620203	-0.0129648098	-0.0784235056	0.073763177	0.1244289634	-0.0038264473	-0.1023226257	0.0185079889	0.0015114946	0.0054119658	-0.0283651893	0.0588585629	-0.0204662471	0.0096445657	-0.1217794867	0.0021875768	-0.0549499542	0.011282417	0.0056676263	-0.1040924239	0.0453342869	-0.1842932884	0.093191486	-0.099964668	0.0484755777	-0.009989716	0.0209435678	-0.1049208708	0.0069152752	-0.0191606391	-0.0587757053	0.1367227575	-0.0139265074	0.0537257569	0.1195153378	0.1194927693	0.1194551582	0.00523954	n/a	2.74527794116e-05	n/a	-0.0227624	n/a	0.0005181268537599	n/a	-0.0354155	n/a	n/a	0.00125425764025	0.00109145	n/a	n/a	1.1912631025000005e-06	0.000682066	n/a	n/a	4.652140283560001e-07	0.000317457	n/a	1.00778946849e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286.2224948174531	-1.6859759018952332	81923.31653952696	2.8425147417714447	295.865082756143	-5.962051184948848	87536.14719429935	35.54605433194996	203.65642665978348	-0.2591945923529124	41475.940119831765	0.0671818367049924	208.8163549733228	414.5579159094888	1.133154	24.490873	0.04364671	0.0213295	0.0877925912	0.1138528559	0.0205134593	0.0320325578	-0.0417209576	-0.0199119247	0.1223397922	-0.0170436783	0.0439690992	0.1039650455	-0.0473148555	-0.1845019557	0.0216740957	-0.1154097218	0.0030575342	-0.0130837256	0.0230065691	-0.0708438046	0.0046690879	-0.0447984559	0.0765690279	-0.0664702671	-0.0895130149	-0.0438270765	0.0732394401	0.0077907994	0.0502652424	0.1456142837	0.0333899428	-0.1320919092	0.1701360114	0.0069326979	0.222502684	0.0125789218	-0.0551809467	0.0239055046	-0.0031385798	0.265784611	-0.1310492665	0.0298299017	-0.0640412764	-0.022944205	-0.0164576068	-0.0005306109	0.155239235	-0.0424163228	-0.0733403692	-0.1361123062	-0.0918500714	-0.0497878764	-0.0008944527	-0.0005322382	-0.0599110246	0.0837755409	-0.0351972564	-0.0995635857	-0.0122189402	0.060264977	0.1367533382	-0.0223941555	-0.0458939438	-0.143321325	-0.0907554059	-0.1607405988	-0.0528211414	0.0837231247	-0.0137815921	0.1789851544	-0.0703769492	-0.1624513996	-0.0387772102	0.0881503477	-0.0540855223	-0.1533783525	-0.2011134402	-0.0933588096	0.1161700996	0.0375518331	0.0796052418	-0.0719774887	0.2038479163	0.0339859957	-0.061247503	0.1333692554	0.0101458486	-0.0121471903	0.051707425	0.0089981854	0.0870802415	-0.0571155052	-0.0058799909	-0.1147702756	0.0873960841	0.0759687558	-0.0188430133	0.0937015858	-0.1396588354	0.1454670282	0.0962539321	0.1041894528	-0.1121152277	-0.1253470186	-0.0973802638	0.142304728	-0.0615780149	-0.0026053846	0.097772772	0.1429013703	0.0685154036	0.1194551582	0.1192521267	0.1189139965	0.00336898	-0.0018705599999999	1.13500262404e-05	3.4989947135999992e-06	-0.0132268	0.0095355999999999	0.00017494823824	9.092766735999996e-05	-0.0217147	0.0137008	0.00018771192064	0.00047152819609	0.00100492	-8.653000000000003e-05	7.487440900000004e-09	1.0098642064e-06	0.00049083	-0.000191236	3.657120769600001e-08	2.4091408890000005e-07	0.000224428	-9.302899999999998e-05	5.0367927184000006e-08	8.654394840999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285.72230267954825	-0.5001921379048326	81637.23424850339	0.2501921748218071	293.105671141193	-2.759411614950011	85910.93445512917	7.614352460721028	203.2558501312425	-0.4005765285409666	41312.94061257412	0.1604615552179318	208.3832978303768	409.1061800915359	0.957409	20.692478	0.044921691	0.0244083	0.1242953284	0.1601894505	0.013010615	-0.0338075843	-0.0771786419	0.0258486795	0.0949483129	0.0074573148	-0.0022796092	0.2292718482	-0.0272471922	0.0539154251	-0.0203651167	-0.0397397784	0.0372710524	-0.051309478	-0.074497218	-0.06349694	-0.0227321067	-0.1135276808	0.0519138688	-0.1041888908	-0.0733025632	0.0577742145	-0.0009809661	0.1087948279	0.0311814751	0.0593907459	0.0770372755	-0.0457665572	0.0391088028	-0.0709739431	0.0443403806	-0.0395671638	-0.1259350452	-0.1429179606	0.056468208	-0.1001184958	0.0120860299	-0.0735530452	0.0732105921	-0.0183902596	-0.0072664746	-0.000225502	0.1470898583	0.0738449453	0.0806897604	0.0538058008	-0.0043272243	-0.0267798209	0.0319004108	-0.0530181712	0.0446321555	0.0974163601	-0.0393227916	-0.1627198641	0.0327574699	0.086114569	0.0247801936	-0.0396470276	-0.1236597997	0.0341263519	-0.0600376284	-0.0234468408	-0.0794275855	-0.0046729382	-0.0649184415	0.0421789767	0.0256958748	0.0051938841	-0.016112603	0.0712026144	0.0931883898	0.1701281643	0.1285549111	-0.0563633788	0.012201485	0.0067245147	-0.0288601172	-0.1334203783	-0.0234800236	-0.0339304994	-0.0534916719	0.0670693819	0.0609182825	-0.0156684979	0.0263175081	0.1177265192	0.1229708278	-0.0310352987	0.0926575127	-0.0565638988	0.0074118061	0.1183562219	0.0447019017	0.1297965128	0.0196260016	0.1234743027	0.2078976841	0.0669080317	0.0253663645	-0.1761627766	-0.2896950234	0.2290215982	-0.1781022862	0.1410685426	-0.1835020352	0.0362991401	-0.0975683418	0.1193348294	0.1187713263	0.1178341246	-0.000140271	-0.003509251	1.9675953441e-08	1.2314842581001e-05	-0.0212401	-0.0080133	0.00045114184801	6.421297689000002e-05	-0.00119826	0.02051644	0.0004209243102736	1.4358270276e-06	0.000852351	-0.000152569	2.3277299761000026e-08	7.265022272009999e-07	0.000483302	-7.528000000000027e-06	5.66707840000004e-11	2.3358082320400002e-07	0.000126871	-9.7557e-05	1.6096250641e-08	9.517368249000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286.1205233689757	0.3982206894274327	81864.95389293657	0.1585797174880598	294.08795698006713	0.9822858388741338	86487.72644070981	0.9648854692526608	203.17719701099807	-0.0786531202444393	41280.973385245925	0.0061863133241862	208.26134050647747	409.53489185274	0.978673	21.152067	0.0384284739999999	0.0240441	0.1240295691	0.1279098178	0.0980189546	-0.0539405739	-0.0077853483	0.0445660361	0.0446957943	0.0862711847	-0.0542518051	0.1613030901	0.057460695	0.0659715363	0.1101144164	-0.1087811177	0.0398473862	-0.0373056188	-0.1196064946	0.0221250506	0.0496762366	-0.121865207	0.0279573915	0.0686904259	-0.1722096924	0.0580129205	-0.0458349728	0.0466900688	-0.0262625811	0.145257334	0.0254722546	-0.0328025385	-0.0079042422	0.0166505697	0.0205260083	-0.0010421296	-0.0573764017	-0.0069705099	-0.2127944749	-0.1608557101	-0.1005808127	-0.0228319665	-0.0493000268	-0.0697689038	-0.0815747178	0.1121716446	-0.106271658	0.0682232789	0.071735055	0.1221709755	-0.0935787289	-0.0261530145	0.0377411134	-0.0590917233	0.1123299884	0.0327235676	-0.0646210044	-0.0884276562	0.0399906988	-0.1145621351	0.0422741815	-0.081892005	-0.112659099	0.0667752447	-0.0577892954	-0.1376631967	-0.0901822116	-0.1210689128	0.0333461648	-0.010529341	-0.0355336836	-0.0758596653	-0.1115980756	-0.011296046	0.0653047977	0.1945268977	0.0099836761	0.1023173238	-0.0543014721	0.0671563711	0.0336861918	-0.0327926741	-0.0741753676	-0.0704517549	-0.0100886126	-0.0159367377	-0.2576931322	-0.006368013	0.0293067806	0.0121935686	0.1918875122	-0.0603284025	0.0329423789	0.0303274925	0.0581011935	0.1063153791	-0.0588986944	0.1427089508	0.0342316177	0.0841690013	0.1104513804	0.0150774989	0.0459375983	-0.1222479221	-0.3015322629	-0.0425386242	0.0556188748	0.0099060944	0.0604422082	-0.1030188736	-0.0043047729	0.1191544118	0.1180513362	0.1162204348	0.000994221	0.001134492	9.88475396841e-07	1.2870720980639998e-06	-0.0324852	-0.0112450999999999	0.0010552882190399	0.0001264522740099	-0.000204783	0.000993477	9.86996549529e-07	4.1936077089e-08	0.000413692	-0.000438659	1.92421718281e-07	1.71141070864e-07	0.000460354	-2.294800000000001e-05	5.266107040000004e-10	2.11925805316e-07	8.73699e-05	-3.95011e-05	7.633499426010001e-09	1.5603369012099992e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286.5365745279756	0.4160511589998918	82103.2085422261	0.1730985669051533	293.0113427007181	-1.0766142793490303	85855.64695127767	1.159098306498232	203.21185182716133	0.034654816163254	41295.05672302417	0.0012009562833089	208.2081368312363	414.499774050461	1.062257	22.958567	0.113113091	0.0740382	0.0796501167	0.1150765359	-0.0004831559	-0.0004610342	0.0043207981	0.069243845	-0.116390364	0.0759012225	0.0472562357	0.0813126708	-0.095253113	0.0862882172	0.0039917465	-0.1038093898	0.0489118561	-0.0118326227	-0.0374281121	0.055112548	-0.0064776384	-0.1089029051	-0.1112653821	-0.0644219014	0.046083597	-0.0995046798	0.0101587266	0.0372281588	0.0447679326	0.1240356526	0.033253522	0.0381992607	0.1728998501	0.0539581812	0.0269646632	-0.1402022462	-0.0080419495	-0.0415302878	0.0740668188	0.0635748287	0.0061433058	0.0893262652	-0.0072409032	0.0853945106	-0.0017441308	0.0031487933	-0.1145715774	-0.0515129045	0.12861664	0.0746241237	-0.0705783319	-0.0480477368	0.0496487187	-0.0233855977	0.0559949464	-0.0579715387	-0.0016806604	-0.0293550707	0.1770063789	0.0047932438	-0.0206517861	0.0327010896	-0.0678491826	-0.1059659976	-0.1275245395	-0.0905649915	-0.0351789701	-0.0158163633	0.052691187	0.0975610805	-0.0734950389	0.0197764062	0.168322058	-0.0152857575	-0.0155689113	0.0338489007	0.0124868722	-0.0558887029	-0.0669720252	-0.0539002424	-0.1279712998	0.0215452683	-0.0964276365	-0.1754454244	-0.0918700951	0.0923152546	-0.0226070682	-0.0059534242	0.0109461109	0.1358320502	0.0578478335	-0.0549525619	-0.1498339961	0.0399659142	0.0622424646	0.1109320932	-0.0456987533	0.0299008002	0.1372596379	-0.0946001986	-0.1041447611	0.041332955	-0.0711712231	-0.0779908018	-0.1429140709	-0.1163287707	0.0493667736	0.0429309496	-0.0225015657	0.0718006845	0.0679077711	0.1189139965	0.1170936064	0.1140802373	0.006505	0.005510779	4.2315025000000006e-05	3.0368685186841003e-05	-0.0125749	0.0199103	0.00015812811001	0.0003964200460899	-0.00687929	-0.006674507	4.454904369304899e-05	4.73246309041e-05	-0.000905427	-0.001319119	1.7400749361610002e-06	8.19798052329e-07	0.000554692	9.433799999999996e-05	8.899658243999994e-09	3.07683214864e-07	0.000294263	0.0002068931	8.6590713169e-08	4.280475482761001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287.4785215843372	0.9419470563616414	82643.90037231623	0.8872642569883613	293.540877840704	0.5295351399859101	86166.24696349111	0.2804074644798974	203.6985571318244	0.4867053046630758	41493.10217758713	0.2368820535871774	208.585795784522	418.1668216106062	1.108859	23.965784	0.1510913799999999	0.0933972	0.037915971	0.051668394	-0.0835363881	0.1057513202	-0.0184681442	0.0461277691	-0.0537971291	-0.0694400779	0.0897446727	0.0219344125	0.1023625409	0.1335281129	0.0698002503	-0.1082800153	0.0209980342	0.0249137561	0.1302715094	0.130723241	0.029023852	-0.0078306491	0.000111923	0.006507599	0.115454047	-0.0346629858	-0.0355189558	0.0532612976	-0.0078898271	0.1122219414	0.0912107017	0.1002678206	0.2112730242	-0.0206286122	-0.0132063411	-0.1288219477	-0.0186470717	-0.1770004512	0.0261149158	0.0124894197	0.1000532505	0.1183084615	0.1391598832	-0.0470044322	-0.0265799664	0.1182528203	0.0543023897	0.087749399	-0.0313955526	-0.0615002859	0.0296965607	0.0084434072	0.0244606264	0.0195769301	-0.0796662565	-0.1571311109	-0.0564665136	0.0209475475	-0.0260211929	0.0388862268	-0.1042898358	0.0380767158	-0.0819145708	-0.0585134309	-0.1400234927	0.0513246661	-0.0685635446	-0.0884779311	0.0327808759	0.2327244681	-0.0743485018	0.0429271348	0.1363604046	-0.0546802671	0.1468062687	0.0069596474	0.0211824023	0.0298239913	0.0194748259	-0.0421236378	-0.0915665777	-0.1545350261	0.0113239771	-0.0996287169	-0.0540244453	-0.0786323603	0.0520028961	-0.0180174594	0.0440879904	0.0091453913	-0.0409388262	-0.1581356974	0.0350953326	0.0092261372	-0.0504847855	0.0526070964	-0.0770925196	0.0660593502	0.0884618742	-0.114255428	-0.0650957598	0.0008359696	0.0433558343	0.0416553653	-0.1020315059	-0.0036505495	0.0471307266	0.1243391855	0.1396692862	-0.0444147114	-0.0251945791	0.1186137044	0.1159000657	0.1114232278	0.000928675	-0.005576325	8.62437255625e-07	3.1095400505625e-05	-0.0499147	-0.0373398	0.00249147727609	0.0013942606640399	-0.0236375	-0.01675821	0.000280837602404	0.0005587314062499	0.000598225	0.0015036519999999	2.260969337104e-06	3.57873150625e-07	0.000455374	-9.9318e-05	9.864065123999998e-09	2.07365479876e-07	6.88921e-05	-0.0002253709	4.74612144241e-09	5.079204256681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287.8225251164691	0.3440035321318646	82841.80596442048	0.1183384301191988	296.04345189844355	2.502574057739537	87641.72541194606	6.26287691447093	203.94312378155604	0.2445666497316381	41592.79773777909	0.0598128461609577	208.98182853509573	424.50906348591815	1.051152	22.718554	0.08862339	0.0465955	-0.004262534	-0.0317810659	-0.0495544647	0.0955299192	-0.0340739801	0.003207681	0.0183138584	-0.1275168924	0.0279448142	-0.0640785367	-0.0070387773	-0.0158923215	0.0600071157	-0.121902698	-0.0026818648	0.033132027	0.1303776322	-0.0746020332	0.0447300845	0.0325108991	0.0177451586	0.1182130639	-0.0649440857	0.006683487	0.02934303	0.0038743301	-0.1109693191	0.0024606023	0.0574051777	0.0048299654	-0.0040793382	0.0166693943	0.1440513729	0.0674180574	0.0404511462	0.0813891168	0.0136276993	0.1535452698	0.1100129037	-0.0721473789	0.0449256114	-0.0069529102	-0.1058224184	-0.0033537041	-0.1333736202	-0.0676548626	-0.0527779629	-0.1577727705	0.1202252847	0.1292902742	-0.0035652216	0.0547223872	-0.1557793212	0.0474540744	-0.0188031093	0.0575885904	-0.0636687862	-0.1130992162	-0.0138261257	-0.0832123827	0.0603613072	-0.0307026575	0.0589717241	-0.0449560126	-0.0718491033	-0.0441998894	-0.0362783802	0.0161814807	-0.0908108791	-0.1586269121	-0.0582121063	-0.0834064252	-0.0524874393	-0.1961127928	0.0252009865	-0.0756050681	-0.1041772221	0.0937152094	0.1166241342	0.0399959654	-0.0428529284	0.0310448938	0.0775538416	-0.1309461597	0.1709391136	-0.0216272724	0.0610693014	-0.0507335767	0.0022402355	-0.1012369778	-0.0926054352	-0.0746880656	0.0222455834	-0.0537105692	-0.0737674044	0.0813801055	-0.1039707746	-0.0687080731	-0.0707840786	-0.0602116855	-0.0575065319	0.1334701614	0.0065615258	0.0240556029	0.0667347248	0.0509061275	0.2194647801	-0.0566474421	-0.0202609073	0.1182536866	0.1144731177	0.1082614433	0.00557977	0.004651095	3.11338332529e-05	2.1632684699025e-05	-0.0136742	0.0362405	0.00018698374564	0.00131337384025	-0.0491571	-0.0255196	0.00065124998416	0.00241642048041	0.000849775	0.00025155	6.327740250000001e-08	7.22117550625e-07	0.000557691	0.000102317	1.0468768489000008e-08	3.11019251481e-07	0.000159269	9.03769e-05	2.5366614361e-08	8.16798405361e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287.246503173068	-0.5760219434010878	82510.55358515536	0.331801279279566	295.0415368841124	-1.0019150143311322	87049.50848693907	1.0038336959421528	203.8637265953144	-0.0793971862416356	41560.4190213291	0.0063039131830889	208.9231687162205	423.92158949361175	1.015677	21.951828	0.07420109	0.0416388	-0.011663406	0.0144023352	-0.0791487	0.0570182622	-0.0834850113	-0.0101173815	0.0425676545	-0.0929438772	0.0575570917	0.0147230639	-0.0609769977	-0.0194629812	-0.0774834692	0.022037853	-0.0042658223	-0.0002718628	0.0841591143	-0.1053480192	-0.0068432865	-0.0502405845	-0.0785663363	-0.0022089039	-0.0939210953	0.1133038333	-0.0839740096	0.0200854509	-0.032503954	0.0741004813	-0.0524742032	0.0719572482	0.0152613218	0.1343484913	-0.1873176372	-0.1050602672	0.0060805245	0.1076230929	0.072013731	-0.0243158259	0.1216363368	-0.1127018013	-0.0372249865	0.0033055537	0.0641971749	-0.0042587077	-0.0526937267	-0.0547518768	-0.1465120183	-0.0272536259	-0.0658454202	-0.0334364989	-0.0051821767	0.0247757645	-0.1184450753	0.0773602301	0.0103343553	0.0015993494	0.0662744173	-0.0404130063	0.0537279185	-0.0948271083	0.0211266622	0.1116690107	-0.0089076828	-0.0373806138	0.0261794042	-0.1173836896	0.0129394904	-0.0660817377	-0.0280034356	0.0297908072	0.2534215951	-0.0437883292	-0.0268751508	-0.0769478045	0.1119688954	0.1321864282	-0.0040223259	-0.063355078	0.0813467656	0.0782597763	0.0115820213	0.150418795	-0.0040253732	-0.092427813	-0.0750165937	-0.0080673231	0.0397622902	0.1078026456	-0.0278719954	-0.0697100131	-0.0211413129	-0.0914662063	-0.0862929052	0.0060117299	-0.0025838482	0.059448567	-0.0971130177	-0.0195328886	-0.1100123703	-0.0544055533	-0.1041128845	0.1191210335	-0.0260244085	-0.0192533098	-0.0200420615	-0.0448365871	-0.0112956578	0.1008281263	-0.1768959735	0.1178341246	0.112815636	0.1046092073	-0.00152362	-0.00710339	2.3214179044000004e-06	5.04581494921e-05	-0.0237531	-0.0100789	0.00056420975961	0.00010158422521	-0.0189993	0.0301578	0.00090949290084	0.00036097340049	0.000356382	-0.000493393	2.43436652449e-07	1.27008129924e-07	0.000554454	-3.23700000000001e-06	1.0478169000000063e-11	3.07419238116e-07	0.000199859	4.0590000000000016e-05	3.994361988100001e-08	1.647548100000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287.2789812687721	0.032478095704107	82529.21307882351	0.0010548267005651	294.0987514269649	-0.9427854571475224	86494.07559089968	0.8888444182088625	203.49305236082176	-0.3706742344926397	41409.42235912415	0.1373993881167044	208.55433823766788	422.7123423148152	1.020494	22.055941	0.1205682799999999	0.0619796	0.0135569302	0.0041379608	-0.0289535451	-0.0036516231	-0.0650363579	0.0169810596	0.0868285839	-0.0743219059	-0.0055580163	0.0785856475	0.040302166	0.0233701009	-0.0993520354	0.1288664865	0.0214723311	0.0301471275	-0.0306828213	-0.0950175264	0.027084305	-0.0955066504	0.0836341574	0.0045438238	0.0350393737	-0.0704500496	0.1106894967	-0.0295915176	0.0480257639	-0.1062331221	0.1585621627	0.0228215536	-0.1633828371	-0.0519507202	-0.0880343348	0.0760253682	-0.1345887297	0.17598872	0.0125897042	0.1463077874	-0.0474806797	-0.0115953823	-0.123973268	0.1105077986	-0.0670098445	-0.0035117914	0.0601272853	0.0119559789	-0.1683630623	0.0322045178	-0.0336561233	0.0556458542	0.01997703	0.0315751173	-0.014025367	0.1052333681	-0.0489251711	-0.1151413421	-0.0282202229	0.0051187396	-0.0317425831	0.0541980785	0.0815393796	-0.12720934	0.0068026311	0.1001915518	0.0865347455	0.0545148216	-0.0912156832	-0.1832558576	0.015477312	-0.2132275885	-0.0596146952	0.151406774	0.0246034298	-0.1531187649	-0.0116423635	-0.0212141148	0.1038704002	0.1444595588	-0.0251531845	0.1139745524	-0.0253462269	0.1107854168	-0.0417312796	-0.0433096462	-0.0544515264	-0.0217259998	0.0600664783	-0.0185944633	0.0663418961	-0.0013061975	0.0682353706	-0.0972904057	-0.0086577079	-0.0659868275	0.0493393174	0.0537347599	0.0692296812	-0.1059313214	0.0028226661	0.1233084567	-0.2354178609	0.0913437784	0.0864963081	0.1345278985	-0.1155339575	-0.0286322279	0.1307905342	0.0426977258	-0.0707983371	0.1173552296	0.1109309587	0.1004830656	-0.0112147	-0.00969108	0.00012576949609	9.39170315664e-05	-0.0391744	-0.0154212999999999	0.0015346336153599	0.0002378164936899	-0.0441165	-0.0251172	0.00063087373584	0.00194626557225	0.00116427	0.000807888	6.526830205440002e-07	1.3555246329e-06	0.000608195	5.3740999999999945e-05	2.888095080999994e-09	3.6990115802499993e-07	-0.000345286	-0.000545145	1.1922242179599998e-07	2.97183071025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287.8390107218118	0.5600294530397036	82851.29609331129	0.3136329882719496	295.9344099318475	1.835658504882588	87577.17498171075	3.3696421465477773	203.66173394854465	0.1686815877228866	41478.10187492779	0.0284534780367139	208.6766175031005	426.0366761653672	1.01603	21.959469	0.12248428	0.064938	-0.019117138	-0.0084648327	-0.0122728912	-0.1178187431	-0.0178153134	-0.0145611335	0.0304523695	0.0315890164	-0.0669683281	0.0543245838	-0.0643709112	0.1063398678	-0.0406078274	0.0971068899	0.0064147209	-0.0184959737	-0.0704235173	-0.006272375	0.0568684297	-0.0078111164	-0.0197656054	0.0149676287	0.0154570512	0.0734063966	0.0507416406	0.0101509431	-0.0822860195	0.0455118228	-0.1033473662	0.0936208073	-0.0219152684	-0.0295862224	-0.0509528464	0.1527071941	0.0918509361	0.0577009908	-0.1190177884	0.0892111867	-0.0035675067	0.2040567548	-0.0322890253	0.0170357765	-0.0578835184	-0.1654634862	-0.0467007401	0.0630762737	0.0307543665	-0.1745630486	0.0571384204	-0.1200861581	0.0049966007	-0.0303184358	0.0629631573	0.0388628906	-0.0309476669	0.0372740444	0.0283167288	-0.0514630626	-0.0737571776	-0.0318306732	-0.0478080944	0.0292194978	0.1015869358	-0.0393755338	-0.0157543455	-0.0874559271	0.1515453428	-0.0871725781	0.0491587178	-0.0340697541	-0.0355065717	0.0455773457	0.0170930327	-0.0685841581	-0.2071158801	-0.0024241599	-0.1749267287	0.1186910992	-0.0741325154	0.0675764531	-0.0112112312	0.0691747772	-0.0458984786	-0.0393217177	0.0934900951	-0.0052586451	0.031901048	0.0811452278	0.0871197616	0.0675527586	-0.028218225	-0.0046614213	-0.0507214672	-0.0488249545	0.080504073	0.062618447	0.1037616015	-0.0242491247	-0.0720136596	-0.1038364931	0.115281415	0.1395177192	-0.0451845727	0.0857209564	-0.0361220075	-0.0592498096	-0.0173603361	0.0430525201	-0.0574659952	0.1168172427	0.1088228812	0.0959017104	-0.00510817	0.0061065299999999	2.6093400748900003e-05	3.728970864089998e-05	-0.015864	0.0233104	0.0002516664959999	0.0005433747481599	-0.0354079	0.0087086	7.583971396000007e-05	0.0012537193824099	0.000215747	-0.000948523	8.996958815290001e-07	4.6546768009e-08	0.000353231	-0.0002549639999999	6.500664129599998e-08	1.2477213936100002e-07	0.000138402	0.000483688	1.9155113604e-08	2.3395408134400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
