onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7901	10	CET	c4_m2	RIGHT	3.2657999999999996	50	40
20.8323	10	CET	c1_m1	RIGHT	4.383600000000001	10	2
36.1234	10	dummy	dl0	LEFT	2.532500000000006	0	0
51.1657	10	CET	m5_c2	LEFT	3.2901999999999987	120	10
66.9574	10	CET	c3_m5	RIGHT	2.9384999999999906	120	25
83.2491	10	CET	m0_c2	RIGHT	4.1828	0	10
99.5408	10	CET	c5_m0	LEFT	5.971099999999993	0	50
114.5907	10	dummy	dr0	RIGHT	2.000699999999995	0	0
130.6319	10	CET	m4_c5	LEFT	2.304000000000002	100	50
147.4237	10	CET	c3_m2	RIGHT	2.7121999999999957	50	25
162.9659	10	CET	m1_c3	LEFT	2.25	10	25
178.0068	10	dummy	dl1	LEFT	1.5449999999999875	0	0
193.0493	10	CET	c0_m0	RIGHT	3.4465000000000146	0	0
208.3409	10	CET	c4_m1	RIGHT	3.394900000000007	10	40
224.8826	10	CET	m4_c3	LEFT	2.1092000000000155	100	25
240.9321	10	dummy	dr1	RIGHT	2.7637	0	0
256.7237	10	CET	c5_m5	RIGHT	1.9320999999999913	120	50
273.016	10	CET	m1_c0	LEFT	2.2957999999999856	10	0
290.066	10	dummy	dr3	RIGHT	2.325800000000015	0	0
306.6077	10	CET	m3_c3	LEFT	2.5440999999999576	80	25
322.8994	10	CET	m3_c5	LEFT	2.9563999999999737	80	50
338.1911	10	CET	m2_c1	LEFT	3.240700000000004	50	2
354.7328	10	CET	c1_m0	LEFT	2.762900000000002	0	2
371.7739	10	dummy	dr2	RIGHT	2.1217999999999506	0	0
387.8157	10	CET	m2_c2	LEFT	5.8799999999999955	50	10
403.3579	10	CET	m4_c0	LEFT	2.057800000000043	100	0
418.8996	10	CET	c0_m5	RIGHT	1.6920999999999822	120	0
435.1913	10	dummy	dl3	LEFT	2.36039999999997	0	0
451.9823	10	CET	m4_c1	LEFT	2.5693999999999733	100	2
467.283	10	CET	c4_m4	RIGHT	3.0920999999999594	100	40
483.3158	10	dummy	dl2	LEFT	1.9958999999999492	0	0
498.3664	10	CET	c0_m2	RIGHT	2.345300000000009	50	0
514.9081	10	CET	c4_m3	RIGHT	2.987600000000043	80	40
530.6992	10	CET	m5_c4	LEFT	2.308400000000006	120	40
546.4914	10	CET	c4_m0	LEFT	2.356200000000058	0	40
561.5331	10	dummy	dl4	LEFT	2.058499999999981	0	0
578.3243	10	CET	c2_m4	RIGHT	2.7232999999999947	100	10
593.3665	10	CET	m5_c1	LEFT	2.6252000000000635	120	2
609.9165	10	CET	c5_m1	RIGHT	2.611099999999965	10	50
625.716	10	dummy	dr4	RIGHT	2.0756000000000085	0	0
640.7583	10	CET	m0_c3	RIGHT	3.009300000000053	0	25
657.5499	10	CET	c0_m3	RIGHT	2.0977000000000317	80	0
674.3415	10	dummy	dl5	LEFT	2.209500000000048	0	0
689.8826	10	CET	m3_c2	LEFT	2.3648999999999205	80	10
705.1834	10	CET	m2_c5	LEFT	1.9280999999999722	50	50
721.4744	10	dummy	dr5	RIGHT	1.9332000000000562	0	0
737.0162	10	CET	c1_m3	RIGHT	2.095299999999952	80	2
753.8084	10	CET	m1_c2	LEFT	1.9831000000000358	10	10
