onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7929	10	CET	c4_m2	RIGHT	2.271	50	40
20.8341	10	CET	c1_m1	RIGHT	2.325800000000001	10	2
36.1257	10	dummy	dl0	LEFT	1.7941999999999965	0	0
51.1673	10	CET	m5_c2	LEFT	3.256600000000006	120	10
66.9597	10	CET	c3_m5	RIGHT	2.9602000000000004	120	25
83.2508	10	CET	m0_c2	RIGHT	4.069100000000006	0	10
99.5431	10	CET	c5_m0	LEFT	2.216700000000003	0	50
114.5925	10	dummy	dr0	RIGHT	2.2313999999999936	0	0
130.6342	10	CET	m4_c5	LEFT	1.8295999999999992	100	50
147.4265	10	CET	c3_m2	RIGHT	2.0932999999999993	50	25
162.9765	10	CET	m1_c3	LEFT	2.0633000000000266	10	25
178.0175	10	dummy	dl1	LEFT	2.286299999999983	0	0
193.0599	10	CET	c0_m0	LEFT	4.723900000000015	0	0
208.3516	10	CET	c4_m1	RIGHT	2.952200000000005	10	40
224.8933	10	CET	m4_c3	LEFT	2.5464999999999804	100	25
240.935	10	dummy	dr1	RIGHT	2.1448000000000036	0	0
256.7261	10	CET	c5_m5	RIGHT	2.3377000000000407	120	50
273.0178	10	CET	m1_c0	LEFT	2.1819999999999595	10	0
290.0595	10	dummy	dr3	RIGHT	1.8602999999999952	0	0
306.6012	10	CET	m3_c3	LEFT	1.9184999999999945	80	25
322.9018	10	CET	m3_c5	LEFT	1.641900000000021	80	50
338.1935	10	CET	m2_c1	LEFT	1.7262000000000057	50	2
354.7346	10	CET	c1_m0	LEFT	2.865099999999984	0	2
371.7763	10	dummy	dr2	RIGHT	1.6634000000000242	0	0
387.8185	10	CET	m2_c2	LEFT	1.4612000000000194	50	10
403.3602	10	CET	m4_c0	LEFT	1.2235000000000014	100	0
418.9019	10	CET	c0_m5	RIGHT	2.161799999999971	120	0
435.2103	10	dummy	dl3	LEFT	1.7894000000000005	0	0
452.002	10	CET	m4_c1	LEFT	1.573699999999974	100	2
467.2937	10	CET	c4_m4	RIGHT	1.5620000000000118	100	40
483.3432	10	dummy	dl2	LEFT	1.6563999999999623	0	0
498.3932	10	CET	c0_m2	RIGHT	1.8624000000000365	50	0
514.9354	10	CET	c4_m3	RIGHT	2.1602000000000317	80	40
530.7271	10	CET	m5_c4	LEFT	1.6084000000000742	120	40
546.5188	10	CET	c4_m0	LEFT	2.816699999999969	0	40
561.5599	10	dummy	dl4	LEFT	1.5996999999999844	0	0
578.3516	10	CET	c2_m4	RIGHT	2.2240000000000464	100	10
593.3939	10	CET	m5_c1	LEFT	1.365699999999947	120	2
609.9351	10	CET	c5_m1	RIGHT	1.8004999999999427	10	50
625.7273	10	dummy	dr4	RIGHT	1.568300000000022	0	0
640.7856	10	CET	m0_c3	RIGHT	1.990000000000009	0	25
657.5773	10	CET	c0_m3	RIGHT	1.9021999999999935	80	0
674.369	10	dummy	dl5	LEFT	2.486599999999953	0	0
689.9107	10	CET	m3_c2	LEFT	2.56880000000001	80	10
705.2024	10	CET	m2_c5	LEFT	2.1170999999999367	50	50
721.5024	10	dummy	dr5	RIGHT	2.233100000000036	0	0
737.0441	10	CET	c1_m3	RIGHT	2.291300000000092	80	2
753.8358	10	CET	m1_c2	LEFT	1.9237000000000535	10	10
