onset	duration	trial_type	trial_code	valence	arousal
6.2712	15	CON	NEU17	6	none
23.2962	11	Q	Q_NEU17	6	none
40.1046	15	HOP	HOP17	8	3
57.1296	11	Q	Q_HOP17	8	3
75.4379	15	CON	NEU27	6	4
92.4713	11	Q	Q_NEU27	6	4
109.5297	15	CON	NEU10	7	2
126.5546	11	Q	Q_NEU10	7	2
143.613	15	HOP	HOP16	8	8
160.6381	11	Q	Q_HOP16	8	8
178.6964	15	CON	NEU18	4	4
195.7208	11	Q	Q_NEU18	4	4
213.7798	15	HOP	HOP11	none	6
230.8048	11	Q	Q_HOP11	none	6
248.6132	15	HOP	HOP27	8	7
265.6382	11	Q	Q_HOP27	8	7
