onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7907	10	CET	c4_m2	LEFT	2.233199999999999	50	40
20.8413	10	CET	c1_m1	RIGHT	3.3186999999999998	10	2
36.1408	10	dummy	dl0	RIGHT	3.1632000000000033	0	0
51.1997	10	CET	m5_c2	RIGHT	4.240299999999998	120	10
66.983	10	CET	c3_m5	LEFT	2.376899999999992	120	25
83.2747	10	CET	m0_c2	RIGHT	1.96520000000001	0	10
99.5664	10	CET	c5_m0	LEFT	2.9535000000000053	0	50
114.6075	10	dummy	dr0	RIGHT	2.8164000000000016	0	0
130.6498	10	CET	m4_c5	LEFT	3.974099999999993	100	50
147.4415	10	CET	c3_m2	LEFT	2.862400000000008	50	25
162.9832	10	CET	m1_c3	LEFT	3.640699999999981	10	25
178.0243	10	dummy	dl1	LEFT	1.8395999999999901	0	0
193.0666	10	CET	c0_m0	RIGHT	2.9573000000000036	0	0
208.3583	10	CET	c4_m1	LEFT	2.0015999999999963	10	40
224.8994	10	CET	m4_c3	RIGHT	3.404399999999981	100	25
240.9411	10	dummy	dr1	RIGHT	2.9787000000000035	0	0
256.7333	10	CET	c5_m5	LEFT	4.626500000000021	120	50
273.0245	10	CET	m1_c0	LEFT	3.415300000000002	10	0
290.0834	10	dummy	dr3	RIGHT	1.8763999999999896	0	0
306.6245	10	CET	m3_c3	LEFT	5.2712999999999965	80	25
322.9168	10	CET	m3_c5	RIGHT	2.138999999999953	80	50
338.2085	10	CET	m2_c1	RIGHT	3.4472999999999843	50	2
354.7497	10	CET	c1_m0	LEFT	1.8260999999999967	0	2
371.7913	10	dummy	dr2	RIGHT	1.0085000000000264	0	0
387.8336	10	CET	m2_c2	RIGHT	3.2461999999999875	50	10
403.3753	10	CET	m4_c0	LEFT	3.7205000000000155	100	0
418.9169	10	CET	c0_m5	RIGHT	2.018799999999999	120	0
435.2086	10	dummy	dl3	LEFT	2.1111000000000217	0	0
451.9998	10	CET	m4_c1	RIGHT	2.3999000000000024	100	2
467.292	10	CET	c4_m4	LEFT	1.643700000000024	100	40
483.3415	10	dummy	dl2	LEFT	1.8982000000000312	0	0
498.3837	10	CET	c0_m2	RIGHT	2.8560000000000514	50	0
514.9254	10	CET	c4_m3	LEFT	1.6503000000000156	80	40
530.7171	10	CET	m5_c4	RIGHT	3.2186000000000377	120	40
546.5088	10	CET	c4_m0	LEFT	1.4669000000000096	0	40
561.55	10	dummy	dl4	LEFT	1.969699999999989	0	0
578.3589	10	CET	c2_m4	LEFT	2.120800000000031	100	10
593.3922	10	CET	m5_c1	RIGHT	2.1435000000000173	120	2
609.9422	10	CET	c5_m1	LEFT	1.9533999999999878	10	50
625.7339	10	dummy	dr4	RIGHT	1.5217000000000098	0	0
640.7673	10	CET	m0_c3	RIGHT	1.7123000000000275	0	25
657.5673	10	CET	c0_m3	RIGHT	3.0722999999999274	80	0
674.359	10	dummy	dl5	LEFT	1.9761999999999489	0	0
689.909	10	CET	m3_c2	RIGHT	2.9306000000000267	80	10
705.1924	10	CET	m2_c5	RIGHT	1.7031999999999243	50	50
721.4835	10	dummy	dr5	RIGHT	1.7720999999999094	0	0
737.0253	10	CET	c1_m3	LEFT	2.21429999999998	80	2
753.8175	10	CET	m1_c2	RIGHT	2.0780999999999494	10	10
