onset	duration	trial_type	trial_code	response	RT	money	carbon
5.8026	10	CET	c4_m2	RIGHT	7.9734	50	40
20.836	10	CET	c1_m1	LEFT	3.0040000000000013	10	2
36.1443	10	dummy	dl0	LEFT	1.375700000000002	0	0
51.1854	10	CET	m5_c2	LEFT	2.7905999999999977	120	10
66.986	10	CET	c3_m5	RIGHT	6.293999999999997	120	25
83.2855	10	CET	m0_c2	RIGHT	4.570499999999996	0	10
99.5777	10	CET	c5_m0	LEFT	3.5583000000000027	0	50
114.6189	10	dummy	dr0	RIGHT	1.9411000000000058	0	0
130.6606	10	CET	m4_c5	LEFT	5.635300000000001	100	50
147.4528	10	CET	c3_m2	LEFT	3.5630999999999915	50	25
162.9945	10	CET	m1_c3	RIGHT	3.245400000000018	10	25
178.0356	10	dummy	dl1	LEFT	1.964400000000012	0	0
193.0862	10	CET	c0_m0	RIGHT	6.729700000000008	0	0
208.3779	10	CET	c4_m1	LEFT	3.7579999999999814	10	40
224.919	10	CET	m4_c3	LEFT	3.176799999999986	100	25
240.9607	10	dummy	dr1	RIGHT	2.5352000000000032	0	0
256.7524	10	CET	c5_m5	RIGHT	2.9834999999999923	120	50
273.0447	10	CET	m1_c0	LEFT	5.251100000000008	10	0
290.0857	10	dummy	dr3	RIGHT	2.0101000000000226	0	0
306.6274	10	CET	m3_c3	LEFT	4.324399999999969	80	25
322.9198	10	CET	m3_c5	LEFT	6.992000000000019	80	50
338.2198	10	CET	m2_c1	LEFT	2.995999999999981	50	2
354.7609	10	CET	c1_m0	LEFT	2.814900000000023	0	2
371.8026	10	dummy	dr2	RIGHT	1.6292000000000257	0	0
387.8448	10	CET	m2_c2	LEFT	3.026999999999987	50	10
403.3865	10	CET	m4_c0	LEFT	2.32529999999997	100	0
418.9365	10	CET	c0_m5	RIGHT	2.255299999999977	120	0
435.2283	10	dummy	dl3	LEFT	2.243499999999983	0	0
452.0199	10	CET	m4_c1	LEFT	3.755899999999997	100	2
467.3116	10	CET	c4_m4	RIGHT	5.680099999999982	100	40
483.3533	10	dummy	dl2	LEFT	2.302400000000034	0	0
498.395	10	CET	c0_m2	RIGHT	3.1567000000000007	50	0
514.9367	10	CET	c4_m3	RIGHT	5.894999999999982	80	40
530.7367	10	CET	m5_c4	LEFT	2.8549999999999045	120	40
546.5284	10	CET	c4_m0	LEFT	2.1672999999999547	0	40
561.5695	10	dummy	dl4	LEFT	1.8622000000000298	0	0
578.3618	10	CET	c2_m4	RIGHT	4.5738999999999805	100	10
593.4035	10	CET	m5_c1	LEFT	2.532199999999989	120	2
609.9452	10	CET	c5_m1	LEFT	1.9904999999999973	10	50
625.7364	10	dummy	dr4	RIGHT	2.2392999999999574	0	0
640.7786	10	CET	m0_c3	RIGHT	2.572999999999979	0	25
657.5703	10	CET	c0_m3	RIGHT	2.1253000000000384	80	0
674.362	10	dummy	dl5	LEFT	2.253600000000006	0	0
689.9031	10	CET	m3_c2	LEFT	2.6725000000000136	80	10
705.1953	10	CET	m2_c5	RIGHT	2.3962999999999965	50	50
721.4864	10	dummy	dr5	RIGHT	2.5051999999999452	0	0
737.0287	10	CET	c1_m3	RIGHT	2.8589000000000624	80	2
753.8204	10	CET	m1_c2	RIGHT	1.7072000000000571	10	10
