onset	duration	trial_type	trial_code	valence	arousal
6.2678	15	CON	NEU17	4	6
23.2929	11	Q	Q_NEU17	4	6
40.1013	15	HOP	HOP17	7	4
57.1263	11	Q	Q_HOP17	7	4
75.4346	15	CON	NEU27	3	7
92.4597	11	Q	Q_NEU27	3	7
109.518	15	CON	NEU10	7	6
126.5431	11	Q	Q_NEU10	7	6
143.6098	15	HOP	HOP16	7	7
160.6348	11	Q	Q_HOP16	7	7
178.6931	15	CON	NEU18	7	6
195.7182	11	Q	Q_NEU18	7	6
213.7765	15	HOP	HOP11	6	6
230.8016	11	Q	Q_HOP11	6	6
248.6099	15	HOP	HOP27	8	7
265.635	11	Q	Q_HOP27	8	7
