onset	duration	trial_type	trial_code	valence	arousal
6.2666	15	CON	NEU17	7	4
23.2917	11	Q	Q_NEU17	7	4
40.1	15	NEU	NEU1	6	4
57.1245	11	Q	Q_NEU1	6	4
75.4417	15	CON	NEU27	none	2
92.4668	11	Q	Q_NEU27	none	2
109.5251	15	CON	NEU10	8	7
126.5501	11	Q	Q_NEU10	8	7
143.6168	15	NEU	NEU11	6	6
160.6502	11	Q	Q_NEU11	6	6
178.7252	15	CON	NEU18	7	6
195.7586	11	Q	Q_NEU18	7	6
213.8253	15	NEU	NEU23	4	4
230.8497	11	Q	Q_NEU23	4	4
248.6587	15	NEU	NEU9	6	7
265.6831	11	Q	Q_NEU9	6	7
