onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7907	10	CET	c4_m2	LEFT	5.7052000000000005	50	40
20.8415	10	CET	c1_m1	LEFT	8.078399999999998	10	2
36.1327	10	dummy	dl0	LEFT	1.843200000000003	0	0
51.1748	10	CET	m5_c2	LEFT	3.4650999999999996	120	10
66.9665	10	CET	c3_m5	RIGHT	3.2734000000000094	120	25
83.2666	10	CET	m0_c2	RIGHT	3.229300000000009	0	10
99.5583	10	CET	c5_m0	LEFT	3.0416000000000025	0	50
114.5994	10	dummy	dr0	RIGHT	1.200499999999991	0	0
130.6495	10	CET	m4_c5	LEFT	3.646300000000025	100	50
147.441	10	CET	c3_m2	RIGHT	6.294899999999984	50	25
162.9917	10	CET	m1_c3	RIGHT	1.2880999999999858	10	25
178.0334	10	dummy	dl1	LEFT	1.622399999999999	0	0
193.0834	10	CET	c0_m0	RIGHT	4.276399999999995	0	0
208.3918	10	CET	c4_m1	LEFT	2.048000000000002	10	40
224.9168	10	CET	m4_c3	LEFT	2.6829999999999927	100	25
240.9578	10	dummy	dr1	RIGHT	1.921999999999997	0	0
256.7496	10	CET	c5_m5	RIGHT	5.506200000000035	120	50
273.0419	10	CET	m1_c0	LEFT	3.2538999999999874	10	0
290.0836	10	dummy	dr3	RIGHT	1.7322000000000344	0	0
306.6253	10	CET	m3_c3	LEFT	4.294500000000028	80	25
322.9169	10	CET	m3_c5	RIGHT	6.642899999999997	80	50
338.2086	10	CET	m2_c1	LEFT	2.1111000000000217	50	2
354.7503	10	CET	c1_m0	LEFT	4.0493999999999915	0	2
371.7914	10	dummy	dr2	RIGHT	2.2402999999999906	0	0
387.8332	10	CET	m2_c2	LEFT	4.782500000000027	50	10
403.3748	10	CET	m4_c0	LEFT	2.696900000000028	100	0
418.9254	10	CET	c0_m5	RIGHT	2.4102999999999497	120	0
435.2255	10	dummy	dl3	LEFT	2.0061999999999784	0	0
452.0082	10	CET	m4_c1	LEFT	1.9435000000000286	100	2
467.3172	10	CET	c4_m4	RIGHT	5.834499999999991	100	40
483.3583	10	dummy	dl2	LEFT	1.3374000000000024	0	0
498.4	10	CET	c0_m2	RIGHT	2.351100000000031	50	0
514.9423	10	CET	c4_m3	RIGHT	7.593299999999999	80	40
530.734	10	CET	m5_c4	LEFT	2.0015999999999394	120	40
546.5256	10	CET	c4_m0	LEFT	1.8099999999999454	0	40
561.5668	10	dummy	dl4	LEFT	1.5448000000000093	0	0
578.359	10	CET	c2_m4	RIGHT	2.2165999999999713	100	10
593.4007	10	CET	m5_c1	LEFT	2.350900000000024	120	2
609.9424	10	CET	c5_m1	LEFT	1.633199999999988	10	50
625.7335	10	dummy	dr4	RIGHT	1.4420999999999822	0	0
640.7752	10	CET	m0_c3	RIGHT	2.1363999999999805	0	25
657.5675	10	CET	c0_m3	RIGHT	1.7840999999999667	80	0
674.3586	10	dummy	dl5	LEFT	2.2730000000000246	0	0
689.9003	10	CET	m3_c2	LEFT	2.6911999999999807	80	10
705.1926	10	CET	m2_c5	RIGHT	4.078899999999976	50	50
721.492	10	dummy	dr5	RIGHT	1.4835000000000491	0	0
737.0426	10	CET	c1_m3	RIGHT	2.4288999999999987	80	2
753.8343	10	CET	m1_c2	RIGHT	3.6771999999999707	10	10
