onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7887	10	CET	c4_m2	LEFT	2.5153	50	40
20.8304	10	CET	c1_m1	LEFT	2.3536	10	2
36.122	10	dummy	dl0	LEFT	2.4380000000000024	0	0
51.1637	10	CET	m5_c2	LEFT	2.9162999999999997	120	10
66.9554	10	CET	c3_m5	LEFT	2.7083999999999975	120	25
83.2471	10	CET	m0_c2	RIGHT	3.696799999999996	0	10
99.5388	10	CET	c5_m0	LEFT	2.325100000000006	0	50
114.5972	10	dummy	dr0	RIGHT	2.466700000000003	0	0
130.6389	10	CET	m4_c5	RIGHT	2.905000000000001	100	50
147.4306	10	CET	c3_m2	LEFT	2.729299999999995	50	25
162.9806	10	CET	m1_c3	RIGHT	1.4592999999999847	10	25
178.0223	10	dummy	dl1	LEFT	1.9616000000000042	0	0
193.0639	10	CET	c0_m0	LEFT	4.096000000000004	0	0
208.3557	10	CET	c4_m1	LEFT	2.364299999999986	10	40
224.8974	10	CET	m4_c3	LEFT	4.566499999999991	100	25
240.9391	10	dummy	dr1	RIGHT	2.004700000000014	0	0
256.7308	10	CET	c5_m5	LEFT	3.9250000000000114	120	50
273.0225	10	CET	m1_c0	RIGHT	3.777300000000025	10	0
290.0725	10	dummy	dr3	RIGHT	2.4232999999999834	0	0
306.6059	10	CET	m3_c3	RIGHT	1.929899999999975	80	25
322.8976	10	CET	m3_c5	RIGHT	1.758199999999988	80	50
338.1975	10	CET	m2_c1	RIGHT	3.1222999999999956	50	2
354.7475	10	CET	c1_m0	LEFT	2.332299999999975	0	2
371.7893	10	dummy	dr2	RIGHT	2.1865999999999985	0	0
387.8309	10	CET	m2_c2	RIGHT	2.168900000000008	50	10
403.3727	10	CET	m4_c0	LEFT	3.3630999999999744	100	0
418.9144	10	CET	c0_m5	RIGHT	2.485400000000027	120	0
435.2061	10	dummy	dl3	LEFT	1.9295999999999935	0	0
452.0145	10	CET	m4_c1	LEFT	2.5611999999999853	100	2
467.2977	10	CET	c4_m4	LEFT	2.5979999999999563	100	40
483.3395	10	dummy	dl2	LEFT	2.3962000000000216	0	0
498.3812	10	CET	c0_m2	RIGHT	7.0745000000000005	50	0
514.9229	10	CET	c4_m3	LEFT	1.4127999999999474	80	40
530.7145	10	CET	m5_c4	RIGHT	3.3811999999999216	120	40
546.5146	10	CET	c4_m0	LEFT	2.2210999999999785	0	40
561.5563	10	dummy	dl4	LEFT	2.5634000000000015	0	0
578.348	10	CET	c2_m4	RIGHT	5.387699999999995	100	10
593.3897	10	CET	m5_c1	LEFT	2.7859000000000833	120	2
609.9314	10	CET	c5_m1	LEFT	1.5882999999998901	10	50
625.7231	10	dummy	dr4	RIGHT	1.9565000000000055	0	0
640.7731	10	CET	m0_c3	RIGHT	2.5225000000000364	0	25
657.5565	10	CET	c0_m3	RIGHT	2.2830999999999904	80	0
674.3482	10	dummy	dl5	LEFT	2.0674000000000206	0	0
689.8899	10	CET	m3_c2	RIGHT	3.5253000000000156	80	10
705.1816	10	CET	m2_c5	RIGHT	2.274000000000001	50	50
721.4816	10	dummy	dr5	RIGHT	1.9980000000000473	0	0
737.0149	10	CET	c1_m3	LEFT	2.480699999999956	80	2
753.8067	10	CET	m1_c2	RIGHT	1.6888999999999896	10	10
