onset	duration	trial_type	trial_code	valence	arousal
6.2714	15	CON	NEU17	10	0
23.297	11	Q	Q_NEU17	10	0
40.1054	15	HOP	HOP17	8	0
57.1297	11	Q	Q_HOP17	8	0
75.4471	15	CON	NEU27	10	7
92.4714	11	Q	Q_NEU27	10	7
109.5305	15	CON	NEU10	5	0
126.5555	11	Q	Q_NEU10	5	0
143.6222	15	HOP	HOP16	10	6
160.6472	11	Q	Q_HOP16	10	6
178.7139	15	CON	NEU18	6	0
195.7389	11	Q	Q_NEU18	6	0
213.7973	15	HOP	HOP11	6	0
230.8223	11	Q	Q_HOP11	6	0
248.6307	15	HOP	HOP27	10	6
265.655	11	Q	Q_HOP27	10	6
