global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
286.12117794546765	n/a	n/a	81865.32846890196	264.361734416282	n/a	n/a	69887.12662358482	205.89495287567232	n/a	42392.73161967532	n/a	205.3284293210496	387.68318159609777	n/a	n/a	n/a	n/a	-0.1129702872	-0.0023160132	-0.1282516954	0.0215258276	-0.0153873014	0.1008375237	-0.005746189	0.0090216497	0.1593366493	-0.1182051002	0.0994487569	-0.0278205552	0.0146705273	-0.0661634476	0.0207263111	-0.0941413705	0.0716403863	-0.0667666014	0.0681949953	-0.0265717344	0.0816446967	-0.052137382	0.1072023898	-0.0622405339	0.0413032042	-0.1306348871	0.2202107828	-0.0573896158	0.0160353049	-0.0213493724	0.1129677168	-0.1446699553	0.0322186861	-0.1754471198	0.1085108325	-0.0654804793	0.0514748156	-0.0939208996	-0.0179164705	-0.0368969733	0.121132252	-0.0841779427	-0.1186554429	0.1022869904	-0.0046756386	0.0089733399	-0.0658835608	0.0185491992	-0.0929390783	0.0696224055	-0.0768740131	0.0726700962	-0.0360808102	0.0955116853	-0.0479264685	0.0355703919	-0.0721240679	0.0310897375	-0.0353246613	0.2605702078	-0.0941330919	0.0778624033	-0.018426085	0.1089928023	-0.1308459149	0.0706131708	-0.1259460204	0.1109975182	-0.0962151956	0.0416870184	-0.0985145164	-0.0160618166	-0.0269987574	0.0870164915	-0.1097516182	0.083785009	-0.01057197	0.0076009237	-0.1395958711	0.068342285	-0.0258079801	0.0031256568	-0.0827452818	-0.0174014038	0.0703063876	-0.1880925903	0.1847546257	-0.0856732486	0.0705737129	-0.2371079354	0.0310743925	-0.0457257912	0.1533757719	-0.0085647757	-0.0292670772	0.0026873411	0.1098763886	-0.0200251939	0.1195153378	0.1194927693	0.1194551582	-0.0174371	n/a	0.00030405245641	n/a	-0.0153475	n/a	n/a	0.00023554575625	-0.0747353999999999	n/a	0.0055853800131599	n/a	0.00460068	n/a	n/a	2.1166256462400003e-05	-0.00210901	n/a	n/a	4.447923180100001e-06	0.000222088	n/a	n/a	4.932307974400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285.94679657348803	-0.1743813719796207	0.0304088628934948	81765.57047063975	262.2134024771603	-2.148331939121704	4.61533012065042	68755.86843864925	205.8650097765097	-0.0299430991626081	42380.40225028244	0.0008965891874617	205.32690812154968	386.7896929773634	1.137024	39.350361	0.31060805	0.15017	-0.1148270814	-0.017291372	-0.1129262965	-0.0440113364	0.0413531041	-0.0653809966	0.0426430204	0.1131905614	0.0995253209	-0.1089097792	0.0724933918	-0.0585010963	0.0851852955	-0.0180800857	0.0294967205	-0.1226707434	0.0932021558	-0.0816183977	0.0046787393	-0.0093896973	-0.0060722977	0.0002097864	-0.084333646	0.001758083	0.1482755881	0.0318414804	0.3670309386	0.0557907185	-0.2197980596	0.1562435879	0.0960165924	-0.0206106527	0.1984707968	0.2196141646	0.0261719068	0.0003276946	-0.1224067341	-0.0558504282	-0.0848573258	0.0501419937	0.0354839443	0.127426491	-0.1089065242	0.0887075586	0.0331134949	0.0833974	-0.0234648977	0.0223607814	-0.1240155669	0.0999450295	-0.0755037772	-0.0091346257	-0.003971697	-0.0539021373	0.0003503679	-0.0653283295	0.0816160578	0.14116779	0.1449246234	0.3355424419	-0.0195284764	-0.2198896331	-0.1262683968	0.0982704869	0.0073427009	0.0448343197	0.304723547	0.0249053097	0.050579833	-0.0957147097	-0.0715863345	-0.1263018221	0.0283686914	0.0546697119	-0.1087096647	0.0865716633	-0.0550755018	0.0349608695	-0.1171433402	0.1420777621	0.0291792883	-0.0717966262	-0.0753379104	0.0473927561	-0.0319368349	-0.0913649357	0.2163695946	-0.3171207039	0.0700106785	-0.1155473374	0.0068680964	-0.0623859691	0.0778836955	0.0494028189	-0.0760267665	-0.0015987955	-0.082895253	-0.0686507212	0.1194551582	0.1192521267	0.1189139965	0.0601965	0.0776336	0.00362361861225	0.00602697584896	0.0823585	0.097706	0.009546462436	0.00678292252225	-0.0367885	0.0379468999999998	0.00135339373225	0.0014399672196099	0.00367561	-0.00092507	8.557545049000001e-07	1.35101088721e-05	-0.00271743	-0.0006084199999999	3.701748963999996e-07	7.384425804899999e-06	0.000635029	0.0004129409999999	1.7052026948099998e-07	4.0326183084100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285.6285907322329	-0.3182058412551214	0.1012549574088795	81583.6918436814	259.0659470420397	-3.147455435120605	9.906475716070238	67115.16491678891	205.92489183930667	0.0598820627969587	42405.06107903015	0.0035858614448189	205.36494695568663	393.9070218667686	1.302264	45.069016	0.6326563	0.372658	-0.1679347747	-0.1175393091	-0.1291784204	-0.1735136843	0.0410035227	0.0175788576	-0.0789381463	-0.0275107714	0.1325266267	-0.1248705491	0.1815981033	-0.1046453863	0.0302861211	-0.0763796233	-0.1211734759	-0.2293527202	0.0846841943	-0.0663040953	0.0799107056	-0.061342529	0.1210499417	0.067204006	-0.2065735317	0.0955836679	0.1351102493	-0.1245460164	0.0984617826	0.1874455517	-0.1681263446	0.2105884088	-0.1525298139	0.0278622338	-0.0422214407	0.016963727	0.0521244825	-0.0167177666	0.0809252812	-0.031842094	-0.0463416311	-0.0423950785	0.0242176073	-0.1714972397	-0.1243074173	0.2109455755	0.0429109409	0.0265050597	-0.0786059876	-0.1271059634	-0.2249027139	0.0835243534	-0.0646887837	0.0862210743	-0.0590550424	0.0222524928	0.0507813805	-0.1945782902	0.1653121099	0.1322297424	-0.1094073018	0.1428461964	0.1510825262	-0.2489329559	-0.1600511698	-0.1041875848	0.0386757057	-0.0368163701	-0.0334609092	0.0259885316	-0.0480981304	0.1068793612	-0.0385161675	-0.0108636888	-0.0778460189	-0.0206303438	-0.1217375649	0.1661038567	-0.0918290141	0.0027059029	-0.1609331406	0.0927295586	-0.1524212605	-0.0605394014	-0.1690718773	-0.0300375113	-0.0294966972	-0.1667155513	0.0887503569	-0.0597015061	-0.0856465854	-0.3627002693	-0.0451043128	0.0288709506	0.2372227142	0.0582477488	0.0660705216	0.1114375155	0.0080595383	-0.0357781178	0.1193348294	0.1187713263	0.1178341246	0.0281398	-0.0320567	0.00079184834404	0.00102763201489	-0.107381	-0.1897395	0.03600107786025	0.011530679161	-0.276697	-0.2399085	0.076561229809	0.05755608837225	0.00671593	0.00304032	9.2435457024e-06	4.5103715764900005e-05	-0.00276467	-4.724000000000004e-05	2.231617600000004e-09	7.643400208899999e-06	0.000303557	-0.000331472	1.0987368678399999e-07	9.2146852249e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284.69779124740995	-0.9307994848229556	0.8663876809466794	81052.83234115381	260.4208092651245	1.3548622230848082	1.8356516435423085	67818.99789830235	205.0304043667792	-0.8944874725274587	42037.46671480499	0.8001078385085613	204.5000732109249	388.0401953018996	1.866204	64.585991	0.87704985	0.524067	-0.0410624122	0.0950641741	-0.0537326038	0.0553658461	0.0274671171	-0.0250608355	0.3085383269	0.0672148289	0.1164667003	-0.0250866411	-0.0201757125	-0.0553037072	0.1310776464	-0.0338870034	0.0236705458	0.1031437976	0.0512868223	-0.2527892014	-0.0543664321	0.1196239317	0.2868557648	-0.0611283385	0.0839730258	-0.0697378805	0.0573944332	0.0691913749	0.1546555804	0.0698065168	0.1053780779	-0.1317688058	-0.1793137498	0.0983488027	-0.0834363223	0.065803329	-0.1846414441	0.1294871043	-0.2042181114	0.1259562007	-0.0113207542	-0.1732285955	-0.1546876985	-0.0039376448	-0.0253356722	-0.0006576137	0.059115436	0.1306036704	-0.0353931756	0.0262320382	0.1025516507	0.046529414	-0.2585606338	-0.0568623763	0.0602261463	0.3034827828	-0.0665580198	-0.0474883332	-0.0330636036	0.0413665172	0.1480585965	0.1358547745	0.0508895155	0.0275553623	0.180404718	-0.1747917626	0.0780131432	-0.0697807899	-0.0125020156	-0.1717312303	0.2077974716	-0.1887076447	0.0773186815	0.0538081856	-0.165167956	-0.1642215241	-0.0432812475	-0.0415850835	-0.012882896	0.1292731206	-0.0914889499	0.1789978027	0.1010471947	-0.0604853395	-0.0491593527	-0.0340082218	0.0401287604	0.0695201844	-0.1255237579	-0.1696176693	0.105477298	-0.1039507996	-0.0094087871	-0.0455308505	-0.0260903556	0.1765079765	-0.0351786608	-0.044908465	0.0535049145	0.0078582311	0.1191544118	0.1180513362	0.1162204348	0.035256	0.0071162	0.001242985536	5.064030244000004e-05	0.162847	0.270228	0.073023171984	0.0265191454089999	0.154558	0.431255	0.023888175364	0.185980875025	0.0063048	-0.00041113	1.690278769e-07	3.975050304e-05	-0.00117541	0.0015892599999999	2.5257473476e-06	1.3815886681e-06	0.00167218	0.001368623	1.8731289161290008e-06	2.7961859524e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284.3912246291132	-0.3065666182967561	0.0939830914539089	80878.36864604671	258.76262480948554	-1.6581844556389456	2.749575688922626	66958.09599829458	205.2134193847065	0.1830150179272891	42112.54749556344	0.0334944967869259	204.6765007444746	380.6729374570547	1.331726	46.088669	0.362501185	0.18833	0.0356771792	0.1115994088	-0.0268737838	0.1257106682	0.0534303738	-0.0508779687	-0.0619862732	-0.0186580465	0.0556281864	-0.0257444374	-0.1083747658	-0.0012341488	0.0592063546	0.0790224848	-0.1124705281	-0.0803664225	-0.1444736163	-0.107232555	-0.1764751039	-0.108895927	-0.0053470066	-0.1400837467	-0.1314717232	0.0925657793	-0.0334544236	-0.0172152449	-0.1429582577	0.0131933758	0.07392836	0.0717486826	0.0027331202	-0.0746709618	0.0222139364	0.004754485	-0.1963319306	0.0270246506	0.0864599012	-0.0497184333	-0.029217326	0.0806455868	-0.0326989689	0.2067364749	-0.026357207	-0.1031409614	0.0359451241	0.0573715121	0.0731260714	-0.115624812	-0.0775956618	-0.1334143215	-0.1010672417	-0.1793057318	-0.0999951475	-0.1030276826	-0.1387503633	-0.1308546638	0.072173397	-0.0403974716	-0.0751187927	-0.1159358436	0.026478867	0.0598923942	-0.091820947	-0.0376724257	-0.097755725	0.0255859224	0.0055185786	-0.1940185637	0.0203745493	0.0670937838	0.0322798662	-0.0730317822	0.0424512132	0.0205675309	0.0030048676	-0.1009645734	-0.0338832016	0.1005554239	-0.0711909314	0.183674626	0.0190177858	0.116720531	-0.0464313453	-0.0129368617	-0.0619335034	0.0344010822	-0.066926083	0.0438480506	0.0853648556	0.0302048943	-0.1364629003	-0.0479649516	-0.1096760384	-0.0140440095	0.1569089009	-0.1013468879	0.0900208986	-0.0551271106	0.1189139965	0.1170936064	0.1140802373	0.0349108	-0.0003452	0.00121876395664	1.1916304000000265e-07	0.149246	-0.013601	0.000184987201	0.0222743685159999	0.308085	0.153527	0.0949163672249999	0.023570539729	0.00853776	0.00223296	4.9861103616e-06	7.28933458176e-05	-2.99303e-05	0.0011454797	1.31212374311209e-06	8.9582285809e-10	0.0021943	0.00052212	2.726092944000001e-07	4.814952490000001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283.4155932897177	-0.975631339395477	0.9518565104106124	80324.39851976269	256.4029455261476	-2.359679283337925	5.568086320214185	65742.47047448462	204.90099966300315	-0.3124197217033497	41984.41966289801	0.0976060825091985	204.3751342394296	372.3921303658172	1.31966	45.671066	0.395817635	0.222866	0.1093692505	0.0626718783	0.0638452319	0.1344052564	0.0205761451	0.0221537265	-0.0080810928	0.0325904601	0.035019493	0.0450155813	-0.0943213389	0.0345750687	-0.0357423072	-0.1659763295	-0.0462335068	-0.0199068034	-0.073357253	0.0268541324	-0.1349270055	-0.0439068053	-0.07069797	-0.0831261695	-0.0540350233	-0.0784391328	0.098774861	0.0185046725	-0.0394111831	-0.0882833375	-0.0185483156	-0.1888092296	-0.0142388189	-0.0621975505	-0.2279951668	-0.0534608004	0.062894982	-0.0519258744	-0.0850570042	0.0302050574	-0.1946307444	-0.0339263116	0.187292188	-0.1219198881	0.0449049412	-0.1009402999	-0.003054932	-0.0387197519	-0.1624207214	-0.0446347339	-0.0212474826	-0.0765507649	0.028054117	-0.1331399691	-0.0240094128	-0.0367045913	-0.0934721452	0.0974621384	0.0785905052	0.0886375483	-0.0042146385	-0.0615540336	-0.0739119339	0.0079930275	0.1842324944	0.0441328729	-0.034940176	-0.1676209486	-0.1711084575	0.0792211677	-0.0317825596	-0.0972806497	0.0335097769	-0.170168398	-0.122414584	0.1026690959	0.0812379218	-0.0938475183	0.000253254	0.0504810009	-0.1257135116	-0.0616101519	0.0822993153	0.0181715987	0.0201405485	0.0506394122	-0.1223568451	0.0010481318	-0.0560937993	0.0107458447	0.0484982737	-0.0669069689	0.0171089194	0.0853345414	-0.0459253925	-0.0632794179	0.039055073	0.0205481373	-0.0657123853	-0.0033902	0.1186137044	0.1159000657	0.1114232278	-0.0360673	-0.0709780999999999	0.0013008501292899	0.0050378906796099	0.128989	-0.0202569999999999	0.0004103460489999	0.016638162121	0.516916	0.208831	0.267202151056	0.043610386561	0.00935427	0.0008165099999999	6.666885800999991e-07	8.750236723289999e-05	-0.000392641	-0.0003627107	1.3155905189449e-07	1.54166954881e-07	0.00293011	0.0007358099999999	5.414163560999999e-07	8.5855446121e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283.42123561053563	0.0056423208179126	3.183578421224997e-05	80327.59679500276	255.0644606747941	-1.3384848513535132	1.7915416973028364	65057.87909932359	204.631778161046	-0.269221501957162	41874.16463335154	0.0724802171160701	204.10959562053864	372.06514555028326	1.068318	36.972561	0.4651317499999998	0.212423	0.1099534027	-0.0048022233	0.0908174805	0.0819237286	0.0704063156	-0.09067598	0.0893590093	-0.0638803981	0.0355515666	0.0730199151	-0.1015108335	-0.0280583365	0.0655810733	-0.0728042993	0.0865389116	-0.0119002367	-0.0743306042	-0.0116910185	-0.0988493112	0.0793166497	0.0045450289	0.0998330792	0.0092843383	0.0674121915	0.0294466349	0.085220701	-0.0807188994	0.0390245105	0.0143794533	-0.0656129764	-0.0508034132	-0.0696687403	0.091763138	0.2212267692	-0.06591014	-0.1586743157	0.12402507	-0.0510155092	-0.0211348505	-0.0521204598	0.0068494277	-0.058200657	0.0734976881	-0.0859555882	0.0592074227	0.0664233031	-0.072104416	0.0900302215	-0.0134630844	-0.0766915548	-0.0087568723	-0.0959966962	0.0638036939	0.0300676365	0.0993453353	-0.0334341923	-0.015114852	0.0372968786	0.0248795056	-0.1133139169	0.0542757288	-0.0195328807	0.0860109351	-0.0502461796	-0.0799013219	-0.039380746	0.2184689799	-0.0803389507	-0.1822924997	0.095452428	-0.058624345	0.0137762393	-0.0430494401	-0.05115434	0.0989105629	-0.0834609145	-0.0688737539	-0.0523213668	-0.0265119115	0.047553793	0.0802587163	-0.0332450809	0.0858485216	-0.0256595641	-0.0698063284	-0.0625408299	-0.1793040541	0.0705718164	-0.0654571048	0.0351562268	0.070010339	-0.0296260467	-0.036053813	0.0075167183	-0.0883648709	-0.0312666981	-0.0571857311	0.0016558019	0.1182536866	0.1144731177	0.1082614433	-0.0307839	0.0052833999999999	0.00094764849921	2.791431555999997e-05	0.267893	0.138904	0.019294321216	0.071766659449	0.643501	0.1265849999999999	0.414093537001	0.0160237622249999	0.011517	0.00216273	4.677401052899999e-06	0.0001326412889999	-0.000561018	-0.000168377	2.835081412900001e-08	3.14741196324e-07	0.00137403	-0.00155608	2.4213849664e-06	1.8879584409e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282.566796894588	-0.8544387159476514	0.7300655193102713	79843.99470726734	255.2864369274525	0.2219762526584077	0.0492734567442692	65171.16487911419	204.2255303228757	-0.4062478381702874	41708.06723565982	0.165037306018032	203.69408671338348	371.25859969496383	1.036162	35.859722	0.2704526999999999	0.142477	0.1124004645	0.0072210452	0.0866787497	0.0669967688	0.0449486916	-0.0215623545	-0.0696011643	-0.1134869798	0.0258540611	0.0859613592	-0.0773716728	-0.0015840241	-0.0228418888	0.0468768995	-0.0253223987	-0.079069454	-0.108777239	0.0492203137	-0.0132100585	-0.0475653932	-0.0683931372	-0.0970887543	0.0363458315	0.2048735718	0.0334324005	-0.0928164892	-0.0602012089	-0.057223881	0.1330923962	0.0691410928	-0.0821923719	0.0970837398	-0.0701127153	0.0155378253	0.0417846527	0.0627073601	0.0455146675	-0.0676614499	0.071057648	0.0428290761	-0.1272353597	0.0939469322	0.0862661774	-0.0716192711	0.0264276798	-0.018982462	0.04816709	-0.0238515984	-0.0785703907	-0.1093401158	0.0518350573	-0.0117553864	-0.0228099377	-0.1046097141	-0.087068274	-0.0738973377	-0.1229183862	0.0374250603	-0.1670693563	-0.0484338082	-0.0421296592	0.0460554263	-0.0249807178	-0.1789127977	0.0921759878	-0.0581612232	-0.0210558254	0.0432143446	0.0482281052	0.0685615489	-0.072486907	0.0458651474	0.0558966656	-0.0827432093	0.0937186662	-0.0775525043	-0.0348540926	-0.0732398803	0.0121855765	0.0567589136	-0.0585778731	0.1449292545	0.0500145821	0.0433467557	0.003371419	-0.0122526165	-0.1167492998	-0.0062303591	-0.1257317357	0.103115513	-0.0261400431	0.0621607523	0.0444350492	-0.0785377653	-0.0484279607	-0.0389395461	0.0280914062	-0.0360062112	0.1178341246	0.112815636	0.1046092073	-0.057073	-0.0262891	0.003257327329	0.00069111677881	0.150781	-0.117112	0.0137152205439999	0.022734909961	0.646565	0.0030639999999999	0.4180462992249999	9.388095999999729e-06	0.0107515	-0.0007654999999999	5.859902499999982e-07	0.00011559475225	-0.000109211	0.000451807	2.0412956524900002e-07	1.1927042520999998e-08	0.000111585	-0.001262445	1.593767378025e-06	1.2451212225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282.1976192126306	-0.3691776819573533	0.1362921608554047	79635.49628927688	254.68644453204843	-0.5999923954040867	0.3599908745427339	64865.18502837618	204.11955005741493	-0.1059802654607722	41664.79071564152	0.0112318166671357	203.59968912611865	368.8423139012718	1.063491	36.805504	0.2940119849999999	0.143795	0.1057831964	0.0661299877	0.0806544841	0.1318533421	-0.0144662846	0.0887641742	0.0353709168	-0.0306468602	0.0445124175	0.079098892	-0.0671338375	0.038565939	-0.1356578178	-0.0919564684	0.0564528999	0.022487492	-0.0222191439	-0.0459214003	-0.0482645542	0.000620112	-0.0274187305	0.0136391856	0.1589868349	-0.0342018326	-0.0766476611	0.0391781937	-0.0558779837	-0.1046915009	0.0084265039	0.0434241889	-0.0666227675	0.1125786868	0.1314767338	0.2359460788	0.0807854838	-0.0472503152	-0.0514593407	0.0915211094	-0.035780821	-0.0869935467	-0.0300405982	0.0076728404	0.0786800461	-0.0790249263	-0.0156913998	-0.135667628	-0.0814224949	0.0609043366	0.0198020071	-0.0281100969	-0.0487317861	-0.0504695884	-0.0108358275	0.0605187504	0.0223161912	0.1208393182	-0.1408326835	-0.0679179337	0.0121996639	-0.0871773669	-0.0846392474	-0.0315954953	0.0088869246	-0.093760377	0.0942667669	0.0420362124	0.2719642572	0.0722043857	-0.0247303978	-0.0611731248	0.064528681	0.0122194917	-0.08797107	-0.0315429817	0.0695641001	-0.0852954919	0.0303977895	-0.0415284712	-0.0975631879	-0.0889180093	-0.0152941079	0.0141449942	0.0054091596	-0.0254045262	0.0643835605	0.0446774501	-0.1089576397	0.0441554173	-0.0180317083	0.0889586858	0.0953519366	-0.1408184397	0.0483344243	0.0356139999	-0.0790923461	-0.0910489393	0.069652019	0.021293318	0.1173552296	0.1109309587	0.1004830656	-0.0696912	-0.0126181999999999	0.0048568633574399	0.0001592189712399	0.100284	-0.050497	0.002549947009	0.010056880656	0.541139	-0.1054259999999999	0.292831417321	0.0111146414759999	0.0086795199999999	-0.0020719800000001	4.293101120400414e-06	7.533406743039828e-05	0.000182167	0.000291378	8.4901138884e-08	3.3184815889e-08	-3.44727e-05	-0.0001460577	2.133285172929e-08	1.1883670452899999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282.0268802941532	-0.1707389184774115	0.0291517782828361	79539.16120845263	253.01872176572945	-1.667722766318974	2.781299225298611	64018.47356396361	203.8370746022959	-0.2824754551190267	41549.55298242194	0.0797923827447012	203.3177276351916	366.1892904903459	1.16597	40.352142	0.513395075	0.244564	0.1100890559	-0.0049077492	0.096568953	0.0388332766	0.0556466996	-0.1335441388	0.0819810259	0.0282247921	-0.1111274353	0.1135667697	-0.1007849048	-0.0590387771	0.0270536473	0.0614648194	0.0950793635	0.014449935	0.0346810121	0.0288336381	-0.0263397859	0.0250821427	-0.0241048423	0.0123081515	-0.179269397	0.0762762099	-0.0569360129	-0.0178753749	-0.1227422547	0.0452348771	0.1170443987	0.0814763687	0.0699533486	-0.0843966133	0.0231259364	-0.0135582464	0.0410883343	0.0849983333	-0.0983622657	0.097164671	0.0868079441	0.1335048552	-0.1141686472	0.0197473919	0.1139042943	-0.079489451	0.0867515427	0.0270691962	0.0603739554	0.0919556053	0.0135862956	0.0416746589	0.0362988366	-0.0292660206	0.041240863	-0.080922146	0.0130278313	-0.1149485462	0.1248576065	-0.0585033602	-0.0628491964	-0.1054735067	0.0544196372	0.1047087359	-0.1155105374	-0.0153428074	-0.0810872585	0.0267822785	0.0042241883	0.0710102895	0.1302116128	-0.083715579	0.0697356132	0.0308142929	0.1505346923	-0.0937642181	0.0958327202	-0.0863716812	-0.0569216369	-0.0170463153	0.0624940408	0.0499761056	0.0672838294	-0.07988237	0.0392804204	0.0121304245	-0.0640545799	0.0245873184	-0.0548874139	0.0749611956	-0.1375856935	0.1247327554	-0.0595873178	-0.0868123255	-0.0184377651	-0.0360766872	0.019574715	-0.0109742561	0.0731954207	0.0028285303	0.1168172427	0.1088228812	0.0959017104	-0.0235667	0.0461245	0.00055538934889	0.0021274695002499	0.284211	0.183927	0.033829141329	0.080775892521	0.677903	0.136764	0.459552477409	0.0187043916959999	0.0100191	0.00133958	1.7944745764002648e-06	0.0001003823648099	-5.98718e-05	-0.0002420388	5.858278070544e-08	3.58463243524e-09	0.0013155	0.0013499727	1.8224262907452903e-06	1.73054025e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
