global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
274.25340042550675	n/a	75214.92764495335	n/a	243.2301772600645	n/a	59160.91912996239	n/a	206.4164446704234	n/a	42607.748630377966	n/a	204.28294344471416	299.15285398979165	n/a	n/a	n/a	n/a	-0.0453916319	-0.1232293895	-0.027871768	0.0506120714	-0.0422395114	0.0715437244	-0.095807931	0.0178220697	-0.2237765193	0.0162517122	-0.1653540716	0.1598776672	-0.0696698135	-0.1492383736	0.0795760717	-0.0170622354	0.0311831844	-0.0922666862	0.0977746099	-0.106175469	0.0636835953	-0.0720398999	0.0661356019	-0.0790022342	0.0254077577	-0.1173746295	-0.0707311234	0.0339509505	-0.0097110139	0.0435085882	-0.0719526552	0.10361369	-0.1102960921	0.0486215773	-0.0498486512	0.0371786526	-0.0134732759	0.1510618546	-0.0643069233	0.119437669	-0.0411987249	-0.08757997	0.1234713183	-0.065039894	-0.0541180711	0.0161602612	-0.0687022786	-0.13374686	0.1041905624	-0.0447324735	0.0267595278	-0.0778660671	0.044966174	-0.1375388125	0.0779608408	-0.02051259	0.0782845931	-0.0884970993	0.0530454253	-0.1124645546	-0.0374929571	0.0765382359	-0.0165721503	0.0282063778	-0.1036146725	0.0373148131	-0.1202521377	0.0009322795	-0.0533747721	0.0163042046	-0.0403201435	0.0556336338	-0.0501609806	0.1531759658	-0.0383014942	0.1070880408	0.0855819054	-0.1022167779	-0.0927994732	-0.0016042296	0.0974663235	-0.0207223978	0.0239297554	-0.0485822958	0.0226630948	-0.0964325921	-0.0728231698	0.1445590914	-0.0379575018	0.100993065	-0.1217138175	0.077478526	-0.0965664494	0.0878520149	-0.0096246385	0.0605739947	-0.0334219285	0.0682797237	-0.0747842304	0.0694054875	-0.0390638705	0.0302802158	0.0222377633	0.1195153378	0.1194927693	0.1194551582	0.0799741999999999	n/a	n/a	0.0063958726656399	0.0209413	n/a	n/a	0.00043853804569	-0.163752	n/a	n/a	0.026814717504	0.00104446	n/a	n/a	1.0908966916000002e-06	-0.00119101	n/a	n/a	1.4185048200999998e-06	0.0014751	n/a	2.17592001e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272.62490467265434	-1.628495752852416	74324.33864777387	2.651998417058357	240.5324256079537	-2.6977516521107816	57855.847768845786	7.277863976466452	205.73620551015352	-0.6802391602698776	42327.38625771613	0.4627253151646682	203.5814917067851	291.0641884982549	1.105444	26.594315	0.04597685	0.0225957	-0.0202799225	-0.0462587246	-0.0679404246	0.0094052674	-0.0628675068	0.0763500535	-0.0731746878	0.0455880839	-0.0813980646	-0.0099914638	-0.1636043579	-0.0214927676	-0.014557114	-0.0698062351	0.0573956684	0.0408141568	-0.0390841696	-0.0855940368	0.1061963692	-0.0913270178	-0.1304156676	-0.0084776796	0.0338232273	0.0582894379	0.0516567646	-0.0314092326	0.0309515117	-0.1022359113	0.0348041231	0.0563642926	0.0106411398	0.0585097502	-0.0117433802	-0.0653744274	-0.0506655997	-0.0550001251	0.0274733241	0.0703714727	0.0960630073	0.0352768577	-0.0635495144	-0.0919170833	0.0308549214	-0.0083300342	-0.1065505119	0.1550306037	-0.0150267627	-0.0640450487	0.0740344614	0.040048384	-0.0114719727	-0.077428679	0.0660888934	-0.1232961318	-0.1310355803	0.0042617419	0.0302997449	0.0332584518	0.0526044015	-0.0156975177	0.0910535827	-0.0409391232	-0.0437249354	0.0278608654	-0.0221366701	0.0603632246	-0.0484862848	0.0448161055	0.0162544339	0.0725167393	0.034391184	0.0403982763	0.0907271399	-0.0334665931	-0.0006557157	0.1166512096	-0.0005869984	-0.030641055	-0.1120040454	-0.003121449	0.0798903844	-0.0176561364	0.0155938056	-0.041632239	0.0261904514	-0.0629057544	-0.0089320998	0.1888572354	-0.078012322	0.0989805395	-0.0110026754	0.0050713563	-0.0336492126	-0.0646026506	0.1409399254	0.0026906125	-0.0095166625	0.0893576104	0.0498411555	0.0813060361	0.0531771683	-0.0160403228	-0.0093934045	0.1194551582	0.1192521267	0.1189139965	0.086331	0.0063568000000001	4.040890624000136e-05	0.007453041561	0.017923	-0.0030182999999999	9.110134889999989e-06	0.000321233929	-0.148553	0.015199	0.000231009601	0.0220679938089999	0.000843995	-0.000200465	4.0186216225000025e-08	7.123275600250001e-07	-0.00134326	-0.00015225	2.318006250000001e-08	1.8043474276e-06	0.00155044	7.533999999999991e-05	2.4038641936e-06	5.676115599999987e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271.7658106257331	-0.8590940469212569	73856.65582506181	0.7380425814555428	237.29494789668493	-3.237477711268781	56308.89229729042	10.481261930962145	205.1357203291959	-0.6004851809576337	42080.66375497807	0.3605824525497221	202.9673081991997	284.7040186121776	0.942181	22.666601	0.1015711499999999	0.058559	0.0300190353	-0.0228232088	-0.096394229	0.0103308367	-0.0426486202	0.0968201962	0.0168585858	0.0724324304	0.0021644655	0.0047210794	-0.0142048242	-0.0068663335	0.0231607938	0.0077116078	0.1029288234	-0.0032843577	-0.0987370511	-0.0431038995	0.0576175691	-0.0040439819	0.0337544567	-0.0154951744	0.0172721813	0.0214412747	0.0645904474	-0.0849193114	-0.1202802149	-0.0039569561	-0.0281626801	-0.0724299899	-0.0619768703	-0.0222552239	-0.1042500096	0.0488086399	-0.0071411563	0.0608584368	0.0767926401	0.0273387923	0.0667623235	-0.20140521	0.0509779621	0.0676891016	-0.0433538169	-0.0270188983	-0.1463030928	0.1221189501	0.0226220074	0.0116447681	0.1005135133	0.0450807797	-0.0803914477	-0.0010191464	0.0525162887	-0.0415570451	0.044510945	-0.0097619185	0.025306388	0.0154175949	0.104032839	-0.1036102473	0.0193452777	0.1199070911	0.0355798577	-0.053825283	-0.0499342059	-0.0670202283	-0.0590897983	-0.0786667273	-0.0382440012	0.0240621585	-0.0665636876	-0.0316711996	0.0397041406	-0.1154344255	0.1563117188	-0.0856990608	-0.0852240748	-0.0673363369	-0.0947243967	0.0157478972	0.091000421	0.0091841521	0.0303978274	-0.0336525607	0.0583249789	-0.0238856987	-0.0365260471	0.1449122702	0.0259668331	0.1457161989	-0.0783406489	-0.0037638348	0.0183015611	0.0386771917	0.0379955521	-0.0186581269	0.0447301051	0.0093992241	-0.0594601398	0.0411509277	-0.0622323234	0.0092561067	0.022963752	0.1193348294	0.1187713263	0.1178341246	0.0799934	-0.0063375999999999	4.016517375999999e-05	0.00639894404356	-0.0073856	-0.0253086	0.00064052523396	5.454708736e-05	-0.0967522	0.0518007999999999	0.0026833228806399	0.00936098820484	0.000948758	0.0001047629999999	1.0975286168999981e-08	9.001417425639999e-07	-0.00116088	0.00018238	3.32624644e-08	1.3476423744e-06	0.0014751	-7.533999999999991e-05	2.17592001e-06	5.676115599999987e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271.9331836300093	0.1673730042762145	73947.65635915236	0.0280137225604457	237.77848865459487	0.4835407579099353	56538.609666863296	0.2338116645601147	205.1213208621005	-0.0143994670953873	42074.756272212784	0.0002073446526311	202.96664872946909	285.49891718223773	0.8228539999999999	19.795877	0.0872711499999999	0.0460076	0.0080224655	0.0052616249	-0.0744482727	0.0077101034	-0.0224468692	0.0771490068	-0.030282841	0.0246260147	-0.1068559515	-0.0497191147	0.0454809237	-0.022051002	0.0304313878	0.0201934048	0.0766186279	-0.0269358366	-0.1016926724	0.0271963943	0.0544672286	0.0141577012	0.11059928	-0.1777329442	0.0013384026	0.0339487736	0.0499181837	-0.1011915439	0.0437621904	0.0392120311	-0.0153038624	0.0296473302	-0.1137244905	-0.1134213595	-0.0392237757	-0.0256334303	-0.1382631549	0.0724110338	-0.0199142322	0.0573525562	-0.0741249666	-0.0316006814	0.0756498778	0.0845676068	0.1175713073	-0.0454281043	-0.0054721197	-0.0605604213	0.0294868545	0.0220369735	0.0643647847	0.0236334234	-0.0795889072	0.0561992519	0.0611232643	-0.0487987645	0.1345930203	-0.1667243538	0.0355350932	0.044712233	0.0522176761	-0.0918579506	-0.0531676202	-0.0459086876	-0.0467332786	0.0347158403	-0.0928936012	-0.1604427855	-0.0232852275	0.1077227321	-0.0304388821	0.0199819039	-0.0697891246	0.0168179986	-0.0426985588	0.0427327228	0.0217816383	-0.1276066497	0.0613116975	-0.0925893704	-0.051292778	-0.003894282	0.0580549992	0.0013834933	0.0267526981	0.009913346	0.0782605032	-0.034264245	-0.0781494487	0.0901382397	0.0607367203	0.1005040341	-0.0579267564	0.0934852338	-0.0337403825	0.0409906033	-0.0069940352	-0.0136886599	-0.0390310387	-0.0409809008	0.0052903224	0.0391538787	-0.0451326876	0.0249176583	0.0027463923	0.1191544118	0.1180513362	0.1162204348	0.0863426	0.0063491999999999	4.031234063999999e-05	0.00745504457476	0.0274482	0.0348338	0.0012133936224399	0.00075340368324	-0.115506	-0.0187538	0.00035170501444	0.0133416360359999	0.000861361	-8.739699999999991e-05	7.638235608999984e-09	7.419427723210001e-07	-0.0011858	-2.4920000000000107e-05	6.210064000000054e-10	1.40612164e-06	0.00190947	0.0004343699999999	3.6460756809e-06	1.886772968999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272.9292854598358	0.9961018298265004	74490.39486161653	0.992218855383702	234.77201131102328	-3.006477343571589	55117.89729502324	9.03890601740928	205.58015999449967	0.4588391323991629	42263.20218336408	0.2105333494208166	203.4644108520783	288.8847641830585	1.04927	25.242903	0.17067975	0.0834484	-0.0343631505	0.0053829651	-0.0217097361	0.0394220156	-0.0036196062	-0.0929190155	0.0521861869	-0.0572477054	-0.0790883044	-0.0728713729	0.1348489547	0.0006896065	-0.0120993347	0.0154487745	-0.0400549218	-0.0774594452	-0.0210007157	0.1023533195	-0.0371909203	-0.0329944389	-0.1089780887	-0.1929555129	0.1078104051	0.0303562435	-0.0116702727	0.0527502285	-0.0172474514	-0.1010673476	-0.1029214356	-0.127471339	0.0666394948	-0.0648138278	0.0213143822	-0.0215711262	-0.0185529997	0.0483822071	0.0987217067	0.0061297914	-0.0761224971	0.0082741507	-0.1177466953	0.0382991647	-0.0700300215	-0.0313865134	0.0264184113	0.0445801978	-0.0118078938	0.0134623933	-0.0493476323	-0.0585119291	-0.0287004081	0.1007533651	-0.0311582422	-0.0290133221	-0.1103983408	-0.1712440455	0.1392893748	0.0135984028	-0.0186390917	0.0290190832	0.1130062425	0.0071731942	0.142604434	-0.0695621174	0.0642159595	-0.0614317049	0.0521322387	0.0339777646	-0.0122140031	0.0777126084	-0.0427987478	-0.0481573295	-0.1081637223	-0.0333554274	-0.0149406967	0.0500022335	-0.0603037649	-0.0042476601	0.0222311339	-0.03353404	0.0111506867	-0.012664284	0.0049662627	0.0061343899	0.0304709141	-0.0361868356	-0.0985132932	0.0875097645	-0.0080235925	-0.0623537063	0.0180047401	0.0506166167	-0.0562822044	-0.0469753679	0.1111811747	0.0189278856	-0.0232843349	-0.0484322388	0.0656291967	-0.0056433383	-0.0201225138	0.0878168219	0.0953937106	0.1189139965	0.1170936064	0.1140802373	0.121679	0.0353363999999999	0.0012486611649599	0.0148057790409999	0.0433151	0.0158669	0.00025175851561	0.00187619788801	-0.150699	-0.035193	0.001238547249	0.022710188601	0.00140889	0.000547529	2.997880058410001e-07	1.9849710321000003e-06	-0.00134326	-0.0001574599999999	2.4793651599999965e-08	1.8043474276e-06	0.00289015	0.00098068	8.352967022500001e-06	9.617332624000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274.4575801379027	1.5282946780669135	75326.96329515328	2.335684623007651	237.11096117093965	2.3389498599163687	56221.60790740685	5.470686447202801	206.24183312675763	0.6616731322579597	42535.69373148534	0.4378113339520593	204.18542424294395	299.17811166247344	1.204843	28.985615	0.1568897999999999	0.0907967	-0.1164129823	-0.0337952832	0.0570212259	0.0218771498	-0.0240308927	-0.0833364656	0.0508072954	-0.0230832162	0.2095764866	0.0977399677	-0.045460835	0.0480252882	-0.0641509977	-0.0781233893	-0.0632352959	-0.077640257	-0.0196958502	-0.1028162308	-0.1002040394	0.0283856409	-0.088041359	0.0489252038	-0.0464673717	0.1033147058	-0.0162042437	-0.0800809717	-0.1147825013	-0.0144891255	0.1167932699	-0.0194593205	0.0873148508	-0.075014499	-0.1226054127	-0.0278254404	-0.0153306522	0.0206034498	-0.0921150147	-0.0363743764	-0.0842318887	0.0187408333	0.0187263022	-0.0079296227	0.1527710547	-0.1161380603	0.0773052154	-0.0773550077	-0.0668348769	-0.0806762243	-0.0421909679	-0.0698325332	-0.0731556254	-0.0952486422	-0.0852373448	0.059184716	-0.0939398618	0.0350399085	-0.0454299867	0.109683929	0.0081450032	-0.0936897178	0.0221542832	0.1099319123	-0.0795119143	-0.0762181075	0.0867814694	-0.0591691507	-0.1062409768	0.060636278	0.0068434645	-0.0378543279	0.00882792	0.0402057155	-0.0516517476	0.0781381469	-0.0350870847	-0.0364645785	0.1515901838	-0.1007232329	0.0818654073	-0.0605256847	-0.0422367081	-0.042726502	-0.02602865	0.0322496827	-0.0212803843	-0.0692758123	0.0449479026	0.0935063977	-0.0675047884	-0.0548576029	-0.0123806497	-0.1597198194	0.0725402421	0.0702520462	0.0070872577	0.0332471758	-0.0222877355	-0.1082870559	0.0679289385	-0.0317897453	-0.0115434216	0.015472727	-0.06410399	0.1186137044	0.1159000657	0.1114232278	0.16006	0.038381	0.001473101161	0.0256192036	0.0381233	-0.0051918	2.695478724000004e-05	0.00145338600289	-0.159738	-0.0090389999999999	8.170352099999984e-05	0.0255162286439999	0.00264381	0.0012349199999999	1.5250274063999996e-06	6.9897313161e-06	-0.00134326	0.0	0.0	1.8043474276e-06	0.00374079	0.0008506399999999	1.39935098241e-05	7.235884095999995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274.5106570758125	0.0530769379097932	75356.10084819433	0.00281716133788	239.43801075452333	2.327049583583687	57330.56099408323	5.415159764457011	206.7664244173108	0.5245912905531611	42752.3542663195	0.2751960221242311	204.6728887808761	304.9891591274306	1.149624	27.657187	0.0911961	0.0494581	-0.1345452319	-0.0516078728	0.1086309044	0.0385035678	-0.0808445929	0.0076177293	-0.1916748481	0.0418595942	0.0641575259	0.0798709973	0.1230310567	-0.0560476871	-0.128543504	-0.0759220639	-0.0474342123	0.0683278219	0.1623885816	-0.1035021662	0.0516928057	0.0427994262	0.0946606413	-0.0568129501	-0.1041572412	0.0613305457	-0.0298277846	-0.0371402997	-0.0280701986	0.0219978622	0.0187218771	0.0008840391	-0.0473258914	0.0526999391	0.0318459409	-0.1150025633	0.0351673541	0.0044380776	0.011535314	-0.0875768707	-0.0225791968	-0.0343855783	0.0478870689	0.0935649455	-0.0577930649	0.0663170258	0.0872707326	0.0394734879	-0.1255404409	-0.0635691517	-0.0195576991	-0.0363083137	0.165903918	-0.1317691743	0.0602766624	0.0231333389	0.1038908649	-0.0368779145	-0.0695145128	0.0852081154	-0.0352799078	-0.0502246411	-0.0060435775	0.0321289135	-0.0332004113	-0.0035762157	-0.0334275929	0.0335703081	0.0256893346	0.0283489348	0.1409072348	-0.0077774508	-0.0129498912	-0.0567394359	-0.0281347975	-0.0534242995	0.0017089008	-0.0904100793	-0.059249553	0.0766683478	0.0398111004	-0.0726693638	-0.0707165637	-0.0344209344	-0.0607560092	0.0602905922	0.0050317308	-0.1078991035	0.0441425534	-0.0337780498	0.0085134097	0.0448183311	-0.0118108276	-0.005561528	-0.0541750893	0.0994568966	-0.1255928847	-0.005135487	-0.1278613588	0.0540877425	0.0126584065	0.0246271773	-0.0230289177	-0.0406992983	-0.1508187902	0.1182536866	0.1144731177	0.1082614433	0.187033	0.0269729999999999	0.0007275427289999	0.034981343089	0.0751904	0.0370671	0.00137396990241	0.00565359625216	-0.166797	-0.007059	4.982948100000014e-05	0.027821239209	0.00289882	0.0002550099999999	6.503010009999998e-08	8.403157392399998e-06	-0.00134326	0.0	0.0	1.8043474276e-06	0.00388772	0.0001469299999999	1.51143667984e-05	2.1588424899999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273.3337291826454	-1.1769278931670897	74711.32750889174	1.3851592657147245	238.55943215357792	-0.8785786009454171	56910.60266943755	0.7719003580392064	206.39890345535693	-0.3675209619538577	42600.50734757375	0.1350716574754889	204.23675519913144	295.6865507974607	1.18259	28.45026	0.3836736	0.189788	-0.0999832981	0.0160617526	0.068503994	0.1047896904	-0.1016493802	-0.0768565477	-0.1110334122	-0.0029277562	-0.0021427881	-0.0439833207	-0.0355841693	-0.10588526	-0.1216695	-0.0183150441	-0.0880050204	0.2028750208	0.1799611538	-0.0379989905	0.0225183387	-0.0618360152	0.0091111141	0.0255057562	0.0100071446	-0.0284980229	0.0665201142	0.1068142027	0.0650307385	0.065717044	0.1369174698	-0.0144268077	-0.0596894936	-0.0487570175	-0.0701329635	0.0613145777	0.0082037452	-0.0669527303	-0.0099115517	-0.060377982	-0.0185242118	0.0187337631	0.0295730045	-0.0251540614	-0.073362963	0.0818476666	0.0443437376	0.0201625564	-0.1202858423	-0.0098861274	-0.0829356254	0.0800905171	0.2488930382	-0.0939589984	-0.0121326471	-0.0423085379	0.0050724758	0.0451546676	-0.0037045448	-0.0391629979	0.0389674775	0.1261561099	-0.0521827966	-0.0461879131	-0.1147522255	-0.0892074619	-0.0355174811	-0.0764852272	-0.0479928215	-0.0501467287	-0.0233365828	-0.039876406	0.0842948869	-0.0503929593	0.0068469727	0.037828822	-0.0120948971	-0.0034763611	-0.0163107729	0.1135936289	0.0386320911	-0.088493053	-0.1082382097	-0.1031170395	-0.1419555993	0.0239098366	-0.0572070098	-0.0630952932	-0.0139937172	-0.1957786198	0.024473153	-0.0055025172	0.1803338924	0.0210980997	-0.0513087106	0.055902795	0.0011704622	0.0385997326	-0.1297514917	0.084906365	0.0893623715	-0.0996235305	0.0101695704	-0.0534464147	-0.0544739082	0.1178341246	0.112815636	0.1046092073	0.281213	0.0941799999999999	0.0088698723999999	0.0790807513689999	0.134368	0.0591775999999999	0.0035019883417599	0.0180547594239999	-0.21723	-0.050433	0.002543487489	0.0471888729	0.00371753	0.00081871	6.702860641000004e-07	1.38200293009e-05	-0.00173633	-0.0003930699999999	1.5450402489999993e-07	3.0148418689e-06	0.0062736	0.00238588	3.935805696e-05	5.6924233744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272.7908970954853	-0.5428320871600931	74414.87353815966	0.2946666748505829	237.0831041769548	-1.4763279766231108	56208.3982861808	2.179544294560088	206.0750427542036	-0.3238607011533361	42466.92324614684	0.1048857537515304	203.92653397489184	289.84792382950127	0.991258	23.847267	0.2013204	0.0932316	-0.0736521827	0.0583051536	0.0601830584	0.0981021135	-0.0671890861	-0.1307222503	-0.0024454675	-0.0680106269	0.024260268	-0.0417927238	-0.0174082241	-0.0630992895	-0.0947293702	0.0324822344	-0.1762994687	0.1558731881	0.1295989037	-0.0108876608	-0.1423702945	0.0004757412	-0.0501800661	0.0801420963	0.0380859703	0.1255993289	-0.0089819909	0.0332515303	0.0358782282	0.0291203412	0.0029782195	0.0219016251	-0.0224578007	0.0325856606	0.0145823072	0.0102663194	0.0133856787	0.062361482	0.0781634392	0.0193216736	0.0289174105	0.0918119631	0.0710436125	-0.0847784513	-0.1069785202	0.0614071243	0.0017889055	-0.0699267847	-0.0938250632	0.0303001261	-0.1744247932	0.0634793333	0.1747657117	-0.0659379585	-0.1402274649	0.0702313862	-0.0719849278	0.067381241	0.0263089741	0.1200645592	0.0038265753	0.0437324471	-0.0417807207	-0.0362079294	0.0145601609	0.0218253107	-0.0211064121	0.0339755738	0.012302096	-0.0575689912	-0.0188620554	0.0692599101	-0.0702203773	-0.0187690921	0.0787437051	0.0995335091	0.0032233299	0.0430096019	-0.0554967152	0.1092058968	0.0341100251	-0.0808194626	-0.1300229633	-0.0939504447	-0.1692814247	0.0136543778	-0.0952936409	-0.0169037228	0.0490870167	-0.2231204625	-0.0456580956	-0.09803436	0.1434168434	-0.1344862729	0.0460576338	0.0450073149	0.0528398969	0.0126550758	-0.0043244859	0.0427060901	0.0594447424	-0.0328378861	0.0411476837	0.0017941474	-0.0305730206	0.1173552296	0.1109309587	0.1004830656	0.324376	0.043163	0.001863044569	0.105219789376	0.0895640999999999	-0.0448039	0.00200738945521	0.0080217280088099	-0.170572	0.046658	0.002176968964	0.029094807184	0.00302073	-0.0006968	4.855302400000001e-07	9.1248097329e-06	-0.00194187	-0.00020554	4.224669160000006e-08	3.7708590969e-06	0.00670517	0.00043157	4.49593047289e-05	1.8625266490000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272.62110124770743	-0.1697958477778911	74322.26484551275	0.0288306299226127	235.8003290969056	-1.2827750800491913	55601.795202209	1.645511905995209	205.88250605166647	-0.1925367025371258	42387.60629811448	0.0370703818238696	203.81037303256767	291.8139442562251	0.899703	21.644669	0.1491989	0.0720613999999999	-0.0892520972	0.0555272495	0.0622812169	0.0871602719	-0.1072429891	-0.0844288146	0.0084227006	0.0930514881	0.1485534984	0.014331919	0.0147133575	-0.0314892132	-0.0796333651	0.0611136642	-0.1646660632	0.1518930752	0.0169563823	-0.1475205675	-0.1516142726	0.1877414686	0.0638633655	-0.0406749826	0.0009829927	0.0431274391	0.1202621583	-0.0288178943	0.0897178229	-0.072801297	0.06100864	-0.056050336	0.160869036	0.0334435456	0.0737196013	-0.0276216553	0.0124623881	-0.0966469574	0.0051725065	0.0505254878	0.0269036198	-0.0078367864	0.2832237536	0.0883106761	-0.0993844855	0.0995988146	0.0773414669	0.154645023	-0.0829653441	0.0513480097	-0.1501713852	0.1115492209	0.0334582077	-0.2058625573	-0.0778146487	0.2148029727	0.0752060082	-0.0609658859	0.0215629654	0.0545599304	0.0891342088	-0.0027813801	0.0534202855	-0.120287971	-0.0163583452	-0.0864871057	0.1357228506	0.1058413774	0.0183742827	0.0328578476	0.0070622904	0.0391224666	0.0922344852	0.0819648299	0.1317822876	0.0894905546	0.0695279666	-0.2478303728	-0.0693679982	0.1717591455	0.031236944	-0.0871483298	-0.1460520556	-0.1327093873	-0.1841876537	0.029328957	-0.0842107753	-0.0175232778	0.1495299338	-0.2339470582	-0.0919535458	-0.0021507121	0.1031041417	-0.1653293166	0.0491719346	0.1676597976	-0.0488457501	0.0836048741	-0.0510893917	0.0265861511	0.0330961238	-0.0662778718	-0.0204106036	0.0216601342	-0.1167748146	0.1168172427	0.1088228812	0.0959017104	0.354515	0.030139	0.000908359321	0.125680885225	0.11154	0.0219759000000001	0.00048294018081	0.0124411716	-0.177808	-0.0072359999999999	5.235969599999989e-05	0.0316156848639999	0.00373763	0.0007168999999999	5.139456099999999e-07	1.39698780169e-05	-0.00219294	-0.0002510699999999	6.303614489999997e-08	4.8089858436e-06	0.00753416	0.0008289899999999	5.67635669056e-05	6.872244200999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
