global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
271.6349140426757	n/a	73785.52652697181	n/a	241.61231819587417	n/a	58376.512303984346	n/a	201.4754262597842	n/a	40592.34738656174	n/a	199.81609440132843	290.74085905185	n/a	n/a	n/a	n/a	-0.065375337	-0.2007114442	0.0457888896	-0.2428731225	0.0476926644	0.0718018121	-0.0746311048	0.0998500001	-0.16218674	0.1088494734	-0.0039732823	0.1823271801	-0.0882854518	-0.1553332561	0.1862042694	-0.1397899791	0.0636718647	0.0936953694	-0.0927315622	0.0765109757	-0.0661835787	0.0238561599	-0.013675995	0.0431317068	-0.0874382531	0.1309454707	0.0320210233	-0.0080324204	0.0437837137	-0.0955870569	0.0235160379	-0.045622058	0.0435781002	-0.0360905575	0.0031510131	-0.1071090496	0.131830696	-0.0188207676	0.0407589844	-0.0659799003	-0.0031759314	0.0928323602	0.0319590403	-0.1452278918	0.0743772457	-0.0589811901	-0.0140507908	-0.0190708493	-0.0879032538	-0.1512194715	0.1852108456	-0.1362905256	0.0834171725	0.028651733	-0.1252615966	0.0383090827	-0.0645638255	0.0264216358	-0.0537995689	0.0777518637	-0.108165717	0.0898637194	-0.0171403655	0.0677759728	-0.0569687202	0.0827418343	-0.0315945386	0.0048787608	-0.0831536303	0.0436004823	-0.0204099763	0.0450497364	-0.1118131191	0.1078477096	-0.0663919836	0.0584684028	0.0012771127	0.0408084409	-0.0731366219	0.1476282404	-0.0576571737	0.027581323	-0.0931994405	-0.0014333518	-0.1321814436	-0.053205274	0.2869965639	-0.0528996157	0.014726339	-0.1433589353	0.2120857578	0.037107585	-0.0113176419	0.0082158754	-0.052130255	0.0324433708	-0.0204062446	0.0131640403	-0.0450560792	0.0710987486	-0.0758500237	0.0813537826	-0.0061243183	0.0620115874	0.0584224388	-0.0463941183	0.0340791896	-0.0343284455	0.1195153378	0.1194927693	0.1194551582	-0.379831	n/a	n/a	0.1442715885609999	-0.288636	n/a	n/a	0.083310740496	-0.384027	n/a	n/a	0.147476736729	-0.00386801	n/a	n/a	1.49615013601e-05	0.0034851	n/a	n/a	1.214592201e-05	-0.0074252399999999	n/a	5.513418905759851e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
270.84825669465334	-0.7866573480223451	73358.77815453283	0.618829783197549	239.7159030165853	-1.89641517928888	57463.71415905692	3.5963905322372747	201.28378730454827	-0.1916389552359305	40515.16303166263	0.0367254891639189	199.64876324345167	286.3395686621757	1.125726	25.82659	0.0868170000000001	0.0468204	-0.0791074386	-0.2431333759	0.0875392543	-0.2341164379	0.0787206683	0.1579281609	0.013441471	0.1477247834	-0.2014432904	0.0422853148	0.0219462585	0.2022340715	-0.0707366135	-0.1369868827	0.2176401039	-0.1384827486	0.0099784563	0.1105094583	-0.0321395522	0.1153737872	-0.1199341325	0.0317472039	-0.0341028245	-0.022545274	-0.1414397105	0.0651451743	-0.0186824779	-0.0005238076	0.080958582	-0.1195312512	-0.0123941475	0.0284967487	0.0515776889	-0.07456924	0.1627407048	0.019519761	0.1417795642	0.0760925638	-0.0263297631	-0.0884077099	-0.0060081597	-0.0006463336	0.0596629313	-0.0100285072	0.0189833186	0.1417377547	-0.1951350214	-0.1631433788	-0.0724787124	-0.1364440757	0.209443738	-0.153426882	0.0200276512	0.0637458164	-0.0863042725	0.0451644213	-0.1340675906	0.0463290685	-0.0500770352	0.0395759952	-0.1683870224	0.0056708029	-0.0104893209	0.0208621	-0.0607301683	0.1357834068	0.0026539528	-0.0466833067	-0.0577478548	0.0947744553	0.1320189817	-0.0888368741	-0.1496206842	0.0352672383	-0.0159152769	0.0766854313	-0.0162747891	0.1097519712	0.0038970936	0.0292341329	0.0202615898	-0.2227835566	0.0583576592	0.1304520171	-0.1411056579	-0.0539858815	0.3151254647	-0.0267061407	0.0198959807	-0.1344272458	0.2298054553	0.0223459865	-0.0495136857	0.01463502	-0.0266767589	0.018311425	-0.0186755552	0.0308113268	0.0127152864	-0.0128475765	-0.1030737529	0.0758845044	0.0016859087	0.0244974723	-0.0287460259	-0.0842139292	-0.015871522	0.0558378387	0.1194551582	0.1192521267	0.1189139965	-0.383499	-0.003668	1.3454224000000034e-05	0.1470714830009999	-0.270011	0.018625	0.000346890625	0.072905940121	-0.360355	0.023672	0.000560363584	0.1298557260249999	-0.00445197	-0.00058396	3.4100928160000065e-07	1.9820036880900003e-05	0.00350535	2.024999999999987e-05	4.100624999999947e-10	1.22874786225e-05	-0.00763807	-0.0002128300000001	5.83401133249e-05	4.5296608900042743e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269.9068907288608	-0.9413659657925564	72849.72966292119	0.8861698815525524	236.74671814109703	-2.969184875488253	56049.008550580045	8.816058824828191	201.0403899798375	-0.2433973247107701	40417.238403245145	0.05924225767636	199.42235391996027	283.3892674189675	0.932602	21.395906	0.1228834999999998	0.0710633	-0.0760534802	-0.2654897185	0.1234179971	-0.2070952511	0.0820002489	0.1372004316	0.0052590092	0.1743710613	-0.123736429	-0.0663588911	0.0446214977	0.1864720026	-0.0397395548	-0.1549573758	0.2205862593	-0.1069779869	0.0212813613	0.1223655263	-0.0605836243	0.0707494535	-0.0953713267	0.1315752724	0.0527254603	0.0283942463	0.057674096	0.0703292981	-0.0275877825	-0.0597402915	0.0697751702	0.0563168616	0.0088455685	0.06955387	0.0715256505	-0.0438821131	-0.0495038465	-0.0397308771	-0.0058184887	0.0572537084	-0.1021163717	0.0856530551	-0.0906098812	-0.0596755406	0.0708707802	0.0194983951	0.0567889005	-0.0420412881	-0.0616886083	-0.0911451398	-0.0433224673	-0.1531825387	0.2102750469	-0.122003638	0.030108051	0.0624309007	-0.1269538796	0.0593610392	-0.0832267278	0.1562001698	-0.0366092717	0.0226107992	0.0536490676	0.0769646976	0.027820675	-0.0008682897	0.1019977916	0.0579302306	0.0398595205	-0.0797508968	-0.0672404276	0.0639793146	-0.0281599709	0.023022036	-0.0537894102	-0.0574849133	0.1047381842	-0.0908737732	0.0727448402	0.0755846403	0.0430358665	-0.0298784471	-0.0661860381	-0.0494205925	-0.0300456561	0.0429744792	-0.1364605821	-0.0512898106	0.3150203802	-0.0067436773	0.0143441259	-0.1299708254	0.2527125787	0.0226301573	-0.0291055114	0.0269821362	-0.056392904	0.0327757033	-0.0013884121	0.0732200422	0.011941095	-0.0027671943	0.012116437	0.1227518313	0.0216857238	0.0580486463	0.0272429964	-0.1095292596	-0.0422979004	0.0460918979	0.1193348294	0.1187713263	0.1178341246	-0.37042	0.0130789999999999	0.0001710602409999	0.1372109764	-0.269382	0.0006289999999999	3.956409999999883e-07	0.072566661924	-0.30674	0.0536149999999999	0.0028745682249999	0.0940894276	-0.00498895	-0.0005369799999999	2.8834752039999936e-07	2.48896221025e-05	0.00339719	-0.0001081599999999	1.1698585599999986e-08	1.15408998961e-05	-0.007172	0.0004660699999999	5.143758400000001e-05	2.172212448999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269.93996578083926	0.0330750519784714	72867.58512576067	0.0010939590633785	234.71281509157976	-2.033903049517278	55090.10556821411	4.136761614835683	201.1781489383132	0.1377589584757004	40472.64761024613	0.0189775306403097	199.67221412319105	282.63516523968144	1.139396	26.140215	0.395707	0.208849	-0.099673432	-0.2210264073	0.1260216657	-0.1430567348	0.0878120421	0.1666367408	-0.0006483546	0.0967844455	-0.1273988338	-0.1160473546	0.1100689216	0.0364717214	-0.0516673798	-0.1342126357	0.161102173	-0.1340204158	-0.031798635	0.0900615653	0.0808833122	0.0207831783	-0.015531226	0.0901029023	0.1272304066	0.008789338	-0.0775396258	0.0620333279	-0.0473910144	0.036411279	-0.0672568115	-0.0574687201	-0.1301486701	0.1003266894	-0.0252651215	-0.0098868852	0.0444643192	0.0131660321	0.0421655136	-0.0443483709	-0.0154881009	0.066069975	-0.13478225	-0.0325904949	-0.1685399033	0.0619141156	-0.0300960363	-0.0924615677	0.072268417	-0.0665250071	-0.0524314125	-0.1305471189	0.1332378564	-0.1599762411	-0.0306922155	0.1318138244	0.0078241151	0.0317667903	-0.0051477168	0.1291890976	0.0733133091	0.1058378298	-0.0225605096	0.0151228901	-0.0107848809	-0.0160030814	-0.1041700572	-0.0015393463	0.1358238292	-0.0809696142	0.067577518	0.027079029	0.0744157872	0.0067460623	-0.0038968476	0.0504338669	0.0021587508	-0.1586817632	-0.1411749538	-0.0808998302	0.1348024197	-0.0402924772	0.0232367508	0.0655503683	-0.0479655764	0.1034254015	-0.135438156	-0.0231843438	0.2298382584	-0.0469570387	0.0297827717	-0.0260771362	0.0640279277	0.0279270872	-0.0943861594	-0.0557275981	0.0268196689	-0.0112497644	0.0367735497	0.0116804394	-0.0501478324	0.0622265755	0.0202474965	0.0255245056	-0.0184151493	-0.0506202268	0.020738037	-0.0530656013	-0.0354855576	-0.026416182	0.1191544118	0.1180513362	0.1162204348	-0.309346	0.061074	0.003730033476	0.095694947716	-0.22509	0.044292	0.001961781264	0.0506655081	-0.356495	-0.0497549999999999	0.0024755600249999	0.127088685025	-0.00180768	0.00318127	1.01204788129e-05	3.2677069824000005e-06	0.00379198	0.0003947899999999	1.5585914409999993e-07	1.43791123204e-05	-0.00593634	0.00123566	3.52401325956e-05	1.526855635600001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272.8440974760479	2.9041316952086618	74443.90152751913	8.433980903115536	238.36441852473004	3.651603433150285	56817.59601863266	13.334207632994948	201.97837007471816	0.8002211364049572	40795.2619780398	0.640353867149241	200.32584048307967	292.65514072927505	1.407027	32.280251	0.2692189	0.120065	-0.1163544493	-0.0861320915	0.0197954339	-0.1120873276	0.0530927532	0.0339548328	0.0041876419	0.0881790485	-0.0663273427	0.1567926843	0.0657290321	0.0414040199	-0.0839662227	-0.0692365337	0.0478999495	-0.0936142338	0.1598349678	0.0292666247	0.022928137	-0.136627997	-0.0522696276	0.0653411891	0.0027372271	0.0005084937	-0.1136723933	-0.0670821163	0.0937102018	-0.0061670314	-0.100833851	0.0706021357	0.017722924	-0.0523536195	0.0901932951	0.1182269534	-0.1065699113	0.1027121497	0.037511134	-0.005371309	-0.062087122	0.00023663	0.0750037213	-0.1240869891	0.0135216802	0.0670404884	-0.0205213755	0.1227087208	0.0829375255	0.0250067717	-0.0851900524	-0.0685590987	0.0456678216	-0.077465051	0.1504365564	0.0601611998	0.003814564	-0.1337728221	0.0534056058	0.0761021596	-0.0167365261	0.0306024717	-0.0669933758	-0.1212762403	-0.0384121599	0.0747453824	-0.0079920161	-0.112822087	0.0252452935	0.0463591633	-0.0916924315	-0.1601184068	-0.1008019716	-0.0740599059	0.0173005076	-0.0018443084	0.0710285685	0.0486249165	0.0558185218	0.0067180584	0.1004771333	-0.072108983	0.020440946	0.0375441791	0.1715378069	0.0076306153	-0.1211149329	0.00240102	0.1438056036	-0.0692798213	0.0429484277	0.0487613919	-0.0510282219	0.0275136954	-0.0228266636	-0.063371435	-0.048202233	-0.0481628937	0.0407213235	-0.064329334	-0.001779658	0.0790835431	-0.0677089378	-0.065366933	-0.0353422611	-0.0724427594	-0.0088483897	0.0514327459	0.0606027756	-0.0689877727	0.1189139965	0.1170936064	0.1140802373	-0.274828	0.0345179999999999	0.0011914923239999	0.075530429584	-0.16237	0.06272	0.0039337984	0.0263640168999999	-0.387818	-0.0313229999999999	0.0009811303289999	0.150402801124	-0.000660852	0.001146828	1.3152144615840004e-06	4.36725365904e-07	0.00456504	0.00077306	5.976217636000005e-07	2.0839590201600003e-05	-0.00504307	0.0008932699999999	2.54325550249e-05	7.979312928999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273.8904808218435	1.0463833457955616	75015.99548482061	1.0949181063583138	239.07630974733377	0.7118912226037253	57157.48188240308	0.5067891128202268	202.74296510645644	0.7645950317382812	41104.70990015781	0.5846055625588633	201.20470018698128	303.07900813735387	1.194167	27.396776	0.1445921999999999	0.0784354	-0.1345211128	-0.0045019806	-0.0798222343	-0.1688589546	0.0889382168	0.0314552596	0.0690563902	0.0321350617	-0.1203807642	0.1498789796	-0.0536894474	0.1200570891	-0.1496781752	-0.069865022	-0.1153410632	-0.1228787668	0.1198494565	0.1756874918	-0.055129084	-0.0002789768	-0.0365057656	-0.0618133996	-0.016127076	-0.0954569783	-0.0175432455	-0.097335378	0.026439485	0.0558228279	-0.0290282003	-0.029864985	-0.0152780488	0.0497565543	0.1534632341	0.0150209766	0.0201273127	0.0207703571	-0.0464861214	-0.0837870904	0.0889950087	-0.0678903413	0.0733278053	-0.015826444	0.0017210211	0.0601501096	-0.0758632238	-0.0717536496	-0.0056441832	0.1432227798	-0.1488074389	-0.0611444738	-0.1181585912	-0.1046616322	0.1386976663	0.1166018898	-0.14589842	-0.0201042949	-0.0435833523	-0.0654183285	0.0223030649	-0.0875797365	-0.02516443	-0.0983880521	-0.0739567511	-0.0108867056	-0.0488607738	-0.0089710295	0.0308927525	-0.0643764123	-0.1243245819	-0.0611113062	0.0315737303	-0.0031563266	0.109571305	0.0528948024	-0.0725428945	0.0698026074	-0.0036404771	-0.021468251	-0.0268733004	-0.084561741	0.0754144446	0.012544005	-0.0649433266	-0.1145273471	-0.1224310027	0.0174191721	0.1123802586	-0.0797360889	0.0648338022	0.053089462	-0.0887416602	0.0380525897	-0.0358326057	-0.0381728917	0.0622439383	0.0239214274	0.0382299716	0.0250673026	0.0954574181	-0.0068553437	-0.1001501709	-0.0169398496	-0.0215298746	-0.0218171456	-0.0660454961	0.1659876491	0.0085882309	0.0439230054	0.1186137044	0.1159000657	0.1114232278	-0.261498	0.01333	0.0001776889	0.068381204004	-0.146183	0.0161869999999999	0.0002620189689999	0.021369469489	-0.405798	-0.0179799999999999	0.0003232803999999	0.1646720168039999	0.000375582	0.001036434	1.074195436356e-06	1.41061838724e-07	0.00459784	3.2799999999999496e-05	1.075839999999967e-09	2.11401326656e-05	-0.0041704	0.0008726699999999	1.739223616e-05	7.615529288999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272.7055991950417	-1.1848816268017686	74368.34383232673	1.4039444695324057	238.8774540092372	-0.1988557380965687	57062.43803393524	0.0395436045739311	202.63619407972908	-0.1067710267273582	41061.427151117634	0.0114000521484142	201.0059947175159	302.5199903784026	1.179248	27.054499	0.2346314	0.11236	-0.1420910524	0.0484583725	-0.0612359336	-0.0623926601	0.1366765722	-0.0561198233	0.0913750365	-0.0354476247	-0.0259833421	-0.0207562094	-0.0639700771	0.0795780064	-0.1709602056	-0.0581228387	-0.1401865454	0.0753395865	0.1525413928	0.1903120591	0.0279359689	-0.011856698	0.0027904254	0.0492206041	-0.0116621042	0.0486429155	0.0895122995	-0.0936371647	-0.0028657254	-0.0194908217	0.061742734	-0.014654153	-0.0312611793	0.0259144351	-0.1338769105	0.0620646827	0.041809954	0.0451766175	-0.0432576904	0.0204710668	0.1735770912	0.0909839228	-0.0663428557	0.0507265663	-0.0113027768	-0.0031454706	-0.110553696	0.0477141079	0.1707829801	0.1043813877	-0.1707821826	-0.0545338059	-0.1374554199	0.1031133754	0.129848254	0.1927938144	-0.0765788146	-0.0191651978	-0.0171088427	0.011905511	-0.0624474162	0.0083880161	0.1241289842	-0.0531208508	0.0265632251	-0.0222495009	0.0043338934	0.0456918709	-0.0196405729	0.015712766	0.1602023839	-0.0476418968	0.0360113217	-0.030405346	0.0177683539	-0.0477381777	-0.1307079657	-0.1223130185	-0.0143870998	-0.1065532042	-0.0764177459	-0.0346818529	0.0887340813	0.1501281486	0.0935810439	-0.0541111319	-0.1138623158	0.0430964988	0.0239161644	-0.0942206769	0.0453726804	0.1205774567	-0.1781314955	0.0448443462	-0.0162944387	-0.0951467557	-0.024204698	-0.0943360114	-0.015899592	0.0316562738	0.0543261628	-0.0180354101	0.0209475853	-0.0532654773	-0.0147799567	-0.0535970901	0.0486690911	0.2145199526	0.0041897316	0.1072106414	0.1182536866	0.1144731177	0.1082614433	-0.219856	0.041642	0.001734056164	0.048336660736	-0.130868	0.0153149999999999	0.0002345492249999	0.017126433424	-0.388294	0.017504	0.000306390016	0.1507722304359999	0.00175423	0.001378648	1.9006703079040004e-06	3.0773228929e-06	0.00397969	-0.0006181499999999	3.821094224999995e-07	1.58379324961e-05	-0.00296379	0.00120661	8.7840511641e-06	1.4559076921000008e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271.56407083429144	-1.1415283607502715	73747.04456809205	1.303086998397202	238.7142986949486	-0.1631553142885877	56984.51640142114	0.0266196565806078	202.00276920333107	-0.6334248763980099	40805.11876581424	0.4012270740398341	200.3498189909168	295.8373050366641	1.124993	25.809765	0.1241339999999999	0.0618642	-0.1345399267	0.0104178684	0.0023955562	-0.0277461024	0.1430361058	-0.0250090485	-0.0750211324	-0.0147326112	0.0541016816	0.010376995	-0.121107504	0.068478227	-0.1303365663	-0.068162901	-0.0180910381	0.0933245405	0.0795236419	0.1174627223	-0.0995841419	-0.0805981141	0.0729740073	-0.0039336914	-0.0728306532	0.0723887688	0.0887938686	0.0297792845	0.0430182039	-0.0401949887	0.0558521188	0.0396447536	0.0418399242	-0.0530089709	-0.0230489429	0.0069975838	-0.0744672905	0.0413730095	0.0130642592	-0.0449524754	0.107263499	0.1762715046	0.1533910442	-0.0501841645	0.0239414833	0.0680891154	0.0842918802	0.0814219646	0.0733490601	0.0433396544	-0.1292969955	-0.0631128043	-0.0055903922	0.1063444875	0.0697325726	0.0431593435	-0.1455028038	-0.0397827475	0.0921828781	-0.0521574809	-0.0878405727	-0.0102741687	0.0738974506	0.0711427924	0.0302069054	0.0414683056	0.0742679489	0.000716833	-0.0717614847	0.0545337833	0.005277757	-0.0263226764	-0.0734571854	-0.0521530368	0.0487326202	0.0316930207	-0.0670031754	-0.0070720487	0.1971186078	-0.1353368776	0.0012594837	-0.0796311759	-0.1204233656	0.0315521655	0.112524223	-0.002829607	-0.1081895307	0.0555840442	0.0193714976	-0.0836761984	0.0117344878	0.1249341673	-0.1661961954	0.0442710048	0.1198033141	-0.0148533522	-0.0375908457	0.0513430145	0.0024797604	-0.0661686746	0.0280540646	-0.0125671365	0.0882100736	-0.045996268	-0.0595926659	0.039619592	0.0049349233	0.0965957341	-0.0446151275	0.058290642	0.1178341246	0.112815636	0.1046092073	-0.186766	0.03309	0.0010949481	0.0348815387559999	-0.12099	0.009878	9.757488400000025e-05	0.0146385801	-0.384639	0.0036549999999999	1.3359024999999736e-05	0.147947160321	0.00256367	0.00080944	6.551931136e-07	6.5724038689000005e-06	0.00354492	-0.00043477	1.890249529000001e-07	1.25664578064e-05	-0.00265778	0.0003060099999999	7.063794528400001e-06	9.364212009999989e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271.3093841198381	-0.254686714453328	73608.78191148587	0.064865322519031	238.02221875854684	-0.6920799364017682	56654.57662274153	0.4789746383698756	201.75862024691625	-0.2441489564148184	40706.540843939365	0.0596087129184449	200.1489675052088	292.67664582447213	1.079061	24.755997	0.1528226	0.073949	-0.1196690376	0.011822173	0.0115059389	-0.013324939	0.1438371902	0.0591035435	-0.0552678558	-0.0741752686	0.0588431852	0.0288550872	-0.0479939602	-0.0943505752	-0.1064138444	-0.0797320146	0.0186397036	0.0027041009	-0.0586738124	0.0301264083	0.008812271	-0.1756329558	0.0400346516	-0.0946404869	0.0192468945	-0.0169759229	0.0822024437	-0.0956328172	0.0525567863	0.0307188015	0.0041576648	-0.063866283	-0.0675611963	-0.0066935979	-0.2017728108	0.0540861817	0.0393783597	-0.0232742056	0.0287576273	-0.0174860998	-0.1031602401	-0.1051497343	-0.0149120859	-0.0573472251	-0.0940049644	-0.0787033489	0.0084444503	-0.0325573191	-0.1088228014	-0.0583759314	-0.1109697016	-0.0777494608	0.0128763765	-0.0193603171	-0.0806870797	0.0380812601	-0.0198318126	-0.1575842918	0.086264993	-0.0921813191	0.0527326119	-0.060809723	0.1193055078	-0.068095731	-0.0412977107	0.0249982732	-0.0674087504	0.0282988531	0.0072585041	0.0776442116	0.205411206	0.005608256	0.0185255574	0.0386071447	-0.0317656262	0.0301094285	0.0721083268	0.0621910298	-0.101100334	0.0657286946	0.0985985261	0.0934039524	0.0184531125	-0.0867817513	-0.0828624891	0.0335537972	-0.0994728573	0.0686958753	-0.025677247	-0.1250958162	0.0013332977	0.1423824171	-0.2152045843	0.069735509	0.0405813082	-0.0344755295	0.1223758521	-0.0163283785	0.0006481213	-0.0479012536	-0.0173576635	0.0458188422	0.0043008421	-0.0452415856	0.0548224084	-0.0387429439	-0.0335602434	0.0063134936	-0.0546111094	0.031398773	0.1173552296	0.1109309587	0.1004830656	-0.158984	0.027782	0.000771839524	0.0252759122559999	-0.0996099	0.0213801	0.0004571086760099	0.00992213217801	-0.416428	-0.031789	0.001010540521	0.173412279184	0.00330484	0.0007411699999999	5.493329688999996e-07	1.09219674256e-05	0.00346993	-7.499000000000004e-05	5.623500100000006e-09	1.20404142049e-05	-0.00203651	0.00062127	4.1473729801e-06	3.8597641290000017e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271.9046549341408	0.5952708143026939	73932.14137485418	0.3543473423605923	238.92169721820687	0.8994784596600311	57083.57740162852	0.8090614993923823	201.75951470784813	0.0008944609318746	40706.90177514638	8.000603586500116e-07	200.1298750529304	296.8249277703094	0.953385	21.872702	0.1702183	0.0800472	-0.1024279364	0.0692253318	-0.0179205862	-5.21348e-05	0.1342498383	0.0555941123	-0.037779483	-0.0983912775	0.0800049023	0.0816920416	-0.0949825822	-0.0345332627	-0.1050200902	-0.0255988593	-0.0310048901	0.0746295964	-0.0665992726	-0.0429836994	-0.016757487	-0.1713187231	0.1072869521	-0.0130577302	-0.0134767762	-0.0846791968	-0.0708171196	-0.1164325628	0.0857615647	0.0544318815	0.0938138353	0.032340425	0.1171336947	0.0098447277	-0.1518412201	-0.0542818699	0.0881059223	-0.0302832943	-0.034020919	-0.0242635522	0.0005748567	-0.0352386279	0.0507072569	0.1666010082	-0.0437339945	0.0005437257	0.0355595455	-0.1125072894	-0.0118242959	-0.015859573	-0.1057436161	-0.0260807478	-0.0296942004	0.0755699492	-0.0719840418	-0.036162126	0.0042026499	-0.0674638148	0.1829388092	-0.0066239322	0.035718987	-0.0722824564	-0.0333660397	-0.1257602573	-0.0898604895	0.0377165499	0.0842100221	-0.0001044191	-0.1481990056	-0.0044970251	0.1508410279	0.0435477902	0.066101417	0.0064954051	0.0296519671	0.027651893	-0.0139868879	0.1001697624	-0.058285033	-0.0862137377	-0.124959944	0.0535097768	-0.039811527	0.0292152026	-0.114564695	-0.0561869508	-0.0798910075	0.076942074	-0.086611184	-0.1473644089	-0.0459739824	0.1466122184	-0.2053301427	0.0858348311	0.1125950986	-0.0102066221	0.0398710661	-0.040149377	-0.0668390327	-0.0521991997	0.0093995352	0.0187710038	-0.0023889655	-0.0464645893	-0.0881402284	0.0103833195	-0.0403342362	-0.0835003345	-0.0348964805	-0.0199218764	0.1168172427	0.1088228812	0.0959017104	-0.132229	0.0267549999999999	0.0007158300249999	0.017484508441	-0.0592081	0.0404018	0.00163230544324	0.0035055991056099	-0.440176	-0.0237479999999999	0.0005639675039999	0.193754910976	0.00393629	0.00063145	3.9872910250000053e-07	1.5494378964100004e-05	0.0033176	-0.00015233	2.32044289e-08	1.100646976e-05	-0.00123402	0.00080249	1.5228053604e-06	6.439902001000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
