onset	duration	trial_type	trial_code	valence	arousal
7.2719	15	CON	NEU16	7	4
24.2969	11	Q	Q_NEU16	7	4
41.372	15	NEU	NEU14	7	4
58.3964	11	Q	Q_NEU14	7	4
75.2053	15	NEU	NEU15	6	3
92.2304	11	Q	Q_NEU15	6	3
110.2887	15	CON	NEU26	6	1
127.3132	11	Q	Q_NEU26	6	1
143.8721	15	CON	NEU25	none	4
160.8971	11	Q	Q_NEU25	none	4
177.7133	15	NEU	NEU29	7	4
194.7472	11	Q	Q_NEU29	7	4
212.3055	15	CON	NEU4	none	0
229.3299	11	Q	Q_NEU4	none	0
247.6389	15	NEU	NEU21	6	none
264.664	11	Q	Q_NEU21	6	none
