onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7922	10	CET	c4_m2	LEFT	2.471799999999999	50	40
20.8339	10	CET	c1_m1	LEFT	2.8701000000000008	10	2
36.1256	10	dummy	dl0	LEFT	2.0744000000000042	0	0
51.1838	10	CET	m5_c2	LEFT	3.2402000000000015	120	10
66.9673	10	CET	c3_m5	LEFT	3.2967000000000013	120	25
83.2673	10	CET	m0_c2	RIGHT	3.4926999999999992	0	10
99.5507	10	CET	c5_m0	LEFT	2.6092999999999904	0	50
114.5924	10	dummy	dr0	RIGHT	1.911600000000007	0	0
130.6424	10	CET	m4_c5	RIGHT	3.2775999999999783	100	50
147.4424	10	CET	c3_m2	LEFT	1.8774999999999977	50	25
162.9758	10	CET	m1_c3	RIGHT	2.088099999999997	10	25
178.0175	10	dummy	dl1	LEFT	1.7823999999999955	0	0
193.0675	10	CET	c0_m0	LEFT	3.332400000000007	0	0
208.3592	10	CET	c4_m1	LEFT	2.024700000000024	10	40
224.9009	10	CET	m4_c3	RIGHT	5.9950000000000045	100	25
240.942	10	dummy	dr1	RIGHT	1.8178999999999803	0	0
256.7421	10	CET	c5_m5	LEFT	3.0178000000000225	120	50
273.0336	10	CET	m1_c0	LEFT	4.6462999999999965	10	0
290.0843	10	dummy	dr3	RIGHT	1.9714999999999918	0	0
306.626	10	CET	m3_c3	RIGHT	2.189900000000023	80	25
322.9177	10	CET	m3_c5	RIGHT	2.042099999999948	80	50
338.2094	10	CET	m2_c1	LEFT	1.8063999999999965	50	2
354.7511	10	CET	c1_m0	LEFT	2.848700000000008	0	2
371.7922	10	dummy	dr2	RIGHT	1.5676000000000272	0	0
387.8345	10	CET	m2_c2	LEFT	3.821300000000008	50	10
403.3762	10	CET	m4_c0	LEFT	1.983600000000024	100	0
418.9178	10	CET	c0_m5	RIGHT	2.041999999999973	120	0
435.2095	10	dummy	dl3	LEFT	1.6702999999999975	0	0
452.0005	10	CET	m4_c1	LEFT	2.575300000000027	100	2
467.2929	10	CET	c4_m4	LEFT	2.842800000000011	100	40
483.3346	10	dummy	dl2	LEFT	1.8250999999999635	0	0
498.3841	10	CET	c0_m2	RIGHT	2.1516000000000304	50	0
514.9263	10	CET	c4_m3	LEFT	2.3934000000000424	80	40
530.718	10	CET	m5_c4	RIGHT	3.6817000000000917	120	40
546.5181	10	CET	c4_m0	LEFT	2.4016000000000304	0	40
561.5514	10	dummy	dl4	LEFT	1.384300000000053	0	0
578.3514	10	CET	c2_m4	RIGHT	2.168299999999931	100	10
593.4015	10	CET	m5_c1	LEFT	1.998199999999997	120	2
609.9432	10	CET	c5_m1	LEFT	1.7124999999999773	10	50
625.7341	10	dummy	dr4	RIGHT	1.3215999999999894	0	0
640.7766	10	CET	m0_c3	RIGHT	2.799099999999953	0	25
657.5682	10	CET	c0_m3	RIGHT	2.127499999999941	80	0
674.3683	10	dummy	dl5	LEFT	2.231300000000033	0	0
689.91	10	CET	m3_c2	LEFT	3.865600000000086	80	10
705.2017	10	CET	m2_c5	RIGHT	1.3979000000000497	50	50
721.4928	10	dummy	dr5	RIGHT	2.0188000000000557	0	0
737.0434	10	CET	c1_m3	RIGHT	2.3881999999999834	80	2
753.8351	10	CET	m1_c2	RIGHT	1.8764999999999645	10	10
