bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-0212b_task-cet_bold	0.006328025974025975	0.007674555636363635	0	26.16474350778643	1.1244973308854167	0.9692882686718752	0.5365695079708566	462.008056640625	0.12056017398299552	2	0.5194805194805194	3.0490826666666666	2.822312	3.1498239999999997	3.175112	0.0376985	0.004429514054208994	0.061924632638692856	385	84	84	60	2.2497153552171922	2.0	2.5	2.5	2.5	15.067069616407053	7.9020760045282445	29.918224334716797	13.54025936126709	273303.0	7.501298427581787	120.17636108398436	42.089996337890625	1.0361363070775145	122.95585600151816	328.6737976074219	299.1480407714844	79696.0	164.86948013305664	584.2733764648438	132.97067260742188	42.153879372403026
sub-0212b_task-stories_run-01_bold	0.0030914388489208626	0.003838334820143885	1	27.138067466884042	1.2067739634782613	1.0074353890579706	0.5319413516995175	517.830810546875	0.12123856735766426	0	0.0	2.9843013333333333	2.781824	3.094232	3.076848	0.0188069	0.0022668447345495224	0.06026935949921608	139	84	84	60	2.2872950673012955	2.0	2.5	2.5	2.5	14.700552420714804	7.466342728079284	28.884801864624023	13.035971641540527	273617.0	7.359712600708008	116.28777313232422	40.59012222290039	1.0640399022328584	123.98396788540191	333.768798828125	304.5971374511719	78847.0	169.3856185913086	588.4805725097656	133.16830444335938	58.6896298143547
sub-0212b_task-stories_run-02_bold	0.001102230215827338	0.007554068561151079	1	26.68013279673911	1.0480355905797105	0.8966612271014491	0.5331508827466385	504.4053955078125	0.1305627286602966	2	1.4388489208633093	3.008266666666666	2.7879359999999997	3.11592	3.120944	0.0239888	0.004039339255541563	0.05726177245378494	139	84	84	60	2.2948868353068965	2.0	2.5	2.5	2.5	14.552793134662313	7.658333929616522	28.67477035522461	13.107913970947266	273042.0	7.115108013153076	115.58273315429688	40.348876953125	1.0431448645970312	121.85603011261941	330.24737548828125	301.66546630859375	79450.0	168.03201904296876	582.5625976562501	131.45030212402344	42.853403851389885
sub-0212b_task-stories_run-03_bold	0.0037537142857142856	0.0037239642857142857	0	26.853113243093517	1.1703959184892083	0.9957341777697837	0.533628045698759	507.6748962402344	0.14685356589739842	4	2.857142857142857	2.9538666666666664	2.738544	3.063084	3.059972	0.0120583	0.0034535459708422422	0.058320220559835434	140	84	84	60	2.3088760877471017	2.0	2.5	2.5	2.5	15.263473106888497	7.46596096977183	28.892107009887695	13.050000190734863	273683.0	7.2928571701049805	117.33500213623043	41.21998977661133	0.97265328723442	120.6255806701066	328.79498291015625	300.9750061035156	79358.0	167.27643508911135	579.8761016845699	130.3548126220703	61.62180537823588
sub-0212c_task-cet_bold	0.0007771948051948052	0.0027591681298701296	0	29.113496685963543	1.2074378459635424	1.0087418839843758	0.5087980796889088	688.9305419921875	0.09959813221222764	0	0.0	2.9486746666666668	2.721244	3.035724	3.0890560000000002	0.0101597	-0.0030746771953999996	0.07233716547489166	385	84	84	60	2.504550995496798	2.0	2.5	2.5	2.5	26.408113073304094	5.210287574275169	22.456504821777344	10.51688289642334	283957.0	6.55324649810791	80.8561035156251	32.452205657958984	0.8218313939666473	104.14796458911216	305.79290771484375	283.1376647949219	71185.0	160.93869323730468	521.6909057617189	113.04847717285156	70.21716347336769
sub-0212c_task-stories_run-01_bold	0.0013497841726618706	0.0022308773381294962	1	29.228233516666677	1.2195194656521744	1.008904217101449	0.5057949302908088	723.7703247070312	0.09786465430293748	0	0.0	2.931286666666667	2.723292	3.022876	3.047692	0.00937516	-0.0025128591805696487	0.0700988918542862	139	84	84	60	2.519121925194982	2.0	2.5	2.5	2.5	28.982129050928624	4.93845232969383	21.776535034179688	10.30935287475586	283916.0	6.5395684242248535	78.08633422851562	31.64712142944336	0.7802698566812953	104.6248061656756	306.89715576171875	284.3741149902344	71335.0	162.11295166015626	523.137420654297	112.88541412353516	74.32734941225499
sub-0212c_task-stories_run-02_bold	0.0014643571428571431	0.0021062937857142857	0	29.923630913309374	1.2204716565467635	1.0096906510071941	0.5056243494588113	714.0021362304688	0.12022420657789334	0	0.0	2.926818666666667	2.71892	3.0196840000000003	3.041852	0.0101234	-0.0034615995828062296	0.0689464583992958	140	84	84	60	2.5184748726100366	2.0	2.5	2.5	2.5	28.20121482631007	5.030258133038146	21.781396865844727	10.392857551574707	283893.0	6.557142734527588	78.4142837524414	31.64099884033203	0.7874811934101054	104.74583768833497	307.3437194824219	284.8607177734375	71248.0	162.45713806152344	523.926089477539	113.10762786865234	76.44149586930871
sub-0212c_task-stories_run-03_bold	0.001602	0.0023080329999999997	0	30.842904221151095	1.2218771834532378	1.0141228833093527	0.5062349072007758	707.1847534179688	0.11168448668762877	0	0.0	2.9323906666666666	2.7234559999999997	3.0129960000000002	3.06072	0.00874633	-0.003663113573566079	0.06909383833408356	140	84	84	60	2.5169686923459063	2.0	2.5	2.5	2.5	28.220426490293548	5.072617045089442	21.900470733642578	10.449999809265137	283700.0	6.564285755157471	78.99285888671875	31.82526969909668	0.7904186395730499	104.45990919957013	307.9276428222656	285.1214294433594	71157.0	163.00714111328125	525.0385620117187	113.27889251708984	75.98997828410938
sub-0212d_task-cet_bold	0.004024805194805196	0.007115700805194805	0	26.37427600190102	1.1297531435416666	1.0045371380468755	0.512463743028057	714.9423217773438	0.1617610246728068	10	2.5974025974025974	3.1648973333333337	2.94796	3.327812	3.21892	0.0243334	-0.009935223497450352	0.06463077664375305	385	84	84	60	2.332411097283976	2.0	2.5	2.5	2.5	23.52481091436099	5.718608658087297	26.135652542114258	11.348052024841309	280034.0	6.997402667999268	100.8675308227539	39.0671501159668	0.3009780791359118	130.8560020057143	338.6771240234375	311.1727294921875	74418.0	165.8351951599121	590.6690979003905	133.4115753173828	40.00103380903602
sub-0212d_task-stories_run-01_bold	0.001892642857142857	0.0022321565714285715	0	22.859839240863316	1.1856736917266182	1.009720408633094	0.5075914447509898	743.8447265625	0.08032792038448648	0	0.0	3.1871066666666668	2.986536	3.333284	3.2415	0.016717	-0.011148122139275074	0.06486955285072327	140	84	84	60	2.27893981756569	2.0	2.5	2.5	2.5	23.268441881526044	5.6762483321163435	26.563465118408203	11.449999809265137	280399.0	7.214285850524902	103.00714111328125	40.112953186035156	0.3108212404790689	139.33284624834644	352.6082458496094	323.21429443359375	73416.0	170.55714416503906	619.0053558349609	141.8256378173828	72.33101960737258
