onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7906	10	CET	c4_m2	RIGHT	4.3694	50	40
20.8411	10	CET	c1_m1	RIGHT	4.342600000000001	10	2
36.1411	10	dummy	dl0	LEFT	2.3388999999999953	0	0
51.1823	10	CET	m5_c2	LEFT	3.4577000000000027	120	10
66.9829	10	CET	c3_m5	RIGHT	3.801000000000002	120	25
83.2745	10	CET	m0_c2	RIGHT	4.285499999999999	0	10
99.5662	10	CET	c5_m0	LEFT	4.857700000000008	0	50
114.6079	10	dummy	dr0	RIGHT	3.632000000000005	0	0
130.6496	10	CET	m4_c5	LEFT	3.2302999999999997	100	50
147.4413	10	CET	c3_m2	LEFT	4.918599999999998	50	25
162.983	10	CET	m1_c3	RIGHT	2.73660000000001	10	25
178.0497	10	dummy	dl1	LEFT	2.454199999999986	0	0
193.0914	10	CET	c0_m0	LEFT	4.252499999999998	0	0
208.3914	10	CET	c4_m1	LEFT	4.1924999999999955	10	40
224.9331	10	CET	m4_c3	LEFT	3.0666999999999973	100	25
240.9747	10	dummy	dr1	RIGHT	2.649199999999979	0	0
256.7665	10	CET	c5_m5	RIGHT	2.753399999999999	120	50
273.0748	10	CET	m1_c0	LEFT	3.7490999999999985	10	0
290.0999	10	dummy	dr3	RIGHT	2.4431000000000154	0	0
306.6409	10	CET	m3_c3	LEFT	3.158900000000017	80	25
322.9416	10	CET	m3_c5	LEFT	5.2982000000000085	80	50
338.2249	10	CET	m2_c1	RIGHT	5.054900000000032	50	2
354.7666	10	CET	c1_m0	LEFT	2.977200000000039	0	2
371.8083	10	dummy	dr2	RIGHT	1.871500000000026	0	0
387.8499	10	CET	m2_c2	LEFT	4.149900000000002	50	10
403.4	10	CET	m4_c0	LEFT	3.2638000000000034	100	0
418.95	10	CET	c0_m5	RIGHT	3.3057000000000016	120	0
435.2417	10	dummy	dl3	LEFT	1.8140999999999963	0	0
452.0334	10	CET	m4_c1	LEFT	3.342300000000023	100	2
467.3251	10	CET	c4_m4	RIGHT	3.674599999999998	100	40
483.3662	10	dummy	dl2	LEFT	2.049500000000023	0	0
498.4085	10	CET	c0_m2	RIGHT	3.0471999999999753	50	0
514.9585	10	CET	c4_m3	RIGHT	3.6012000000000626	80	40
530.7419	10	CET	m5_c4	LEFT	2.87379999999996	120	40
546.5336	10	CET	c4_m0	LEFT	3.066100000000006	0	40
561.5836	10	dummy	dl4	LEFT	2.472099999999955	0	0
578.3664	10	CET	c2_m4	RIGHT	2.169300000000021	100	10
593.4086	10	CET	m5_c1	LEFT	2.167100000000005	120	2
609.967	10	CET	c5_m1	LEFT	2.68870000000004	10	50
625.758	10	dummy	dr4	RIGHT	1.6576000000000022	0	0
640.8004	10	CET	m0_c3	RIGHT	3.255200000000059	0	25
657.5921	10	CET	c0_m3	RIGHT	2.5674999999999955	80	0
674.3838	10	dummy	dl5	LEFT	1.7758000000000038	0	0
689.9255	10	CET	m3_c2	LEFT	2.2340999999998985	80	10
705.2171	10	CET	m2_c5	LEFT	2.638500000000022	50	50
721.5172	10	dummy	dr5	RIGHT	1.8984000000000378	0	0
737.0505	10	CET	c1_m3	RIGHT	2.4290999999999485	80	2
753.8422	10	CET	m1_c2	LEFT	4.293399999999906	10	10
