global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
310.8885808871889	n/a	96651.70972605018	n/a	316.39583604012006	n/a	n/a	100106.32506352651	206.1225746251557	n/a	n/a	42486.51577010288	206.97657320417207	417.02339193625056	n/a	n/a	n/a	n/a	-0.0438307955	-0.0349008324	-0.0321990994	-0.183782797	0.0274138317	-0.0261439271	0.1308734451	-0.0361130137	-0.0007824744	0.0658939529	-0.0130293776	0.0293029389	-0.077227066	0.016791563	-0.1049526685	0.0829436169	-0.0409695793	0.0453087104	-0.0236412496	-0.0195177668	0.0444235089	-0.0789234667	0.0197713894	-0.1071944966	0.1032293807	-0.047640635	0.0047141894	-0.0177506578	0.0058268656	-0.0481685553	0.0103155657	-0.0681265518	0.0886574305	-0.054801779	0.2137625906	0.100292673	-0.0865854942	0.085786868	0.057712761	-0.0827581684	0.1606378908	-0.0383964131	0.003370081	-0.0657435523	0.0094787671	-0.023670805	0.1039089507	0.0233671948	-0.0884565467	0.0684986561	-0.0465190351	0.0541192052	-0.0309687507	0.0042640113	-0.0238730556	-0.0664195187	0.0605284203	-0.0234446546	0.1308363988	-0.045525257	0.0795118484	-0.0024199242	0.0055034136	-0.0634103375	0.017890653	-0.0478523795	0.0249909314	-0.0958911327	-0.0892729968	0.2303123534	-0.0765761858	0.1070207376	0.0547596225	-0.0914300169	-0.030825612	0.049123463	-0.0053969986	0.0339430726	-0.0445843507	0.0722858724	-0.055130045	0.0464132358	-0.0167210429	0.0413331663	-0.064741684	0.1708349599	-0.0001358313	0.1595452695	-0.0001811521	0.0768705238	-0.0303935482	0.0239215652	-0.1194383318	0.0870159261	-0.0610228656	0.0431242566	0.1101245131	-0.0275936593	0.1195153378	0.1194927693	0.1194551582	0.00995536	n/a	9.91091927296e-05	n/a	0.0141169	n/a	0.00019928686561	n/a	-0.0494656	n/a	n/a	0.0024468455833599	0.00119747	n/a	n/a	1.4339344008999998e-06	-0.000244799	n/a	5.992655040100001e-08	n/a	-0.000621987	n/a	3.8686782816900005e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308.4967462755526	-2.391834611636284	95170.24246260268	5.7208728094212935	309.61437869719515	-6.781457342924909	45.988163693910174	95861.06349605016	205.9072362163063	-0.2153384088493908	0.0463706303257874	42397.78992623776	206.7471618846666	404.47280545272906	1.048427	27.184311	0.08659854	0.0471138	0.0174653104	-0.0175644332	-0.0539545616	-0.0430775881	-0.0272745665	-0.0048097828	0.0393089957	-0.0309991032	0.0034700309	0.1210034591	0.0187298483	0.0303991142	-0.0412654739	-0.0206107463	0.0229370475	0.0907268132	-0.0883201709	-0.0869362102	-0.1633083203	0.0284168395	0.0497942579	0.0682711322	-0.0681404965	-0.0732099213	0.1084503859	-0.0419601419	-0.0394339732	0.0149040092	-0.0368935261	0.0515663206	0.1971988752	0.0274983504	0.0557467833	-0.0921289008	-0.0252294636	0.2198789703	-0.0065980649	0.1223785243	-0.0102886201	0.0443182153	0.1984290038	-0.0339451778	0.0023377044	-0.1229973189	-0.0231536141	-0.0310956261	0.0502918023	-0.0150219068	0.0478622263	0.0648261007	-0.0898687397	-0.0822107807	-0.1549976336	0.0180356008	-0.0955386838	-0.0005068709	0.0280714483	0.0483448977	0.1164347453	0.0027679954	0.1016828114	0.0364994736	-0.0546082845	0.0258393092	0.1898113585	0.0317517034	-0.0019882613	-0.1288235901	0.1104533446	0.1663658565	-0.1676566386	0.0311241947	-0.0185019835	0.01516883	-0.0289817064	0.0201676597	0.0451950966	-0.0048066794	-0.0373457497	0.075095316	-0.0589671489	-0.0379391281	-0.0401597616	-0.0228501862	-0.1546683877	0.1230713237	-0.0666395343	0.0180312987	0.0547625172	0.0788652928	-0.0469192034	-0.0211350267	-0.0982105639	0.1560795436	-0.032424926	0.0467144773	0.1461410361	0.0675928695	0.1194551582	0.1192521267	0.1189139965	0.0167981	0.00684274	0.00028217616361	4.68230907076e-05	0.0207695	0.0066526	0.00043137213025	4.425708676e-05	-0.0194383	0.0300273	0.00090163874529	0.0003778475068899	0.000768935	-0.0004285349999999	1.8364224622500003e-07	5.91261034225e-07	-0.000519618	-0.000274819	2.70002865924e-07	7.5525482761e-08	-0.000463823	0.0001581639999999	2.15131775329e-07	2.5015850895999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306.80655995123567	-1.690186324316926	94130.26522911116	2.856729810907961	307.23755510118275	-2.3768235960124	5.649290406561318	94394.9152645523	205.7516589234972	-0.155577292809113	0.0242042940378124	42333.74514977112	206.61824973025665	391.2746603837711	0.975206	25.285788	0.1416591935	0.0665658	0.092546897	0.0129376002	-0.0327295134	0.0209056956	-0.0833349204	0.0589127956	0.0495519951	-0.0206849983	0.0080811658	0.1573700969	0.0121933135	0.0242315131	0.120316776	0.0638428166	-0.0249299579	0.0776446283	-0.0256727159	-0.0071812599	-0.1212736641	-0.0197861424	0.1056915637	0.0212496836	0.0107678849	0.0741840668	0.2135354815	0.0125995652	-0.0767171187	-0.0020518793	-0.0222926128	0.0504174241	-0.0250991563	0.072384984	-0.1070755147	0.0585436251	-0.0371738352	0.1573900645	-0.0931954208	-0.0070822681	0.0117416934	0.016107785	0.0225420841	-0.0236835399	0.0018637065	-0.1637058007	-0.0183455311	-0.0466856725	-0.1098943912	0.042092962	-0.0303150397	0.0966226244	-0.0327336207	-0.002375828	-0.0840844464	-0.0625636743	-0.1367137086	-0.0695710866	-0.0780261999	0.0434915511	0.1889826986	0.0035282153	0.0296030191	0.0326164396	-0.0305302698	0.1024489296	-0.0241890417	0.0760746608	-0.077542746	0.1052274097	0.051454022	0.0722415993	-0.1086112632	-0.0467300369	0.0869482821	0.0137723078	-0.0052728387	-0.0253283411	0.0851069102	0.0015200916	0.0266178043	0.0684842015	-0.0346114008	-0.0672932781	-0.0091759757	-0.0790619159	0.0088545156	0.0451008601	0.0505441172	-0.0146865351	-0.0879518659	0.2150292382	-0.0894898987	0.021778925	-0.0781282235	0.1211048111	-0.0170889165	0.0099588303	0.0697580409	0.0556297737	0.1193348294	0.1187713263	0.1178341246	-0.00329912	-0.02009722	1.08841927744e-05	0.0004038982517284	0.0028902	-0.0178793	8.353256039999999e-06	0.00031966936849	0.00135256	0.0207908599999999	0.0004322598595395	1.8294185536e-06	0.000690466	-7.846899999999996e-05	6.157383960999993e-09	4.7674329715600003e-07	0.000589186	0.001108804	3.47140142596e-07	1.2294463104160002e-06	6.74027e-06	0.0004705632699999	4.54312396729e-11	2.214297910730929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306.19097922444	-0.6155807267956561	93752.91575842146	0.3789396312022682	304.8716029802958	-2.365952120886959	5.5977294383295	92946.6943037751	205.60028157959985	-0.1513773438973373	0.0229151002454127	42271.475785610746	206.36308023099988	382.3795829790986	0.8595089999999999	22.285915	0.0492333025	0.026285	0.1459178419	0.0191123878	-0.0372733709	0.0754851087	-0.1198657952	0.0844977184	0.0936018601	-0.0054668537	0.0155591499	0.1488114452	-0.0683355301	-0.0657383259	-0.025896433	0.0913714342	-0.0748693087	0.068688861	-0.085056267	-0.0565599946	-0.0593480744	0.0829166079	0.0153282602	-0.0111252407	-0.1164176781	0.1512654445	0.0363899679	-0.0606129995	0.2069767135	-0.0384841304	-0.0572455016	-0.0811064674	-0.0045013604	0.0164547697	0.0312850733	0.0854533908	-0.0142469531	0.0364982472	0.1417114729	-0.0395200886	-0.0177327521	-0.0265432694	0.0472993786	-0.0082510076	-0.0110583067	-0.1535518223	0.0643986036	0.0610124281	0.0255087803	0.0791912927	-0.0611363481	0.0707590327	-0.1047064379	-0.058325824	-0.0573809233	0.0459980729	-0.0143223301	-0.0087727191	-0.0600752268	0.1720777131	0.0124259675	-0.0940564612	-0.1806990466	-0.0467779538	-0.1213125269	-0.0984774402	-0.0079435735	0.0440195548	0.021540964	-0.0016800191	-0.0146835051	0.0081586285	-0.0653449521	-0.0793872327	-0.1317255138	-0.0977493556	0.002382427	-0.0559430486	0.1356545388	0.0116622664	0.0975886116	0.087356913	-0.0266288757	-0.1489809555	0.014905328	-0.0775764046	-0.0950734344	-0.0240900375	0.0665517852	0.0892266623	0.017619321	0.1641778526	-0.0050519349	-0.0177444602	0.0239450181	0.0571246903	-0.0419877282	0.0010389885	-0.0248159453	0.0827346305	0.1191544118	0.1180513362	0.1162204348	0.000258406	0.003557526	6.677366083599998e-08	1.2655991240676e-05	0.0207481	0.0178579	0.0004304836536099	0.0003189045924099	0.0134845	0.01213194	0.0001471839681636	0.00018183174025	0.00056532	-0.000125146	1.5661521316000005e-08	3.195867024e-07	0.000632579	4.339299999999997e-05	4.00156191241e-07	1.882952448999997e-09	0.00015192	0.0001451797299999	2.30796864e-08	2.107715400287289e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306.63605404580096	0.4450748213609472	94025.66964077936	0.1980915966094791	303.8429719106651	-1.0286310696307055	1.0580818774096092	92320.5515795052	205.3445896017571	-0.2556919778427584	0.0653783875331416	42166.40047871405	206.1321757325558	379.85181041184313	0.8468139999999998	21.956745	0.078489816	0.0393454	0.156456448	0.0342483816	-0.0296623651	0.0985980658	-0.0959481835	0.1056898608	-0.0698624593	0.0199875678	0.0535681874	0.087549563	-0.0762980583	-0.0974773291	0.0327862721	0.0507299341	0.0363887694	0.07281842	-0.0149396597	-0.0158214664	-0.146325655	-0.0145212727	0.0141107737	-0.0136405354	-0.0713229702	-0.0181489057	0.0807327376	-0.0503519705	0.0870291466	-0.0242280234	0.1311629022	0.0159229273	0.0226100239	-0.123006796	-0.1151816252	-0.1869506809	-0.0300726197	-0.0821444174	0.056118606	-0.1689327936	-0.0027223379	-0.025418876	-0.0019140952	0.0157297116	-0.0490945929	-0.0917875381	0.059731251	0.0936353886	-0.0592126481	0.0461236915	0.0420329697	0.0744630896	-0.0298088922	-0.0158232017	-0.1174526587	0.0299815487	-0.0297170043	-0.0336236848	0.0774910616	0.0706025716	0.0430113126	-0.0883061217	-0.0542085223	-0.0694372148	0.0692480404	0.0356773949	0.015732944	-0.2036565283	-0.1458297278	-0.0637724955	0.0524713974	-0.0532840039	0.1551531654	-0.1285991324	0.0309154112	-0.004996059	0.0090694207	-0.0776660832	0.1245955029	0.0284706685	0.1238736393	0.0586529303	0.0155989985	-0.0981617088	0.0743270003	-0.1288734964	0.0035738067	0.0026999863	-0.0084031638	0.0041357846	0.0131133323	0.1746942025	-0.0096359214	0.0120838381	0.1401605073	0.043929307	0.0841174615	-0.0123413379	-0.1409588732	-0.0092207314	0.1189139965	0.1170936064	0.1140802373	-0.00666224	-0.006920646	4.43854418176e-05	4.7895341057316e-05	-0.0109985	-0.0317466	0.0001209670022499	0.00100784661156	0.0134863	1.7999999999997185e-06	3.2399999999989865e-12	0.0001818802876899	0.000159398	-0.000405922	1.6477267008400006e-07	2.5407722404e-08	0.000817483	0.000184904	6.68278455289e-07	3.418948921600002e-08	-5.36694e-05	-0.0002055894	2.88040449636e-09	4.226700139236e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307.66666647577847	1.0306124299775092	94658.77766031792	1.0621619808241465	305.7394778881544	1.896505977489312	3.596734922652691	93476.62833932124	205.68757064057644	0.3429810388193459	0.1176359929895976	42307.376716022125	206.43162308815505	385.9606285422503	0.86956	22.54653	0.05228251	0.025809	0.1315878262	0.0145784651	-0.0293976838	0.0593376942	-0.0869760483	0.0639039755	-0.0222810502	0.0046090631	0.0109355785	0.0464996032	-0.0258755562	-0.0897486959	0.0727875773	0.1081739708	-0.0728306491	-0.0007203822	-0.0206755134	-0.0401397073	-0.0608183642	0.0015652725	-0.0271126412	-0.0315278907	0.0990016675	0.0677195274	-0.0330746988	0.0384492084	0.0775747474	0.0850526277	-0.0665210945	-0.0356789388	0.0278334607	0.0998827777	-0.1403171907	-0.1091617494	0.1034306203	-0.0689522768	0.0055345874	0.0094647364	-0.0895105388	0.0326701456	-0.094382636	0.0025270134	-0.0129255614	-0.0465024194	0.0292226575	0.0787282626	-0.0804464438	0.0999195805	-0.0841868349	0.024048555	-0.0259776207	-0.0459721984	-0.0483546918	-0.0172122137	0.0561493977	-0.0338169662	-0.0631079241	-0.0869811206	-0.043675125	0.0054540728	-0.0966979827	0.0461396832	-0.0873712668	0.0117230393	0.0114304454	-0.0014746658	-0.2062460535	-0.0309473681	-0.0521916141	0.0019044728	0.1101691425	0.0137582149	-0.0423205301	0.0948344988	0.0089898759	-0.0850796323	0.1084497373	0.0081635032	0.1480622802	0.0450245345	0.0126944391	-0.1638293718	0.0883440434	-0.094461436	-0.0156997099	-0.0858122488	0.1093735667	0.035242767	-0.0154589584	0.0756287335	0.0277079485	0.0313567103	0.1264978301	-0.0658145636	-0.0060655215	0.0076583382	-0.1296908016	0.1189434685	0.1186137044	0.1159000657	0.1114232278	-0.0100867	-0.00342446	0.00010174151689	1.1726926291600003e-05	0.00385043	0.01484893	1.48258111849e-05	0.0002204907221449	0.0185231	0.0050368	2.536935424000001e-05	0.00034310523361	0.000105789	-5.3609e-05	2.8739248809999995e-09	1.1191312521e-08	0.000614214	-0.000203269	3.7725883779600005e-07	4.1318286361000034e-08	0.000268899	0.0003225684	7.230667220100002e-08	1.0405037267856e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308.2715231575428	0.6048566817643177	95031.33198987144	0.3658516054749411	305.32605324203587	-0.4134246461185284	0.1709199380182305	93223.99878835853	205.58257474446648	-0.1049958961099548	0.0110241381999324	42264.19503856415	206.30738481982	391.1341500504461	0.800882	20.765793	0.026699285	0.0151622	0.1007444093	0.0196775078	-0.0123005124	0.0672291163	-0.0562154105	0.0388093172	0.0086955434	0.0149731693	0.0270296079	0.0180930712	-0.0569592396	-0.0882800667	-0.0583554259	0.015318137	-0.0608018108	-0.0163382993	-0.0320879636	-0.0185451185	-0.0379355133	0.03246199	0.0198868144	0.0408315171	-0.0232128595	0.0205372061	0.0146200981	-0.1364404581	-0.0479600076	-0.0867755151	-0.0695441257	-0.0754012277	0.0921461138	0.0374294312	-0.0976162895	0.0938622775	-0.093700711	0.0381954899	0.1083203049	-0.0022358559	-0.0320458926	0.1126099659	-0.0544306362	0.013591252	-0.0282446126	-0.0225631846	0.0561066261	0.0983190349	0.0649085269	0.0221523474	-0.043183173	-0.0035041821	-0.0328303924	-0.0343150721	-0.0369159537	-0.0237648079	-0.0315818773	0.0184614193	-0.0564710072	0.0806342736	-0.0136372248	-0.0962420217	0.1039317783	0.0082576292	-0.0372280698	-0.0746601763	0.0639220335	0.0395747035	-0.0545284786	0.0648843603	-0.0138550126	-0.126697726	-0.0750581164	-0.134754999	-0.0694001098	0.078314069	0.0133065404	-0.0735695566	0.0824037422	0.0277662705	0.1423670839	0.0415735883	0.0159021018	-0.090114271	0.0842618537	-0.0804918336	-0.0086633033	-0.0519322821	-0.0514466715	0.1152019485	0.0194447983	0.0955671237	0.0547295048	-0.056190862	0.1038778987	-0.095122909	0.0420084294	-0.0707222194	-0.0698242649	0.0282936429	0.1182536866	0.1144731177	0.1082614433	-0.00832007	0.00176663	6.92235648049e-05	3.1209815569e-06	-0.00212707	-0.0059775	4.5244267849e-06	3.573050625e-05	0.0185551	3.200000000000078e-05	1.0240000000000496e-09	0.00034429173601	0.000105789	0.0	0.0	1.1191312521e-08	0.000767898	0.000153684	5.89667338404e-07	2.3618771856000023e-08	4.41199e-05	-0.0002247791	1.94656557601e-09	5.0525643796810015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309.22046682735714	0.948943669814355	95617.29710492869	0.9004940884807355	305.9873572702761	0.661304028240238	0.4373230177667656	93628.2628092476	205.6974840726088	0.1149093281423176	0.0132041536941188	42311.45495380115	206.4572978378464	397.5696461468278	0.808794	20.970938	0.020930485	0.0113936	0.070758473	-0.0055605396	-0.0081039786	0.0582848473	-0.0266724116	0.0611992218	-0.1350965865	0.009112937	0.0296248252	-0.0167531503	-0.0476986275	-0.07691824	0.0281550798	0.0044512655	0.0669121103	0.0363817259	-0.0323831786	-0.1124733871	-0.0302254795	-0.0244978386	-0.0399074906	-0.0342604274	0.0322705677	-0.0168892535	0.0316358355	-0.1142114333	0.0588187599	0.0750944305	0.060665093	0.0519170503	0.0314607014	-0.0352687811	-0.0126871351	0.0749419847	0.086452169	-0.0067455677	-0.1485691733	-0.0066588333	-0.0906102522	-0.0915530056	-0.0907332958	0.007434909	-0.0251286731	0.0110856605	0.0312954571	0.0825594263	-0.047999893	0.0001244361	0.073740549	0.046200097	-0.0412832643	-0.1043767608	-0.0249925085	-0.0070805471	0.0668237022	-0.0425646417	0.0268727557	-0.0162440981	0.0112189953	-0.1220581565	-0.0280277413	0.0324311817	0.031826083	0.0578173398	0.0886602941	-0.0303726759	-0.0080745657	0.0649909793	-0.074468726	0.0889443293	0.0514960131	0.0929355608	0.0579741902	0.0015450999	0.0048506443	-0.0594783745	0.052989184	0.0050037069	0.133725346	0.0268890242	0.0099376142	-0.1174116954	0.0849546338	-0.1881619756	-0.0348181072	-0.0111388765	-0.0040320575	-0.0550413709	0.0994372317	0.0932840406	0.0167759645	-0.0316603392	0.1437992167	-0.098237919	0.0384697244	-0.0098209773	-0.0536227914	0.0334846372	0.1178341246	0.112815636	0.1046092073	-0.0132263	-0.0049062299999999	0.00017493501169	2.407109281289999e-05	-0.0110106	-0.00888353	0.00012123331236	7.891710526090002e-05	0.0148042	-0.0037509	1.406925081000001e-05	0.00021916433764	0.000105789	0.0	0.0	1.1191312521e-08	0.000706908	-6.099000000000002e-05	4.997189204640001e-07	3.719780100000003e-09	5.09264e-05	6.806500000000003e-06	2.59349821696e-09	4.6328442250000046e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309.5764716149214	0.3560047875642453	95837.59177754422	0.1267394087686634	308.007120670507	2.019763400230886	4.07944419291223	94868.38638373626	205.73656096200887	0.0390768894000643	0.0015270032851848	42327.53251647439	206.47301059531569	401.91021939126665	0.919544	23.842541	0.06898227	0.0346456	0.0281858544	0.0137471791	-0.0110647648	0.0254213376	-0.0089751534	-0.0199770768	-0.0333836242	0.0112191979	0.0366973862	-0.0233332363	-0.018787794	-0.0192099988	0.066165339	0.0336993444	-0.0312324525	0.011648399	0.0686770479	0.0596127676	0.0004298025	-0.0288087528	0.0048565559	0.084541242	-0.1045313007	0.0066807583	-0.1654247799	-0.1036011496	-0.0993206264	0.11125663	-0.1186528555	0.0776846052	0.0753191556	0.0038688509	0.0258485658	-0.115331267	0.0749850686	0.0627324615	-0.0975312964	-0.0520105086	-0.0514404797	0.0880240814	-0.1298934642	0.0096169967	-0.039612014	0.0200810273	0.0170155485	0.0118379052	-0.0632960315	0.0239159776	-0.0396587713	0.0326139687	0.0567047223	0.0468056197	0.0009873731	-0.0224364441	-0.0506820725	0.0696177261	0.0527265723	0.0807424623	-0.1652895208	-0.0114160168	0.0586198332	0.1679003359	-0.0433817337	0.0563171577	0.0757078573	0.0070521714	0.0380903055	-0.0398824487	-0.0379640088	0.0752409758	0.074240124	-0.0640214747	0.0546285527	0.2407238347	-0.001364529	-0.0268563248	-0.0100269373	0.0365918995	0.1082284445	0.0283492165	0.0291360802	0.0115615179	0.0285987043	0.0502378386	0.1297859803	-0.0123344367	0.0104759883	0.0164759417	-0.1068494651	0.0308225422	-0.0538328824	0.0556663794	0.0717781881	-0.0498799142	0.0519116377	-0.1024754319	-0.0268002233	-0.0762955393	0.1173552296	0.1109309587	0.1004830656	-0.0204389	-0.0072126	0.0004177486332099	5.202159875999999e-05	0.00490016	0.01591076	2.40115680256e-05	0.0002531522837776	-0.00431004	-0.01911424	0.0003653541707776	1.85764448016e-05	0.000161902	5.611300000000001e-05	3.1486687690000004e-09	2.6212257604000003e-08	0.000789042	8.213399999999998e-05	6.22587277764e-07	6.745993955999997e-09	-0.00034572	-0.0003966464	1.195223184e-07	1.5732836663296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310.09895984833133	0.5224882334099448	96161.364899017	0.2729939540518449	307.36718778727965	-0.6399328832273454	0.4095140950356633	94474.58812826085	205.6249711353533	-0.1115898266555746	0.0124522894130211	42281.62875441487	206.26035141272231	409.1773151281124	1.244509	32.268456	0.16639816	0.130254	-0.0145766647	0.0174432947	0.0050667889	0.0404337299	0.01395188	-0.0039669384	-0.0624806514	0.0257464519	0.0103725121	-0.0419447856	-0.0922943226	-0.1580149309	0.0030415068	-0.147752507	-0.0297241379	0.21606968	0.0891886001	0.2238798616	-0.0275654505	0.0093807746	0.0701743081	-0.078340771	0.1598544862	0.0224021489	0.091428758	-0.114354194	0.0176184629	0.0308824716	0.0175251504	0.0919937483	-0.3231799067	0.0220048247	0.1046956539	-0.2219943698	-0.0317262929	-0.0562630002	-0.0330760916	0.0995046858	0.0199021123	0.0488115959	0.0752010121	0.0273747842	-0.0142320504	0.0429456722	0.075885266	0.1696322778	0.0048449862	-0.1352119978	-0.0141507932	0.1866459306	0.0643104745	0.260875879	-0.0459441957	0.0697337152	-0.0021528158	-0.0921692569	-0.0409428619	-0.1243065626	0.0500815005	-0.1609462575	-0.0284562576	0.0683485742	-0.0098271812	0.1206890522	-0.3164306428	-0.0718077215	0.0633325852	-0.0955256294	0.1724545455	0.0512215382	0.075988998	0.114975935	0.0141069953	0.0083093134	-0.0314961946	0.1246248419	0.0643744685	-0.0214526694	0.1729960956	0.1173483028	0.0635336922	0.154398851	0.0528765141	0.2522346963	0.0122452698	-0.1572780012	-0.1584137554	-0.0729684448	-0.0294947261	-0.035174379	-0.2128526023	-0.1708621319	-0.1162825688	-0.1729863803	0.0358206084	0.2012623948	-0.021761646	-0.0120935777	0.1168172427	0.1088228812	0.0959017104	-0.0192729	0.001166	0.00037144467441	1.3595560000000008e-06	0.00316461	-0.0017355499999999	1.00147564521e-05	3.0121338024999992e-06	-0.0386528	-0.03434276	0.0011794251644176	0.00149403894784	0.0023404	0.002178498	4.745853536004e-06	5.47747216e-06	0.000571381	-0.0002176609999999	3.264762471610001e-07	4.7376310920999987e-08	-0.000158802	0.000186918	2.5218075204e-08	3.4938338724e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
