onset	duration	trial_type	trial_code	valence	arousal
5.5129	15	NEU	NEU24	7	6
22.5374	11	Q	Q_NEU24	7	6
40.5963	15	CON	NEU5	4	8
57.6213	11	Q	Q_NEU5	4	8
75.4296	15	CON	NEU3	8	7
92.4547	11	Q	Q_NEU3	8	7
109.013	15	NEU	NEU6	8	8
126.0375	11	Q	Q_NEU6	8	8
143.3548	15	CON	NEU2	7	6
160.3798	11	Q	Q_NEU2	7	6
178.1881	15	NEU	NEU12	10	8
195.2126	11	Q	Q_NEU12	10	8
213.0299	15	NEU	NEU30	9	9
230.0632	11	Q	Q_NEU30	9	9
246.6299	15	CON	NEU22	3	8
263.6549	11	Q	Q_NEU22	3	8
