onset	duration	trial_type	trial_code	valence	arousal
6.2618	15	CON	NEU17	8	6
23.2868	11	Q	Q_NEU17	8	6
40.0952	15	HOP	HOP17	10	7
57.1202	11	Q	Q_HOP17	10	7
75.4369	15	CON	NEU27	6	4
92.4614	11	Q	Q_NEU27	6	4
109.5203	15	CON	NEU10	9	7
126.5453	11	Q	Q_NEU10	9	7
143.6037	15	HOP	HOP16	7	7
160.6287	11	Q	Q_HOP16	7	7
178.687	15	CON	NEU18	8	7
195.7121	11	Q	Q_NEU18	8	7
213.7788	15	HOP	HOP11	9	6
230.8033	11	Q	Q_HOP11	9	6
248.6122	15	HOP	HOP27	9	7
265.6455	11	Q	Q_HOP27	9	7
