onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7891	10	CET	c4_m2	LEFT	1.9308999999999994	50	40
20.8391	10	CET	c1_m1	LEFT	2.296900000000001	10	2
36.1225	10	dummy	dl0	LEFT	2.2134999999999962	0	0
51.1719	10	CET	m5_c2	RIGHT	4.0441	120	10
66.9642	10	CET	c3_m5	LEFT	2.331800000000001	120	25
83.2642	10	CET	m0_c2	RIGHT	2.1757999999999953	0	10
99.5559	10	CET	c5_m0	LEFT	1.5641000000000105	0	50
114.5971	10	dummy	dr0	RIGHT	2.2188000000000017	0	0
130.6387	10	CET	m4_c5	RIGHT	3.0412000000000035	100	50
147.4309	10	CET	c3_m2	LEFT	2.048999999999978	50	25
162.9727	10	CET	m1_c3	RIGHT	2.0271999999999935	10	25
178.0139	10	dummy	dl1	LEFT	2.162000000000006	0	0
193.0561	10	CET	c0_m0	RIGHT	3.1998000000000104	0	0
208.3478	10	CET	c4_m1	LEFT	2.2280999999999835	10	40
224.8978	10	CET	m4_c3	RIGHT	1.782100000000014	100	25
240.9389	10	dummy	dr1	RIGHT	1.8610000000000184	0	0
256.7306	10	CET	c5_m5	LEFT	2.325300000000027	120	50
273.0312	10	CET	m1_c0	LEFT	2.584699999999998	10	0
290.0646	10	dummy	dr3	RIGHT	1.2312000000000012	0	0
306.6063	10	CET	m3_c3	RIGHT	1.6655000000000086	80	25
322.898	10	CET	m3_c5	RIGHT	1.4377999999999815	80	50
338.1897	10	CET	m2_c1	LEFT	3.3460999999999785	50	2
354.7397	10	CET	c1_m0	LEFT	2.2760999999999854	0	2
371.7808	10	dummy	dr2	RIGHT	1.8109999999999786	0	0
387.8231	10	CET	m2_c2	RIGHT	3.872700000000009	50	10
403.3648	10	CET	m4_c0	LEFT	1.61099999999999	100	0
418.9065	10	CET	c0_m5	RIGHT	2.0452999999999975	120	0
435.2065	10	dummy	dl3	LEFT	2.1052999999999997	0	0
451.9977	10	CET	m4_c1	LEFT	2.0179999999999723	100	2
467.2899	10	CET	c4_m4	LEFT	2.261799999999994	100	40
483.331	10	dummy	dl2	LEFT	1.8847000000000094	0	0
498.381	10	CET	c0_m2	RIGHT	2.490700000000004	50	0
514.9233	10	CET	c4_m3	LEFT	3.2923999999999296	80	40
530.7233	10	CET	m5_c4	RIGHT	1.5883999999999787	120	40
546.515	10	CET	c4_m0	LEFT	1.4207000000000107	0	40
561.565	10	dummy	dl4	LEFT	1.6666999999999916	0	0
578.3567	10	CET	c2_m4	LEFT	2.058999999999969	100	10
593.3984	10	CET	m5_c1	LEFT	2.2732999999999493	120	2
609.9485	10	CET	c5_m1	LEFT	1.523200000000088	10	50
625.7401	10	dummy	dr4	RIGHT	1.7956000000000358	0	0
640.7818	10	CET	m0_c3	RIGHT	1.793800000000033	0	25
657.5735	10	CET	c0_m3	RIGHT	1.8821000000000367	80	0
674.3652	10	dummy	dl5	LEFT	1.7064000000000306	0	0
689.9064	10	CET	m3_c2	RIGHT	2.005200000000059	80	10
705.1986	10	CET	m2_c5	RIGHT	1.6569999999999254	50	50
721.4898	10	dummy	dr5	RIGHT	1.8858000000000175	0	0
737.032	10	CET	c1_m3	RIGHT	2.4155999999999267	80	2
753.8237	10	CET	m1_c2	RIGHT	2.5038999999999305	10	10
