onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7949	10	CET	c4_m2	RIGHT	3.405099999999999	50	40
20.8366	10	CET	c1_m1	LEFT	2.659399999999998	10	2
36.1275	10	dummy	dl0	LEFT	1.9125000000000014	0	0
51.1693	10	CET	m5_c2	LEFT	1.8706999999999994	120	10
66.9611	10	CET	c3_m5	RIGHT	2.6388999999999925	120	25
83.2617	10	CET	m0_c2	RIGHT	2.2582999999999913	0	10
99.5445	10	CET	c5_m0	LEFT	2.0715000000000003	0	50
114.5861	10	dummy	dr0	RIGHT	1.9098000000000042	0	0
130.6278	10	CET	m4_c5	LEFT	3.092099999999988	100	50
147.42	10	CET	c3_m2	RIGHT	4.5959	50	25
162.9618	10	CET	m1_c3	RIGHT	2.8140999999999963	10	25
178.0029	10	dummy	dl1	LEFT	1.572999999999979	0	0
193.0452	10	CET	c0_m0	LEFT	4.066699999999997	0	0
208.3369	10	CET	c4_m1	LEFT	2.5589999999999975	10	40
224.8786	10	CET	m4_c3	LEFT	1.6732999999999834	100	25
240.9196	10	dummy	dr1	RIGHT	1.5363000000000113	0	0
256.7114	10	CET	c5_m5	RIGHT	2.280499999999961	120	50
273.0036	10	CET	m1_c0	LEFT	5.772299999999973	10	0
290.0447	10	dummy	dr3	RIGHT	1.8672000000000253	0	0
306.587	10	CET	m3_c3	LEFT	2.268799999999999	80	25
322.8787	10	CET	m3_c5	LEFT	2.657100000000014	80	50
338.1704	10	CET	m2_c1	LEFT	2.405400000000043	50	2
354.7121	10	CET	c1_m0	LEFT	2.1037000000000035	0	2
371.7538	10	dummy	dr2	RIGHT	1.5419999999999732	0	0
387.7948	10	CET	m2_c2	LEFT	2.3170000000000073	50	10
403.3371	10	CET	m4_c0	LEFT	2.8947000000000003	100	0
418.8789	10	CET	c0_m5	RIGHT	2.832899999999995	120	0
435.1699	10	dummy	dl3	LEFT	1.5418999999999983	0	0
451.9784	10	CET	m4_c1	LEFT	1.5733999999999924	100	2
467.2706	10	CET	c4_m4	RIGHT	2.4010999999999854	100	40
483.3117	10	dummy	dl2	LEFT	1.344000000000051	0	0
498.3534	10	CET	c0_m2	RIGHT	2.1422999999999774	50	0
514.8957	10	CET	c4_m3	RIGHT	1.73599999999999	80	40
530.6957	10	CET	m5_c4	LEFT	3.1359999999999673	120	40
546.4874	10	CET	c4_m0	LEFT	2.248299999999972	0	40
561.5369	10	dummy	dl4	LEFT	1.1988000000000056	0	0
578.3291	10	CET	c2_m4	RIGHT	2.246599999999944	100	10
593.3708	10	CET	m5_c1	LEFT	1.5808999999999287	120	2
609.9125	10	CET	c5_m1	LEFT	2.7831999999999653	10	50
625.7042	10	dummy	dr4	RIGHT	1.711400000000026	0	0
640.7459	10	CET	m0_c3	RIGHT	2.2456999999999425	0	25
657.5376	10	CET	c0_m3	RIGHT	2.1580000000000155	80	0
674.3293	10	dummy	dl5	LEFT	1.4062999999999874	0	0
689.8709	10	CET	m3_c2	LEFT	2.0167000000000144	80	10
705.171	10	CET	m2_c5	LEFT	2.4365999999999985	50	50
721.4627	10	dummy	dr5	RIGHT	1.9448999999999614	0	0
737.0044	10	CET	c1_m3	RIGHT	2.067199999999957	80	2
753.8127	10	CET	m1_c2	RIGHT	2.058899999999994	10	10
