onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7915	10	CET	c4_m2	RIGHT	3.3283999999999994	50	40
20.8332	10	CET	c1_m1	LEFT	5.2867	10	2
36.1249	10	dummy	dl0	LEFT	3.2110000000000056	0	0
51.1743	10	CET	m5_c2	LEFT	2.441600000000001	120	10
66.9666	10	CET	c3_m5	RIGHT	2.969300000000004	120	25
83.2583	10	CET	m0_c2	RIGHT	2.7575999999999965	0	10
99.55	10	CET	c5_m0	LEFT	1.3299000000000092	0	50
114.5917	10	dummy	dr0	RIGHT	2.464199999999991	0	0
130.6329	10	CET	m4_c5	LEFT	7.022999999999996	100	50
147.4251	10	CET	c3_m2	LEFT	1.7508000000000266	50	25
162.9668	10	CET	m1_c3	RIGHT	1.6731000000000051	10	25
178.0085	10	dummy	dl1	LEFT	1.9912999999999954	0	0
193.0501	10	CET	c0_m0	LEFT	4.949700000000007	0	0
208.3418	10	CET	c4_m1	LEFT	2.3940000000000055	10	40
224.883	10	CET	m4_c3	LEFT	1.3168000000000006	100	25
240.9246	10	dummy	dr1	RIGHT	2.131200000000007	0	0
256.7336	10	CET	c5_m5	RIGHT	3.1621999999999844	120	50
273.0247	10	CET	m1_c0	LEFT	1.7350999999999885	10	0
290.0664	10	dummy	dr3	RIGHT	2.06940000000003	0	0
306.6081	10	CET	m3_c3	LEFT	1.5276000000000067	80	25
322.917	10	CET	m3_c5	LEFT	1.658800000000042	80	50
338.2087	10	CET	m2_c1	LEFT	2.1829999999999927	50	2
354.7504	10	CET	c1_m0	LEFT	2.425399999999968	0	2
371.8004	10	dummy	dr2	RIGHT	2.4312999999999647	0	0
387.8416	10	CET	m2_c2	LEFT	2.750099999999975	50	10
403.3921	10	CET	m4_c0	LEFT	1.503599999999949	100	0
418.9255	10	CET	c0_m5	RIGHT	1.3462000000000103	120	0
435.2167	10	dummy	dl3	LEFT	2.2789999999999964	0	0
452.0089	10	CET	m4_c1	LEFT	2.6468000000000416	100	2
467.3006	10	CET	c4_m4	RIGHT	3.8911000000000513	100	40
483.3418	10	dummy	dl2	LEFT	1.7139000000000237	0	0
498.3834	10	CET	c0_m2	RIGHT	1.5283000000000015	50	0
514.934	10	CET	c4_m3	RIGHT	2.081700000000069	80	40
530.734	10	CET	m5_c4	LEFT	1.361599999999953	120	40
546.5173	10	CET	c4_m0	LEFT	2.8342999999999847	0	40
561.5585	10	dummy	dl4	LEFT	1.657100000000014	0	0
578.3502	10	CET	c2_m4	RIGHT	2.305400000000077	100	10
593.3925	10	CET	m5_c1	LEFT	1.358699999999999	120	2
609.9425	10	CET	c5_m1	LEFT	2.953200000000038	10	50
625.7335	10	dummy	dr4	LEFT	1.4820999999999458	0	0
640.7925	10	CET	m0_c3	RIGHT	3.1829999999999927	0	25
657.5842	10	CET	c0_m3	RIGHT	2.191400000000044	80	0
674.3759	10	dummy	dl5	LEFT	3.439700000000016	0	0
689.9176	10	CET	m3_c2	LEFT	2.0979999999999563	80	10
705.2171	10	CET	m2_c5	LEFT	2.0144000000000233	50	50
721.5087	10	dummy	dr5	RIGHT	2.122799999999984	0	0
737.051	10	CET	c1_m3	RIGHT	1.780499999999961	80	2
753.8427	10	CET	m1_c2	LEFT	3.7327999999999975	10	10
