global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
299.365669727116	n/a	n/a	89619.80421116471	380.5602208048359	n/a	n/a	144826.08165902548	197.20203896441143	n/a	n/a	38888.64417172125	196.51364796531607	445.0882095498129	n/a	n/a	n/a	n/a	-0.0787711962	0.0919694168	-0.012115271	-0.1838286967	-0.0029732837	0.0270973102	-0.0976717606	0.104954943	-0.0263369823	0.0276919735	0.013932458	-0.0212060346	0.0568326411	-0.0114831185	0.0055037609	-0.0268737629	0.0078068447	-0.1077173238	0.0797560994	-0.1101763784	0.1041807821	-0.0029632737	0.0345227919	-0.0021445877	0.0680680357	-0.0023324261	0.1480356201	-0.0271529796	0.031599804	-0.0131227891	0.0171185587	-0.0573540767	0.0069306957	-0.0218252198	0.0539840036	-0.0640193412	0.0799552611	-0.0743646861	0.0953631446	-0.1138656272	0.0027316317	-0.0299724817	0.0414985451	-0.048133924	0.0328853744	-0.0454119839	0.0595193657	-0.012961525	0.0129530474	-0.000636927	0.0023083632	-0.0513670349	0.0809574953	-0.0411532481	0.0680965226	-0.1677451527	0.1336023333	-0.0279914627	0.0126189846	-0.1019706172	0.0902695091	-0.0087974935	0.0117770529	-0.1624931865	0.0350595066	-0.0272108757	0.0293716038	0.0478079073	-0.0084480953	0.1195153378	0.1194927693	0.1194551582	-0.018741	n/a	n/a	0.000351225081	-0.0546786	n/a	0.00298974929796	n/a	-0.0442211	n/a	0.00195550568521	n/a	-0.00128323	n/a	1.6466792329e-06	n/a	0.000902072	n/a	n/a	8.13733893184e-07	-0.000689625	n/a	4.75582640625e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.9423493054679	-1.4233204216481	2.025841022680525	88769.64350966146	374.3759411212067	-6.1842796836292	38.24531520534888	140157.34529038923	197.2960209673633	0.0939820029518614	0.0088326168788436	38925.71988955425	196.5700525127608	435.99454974774153	1.046573	34.585072	0.11278345	0.0796775	-0.071824402	0.0411622179	-0.011058118	-0.091637197	0.0118375658	-0.0571489927	-0.056973395	0.0138752549	-0.0273591461	0.016651798	0.0186789681	-0.0045199645	0.0914762318	0.043036402	0.0873251278	-1.80436e-05	-0.057262318	-0.0491477295	0.0566150788	-0.1007178248	0.0622941051	-0.0837756559	0.1390564339	-0.1055411022	0.0002876421	-0.0471075127	0.0830419213	-0.0280723254	0.01792047	-0.016441374	-0.0013842786	-0.0902059248	-0.0379794047	-0.0977846871	-0.0065821323	0.0184067135	0.0614963227	-0.0340912231	0.0819043582	-0.0841580293	0.0981170899	-0.152539121	0.0220691519	0.019965365	0.0219839707	-0.0491923389	0.0635472314	-0.0210107873	0.0212101627	-0.028589011	0.0337420045	-0.04879201	0.0879361132	-0.0786561887	0.0682158086	-0.0540462991	0.2051316726	-0.0389472668	-0.0745082773	0.0592657339	-0.0728782801	0.0667933783	0.0057351261	-0.0059478747	-0.0567352571	-0.1517677745	-0.0518787037	0.081711896	0.018187407	0.1194551582	0.1192521267	0.1189139965	-0.0185263	0.0002147	4.6096090000000735e-08	0.0003432237916899	-0.019377	0.0353016	0.0003754681289999	0.00124620296256	-0.0430476	0.0011735	0.0018530958657599	1.377102250000002e-06	-0.00254662	-0.0012633899999999	6.485273424399999e-06	1.5961542920999995e-06	0.00108433	0.000182258	3.321797856400005e-08	1.1757715489000002e-06	-0.0006134	7.622500000000008e-05	3.7625956000000005e-07	5.810250625000012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.3901001118633	0.4477508063953905	0.2004807846277225	89036.65184476781	372.5824201073255	-1.793521013881218	3.2167176272335127	138817.6597730316	197.4314980323396	0.1354770649762997	0.0183540351345925	38979.196415293714	196.6752192891877	431.69211051206736	0.834439	27.574875	0.1381572499999999	0.0935156	-0.0384977085	0.0090807428	-0.0139267619	-0.0451635903	-0.012336128	-0.0298942811	0.0028639864	0.0446426723	-0.0318287969	0.0178703156	0.0083243699	-0.0244363464	0.0822266176	0.0273971444	0.0684306578	-0.0154696638	-0.0036800163	0.0683134733	-0.0324564213	-0.21417162	0.1389910152	-0.0629000612	-0.0691176963	-0.0872137706	0.040459007	-0.0090028375	-0.0667097628	-0.0324829682	0.0179176805	-0.0088297974	0.0262444017	-0.0793117277	-0.028516962	-0.065937614	-0.0550298367	0.0321828782	-0.0649591982	0.0026010374	0.1755537906	-0.1748504834	0.0450445104	0.0614039955	0.0980383374	-0.020201579	-0.0124925176	-0.0399490429	0.0326017296	-0.0096011894	-0.0117800105	-0.0094007819	0.0265898343	-0.0366618794	0.028173319	-0.0515148019	0.0997893498	-0.1506063782	0.1177733297	-0.0914728743	-0.003878238	-0.0379071353	-0.0710696313	0.0635391401	0.033789901	-0.1058413956	0.0216009423	0.0041626743	0.0004347374	0.0331200135	0.0120571309	0.1193348294	0.1187713263	0.1178341246	-0.0185718	-4.55000000000004e-05	2.0702500000000364e-09	0.00034491175524	-0.0364779	-0.0171009	0.00133063718841	0.00029244078081	-0.0111163	0.0319312999999999	0.00012357212569	0.0010196079196899	-0.0008460889999999	0.001700531	7.158665959208307e-07	2.89180568196134e-06	0.00116539	8.105999999999999e-05	6.5707235999999985e-09	1.3581338521000002e-06	-0.0006134	0.0	3.7625956000000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.14532345033416	-0.2447766615291584	0.0599156140293601	88890.63389530437	371.78467874689073	-0.7977413604347703	0.6363912781483181	138223.84735092876	197.38784841100264	-0.0436496213369537	0.0019052894428594	38961.96270032496	196.61039802534827	434.6124240874155	0.723419	23.906122	0.123665265	0.0832766999999999	-0.0548060493	0.0229861416	-0.027940964	-0.0383269442	0.0048770326	-0.0268399372	0.0022288509	-0.0026190038	-0.028853246	0.0439781328	0.0138167418	0.0112833305	0.0702477535	-0.0012992305	-0.0034885108	-0.0486828239	-0.0360305893	0.1394026412	-0.014069576	-0.1075327606	0.1655691664	-0.1739400549	0.0071608852	-0.0622542937	-0.1049456036	-0.0396874499	-0.0935319747	-0.0290918472	0.0452201805	-0.0154510048	-0.0153732724	-0.0618400865	-0.0041436829	0.0307430007	-0.1333962695	0.0350139475	-0.086454418	0.0033574272	0.0720454855	-0.1996383812	0.1672134296	-0.0284239287	-0.0098954954	0.1334013075	-0.0118826847	-0.0450955029	0.0398477285	-0.0199728905	0.0021807454	-0.0335424904	0.0334834743	-0.0437229947	0.0399774105	-0.063378138	0.0659531546	-0.0890871026	0.1530256086	-0.1306782597	0.0245747159	0.1228124832	-0.1012437317	0.0318915598	0.0166218834	0.0241173348	0.0357916509	-0.0649574143	-0.0416223417	0.0286542474	-0.0698375282	0.1191544118	0.1180513362	0.1162204348	-0.0186571	-8.529999999999996e-05	7.276089999999993e-09	0.0003480873804099	-0.000848835	0.035629065	7.205208572250001e-07	0.0012694302727742	-0.0116919	-0.0005755999999999	0.0001367005256099	3.313153599999989e-07	-0.0021701	-0.0013240110000001	4.70933401e-06	1.7530051281212646e-06	0.000990554	-0.000174836	3.0567626896000014e-08	9.811972269160002e-07	-0.000364741	0.0002486589999999	1.3303599708100006e-07	6.183129828099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.4283835036641	0.2830600533299616	0.0801229937911607	89059.50008061003	371.4287184439705	-0.3559603029202094	0.1267077372550472	137959.29288493033	197.5669950069293	0.1791465959266531	0.0320935028321075	39032.71751606802	196.8122491384375	433.099807169014	0.716074	23.66338	0.127642469	0.0775769999999999	-0.0353524849	-0.0030673781	-0.0083807898	-0.0229610861	-0.0011187126	-0.0166287341	0.0226159837	-0.0012576923	-0.0418150614	0.024132292	0.0164452081	-0.0040426131	0.0187544108	0.0213719707	-0.087026002	-0.0614269739	0.037042882	0.074979144	-0.0721361878	-0.1618220938	0.1727800519	-0.0267902054	0.0116504077	0.1565857019	-0.0060533107	-0.0655177211	-0.0794004393	-0.0421591606	0.0236880837	-0.0193182664	-1.30838e-05	-0.0135385401	-0.0226464465	0.107000803	-0.0715937367	-0.0345264215	-0.0750609338	0.0279484251	0.1267857098	-0.2032267697	0.014197401	0.0426738475	-0.1226085006	-0.0716436135	0.1052530925	-0.039206179	0.018874174	-0.0071486351	-0.0173352744	-0.0121784916	0.0190367476	-0.0396882799	0.0284210408	-0.0437103713	0.0959320936	-0.182285976	0.0731589615	-0.1446292976	0.0655790981	-0.0226799279	-0.0648673983	0.0194789881	-0.0044038119	-0.0988647167	0.0665146203	0.100508845	-0.0411601232	0.0620353091	-0.0586080294	0.1189139965	0.1170936064	0.1140802373	-0.00442319	0.0142339099999999	0.000202604193888	1.95646097761e-05	-0.0365449	-0.035696065	0.0013355297160099	0.0012742090564842	-0.000776006	0.010915894	6.02185312036e-07	0.0001191567418192	-0.000967756	0.001202344	9.36551675536e-07	1.445631094336e-06	0.00110931	0.000118756	1.4102987536000009e-08	1.2305686761e-06	-0.000379573	-1.4831999999999996e-05	1.4407566232900005e-07	2.1998822399999986e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.78857492589964	0.3601914222355162	0.1297378606520439	89274.61250624995	371.9349029368112	0.5061844928407027	0.2562227407923994	138335.57202261518	197.5534071701569	-0.0135878367723876	0.000184629308153	39027.3486845378	196.8087902274625	437.28039260444336	0.747255	24.693811	0.067929064	0.0401623	-0.0501789681	0.00930094	-0.0068651121	-0.0319178012	-0.0010571548	-0.02031198	0.0352279414	-0.0130532862	-0.0384808691	0.0371854913	-0.0088236715	-0.0084041982	0.0073144337	0.0001275158	-0.1056243172	-0.026378358	0.024657843	0.0451505008	-0.0836036952	-0.1134470311	0.1010576166	-0.089050757	0.1003636225	-0.0062016158	0.1972152518	-0.1490991553	-0.187484842	-0.0381417156	0.0353898151	0.0090546575	0.0001682462	-0.0009823285	-0.0065258067	0.1317110624	-0.0330770023	-0.0187098703	-0.039305985	0.0563541805	0.1153114728	-0.1160587567	0.0880204444	-0.1382223345	0.0552593101	-0.1370829699	0.1531980658	-0.0439040099	0.0192087919	-0.0146566242	0.003418232	-0.0230601203	0.0200843821	-0.0362223562	0.0301569382	-0.0475663467	0.0686924828	-0.0953370268	0.0829426806	-0.1344874683	0.0430278235	0.1536262769	-0.0418145665	-0.0670146034	-0.0140510941	-0.0351389857	-0.0143961685	-0.0301917861	-0.0681954854	0.1065083362	-0.0496188263	0.1186137044	0.1159000657	0.1114232278	-0.00584551	-0.00142232	2.022994182400001e-06	3.41699871601e-05	-0.0102829	0.026262	0.0001057380324099	0.000689692644	-0.011544	-0.010767994	0.000133263936	0.000115949694784	-0.00146362	-0.0004958639999999	2.1421835044e-06	2.45881106496e-07	0.00103682	-7.249000000000014e-05	5.25480010000002e-09	1.0749957124e-06	-0.000400754	-2.1181e-05	1.60603768516e-07	4.48634761e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.8666027171976	-0.921972208702016	0.8500327536188735	88724.51301428484	371.4250833251997	-0.5098196116115332	0.2599160363837345	137956.59252313155	197.3009950645264	-0.2524121056304977	0.0637118710688215	38927.68265345227	196.5588351200367	433.8453750425172	0.8077849999999999	26.694067	0.08843431	0.0485863	-0.029162397	-0.0129804586	0.0049607555	-0.0207101831	0.0054593895	-0.0173531943	0.0210066563	0.0270421028	-0.0218739118	0.0125436467	0.0221215953	-0.0054568138	0.0024868044	0.0246794077	-0.0681891692	-0.0666334113	0.0343699526	-0.1190561907	-0.079270752	-0.0828391677	0.1491259344	-0.0700135029	-0.075288305	0.1205243131	-0.0321430583	-0.0324155117	-0.0032142089	-0.0220967388	0.0149179657	-0.0240545826	0.0040271487	-0.0006884035	-0.0248452081	0.0602922012	0.033613381	-0.116979411	0.0698425275	0.0648154715	0.0671035839	-0.1568634556	0.0493887671	0.1174635251	-0.0582822149	-0.0179505624	0.0696240583	-0.0389102729	0.0118815633	-0.0075188371	-0.0240378788	-0.0089776893	0.005691851	-0.049579888	0.0441192573	-0.0473028729	0.0840513631	-0.1865038229	0.0429837829	-0.1327851874	0.030115786	-0.0685249636	0.0849955529	-0.0933381208	-0.0454443982	-0.1287876255	0.0616336384	0.1182378082	-0.1178882455	0.05374833	-0.0695628681	0.1182536866	0.1144731177	0.1082614433	-0.00788978	-0.00204427	4.179039832900004e-06	6.224862844840001e-05	-0.0388907	-0.0286078	0.00151248654649	0.00081840622084	0.00121264	0.01275664	1.4704957696000002e-06	0.0001627318640896	-0.000825959	0.0006376609999999	6.82208269681e-07	4.0661155092099996e-07	0.000841991	-0.0001948289999999	3.795833924099995e-08	7.089488440810001e-07	-0.000332732	6.8022e-05	1.1071058382400003e-07	4.626992483999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
297.7241322635803	-0.1424704536173067	0.0202978301539211	88639.65893210187	370.1043612909722	-1.320722034227515	1.7443066916940653	136977.23824659846	197.2073052273871	-0.0936898371392942	0.0087777855831874	38890.72123504782	196.5329304358055	433.4744667364896	0.994352	32.859371	0.27775641	0.131351	-0.0604860183	0.0535175355	-0.0170643929	-0.0285470701	0.0121528189	-0.014349682	0.0025642903	0.0356176755	-0.0157450065	0.0424514073	-0.0062929841	0.0049437719	0.0600380458	0.0128463972	-0.0637767294	0.0700055601	0.0309079634	-0.1126249021	0.0660518294	-0.1180801915	0.1954029183	0.0842342009	-0.0179848733	0.0644968788	-0.2599533811	-0.0435114509	0.1377220912	-0.01671189	0.0439790288	0.0073741787	-0.0143850243	-0.0621528787	-0.0114989803	0.0257140272	0.1428125447	-0.0132452255	0.0762435729	-0.0774221385	0.061744092	-0.2262216628	-0.0869490305	0.0325985388	-0.1642368697	0.2174905646	0.0355366941	-0.0444147905	0.0613356795	-0.0159960579	0.0365092253	-0.0193940711	0.0200177417	-0.063108806	0.1292242174	-0.0091748586	-0.018417388	0.0114821956	0.243914703	0.0347443051	-0.0956918303	0.0217494732	0.1483845989	-0.0744930361	-0.0299911728	0.0101901158	-0.1830190508	-0.0159757767	0.1178568185	0.1656320185	-0.2238041598	0.1178341246	0.112815636	0.1046092073	-0.0410472	-0.03315742	0.0010994145010564	0.0016848726278399	-0.0352102	0.0036805	0.0012397581840399	1.3546080250000024e-05	-0.0709549	-0.07216754	0.00503459783401	0.0052081538296516	-0.00258939	-0.001763431	6.7049405721e-06	3.109688891761e-06	0.000153531	-0.00068846	4.739771716000002e-07	2.3571767961e-08	-0.00125586	-0.0009231279999999	1.5771843395999998e-06	8.521653043839997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.20363269557566	0.4795004319953477	0.2299206642837251	88925.4065528378	369.42966178996704	-0.6746995010051364	0.4552194166565801	136478.27501024943	197.51764559812275	0.3103403707356449	0.0963111457083375	39013.22032262562	196.8064340353012	435.08048480582335	0.969161	32.026917	0.0778967149999999	0.0397146	-0.0529614248	0.0700062348	-0.0567890348	-0.0044339489	-0.0063924855	-0.0297112892	0.0300913807	0.0601503052	-0.0362293911	0.0178496334	0.0128576832	0.0089225182	0.026722682	-0.0615765851	-0.0026606083	0.0422742229	-0.008304056	-0.1282739589	-0.0180219056	0.02670093	-0.0732076482	0.1911353488	0.0114530924	0.0606414054	-0.1231620608	0.1559261685	0.033334037	-0.0368169124	0.0212575415	-0.0133974784	-0.0047294924	-0.0344298858	0.0610872048	-0.0358678335	0.0787207361	-0.0284845102	0.1058576928	0.0315595176	-0.0348789674	0.0735252468	-0.177517963	0.0815207838	-0.1402673267	0.0445351326	-0.1589077832	-0.0463298456	0.0477574771	0.0148051399	0.0479136323	0.0221531643	0.0232907536	-0.0497697226	0.1028315981	0.0110854913	-0.1292554078	0.2141532953	0.1000529317	0.1779450972	-0.0791313437	-0.14623407	0.0236948325	-0.0339553841	-0.150137498	-0.0799546182	0.1721388778	0.0756634778	-0.0628784762	-0.0354465539	-0.1538996101	0.1173552296	0.1109309587	0.1004830656	-0.0311114	0.0099357999999999	9.872012163999996e-05	0.00096791920996	-0.0198481	0.0153620999999999	0.00039394707361	0.0002359941164099	-0.0944276	-0.0234727	0.00891657164176	0.00055096764529	-0.00258303	6.35999999999996e-06	6.6720439809e-06	4.0449599999999485e-11	6.46937e-05	-8.88373e-05	7.89206587129e-09	4.1852748196899995e-09	-0.000768535	0.0004873249999999	5.90646046225e-07	2.3748565562499997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
299.1133897771356	0.909757081559917	0.8276579474484174	89468.81994396864	371.4536388737622	2.02397708379516	4.096483235727958	137977.80583255933	197.6137130405407	0.096067442417933	0.0092289534927228	39051.17958166916	196.9125169351183	437.35281754220847	0.9273	30.643562	0.120659015	0.0847220999999999	-0.0582453206	0.0281814095	-0.024427843	-0.0340942015	0.0178853776	-0.0494966992	-0.0195478349	0.0138999731	-0.0399834114	0.0495834121	0.0101109038	-0.0066677326	0.0375128725	0.0001825907	0.0143465668	0.0451682926	0.0861094842	-0.121337191	-0.0265890671	-0.0710179797	0.1145708422	0.0948608466	0.0155112767	0.0268995012	-0.0365313597	0.0089230909	-0.0084861859	-0.0405328637	0.0506754904	-0.0065866893	0.0012382892	-0.0404423799	0.0098138948	-0.0350234597	0.140896704	-0.0662863046	0.0313929286	0.0219351017	0.0496270542	-0.1255983905	-0.0866556454	-0.0078079083	-0.0457218487	0.0152074764	-0.0100127617	-0.0580381041	0.0203946315	-0.0122644327	0.0493970074	-0.0103282749	0.0018284774	0.0024559404	0.0578938178	0.024681818	-0.003592116	-0.0320601075	0.0742267301	0.0305844274	-0.0095981143	-0.0330970588	0.1189519249	-0.0394738515	0.0606525896	-0.0520620679	-0.086066679	0.0056141856	0.0801611996	0.0198524144	0.0701900792	0.1168172427	0.1088228812	0.0959017104	-0.0242831	0.0068283	4.662568089000003e-05	0.0005896689456099	-0.0443848	-0.0245367	0.00197001047104	0.00060204964689	-0.0901669	0.0042607	0.00813006985561	1.815356449000005e-05	-0.00108988	0.00149315	1.1878384144000002e-06	2.2294969225e-06	0.000101915	3.722130000000001e-05	1.3854251736900004e-09	1.0386667225000001e-08	-0.00093883	-0.000170295	8.814017688999999e-07	2.9000387025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
