onset	duration	trial_type	trial_code	response	RT	money	carbon
5.8134	10	CET	c4_m2	LEFT	2.6906	50	40
20.8468	10	CET	c1_m1	LEFT	2.833199999999998	10	2
36.1385	10	dummy	dl0	LEFT	1.6454000000000022	0	0
51.1802	10	CET	m5_c2	LEFT	3.6437000000000026	120	10
66.9719	10	CET	c3_m5	LEFT	2.8519999999999897	120	25
83.2719	10	CET	m0_c2	RIGHT	2.847999999999999	0	10
99.5636	10	CET	c5_m0	LEFT	1.9403000000000077	0	50
114.6047	10	dummy	dr0	RIGHT	1.739200000000011	0	0
130.6465	10	CET	m4_c5	RIGHT	3.6973999999999876	100	50
147.447	10	CET	c3_m2	LEFT	3.7368999999999915	50	25
162.9804	10	CET	m1_c3	RIGHT	1.9795000000000016	10	25
178.0215	10	dummy	dl1	LEFT	1.858399999999989	0	0
193.0638	10	CET	c0_m0	LEFT	2.960000000000008	0	0
208.3638	10	CET	c4_m1	LEFT	1.9399999999999977	10	40
224.8966	10	CET	m4_c3	RIGHT	6.103199999999987	100	25
240.9388	10	dummy	dr1	RIGHT	1.7250000000000227	0	0
256.7305	10	CET	c5_m5	RIGHT	5.3892999999999915	120	50
273.0306	10	CET	m1_c0	LEFT	2.5932000000000244	10	0
290.0723	10	dummy	dr3	RIGHT	1.607500000000016	0	0
306.6134	10	CET	m3_c3	RIGHT	3.3063999999999965	80	25
322.9056	10	CET	m3_c5	RIGHT	1.734199999999987	80	50
338.1973	10	CET	m2_c1	LEFT	2.6584000000000287	50	2
354.739	10	CET	c1_m0	LEFT	1.5407000000000153	0	2
371.7891	10	dummy	dr2	RIGHT	1.6107000000000085	0	0
387.8302	10	CET	m2_c2	RIGHT	5.545500000000004	50	10
403.3725	10	CET	m4_c0	LEFT	1.803200000000004	100	0
418.9141	10	CET	c0_m5	RIGHT	2.621600000000001	120	0
435.2142	10	dummy	dl3	LEFT	1.7615999999999872	0	0
452.0142	10	CET	m4_c1	LEFT	2.905499999999961	100	2
467.297	10	CET	c4_m4	LEFT	2.3426999999999794	100	40
483.3393	10	dummy	dl2	LEFT	1.6204000000000178	0	0
498.3809	10	CET	c0_m2	RIGHT	2.154800000000023	50	0
514.9226	10	CET	c4_m3	LEFT	2.077099999999973	80	40
530.7143	10	CET	m5_c4	RIGHT	2.6054000000000315	120	40
546.506	10	CET	c4_m0	LEFT	1.8137000000000398	0	40
561.5472	10	dummy	dl4	LEFT	1.5085000000000264	0	0
578.3388	10	CET	c2_m4	RIGHT	4.6603999999999814	100	10
593.3811	10	CET	m5_c1	LEFT	1.5144999999999982	120	2
609.9228	10	CET	c5_m1	LEFT	1.8127999999999247	10	50
625.7139	10	dummy	dr4	RIGHT	1.445699999999988	0	0
640.7562	10	CET	m0_c3	RIGHT	2.283399999999915	0	25
657.5479	10	CET	c0_m3	RIGHT	2.0276999999999816	80	0
674.3396	10	dummy	dl5	LEFT	1.6359999999999673	0	0
689.8806	10	CET	m3_c2	RIGHT	4.014999999999986	80	10
705.173	10	CET	m2_c5	RIGHT	1.362600000000043	50	50
721.4647	10	dummy	dr5	RIGHT	1.1508999999999787	0	0
737.0064	10	CET	c1_m3	RIGHT	3.2730999999999995	80	2
753.7981	10	CET	m1_c2	RIGHT	2.041500000000042	10	10
