onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7915	10	CET	c4_m2	LEFT	4.0324	50	40
20.8332	10	CET	c1_m1	LEFT	2.4706999999999972	10	2
36.1249	10	dummy	dl0	LEFT	1.1310000000000002	0	0
51.1666	10	CET	m5_c2	LEFT	2.929299999999998	120	10
66.9583	10	CET	c3_m5	LEFT	3.8175999999999988	120	25
83.25	10	CET	m0_c2	RIGHT	3.4059000000000026	0	10
99.5417	10	CET	c5_m0	LEFT	2.3781999999999925	0	50
114.5834	10	dummy	dr0	RIGHT	2.3525000000000063	0	0
130.6245	10	CET	m4_c5	LEFT	4.911399999999986	100	50
147.4168	10	CET	c3_m2	LEFT	1.839100000000002	50	25
162.9585	10	CET	m1_c3	RIGHT	2.577300000000008	10	25
178.0001	10	dummy	dl1	LEFT	3.8396999999999935	0	0
193.0418	10	CET	c0_m0	RIGHT	3.038000000000011	0	0
208.3335	10	CET	c4_m1	LEFT	3.0823000000000036	10	40
224.8752	10	CET	m4_c3	LEFT	2.2445999999999913	100	25
240.9164	10	dummy	dr1	RIGHT	2.1633999999999958	0	0
256.7086	10	CET	c5_m5	RIGHT	1.9311999999999898	120	50
273.0003	10	CET	m1_c0	LEFT	2.5194999999999936	10	0
290.042	10	dummy	dr3	RIGHT	1.453800000000001	0	0
306.5837	10	CET	m3_c3	RIGHT	5.496099999999956	80	25
322.8754	10	CET	m3_c5	RIGHT	1.9003999999999905	80	50
338.1754	10	CET	m2_c1	LEFT	3.8243999999999687	50	2
354.7171	10	CET	c1_m0	LEFT	2.2425999999999817	0	2
371.7588	10	dummy	dr2	RIGHT	2.6008999999999673	0	0
387.8088	10	CET	m2_c2	RIGHT	3.5108999999999924	50	10
403.3505	10	CET	m4_c0	LEFT	1.7051999999999907	100	0
418.8922	10	CET	c0_m5	RIGHT	2.1875	120	0
435.1831	10	dummy	dl3	LEFT	2.816699999999969	0	0
451.9749	10	CET	m4_c1	LEFT	2.120800000000031	100	2
467.2839	10	CET	c4_m4	LEFT	2.3718000000000075	100	40
483.3167	10	dummy	dl2	LEFT	1.6989999999999554	0	0
498.3668	10	CET	c0_m2	RIGHT	2.088899999999967	50	0
514.909	10	CET	c4_m3	LEFT	2.4907000000000608	80	40
530.7007	10	CET	m5_c4	LEFT	2.7309000000000196	120	40
546.4924	10	CET	c4_m0	LEFT	2.179200000000037	0	40
561.5341	10	dummy	dl4	LEFT	2.017500000000041	0	0
578.3252	10	CET	c2_m4	RIGHT	1.6503999999999905	100	10
593.3675	10	CET	m5_c1	LEFT	1.6480999999999995	120	2
609.9086	10	CET	c5_m1	LEFT	1.8023000000000593	10	50
625.7003	10	dummy	dr4	RIGHT	2.3313000000000557	0	0
640.7425	10	CET	m0_c3	RIGHT	1.9691000000000258	0	25
657.5342	10	CET	c0_m3	RIGHT	2.6812999999999647	80	0
674.3259	10	dummy	dl5	LEFT	2.0896999999999935	0	0
689.8676	10	CET	m3_c2	RIGHT	3.947999999999979	80	10
705.1593	10	CET	m2_c5	RIGHT	1.6722999999999502	50	50
721.451	10	dummy	dr5	RIGHT	1.8999999999999773	0	0
736.9927	10	CET	c1_m3	RIGHT	2.1187999999999647	80	2
753.7844	10	CET	m1_c2	RIGHT	1.3111000000000104	10	10
