onset	duration	trial_type	trial_code	response	RT	money	carbon
5.793	10	CET	c4_m2	LEFT	3.9509	50	40
20.8347	10	CET	c1_m1	LEFT	4.6052	10	2
36.1342	10	dummy	dl0	LEFT	1.6255999999999986	0	0
51.1848	10	CET	m5_c2	LEFT	4.174999999999997	120	10
66.9681	10	CET	c3_m5	RIGHT	4.4957999999999885	120	25
83.2598	10	CET	m0_c2	RIGHT	3.0595	0	10
99.5515	10	CET	c5_m0	LEFT	3.5682999999999936	0	50
114.5926	10	dummy	dr0	RIGHT	1.4872000000000014	0	0
130.6344	10	CET	m4_c5	LEFT	5.965399999999988	100	50
147.4349	10	CET	c3_m2	LEFT	3.0449000000000126	50	25
162.9766	10	CET	m1_c3	RIGHT	2.4472000000000094	10	25
178.0183	10	dummy	dl1	LEFT	2.125499999999988	0	0
193.0683	10	CET	c0_m0	NONE	10.0	0	0
208.3684	10	CET	c4_m1	LEFT	3.9513999999999783	10	40
224.9101	10	CET	m4_c3	LEFT	5.969699999999989	100	25
240.9601	10	dummy	dr1	RIGHT	1.799599999999998	0	0
256.7428	10	CET	c5_m5	LEFT	6.016999999999996	120	50
273.0435	10	CET	m1_c0	LEFT	2.7963000000000306	10	0
290.0846	10	dummy	dr3	RIGHT	1.4750999999999976	0	0
306.6263	10	CET	m3_c3	RIGHT	2.933400000000006	80	25
322.9269	10	CET	m3_c5	RIGHT	3.432799999999986	80	50
338.2186	10	CET	m2_c1	LEFT	3.0211000000000467	50	2
354.7603	10	CET	c1_m0	LEFT	2.6954000000000065	0	2
371.802	10	dummy	dr2	RIGHT	2.053699999999992	0	0
387.8429	10	CET	m2_c2	RIGHT	5.396800000000042	50	10
403.3853	10	CET	m4_c0	LEFT	1.950400000000002	100	0
418.927	10	CET	c0_m5	RIGHT	2.2326999999999657	120	0
435.2187	10	dummy	dl3	LEFT	1.70089999999999	0	0
452.0098	10	CET	m4_c1	LEFT	2.845799999999997	100	2
467.3021	10	CET	c4_m4	LEFT	5.273500000000013	100	40
483.3431	10	dummy	dl2	LEFT	1.57650000000001	0	0
498.3855	10	CET	c0_m2	RIGHT	2.334100000000035	50	0
514.9272	10	CET	c4_m3	LEFT	4.552400000000034	80	40
530.7184	10	CET	m5_c4	LEFT	6.857200000000034	120	40
546.51	10	CET	c4_m0	LEFT	1.625599999999963	0	40
561.5517	10	dummy	dl4	LEFT	1.527900000000045	0	0
578.3433	10	CET	c2_m4	RIGHT	7.136300000000006	100	10
593.3857	10	CET	m5_c1	LEFT	2.9898999999999205	120	2
609.9273	10	CET	c5_m1	LEFT	2.2482000000001108	10	50
625.719	10	dummy	dr4	RIGHT	1.6964999999999009	0	0
640.7607	10	CET	m0_c3	RIGHT	2.078800000000001	0	25
657.5524	10	CET	c0_m3	RIGHT	2.303099999999972	80	0
674.3435	10	dummy	dl5	LEFT	1.4720000000000937	0	0
689.8851	10	CET	m3_c2	RIGHT	6.15440000000001	80	10
705.1775	10	CET	m2_c5	RIGHT	3.782000000000039	50	50
721.4687	10	dummy	dr5	RIGHT	1.6108000000000402	0	0
737.0109	10	CET	c1_m3	RIGHT	3.548599999999965	80	2
753.802	10	CET	m1_c2	RIGHT	5.037500000000023	10	10
