onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7911	10	CET	c4_m2	LEFT	2.5929	50	40
20.8328	10	CET	c1_m1	RIGHT	3.8072000000000017	10	2
36.1328	10	dummy	dl0	LEFT	2.251199999999997	0	0
51.1829	10	CET	m5_c2	LEFT	1.8811000000000035	120	10
66.9746	10	CET	c3_m5	RIGHT	2.4894000000000034	120	25
83.2663	10	CET	m0_c2	RIGHT	3.1577000000000055	0	10
99.558	10	CET	c5_m0	LEFT	2.681899999999999	0	50
114.5997	10	dummy	dr0	RIGHT	2.096199999999996	0	0
130.6497	10	CET	m4_c5	RIGHT	2.630200000000002	100	50
147.4414	10	CET	c3_m2	LEFT	2.374500000000012	50	25
162.9825	10	CET	m1_c3	RIGHT	3.217300000000023	10	25
178.0248	10	dummy	dl1	LEFT	3.0711000000000013	0	0
193.0665	10	CET	c0_m0	LEFT	3.869400000000013	0	0
208.3582	10	CET	c4_m1	LEFT	2.3216999999999928	10	40
224.8992	10	CET	m4_c3	LEFT	2.100699999999989	100	25
240.941	10	dummy	dr1	RIGHT	1.5789000000000044	0	0
256.7416	10	CET	c5_m5	LEFT	4.338300000000004	120	50
273.0249	10	CET	m1_c0	LEFT	1.7509999999999764	10	0
290.0661	10	dummy	dr3	RIGHT	1.733699999999999	0	0
306.6077	10	CET	m3_c3	LEFT	4.792100000000005	80	25
322.9	10	CET	m3_c5	RIGHT	2.939800000000048	80	50
338.1917	10	CET	m2_c1	LEFT	3.36809999999997	50	2
354.7334	10	CET	c1_m0	LEFT	3.1223999999999705	0	2
371.7745	10	dummy	dr2	RIGHT	2.1052999999999997	0	0
387.8251	10	CET	m2_c2	LEFT	2.654699999999991	50	10
403.3585	10	CET	m4_c0	LEFT	2.321300000000008	100	0
418.9002	10	CET	c0_m5	RIGHT	1.8595000000000255	120	0
435.1918	10	dummy	dl3	LEFT	2.504000000000019	0	0
451.983	10	CET	m4_c1	LEFT	1.6567000000000007	100	2
467.2836	10	CET	c4_m4	LEFT	1.772100000000023	100	40
483.3336	10	dummy	dl2	LEFT	1.7221000000000117	0	0
498.3664	10	CET	c0_m2	RIGHT	2.713300000000004	50	0
514.9086	10	CET	c4_m3	LEFT	5.387100000000032	80	40
530.7087	10	CET	m5_c4	LEFT	1.8109999999999218	120	40
546.5004	10	CET	c4_m0	LEFT	2.7392999999999574	0	40
561.5415	10	dummy	dl4	LEFT	1.754199999999969	0	0
578.3337	10	CET	c2_m4	RIGHT	1.641999999999939	100	10
593.3754	10	CET	m5_c1	LEFT	1.3362999999999374	120	2
609.9254	10	CET	c5_m1	LEFT	1.6503000000000156	10	50
625.7166	10	dummy	dr4	RIGHT	1.7549999999999955	0	0
640.7588	10	CET	m0_c3	RIGHT	2.41680000000008	0	25
657.5505	10	CET	c0_m3	RIGHT	2.4810999999999694	80	0
674.3422	10	dummy	dl5	LEFT	2.009399999999914	0	0
689.8834	10	CET	m3_c2	LEFT	1.8281999999999243	80	10
705.1756	10	CET	m2_c5	RIGHT	1.655999999999949	50	50
721.4668	10	dummy	dr5	RIGHT	1.7247999999999593	0	0
737.009	10	CET	c1_m3	RIGHT	1.8865999999999303	80	2
753.8007	10	CET	m1_c2	RIGHT	3.574899999999957	10	10
