global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
299.9939569123813	n/a	n/a	89996.37418394769	284.2164407034813	n/a	n/a	80778.98516615549	206.2150435860952	n/a	42524.64420121514	n/a	205.8445658936982	373.4378018964162	n/a	n/a	n/a	n/a	-0.0523313898	-0.0831161559	0.0697068618	-0.1091205233	-0.0362735996	0.0761105864	-0.038646077	0.1661375039	-0.0645249611	0.0274945184	-0.1170851613	0.163988606	-0.0208874666	0.0521285805	-0.0910018844	0.0822923832	-0.0998844543	0.1178508181	-0.0449429187	0.0184986011	-0.0446946899	0.0540816131	-0.0897804378	0.1086353749	-0.0183728073	0.1192680839	-0.0675219586	-0.0334384697	0.0036336692	-0.1811367515	0.0903194138	-0.0909467502	0.1281821424	-0.0898204051	0.0356169988	-0.0347964429	0.1044046405	-0.0477590366	0.0061497236	-0.0230536965	0.0583573295	-0.0839818007	0.0812333892	-0.0992837206	0.1249844433	-0.0375103707	0.0381534242	-0.0005237248	0.0788114302	-0.095494381	0.1369747245	-0.0037971642	0.1130843263	-0.1102202611	-0.0099983298	0.0251030321	-0.0565098706	0.1144303594	-0.1921604196	0.1249201205	-0.0788344159	0.0603544443	-0.0983562156	0.1116125029	-0.0411951864	0.0683235022	-0.0813925428	0.1199949043	-0.0223811689	0.0251144187	-0.0134510876	0.0800530039	-0.0240977496	0.0701038954	0.0179931713	-0.1370955067	0.0250448482	-0.0871918015	0.0361155344	-0.0141321702	0.0025485465	-0.0739596217	0.1296924583	-0.128342073	0.1487420191	-0.0166510881	0.0051924131	0.0069192908	0.1286751237	-0.0887536202	0.1195153378	0.1194927693	0.1194551582	-0.253846	n/a	n/a	0.064437791716	0.0929961	n/a	n/a	0.00864827461521	-0.192548	n/a	n/a	0.037074732304	0.00125156	n/a	1.5664024336000002e-06	n/a	0.00208019	n/a	n/a	4.3271904361e-06	-0.00226264	n/a	5.119539769599999e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.06271900944523	-1.9312379029360611	3.729679837736876	88841.3844633035	279.57792511949395	-4.638515583987328	21.5158268228933	78163.81621412137	205.54265442848205	-0.6723891576131393	42247.78278950639	0.4521071792757071	205.0923258360456	357.622443403549	1.092024	34.620422	0.1269026	0.0559134	0.0208299586	-0.0861022204	0.0184741629	-0.0992772368	0.0077288459	0.0907425125	-0.0148464048	0.0536355771	-0.0913912045	-0.0337510734	-0.0772170403	-0.0311427975	0.0190531816	0.0656046222	-0.0974190224	0.0373762273	-0.0898837649	0.05315053	0.0090478445	0.0577105819	0.0627376757	0.0906154419	-0.0394411763	0.1200545024	0.0823284293	-0.0365428029	-0.0428833954	0.0489702423	0.0265303173	-0.0705230342	0.002123448	-0.105997473	0.0926461547	-0.0399331108	0.0437014687	-0.0912981093	0.1535829846	0.0924649815	0.159816767	0.0178821546	0.070116679	-0.090583832	0.0348706704	-0.0908171897	0.055424424	0.0226408094	0.0474473747	-0.0923843805	0.0686773129	-0.0141058365	0.0712871658	-0.1216616933	-0.0278101658	-0.0696606862	-0.0881165296	0.0114740964	-0.0097290147	-0.0167724087	-0.0924070753	0.0881303233	-0.0907501077	0.0171672629	-0.0848715828	0.0569614286	-0.0268855864	0.2174472363	-0.0775453301	0.1333196826	-0.0566020395	0.0345298071	-0.0107483826	0.0467630341	-0.026184772	0.0680944896	-0.0160724188	-0.107123218	-0.0051065396	-0.1233922874	0.0452564427	0.0113050393	0.0208272393	-0.0377637685	0.0401278185	-0.0531211715	0.090105818	-0.0054216688	-0.0242337853	0.037639176	-0.0002839899	-0.1073486345	0.1194551582	0.1192521267	0.1189139965	-0.240262	0.013584	0.000184525056	0.057725828644	0.079624	-0.0133720999999999	0.0001788130584099	0.006339981376	-0.145171	0.047377	0.002244580129	0.0210746192409999	0.00157986	0.0003282999999999	2.4959576196e-06	1.0778088999999995e-07	0.00254451	0.0004643199999999	2.1559306239999985e-07	6.474531140099999e-06	-0.00252141	-0.00025877	6.3575083881e-06	6.69619129000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.1027666022419	0.0400475927966681	0.0016038096888077	88865.25945591071	277.87316501434213	-1.70476010515182	2.906207016117244	77213.49583508782	205.52115633646648	-0.0214980920155767	42238.94570187829	0.0004621679603102	205.0602311318733	355.8696211685144	0.857542	27.186636	0.0516054999999999	0.0301475	0.0262824817	-0.0817587964	0.0094337487	-0.1215220955	0.0127384598	0.073310239	0.0024424513	-0.00904288	-0.0136563361	0.0198772374	0.0250993717	0.0802637159	0.0278170656	0.0206054948	-0.0393715546	0.045954603	-0.1289294764	-0.0010113526	0.0542519137	0.0704403132	-0.0290062989	0.0542071042	-0.1192468878	-0.0465465963	0.1855728412	-0.019014407	0.0841014226	0.0196649358	0.042246694	0.0159037809	0.0606938597	-0.0124636627	-0.0037317989	0.0478314725	0.0580341561	-0.1414001085	0.0321153724	-0.0584760826	-0.1277583308	0.0268987984	0.0246906578	-0.0367629706	0.0417110324	-0.1260390458	0.0071609278	0.0480425688	0.0720186908	0.0234706606	0.0587651811	-0.1003718228	-0.0832379966	-0.1814632411	0.0189406895	0.0760779819	-0.0462927696	-0.0339230608	0.0485918901	0.0471637376	-0.0382081911	-0.0085963237	-0.0207299369	-0.0611292039	-0.110186424	-0.0341361865	-0.046267081	-0.0305925501	-0.0749240569	0.1257284778	-0.060939024	0.0251720495	-0.0235388507	0.060290899	-0.0028191863	0.0774794692	-0.0621149331	-0.0905461245	0.0043187186	-0.1282611992	0.0369982602	-0.0392794944	0.033779236	0.0150584629	0.0812526227	-0.064596895	-0.0314538761	-0.0328012068	0.051082245	-0.0188599614	0.0167625366	-0.0115803403	0.1193348294	0.1187713263	0.1178341246	-0.234779	0.005483	3.006328900000017e-05	0.0551211788409999	0.10429	0.0246659999999999	0.0006084115559999	0.0108764040999999	-0.134203	0.010968	0.000120297024	0.0180104452089999	0.00141215	-0.0001677099999999	1.9941676225e-06	2.8126644099999985e-08	0.00254184	-2.669999999999756e-06	7.128899999998697e-12	6.4609505856e-06	-0.00248202	3.9389999999999824e-05	6.1604232804e-06	1.551572099999986e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.30539385551987	0.2026272532779671	0.0410578037709734	88986.10800329683	276.7703093401904	-1.1028556741517264	1.2162906380086589	76601.80413226469	205.6661916923523	0.1450353558858239	42298.5824052354	0.0210352544569276	205.161954449119	358.93633934603673	0.813122	25.778412	0.0335782999999999	0.0187907	0.0092376414	-0.081190049	0.010677512	-0.126375331	0.0017111518	0.0509966103	0.0153620489	-0.0368489416	-0.0555913263	0.0313661005	0.0490899883	0.0882170171	0.0203831158	0.0315258126	-0.0302002748	0.0541792902	-0.1201073564	0.055772391	0.0144934237	0.1029839576	0.0166087802	-0.0032284037	-0.0530030988	0.0135936079	0.1055446732	0.0290588482	0.1937335394	-0.2053223054	0.0253230108	-0.0984458137	0.1665556564	0.0718845669	-0.0501870302	-0.0075824946	0.0128546633	-0.0063981076	-0.0087493914	0.1043904345	-0.0570182828	0.0203253941	0.0302608947	-0.0269023147	0.0538014712	-0.1183846219	0.0632396759	0.0210195309	0.1020689405	-0.0242757398	-0.0186555972	-0.0393815861	0.0042807738	-0.1201873313	0.0417251136	0.2148313899	0.1275113819	-0.0496634556	-0.0234841003	0.1838536001	-0.1176268618	-0.1002315055	-0.0168438908	-0.0258839529	0.0063146893	-0.0816619054	0.1230421068	0.0244278287	-0.0696022425	0.1309192132	-0.0796758587	0.0383572374	-0.007718541	0.0511690467	-0.0234951528	0.0697622396	-0.0551550001	-0.0849635284	-0.0102074514	-0.0693415045	0.0506091142	-0.0018647044	0.0742090001	0.0240400317	0.1226921402	-0.0107245897	-0.0545660914	0.0126641207	0.0338776702	-0.0236923237	0.0652475865	0.1097426028	0.1191544118	0.1180513362	0.1162204348	-0.234742	3.699999999998149e-05	1.3689999999986303e-09	0.055103806564	0.0952667	-0.0090232999999999	8.141994288999997e-05	0.00907574412889	-0.119031	0.0151719999999999	0.0002301895839999	0.0141683789609999	0.00141215	0.0	1.9941676225e-06	0.0	0.0026554	0.0001135599999999	1.2895873599999993e-08	7.051149160000001e-06	-0.00240866	7.336000000000018e-05	5.8016429956e-06	5.3816896000000274e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.9225132202164	0.6171193646965207	0.3808363102834373	89354.66890989045	278.52222891276693	1.7519195725765258	3.069222188776717	77574.63199853574	206.0439989407857	0.3778072484334132	42454.129499510505	0.1427383169688267	205.60160724963063	359.4445830625111	0.80655	25.570059	0.0849213	0.046977	-0.0135691127	-0.0769707983	0.0174672477	-0.1107101067	-0.0198565894	0.0543475732	-0.0055407407	-0.004622916	-0.0416909103	-0.0009067465	0.0284093034	0.0028944403	-0.0068871782	0.0261138784	-0.0364846553	0.0785259657	-0.1129615811	0.0523215367	0.0194348371	0.0146999607	-0.0235232421	0.0379643259	-0.1094795306	0.0009474414	0.0131858028	-0.0777701295	0.173765372	-0.0835492261	-0.0905694803	0.0691463477	0.0803133675	0.0554530515	-0.054473629	-0.1155590078	-0.1394086345	-0.0437902279	-0.1153559096	-0.092747244	-0.0692076742	-0.0079414114	0.0307687458	-0.0347849871	0.0768454259	-0.1094751903	0.0551253573	0.0194649918	0.0277157484	-0.0003567636	0.0463580406	-0.1134576889	0.0290743816	-0.0077395148	-0.027751408	0.1972373821	0.0194108712	0.0629350181	0.0693207776	0.0748649926	0.0104529572	-0.0495138458	0.0575930946	0.1343765275	0.0001701365	-0.1400080038	0.026060873	-0.1264006005	-0.0777224013	0.1179173881	-0.0505186957	0.0342086732	1.54682e-05	0.0676088016	-0.012370154	0.07499548	-0.0557377991	-0.1032558317	-0.0161662243	-0.1223855802	0.0833866398	-0.0161318344	0.0530092731	-0.0590805972	0.0687453412	-0.0368885007	-0.0044225303	-0.0409950473	0.0209740999	0.0059120102	0.0867691584	-0.0991458909	0.1189139965	0.1170936064	0.1140802373	-0.224522	0.01022	0.0001044484	0.050410128484	0.110977	0.0157103	0.00024681352609	0.012315894529	-0.158777	-0.039746	0.001579744516	0.025210135729	0.00141215	0.0	1.9941676225e-06	0.0	0.00252295	-0.00013245	1.7543002500000026e-08	6.3652767025e-06	-0.00215621	0.00025245	4.6492415641e-06	6.37310025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.77478380266814	-0.1477294175482484	0.0218239808091447	89266.37143633109	278.72825949884987	0.2060305860829316	0.0424486024016763	77689.4426432582	205.8286932563782	-0.2153056844075251	42365.45096762823	0.0463565377381928	205.3663492407642	363.2225422542818	0.8011479999999999	25.398779	0.0676314999999999	0.0359576	-0.0124567076	-0.0807224405	0.0173119105	-0.1001792071	-0.0167560785	0.0758367941	-0.003377095	0.0099028886	-0.0528855448	-0.0120236892	-0.0616206297	0.0426105145	-0.001145121	0.0490840956	-0.0641641942	0.0576337483	-0.0971538724	0.0593183852	0.0581233301	0.0340527412	-0.02947867	0.0790236161	-0.1112766306	0.1572286728	0.0186613157	-0.0358747693	-0.0765208074	0.1370679329	0.0576099196	-0.0673546745	0.0295234018	-0.0235967731	0.0980070384	-0.0803798983	0.0704269215	-0.0329023898	0.0161612879	-0.0481809784	0.0493284265	-0.0017073032	0.0493160895	-0.0579323916	0.0556917968	-0.0968271419	0.0655215252	0.062722285	0.050445902	0.0119415521	0.0843954969	-0.0774239623	0.1288096905	-0.0843954901	-0.0232667483	-0.1247358863	-0.1563640198	-0.0248292081	-0.0204250521	0.0368381294	-0.0332150064	0.0698281831	-0.0922016974	0.0262115989	-0.013536562	0.0347068688	-0.0090117755	-0.0485753764	-0.0731811568	0.1208046176	-0.0601272423	0.0292028739	-0.0089584976	0.0620356831	-0.02640015	0.0719140709	-0.0331913828	-0.121620876	-0.0120182452	-0.0487122994	0.0359534214	-0.0217714088	0.0316450422	0.0237917042	0.0703725266	-0.0646943376	0.0119402422	0.067600877	-0.0502638565	0.0178313689	-0.0587592008	-0.1414452392	0.1186137044	0.1159000657	0.1114232278	-0.221727	0.0027949999999999	7.812024999999955e-06	0.049162862529	0.102506	-0.008471	7.17578410000001e-05	0.010507480036	-0.132666	0.0261109999999999	0.0006817843209999	0.017600267556	0.00116944	-0.0002427099999999	1.3675899136000002e-06	5.8908144099999975e-08	0.002267	-0.00025595	6.551040250000001e-08	5.139289e-06	-0.00226264	-0.0001064299999999	5.119539769599999e-06	1.132734489999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.45286794038066	-0.3219158622874829	0.1036298223922936	89074.1143818383	277.67025030305234	-1.0580091957975242	1.1193834583921238	77100.76790335974	205.8021743106842	-0.0265189456939936	42354.53495100524	0.0007032544807209	205.3513434278274	361.6295053240792	0.8334	26.421278	0.0651084999999999	0.047438	0.001219106	-0.0980378164	0.0143999804	-0.1043829332	-0.0104976458	0.0682025115	0.0016512293	-0.0330990041	-0.0212748354	0.0741670002	0.0297967417	0.0771654229	0.0013851449	0.0324141293	-0.0681902836	0.0666945812	-0.1128975484	0.0548085011	0.0451840657	0.0623257372	-0.0210709801	0.0934492436	-0.1504578161	0.0204960059	0.1513550925	-0.0187881731	0.0370819426	-0.0296940715	0.1192985845	-0.1472030141	0.0999197516	-0.16404666	-0.092209778	0.0679637595	-0.0958798926	-0.0597257453	0.0231445206	-0.0209815514	0.0859566588	0.000882113	0.0375336962	-0.0637671507	0.0636264964	-0.1088929323	0.0607006212	0.0420267661	0.0642002893	0.0003151076	0.099456933	-0.127074938	-0.0281623724	-0.1694179698	-0.0063443861	0.0193197892	-0.0088832396	-0.0984773897	-0.0562889801	0.026057999	-0.2229647569	-0.0353596103	0.1423847719	0.0468082263	-0.0718573098	0.0016718193	0.0032161353	-0.0036346348	-0.0858558145	0.117762753	-0.0366606356	0.0364711017	-0.0088128527	0.0579328418	-0.0169674441	0.0749951385	-0.0285920677	-0.1033981562	-0.0001106087	-0.106814548	0.0613498498	-0.0318525131	0.0185122573	0.0188967962	0.0822240329	-0.0097597951	-0.0774382455	-0.013847336	0.0168585041	-0.0218729095	0.0120115007	0.0317358613	0.1182536866	0.1144731177	0.1082614433	-0.223073	-0.0013459999999999	1.8117159999999625e-06	0.0497615633289999	0.100416	-0.0020899999999999	4.368099999999978e-06	0.010083373056	-0.172728	-0.0400619999999999	0.0016049638439999	0.0298349619839999	0.00149263	0.0003231899999999	2.2279443169e-06	1.0445177609999992e-07	0.00215798	-0.00010902	1.1885360400000008e-08	4.656877680399999e-06	-0.00226264	0.0	5.119539769599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.9244292998677	0.4715613594870547	0.2223701157612792	89355.81443225162	277.63198034751593	-0.038269955536407	0.0014645894967585	77079.51651168347	205.77009815216064	-0.0320761585235516	42341.33329354983	0.001028879945628	205.26897420523667	360.884264307318	0.962426	30.511801	0.206138	0.0956104	-0.0073263001	-0.0617703451	-0.0523973603	-0.1391571126	-0.0143730157	0.0524003697	-0.0062018684	-0.0290960967	-0.0480487216	0.0697060117	0.070199074	0.0791973121	0.0091075482	0.0468177537	-0.007362062	0.0803034522	-0.1226365644	0.0768713142	-0.0462400801	0.1594841984	0.0797345412	-0.0226838632	-0.0358569618	0.0606692512	0.0353927423	-0.0024366172	0.0450349972	-0.0172160384	0.0088607231	0.0787294359	0.1295259043	0.1154154217	0.0176501813	0.0173571704	0.1579109763	-0.0450288144	-0.1720836767	0.1346855149	-0.1966651276	0.0090164772	0.0441014096	-0.0040589151	0.0766049772	-0.1194074994	0.0806879829	-0.0331326863	0.1423739936	-0.1006960918	-0.0398412427	-0.0094713794	0.0260681955	-0.0662534745	-0.0046209087	0.0453250612	-0.0144086242	-0.0690300616	0.1137942559	0.0947197546	0.0467878343	-0.0903950512	-0.1241522106	-0.1171902794	0.0732398475	-0.2040902967	-0.0408058094	-0.0123985751	-0.0670805627	0.1157772159	-0.1177723143	0.0535174622	-0.0008227484	0.1028515855	-0.045674865	0.0757522564	-0.0772769147	0.0268196398	-0.0012790091	-0.0171530901	-0.0253246202	0.0238104447	0.114681817	0.0462733249	0.1174603436	0.0143486286	-0.0679962516	0.0860423901	-0.054205007	0.0036833259	-0.0594354262	0.0920387077	0.1178341246	0.112815636	0.1046092073	-0.231218	-0.008145	6.634102500000022e-05	0.053461763524	0.14557	0.045154	0.0020388837159999	0.0211906249	-0.0997435	0.0729845	0.0053267372402499	0.00994876579225	0.00264443	0.0011518	6.993010024900001e-06	1.3266432400000005e-06	0.00260327	0.00044529	1.982831841000001e-07	6.7770146929e-06	-0.00226264	0.0	5.119539769599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
299.4976296353521	0.5732003354843869	0.3285586245994136	89698.83015719453	277.70131478755934	0.0693344400434057	0.0048072645761326	77118.02023473912	205.8928154118856	0.1227172597249648	42391.8514382328	0.0150595258344044	205.3045730776375	355.57952745387547	1.054714	33.437595	0.225171	0.109441	-0.0256897876	0.0283646377	-0.2406060784	-0.0499268698	0.0231412425	0.0080030185	-0.0717578772	-0.0300485971	0.032651432	0.0786351684	0.0797238267	0.0441731999	0.0104333051	-0.0197354418	0.0887715855	0.0497204793	-0.0907016723	0.0890916943	-0.0314515484	0.179074775	0.0038866957	-0.0904005756	-0.0014771631	0.1264658982	-0.0559462432	0.0212892588	-0.0501030394	0.1894278623	0.0251333244	0.326953042	-0.1056578521	0.0928902773	0.0269209674	-0.0176367651	-0.0855041945	0.3257191871	0.0214531898	0.1300856633	-0.112885331	0.0119140445	-0.0285388694	0.0885593068	0.0481691287	-0.0876000809	0.0950771398	-0.0239775057	0.1792031018	-0.0208268638	-0.0971413358	0.0147856467	0.1216909879	0.0098542679	0.0152052357	-0.0297742868	-0.0826434231	-0.0771756793	0.1658719862	-0.1484617339	0.3550275578	0.0204979494	0.0679262791	0.0646577402	0.312983737	0.098381901	0.1508015483	0.0466384512	-0.0248193277	0.050080345	-0.1773305674	0.0406454284	0.069968715	0.0983296222	-0.0291720864	-0.0043576125	-0.0679008344	0.1670955895	-0.069917379	0.1678615624	-0.0805675437	-0.0087790544	0.1359546617	-0.034267116	0.0195853076	0.1022124529	-0.1177386205	0.2623570103	-0.2052740776	0.0298524367	-0.1536172925	0.1021402987	0.1173552296	0.1109309587	0.1004830656	-0.157596	0.0736219999999999	0.0054201988839999	0.024836499216	0.139668	-0.005902	3.483360400000022e-05	0.0195071502239999	-0.053128	0.0466155	0.00217300484025	0.002822584384	0.00350935	0.0008649199999999	1.23155374225e-05	7.480866063999999e-07	0.00226295	-0.0003403199999999	1.158177023999999e-07	5.120942702500001e-06	-0.00148725	0.0007753899999999	2.2119125625e-06	6.012296520999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301.5054532908654	2.0078236555132776	4.031355831638701	90905.5383641302	279.5204584633776	1.8191436758182815	3.3092837132696498	78131.68669957682	206.13775923728943	0.2449438254038227	42492.7757833707	0.0599974776034584	205.5880618178511	374.3413535968216	1.183189	37.510635	0.3034210999999999	0.190781	-0.1094255393	0.0108835817	-0.0603790128	-0.1306468008	-0.0395610182	-0.0593181181	-0.1243212013	-0.0103837065	0.0181244023	0.1586330119	0.0778225664	-0.0035703508	-0.0130811384	-0.0019477168	0.1295308994	0.1026256322	-0.0640960735	0.0128806914	0.0435926867	0.0007066292	-0.0851538021	-0.071326617	0.0150133307	-0.0484441803	0.0649721645	-0.0322656134	-0.0880962693	0.1141216545	0.0282838606	0.0430641799	-0.0019405819	0.1146370733	-0.2507768185	0.0012776739	-0.1295273523	0.1423093251	0.0367860863	-0.0933342727	-0.031494095	-0.0122940443	-0.0120427517	0.1326312016	0.098592801	-0.067574139	0.0124971728	0.0375672677	0.0131060094	0.1078432626	-0.0418985476	-0.0027382024	-0.0657658885	-0.0372401178	-0.0612593175	-0.0757656643	-0.0076801515	-0.0156558967	-0.0069928336	-0.0439803003	0.1367178343	-0.229912202	0.1467997426	0.1180158275	0.0143046016	0.136511568	0.0587619622	-0.0954675256	-0.0368466561	0.0602872003	-0.0107396213	-0.0136644143	0.1251406847	0.0765076145	0.10828096	-0.0218073862	0.0955150354	0.1304425219	-0.1131019172	0.0736401551	-0.1533955076	0.045246858	-0.0155189449	0.0221723667	-0.0584457942	0.2054813423	-0.1609173903	0.0366365538	0.0063129225	-0.0494405385	-0.2247631337	-0.0187424715	0.1168172427	0.1088228812	0.0959017104	-0.163119	-0.0055229999999999	3.050352899999969e-05	0.0266078081609999	-0.0350556	-0.1747235999999999	0.0305283363969599	0.0012288950913599	-0.108844	-0.0557159999999999	0.0031042726559999	0.0118470163359999	0.00351674	7.389999999999914e-06	1.23674602276e-05	5.461209999999873e-11	0.0014286	-0.00083435	6.961399225000003e-07	2.04089796e-06	-0.00199468	-0.0005074299999999	3.9787483024e-06	2.574852048999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
