onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7932	10	CET	c4_m2	LEFT	3.926800000000001	50	40
20.8688	10	CET	c1_m1	LEFT	2.491199999999999	10	2
36.1599	10	dummy	dl0	LEFT	2.1595000000000013	0	0
51.2022	10	CET	m5_c2	LEFT	5.197800000000001	120	10
66.9939	10	CET	c3_m5	LEFT	4.446100000000001	120	25
83.2856	10	CET	m0_c2	RIGHT	2.6503000000000014	0	10
99.5773	10	CET	c5_m0	LEFT	1.5186000000000064	0	50
114.6183	10	dummy	dr0	RIGHT	2.5415999999999883	0	0
130.669	10	CET	m4_c5	RIGHT	2.890899999999988	100	50
147.4607	10	CET	c3_m2	LEFT	2.8752000000000066	50	25
163.0018	10	CET	m1_c3	RIGHT	1.6141000000000076	10	25
178.0434	10	dummy	dl1	LEFT	2.9964999999999975	0	0
193.0857	10	CET	c0_m0	LEFT	3.890199999999993	0	0
208.3774	10	CET	c4_m1	LEFT	2.6384999999999934	10	40
224.9186	10	CET	m4_c3	LEFT	1.8813000000000102	100	25
240.9685	10	dummy	dr1	RIGHT	3.071300000000008	0	0
256.7603	10	CET	c5_m5	RIGHT	4.399600000000021	120	50
273.0525	10	CET	m1_c0	LEFT	2.1393999999999664	10	0
290.0937	10	dummy	dr3	RIGHT	2.042100000000005	0	0
306.6353	10	CET	m3_c3	RIGHT	2.3805000000000405	80	25
322.9276	10	CET	m3_c5	NONE	10.0	80	50
338.2193	10	CET	m2_c1	LEFT	3.1165000000000305	50	2
354.761	10	CET	c1_m0	LEFT	2.150800000000004	0	2
371.811	10	dummy	dr2	RIGHT	2.2048000000000343	0	0
387.8438	10	CET	m2_c2	RIGHT	3.9879999999999995	50	10
403.3944	10	CET	m4_c0	LEFT	2.557399999999973	100	0
418.9361	10	CET	c0_m5	RIGHT	4.6556999999999675	120	0
435.2278	10	dummy	dl3	LEFT	2.108000000000004	0	0
452.0188	10	CET	m4_c1	LEFT	2.516900000000021	100	2
467.3106	10	CET	c4_m4	LEFT	2.385099999999966	100	40
483.3523	10	dummy	dl2	LEFT	1.759399999999971	0	0
498.3939	10	CET	c0_m2	RIGHT	3.917700000000025	50	0
514.9362	10	CET	c4_m3	LEFT	1.7754999999999654	80	40
530.7362	10	CET	m5_c4	RIGHT	1.6954999999999245	120	40
546.5279	10	CET	c4_m0	LEFT	2.0237999999999374	0	40
561.5696	10	dummy	dl4	LEFT	1.8620999999999412	0	0
578.3613	10	CET	c2_m4	LEFT	2.4303999999999633	100	10
593.403	10	CET	m5_c1	LEFT	2.132600000000025	120	2
609.9447	10	CET	c5_m1	LEFT	1.84699999999998	10	50
625.7356	10	dummy	dr4	RIGHT	1.5760999999999967	0	0
640.7781	10	CET	m0_c3	RIGHT	1.5976000000000568	0	25
657.5698	10	CET	c0_m3	RIGHT	1.821800000000053	80	0
674.3615	10	dummy	dl5	LEFT	2.414100000000076	0	0
689.9026	10	CET	m3_c2	RIGHT	3.6889999999999645	80	10
705.2032	10	CET	m2_c5	RIGHT	1.6920999999999822	50	50
721.4859	10	dummy	dr5	RIGHT	2.969699999999989	0	0
737.0282	10	CET	c1_m3	LEFT	1.6274000000000797	80	2
753.8283	10	CET	m1_c2	RIGHT	4.619299999999953	10	10
