onset	duration	trial_type	trial_code	valence	arousal
7.2686	15	CON	NEU16	6	1
24.2936	11	Q	Q_NEU16	6	1
41.352	15	ANG	ANG8	2	6
58.377	11	Q	Q_ANG8	2	6
75.1854	15	ANG	ANG30	3	7
92.2104	11	Q	Q_ANG30	3	7
110.2771	15	CON	NEU26	6	0
127.3021	11	Q	Q_NEU26	6	0
143.8605	15	CON	NEU25	none	0
160.8855	11	Q	Q_NEU25	none	0
177.6938	15	ANG	ANG9	3	none
194.7189	11	Q	Q_ANG9	3	none
212.2772	15	CON	NEU4	none	0
229.3022	11	Q	Q_NEU4	none	0
247.6106	15	ANG	ANG6	3	none
264.6356	11	Q	Q_ANG6	3	none
