global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43
301.9752271204484	n/a	n/a	91189.03779444638	316.22517550428944	n/a	n/a	99998.36162271866	190.1426931549521	n/a	36154.24376021827	n/a	188.81036470629115	411.7241978630235	n/a	n/a	n/a	n/a	-0.0937400104	-0.0325092477	0.0171527078	-0.0524402758	0.0492350183	-0.0383302236	0.2098877704	-0.0476680067	0.0878842469	0.0690932395	-0.0569880604	0.0227492802	-0.0171064126	-0.0515562062	0.017827638	-0.0626987597	0.0701033623	-0.0578646056	-0.0453596843	0.038571141	-0.1036919343	0.0097954455	-0.0938008707	0.0842947466	-0.0328778508	0.0387507266	-0.0323161688	0.0343270488	-0.0212749654	0.0740590466	0.0291216754	-0.0313357424	0.0987677831	-0.0091097605	0.0238436592	-0.0179843097	-0.0435834201	0.0373495128	-0.0670215407	0.0724522945	-0.0675299924	-0.0500667055	0.0316000443	-0.1034289318	0.0029151926	-0.0606387197	0.1091123965	-0.0239175501	0.0068342769	-0.0414088844	0.0402360756	-0.097021735	0.0034729683	-0.0073995539	0.0306979858	-0.0976518648	0.0338345615	-0.0274953335	-0.0441457113	0.0120799381	-0.0107111645	0.0826544027	-0.0421262949	-0.0006633034	0.136151437	-0.0040509492	0.0662608876	-0.0609019383	0.0733210746	-0.0557074695	0.0132149326	-0.0387277548	0.0065549419	-0.0047972737	0.0098514481	-0.0255765477	0.026069559	-0.009001331	-0.0836531287	0.0649242	0.0050448359	0.1195153378	0.1194927693	0.1194551582	-0.00658343	n/a	4.33415505649e-05	n/a	0.0519367	n/a	0.00269742080689	n/a	0.033864	n/a	0.0011467704959999	n/a	-0.00523668	n/a	2.74228174224e-05	n/a	0.00214134	n/a	4.5853369956e-06	n/a	-0.000411721	n/a	1.69514181841e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301.5830122928332	-0.3922148276151915	0.1538324710012144	90952.31330361916	311.02331135653884	-5.201864147750598	27.05939061165305	96735.5002071865	190.49317005640785	0.3504769014557496	36287.64783813952	0.1228340584540232	189.0561067116528	406.78199741407786	0.8849599999999999	29.811726	0.0420411699999999	0.0207404	-0.1004894308	-0.0389176784	0.0263197436	-0.0433450444	0.039111226	-0.0053249419	0.099902477	0.0630043042	0.0889683706	0.0950577447	-0.0135721852	0.1031604825	-0.0046601957	-0.0396739747	-0.0293343902	-0.0367332758	0.0353938702	-0.0749251761	-0.0182450718	0.0139326338	-0.0931659192	-0.0016526017	-0.1372891711	0.0444477569	-0.0632856216	0.0299819636	-0.0337068399	0.0740739247	-0.0192031038	-0.0184774077	-0.0665507786	0.0388847476	0.0494780145	0.0330736205	0.0217358677	-0.0067619745	-0.046214702	-0.0137143507	-0.0390268939	0.0304440744	-0.0734831953	-0.0338827823	-0.0116482974	-0.0871523877	-0.0013534688	-0.1324555642	0.0808234472	-0.0254419134	0.0073462131	-0.0346437838	0.0881327521	0.0015193056	0.0463871748	0.0820651503	0.0168185268	0.002287399	0.0283395709	-0.0279961503	-0.0407354996	-0.0069751496	-0.0156839906	0.0781840623	-0.0504187748	0.0282659097	0.1389900556	0.0062988422	0.0575974869	-0.0430974552	0.0853541538	-0.0670755738	0.0215685065	-0.0200907664	0.0410167114	-0.0572250454	0.0070075091	-0.0377057907	0.0046139706	0.02360502	-0.0404383368	0.0510409963	0.0930089177	0.1194551582	0.1192521267	0.1189139965	-0.0129222	-0.00633877	0.00016698325284	4.01800051129e-05	0.0579773	0.0060406	0.00336136731529	3.648884836e-05	0.0491286	0.0152646	0.00241361933796	0.00023300801316	-0.00520257	3.410999999999952e-05	2.70667346049e-05	1.1634920999999675e-09	0.00206706	-7.427999999999992e-05	4.2727370436e-06	5.517518399999988e-09	-0.000591275	-0.000179554	3.496061256250001e-07	3.2239638916000024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301.8310513993251	0.2480391064918876	0.0615233983492939	91101.983588822	309.14199032586004	-1.881321030678805	3.5393688204743614	95568.77018263414	190.47678779369025	-0.0163822627175989	36281.40668820251	0.0002683785317484	189.0515557360264	409.6726107733159	0.660004	22.233612	0.0313413299999999	0.017423	-0.0830410948	-0.0413708169	0.0318900924	-0.0508171468	0.0475078117	0.0095981855	0.0378798492	0.149265862	0.1132608831	0.0248540833	-0.0337893656	0.0673731832	-0.0087453831	-0.046714666	-0.0436806406	0.0033583701	0.0258231808	-0.0678955914	-0.011309453	-0.0109337573	-0.082504516	0.0430137732	-0.1189941565	0.0306631636	-0.0177647205	0.0945844711	-0.040858243	0.062242735	-0.090954198	0.0289033487	-0.1031078133	0.0187766856	-0.014298989	-0.0292454678	0.0304294058	-0.0117977966	-0.0584524727	-0.0233269283	0.0086365719	0.0149610784	-0.0652499109	-0.0173534362	-0.036585771	-0.0801640648	-0.0426229357	-0.1177967126	0.0683054708	0.0125938792	-0.0377840592	-0.019221853	0.0851716863	-0.0645315238	0.0848259495	0.0864834743	-0.0258394682	0.0331715289	-0.0297611963	-0.0273658863	-0.0312622219	-0.002085301	-0.0097647479	0.0592357252	-0.0557773436	0.0239905583	0.1288775948	-0.0021048413	0.0533889643	-0.0482154384	0.0939942025	-0.0425596875	0.0206554995	-0.0222076581	0.0274176279	-0.0536108326	-0.0035527032	-0.0525945699	0.0298649935	0.0086482798	-0.0144461743	0.0488477969	0.0571573672	0.1193348294	0.1187713263	0.1178341246	-0.00516357	0.00775863	2.6662455144900003e-05	6.01963394769e-05	0.058015	3.769999999999468e-05	0.003365740225	1.421289999999599e-09	0.0492818	0.0001531999999999	0.00242869581124	2.347023999999975e-08	-0.00503362	0.00016895	2.53373303044e-05	2.8544102500000055e-08	0.00179213	-0.0002749299999999	3.2117299369000003e-06	7.55865048999999e-08	-0.000615231	-2.3956e-05	3.785091833610001e-07	5.738899359999998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302.57417931777184	0.7431279184467598	0.5522391031750141	91551.13398982317	308.8917682117259	-0.2502221141341465	0.0626111064017618	95414.1244689666	190.58576800057253	0.1089802068822791	36322.93496436805	0.0118766854921043	189.2175542655312	415.873272373958	0.618525	20.836315	0.0272930799999999	0.0180649	-0.0578338078	-0.0431441183	0.0111087865	-0.0461122952	0.0308298108	0.01649973	0.0068584776	0.1364414557	0.0737952798	-0.0454869419	0.0338044966	-0.0383793342	-0.0112046291	-0.0344684045	-0.0527622731	0.1027981752	-0.0480421647	-0.0605361483	0.0011036709	-0.0479183233	-0.055013677	-0.0376832214	-0.1388988479	0.0396989711	0.0094260235	0.0105066249	-0.0221605144	0.0374616702	-0.0268877613	0.0913415568	-0.0795742706	0.0080911984	-0.0435228598	-0.0227609128	0.0131664446	-0.0133840265	-0.0481341136	-0.0365269231	0.112056591	-0.0435428764	-0.0428873661	-0.0045520228	-0.0686734751	-0.0383816221	0.029092644	-0.1018496763	0.0602097469	-0.0726327855	-0.0265682487	-0.0316756945	0.0404695599	-0.125892204	0.0256071889	0.0655649736	0.0008706631	0.0312619539	-0.0225417988	-0.026693581	-0.0298848772	-0.0021263161	-0.0141623596	0.0740007472	-0.0506922054	0.033813446	0.1235121359	-0.0094298104	0.0488327717	-0.0550299614	0.078596998	-0.0675325188	0.0254365162	0.0017732233	0.0382378359	-0.0448390612	-0.0107490436	-0.0875835594	-0.0193895011	0.0375025021	0.0351730002	-0.0346165541	0.0209875695	0.1191544118	0.1180513362	0.1162204348	-0.0103043	-0.00514073	0.00010617859849	2.6427104932900005e-05	0.0579707	-4.429999999999712e-05	0.00336060205849	1.9624899999997447e-09	0.0481626	-0.0011192	0.00231963603876	1.2526086400000018e-06	-0.00514974	-0.0001161199999999	2.65198220676e-05	1.3483854399999984e-08	0.00178589	-6.2400000000000216e-06	3.1894030921e-06	3.8937600000000266e-11	-0.000912648	-0.0002974169999999	8.329263719039999e-07	8.845687188899995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302.9690682131699	0.3948888953980827	0.1559372397087179	91790.2562939564	309.3838945338006	0.4921263220747391	0.2421883168788099	95718.39419690186	190.4825505843529	-0.1032174162196213	36283.602077120566	0.0106538350110545	189.06908519677216	420.6331031835532	0.651891	21.960321	0.0341564	0.0223609	-0.0372504544	-0.041320731	0.0099034901	-0.0378695607	0.034547747	0.0400560227	0.0225096272	0.0696268732	0.0209697512	-0.0556934775	0.0562365879	0.0223659305	-0.0180353917	-0.0264256276	-0.0528071254	0.0975183147	-0.0680999009	-0.0591170062	0.0339344341	-0.0337887078	-0.0183682078	-0.0208178234	0.0429853272	0.0192301838	0.0090096087	-0.0203024113	-0.0440727283	0.1318235434	-0.0113261898	0.1011241433	-0.0674141259	0.0389409419	0.0268017773	-0.1588017207	0.1050791484	-0.0187539737	-0.0366123715	-0.0351734999	0.1045907046	-0.0587504388	-0.0515603425	0.0188578705	-0.0390846698	-0.008752589	0.0262169309	0.0635392476	-0.0014696439	-0.0357888515	0.0324773614	-0.0342593306	0.1084227735	-0.0510178195	0.0072770727	0.1227268787	0.0921681645	-0.0687276646	-0.1008698593	-0.0266110671	-0.0227996206	-0.007635345	-0.0176429601	0.0446381628	-0.0660739428	0.0392750897	0.1096117059	-0.0370425863	0.0411668727	-0.0476849244	0.0746267217	-0.0467937704	-0.0074110971	0.0130039751	0.0217393458	-0.0271232134	-0.0033389316	-0.0561255381	-0.0387651453	0.0537896999	0.0206403094	-0.0474603587	-0.0629486473	0.1189139965	0.1170936064	0.1140802373	-0.0112008	-0.0008964999999999	0.00012545792064	8.037122499999995e-07	0.0743227999999999	0.0163520999999998	0.0055238785998399	0.0002673911744099	0.048545	0.0003823999999999	0.002356617025	1.462297599999985e-07	-0.00514974	0.0	2.65198220676e-05	0.0	0.00149239	-0.0002935	2.2272279120999995e-06	8.614225000000009e-08	-0.000949656	-3.700800000000005e-05	9.01846518336e-07	1.3695920640000034e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303.5810130899493	0.6119448767793756	0.3744765322165251	92161.43150871996	309.596725285547	0.2128307517463668	0.0452969288889236	95850.13230753446	190.7053027217744	0.2227521374214802	36368.51248620361	0.049618514725838	189.28750493094893	425.94819053818907	0.931199	31.369387	0.167977634	0.0934342	-0.0283603997	-0.0451853007	-0.0362867069	-0.0232399209	0.0260115088	0.0136504419	0.0138788191	0.0378437703	0.0095964254	0.0166553944	0.0496081742	-0.0209688841	0.0054516491	-0.0416157485	-0.0379167198	0.0497784615	-0.0347558882	-0.0617639278	-0.0074682654	-0.0480894914	0.0188632654	-0.0460453304	0.0194438466	-0.0275103099	0.0130372487	-0.0466112851	0.0052202009	0.1789048616	-0.05395928	0.1186471419	-0.0168334026	0.079007528	0.0786731765	-0.0632420153	0.0766878061	0.006013992	-0.043659231	-0.0139077275	0.0521312148	-0.0213488315	-0.0518246733	-0.0114669827	-0.0579622372	0.0274733328	0.0423025061	0.0469687765	-0.0461905561	-0.0836018242	0.0151045676	0.0039453939	0.1578344387	-0.0921657293	0.0043376417	0.0573245692	0.0967002202	-0.0547131123	-0.0076963923	-0.0207764262	-0.0339299924	-0.0247479078	-0.0349278757	0.1116287295	-0.0565657915	0.0241122096	0.1118108401	-0.071949016	0.0537936764	-0.0468896595	0.013808668	-0.1177323277	0.0069651181	-0.0369255307	0.0784285868	-0.0594466221	-0.0275562059	-0.0521115846	-0.0736684695	0.0966933048	-0.01459506	-0.0036330644	-0.0262302568	0.1186137044	0.1159000657	0.1114232278	0.000367734	0.011568534	1.35228294756e-07	0.0001338309789091	0.0647435	-0.0095792999999999	0.0041917207922499	9.176298848999811e-05	0.0417049	-0.0068400999999999	0.00173929868401	4.6786968009999926e-05	-0.00673621	-0.00158647	4.5376525164100006e-05	2.5168870609000014e-06	0.00113727	-0.00035512	1.2933830528999995e-06	1.261102144e-07	-0.00180786	-0.0008582039999999	3.2683577796e-06	7.365141056159998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303.910449192567	0.3294361026177057	0.1085281457079435	92361.56112842784	309.5979422112188	0.0012169256718266	1.480908090750694e-06	95850.8858214212	190.6434428486889	-0.0618598730854955	36344.92230120131	0.0038266438981536	189.2355485367912	425.2963346859071	0.8538019999999998	28.762114	0.114659984	0.0558752	-0.0164979908	-0.0381495638	-0.0262923603	-0.0039189013	0.020701865	0.0362299658	0.038489659	0.0031815754	-0.0187147494	-0.0042668481	0.0391293892	0.0299758102	-0.0048956856	-0.0226753322	-0.0343672539	0.0397166875	-0.0248160356	-0.0458082244	0.0314542536	0.0102769406	0.0414785385	-0.050051379	0.1394769006	-0.0268981238	-0.0315616876	-0.1144349898	-0.0173368745	0.2296635915	0.0624052642	0.0981648322	0.0024149667	0.019212203	0.1063935689	0.0918135733	0.0305390956	-0.00227085	-0.0267948447	-0.0162011992	0.0433279022	-0.0069086404	-0.0402676899	0.0221915207	0.0145564506	0.0397607975	0.0476060306	0.1539020694	-0.0855056461	-0.0743836019	0.1045922733	-0.0283995762	0.1655233541	-0.0213158679	-0.1137692783	0.0487043241	0.0864277871	-0.0576126228	0.1183028178	-0.0209900962	-0.0188782431	-0.0202671863	-0.0278815789	0.07284779	-0.0705670706	0.0224406279	0.0922937011	-0.0816490324	0.0321414176	-0.042189866	0.0562305535	-0.0699190296	-0.0055667761	0.0047791744	0.0370860164	-0.0465458648	-0.0069630692	-0.0427779836	-0.0363521836	0.0623817088	-0.0143484608	-0.0186582765	-0.0606885623	0.1182536866	0.1144731177	0.1082614433	-0.0101388	-0.010506534	0.00010279526544	0.0001103872566931	0.0502856	-0.0144578999999999	0.00252864156736	0.0002090308724099	0.0562549	0.0145499999999999	0.0031646137740099	0.0002117024999999	-0.00590933	0.00082688	3.49201810489e-05	6.837305344000005e-07	0.000603419	-0.0005338509999999	3.64114489561e-07	2.849968902009999e-07	-0.00166568	0.00014218	2.7744898624e-06	2.02151524e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304.2125327089569	0.3020835163899278	0.0912544508745037	92545.2650571982	311.0428459043334	1.4449036931145542	2.087746682376078	96747.65198826688	190.4033649021684	-0.2400779465205005	36253.44136606829	0.0576374204055003	189.06135676836183	429.939828500466	1.033246	34.807049	0.25183202	0.176015	0.0025955795	-0.0264355063	-0.0874317411	0.0083098888	-0.0031378727	-0.027224718	0.0514904532	0.0127280806	-0.0427495293	0.0825795504	0.109681916	-0.0423941797	-0.007517193	-0.0126689173	0.0232537892	-0.0971310639	0.0412466923	-0.1139004216	-0.0053671537	-0.0265658915	-0.0431072877	-0.1114607769	-0.0091797327	-0.04107692	-0.0146469867	0.0504002189	0.0167984119	0.092387704	-0.040925942	0.132510554	-0.1081646816	0.1448750781	0.0869999425	-0.0358318442	-0.010971979	-0.0050721551	-0.0098792838	0.0257539409	-0.0983827256	0.0340103423	-0.113382916	-0.0198285863	-0.026272378	-0.0304103381	0.1059046875	-0.0396623757	-0.0519065116	-0.024744849	0.0322906329	0.0164121377	0.1138339835	-0.0964231826	0.0688568751	0.1130370538	0.1603875405	0.019085118	-0.0459772004	-0.0058402458	-0.0323505983	-0.0488740293	-0.086497448	0.1615132292	-0.0660580642	0.0413529831	0.1384306705	-0.0927984608	0.0365790439	-0.0410945594	0.0153580593	-0.1013611299	0.0104788378	-0.0361801274	0.0856250485	-0.0491250934	-0.0722361549	4.08175e-05	-0.015078338	0.0643636239	-0.0675559539	0.0165733165	0.0506385455	0.1178341246	0.112815636	0.1046092073	-0.00227688	0.00786192	5.184182534399999e-06	6.18097860864e-05	0.0567747	0.0064890999999999	0.0032233665600899	4.210841880999997e-05	0.134805	0.0785501	0.018172388025	0.00617011821001	-0.00863198	-0.0027226499999999	7.451107872039998e-05	7.412823022499995e-06	0.000888357	0.000284938	7.89178159449e-07	8.1189663844e-08	-0.00149465	0.0001710299999999	2.2339786225e-06	2.9251260899999987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302.3425290831192	-1.8700036258377395	3.496913560646292	91411.00489237678	309.12767134220644	-1.915174562126936	3.6678936034180993	95559.9171894552	190.31543796202715	-0.0879269401412443	36219.96592667821	0.0077311468026019	188.8559058566981	428.02040413965153	2.046363	68.936012	0.79582018	0.458807	0.0198241677	-0.0005610658	0.0395205511	0.0207992518	0.0246114931	0.0365984933	-0.0013126199	-0.097299655	-0.0832847718	0.0443260576	0.0772700485	0.1741378709	-0.0280807284	0.0672275277	0.0406122796	0.0179154682	0.0131545866	0.0147793669	0.0022108745	0.0536103915	0.0220956948	-0.0488256991	0.026318933	0.103695924	0.2502400746	0.1250649317	0.0465411221	0.1160873137	-0.0150997385	-0.0511346952	-0.0145178569	-0.2725485293	0.0617488594	-0.1715616589	0.0556074994	-0.0208452854	0.0791454453	0.0164212663	0.0035785557	0.0127565984	-0.0140321095	0.0045658065	0.0767493606	-0.0016373166	0.0815491497	0.127394059	0.097167373	0.0595746672	-0.2305734376	0.0968631403	0.0735272531	0.0364978068	-0.0045913075	0.0994201471	-0.0874041422	-0.2720414808	-0.0662091848	0.0057764262	0.0399203973	-0.0183859657	0.0188507743	-0.0523695992	-0.0706023215	-0.0092450077	-0.0075878819	-0.0548259858	-0.097839441	-0.0895395604	0.1020559662	0.2716179575	-0.1213729748	-0.0017316476	-0.2716100021	-0.161502004	-0.1241904857	0.1786155653	0.1094376943	-0.0304029805	-0.0036616748	0.0224162501	-0.2043598011	0.1173552296	0.1109309587	0.1004830656	0.0939534	0.09623028	0.00882724137156	0.0092602667888784	0.215231	0.1584563	0.046324383361	0.02510839900969	0.107694	-0.027111	0.011597997636	0.000735006321	-0.000404785	0.008227195	1.63850896225e-07	6.7686737568025e-05	-0.000488281	-0.001376638	2.3841833496100002e-07	1.895132183044e-06	-0.000818031	0.0006766189999999	6.69174716961e-07	4.578132711609999e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306.18893629826533	3.846407215146144	14.794848464728313	93751.6647114632	313.39237564075626	4.264704298549816	18.18770275406928	98214.78110975688	191.48525541832004	1.1698174562928898	36666.60304261927	1.368472881047567	189.9125674998443	444.2817658436198	2.195587	73.962929	0.64780965	0.37928	0.0795385272	0.0406847525	0.2111289409	0.0281232953	-0.0052232975	0.0382869032	0.0377009989	-0.1767005022	0.1082886752	-0.0945509859	-0.1332530096	-0.0366206985	0.0569068576	0.0148592085	0.0009943927	0.1775107167	0.1172817226	0.2656571368	0.0924466053	0.1383803793	-0.0430189287	0.0489079825	0.0724581658	0.0516288426	0.1660063858	-0.009510887	0.1889282501	-0.0604435301	0.0138158316	-0.3038014753	-0.091174928	-0.0364269738	0.1268249512	0.1791106701	-0.1570522862	0.057636002	0.0223281384	-0.0064340866	0.1624030394	0.136101398	0.2349644679	0.0957687306	0.1558053954	-0.0848288159	-0.0194076993	0.0810945628	0.0392289923	0.0556294646	-0.1176633998	0.2142310966	-0.0750136995	0.2970147561	0.0599843353	0.061442267	-0.1026013247	0.0063539631	0.2825435235	0.044211491	0.1138110369	0.1964056899	0.1613095276	0.0011107681	-0.0458662435	-0.057169929	-0.2464782232	0.1565404465	-0.0817129237	0.0612559487	-0.1309283089	0.3004008634	-0.1181168804	-0.077645373	-0.0906870649	-0.1319370673	-0.0779109823	-0.0069301817	0.0370916744	0.0255446544	0.0720216104	-0.0429578931	-0.0847453812	0.1168172427	0.1088228812	0.0959017104	0.131763	0.0378095999999999	0.017361488169	0.0014295658521599	0.107175	-0.108056	0.011486480625	0.011676099136	-0.159923	-0.267617	0.025575365929	0.071618858689	0.00318839	0.003593175	1.0165830792100002e-05	1.2910906580625e-05	-0.0011722	-0.000683919	1.37405284e-06	4.677451985609999e-07	-0.000408584	0.000409447	1.66940885056e-07	1.6764684580900004e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
