onset	duration	trial_type	trial_code	response	RT	money	carbon
5.8009	10	CET	c4_m2	LEFT	2.0150999999999994	50	40
20.8343	10	CET	c1_m1	RIGHT	7.101700000000001	10	2
36.1254	10	dummy	dl0	LEFT	2.0106000000000037	0	0
51.1671	10	CET	m5_c2	LEFT	6.752900000000004	120	10
66.9588	10	CET	c3_m5	LEFT	1.5211000000000041	120	25
83.251	10	CET	m0_c2	RIGHT	2.6850000000000023	0	10
99.5594	10	CET	c5_m0	LEFT	1.9605000000000103	0	50
114.6006	10	dummy	dr0	RIGHT	1.7993000000000023	0	0
130.6428	10	CET	m4_c5	RIGHT	2.173100000000005	100	50
147.4344	10	CET	c3_m2	LEFT	3.085499999999996	50	25
162.9761	10	CET	m1_c3	RIGHT	1.7437999999999931	10	25
178.0173	10	dummy	dl1	LEFT	1.502600000000001	0	0
193.0595	10	CET	c0_m0	LEFT	5.220399999999984	0	0
208.3595	10	CET	c4_m1	LEFT	1.5364000000000146	10	40
224.9095	10	CET	m4_c3	RIGHT	1.3863999999999805	100	25
240.9507	10	dummy	dr1	RIGHT	1.5211999999999932	0	0
256.7422	10	CET	c5_m5	LEFT	1.3935999999999922	120	50
273.0346	10	CET	m1_c0	LEFT	3.3811999999999784	10	0
290.0758	10	dummy	dr3	RIGHT	1.2760000000000105	0	0
306.6174	10	CET	m3_c3	RIGHT	2.558400000000006	80	25
322.918	10	CET	m3_c5	RIGHT	1.2337999999999738	80	50
338.218	10	CET	m2_c1	RIGHT	5.037800000000004	50	2
354.7597	10	CET	c1_m0	LEFT	1.952099999999973	0	2
371.8009	10	dummy	dr2	RIGHT	1.790899999999965	0	0
387.8425	10	CET	m2_c2	RIGHT	1.6293000000000006	50	10
403.3848	10	CET	m4_c0	LEFT	2.5669000000000324	100	0
418.9265	10	CET	c0_m5	RIGHT	3.0253000000000156	120	0
435.2177	10	dummy	dl3	LEFT	1.9341000000000008	0	0
452.0099	10	CET	m4_c1	LEFT	6.061800000000005	100	2
467.3016	10	CET	c4_m4	LEFT	1.730099999999993	100	40
483.3432	10	dummy	dl2	LEFT	1.888499999999965	0	0
498.3849	10	CET	c0_m2	RIGHT	2.2708000000000084	50	0
514.9266	10	CET	c4_m3	LEFT	1.3051000000000386	80	40
530.7183	10	CET	m5_c4	RIGHT	1.377399999999966	120	40
546.5094	10	CET	c4_m0	LEFT	1.5063000000000102	0	40
561.56	10	dummy	dl4	LEFT	1.2317000000000462	0	0
578.3428	10	CET	c2_m4	LEFT	4.63289999999995	100	10
593.3851	10	CET	m5_c1	LEFT	2.406600000000026	120	2
609.9268	10	CET	c5_m1	LEFT	1.464800000000082	10	50
625.7435	10	dummy	dr4	RIGHT	1.632099999999923	0	0
640.7851	10	CET	m0_c3	RIGHT	1.3504999999998972	0	25
657.5763	10	CET	c0_m3	RIGHT	3.055300000000102	80	0
674.3685	10	dummy	dl5	LEFT	1.6230999999999085	0	0
689.9096	10	CET	m3_c2	RIGHT	4.826000000000022	80	10
705.2019	10	CET	m2_c5	RIGHT	1.2536999999999807	50	50
721.4936	10	dummy	dr5	RIGHT	1.5539999999999736	0	0
737.0353	10	CET	c1_m3	RIGHT	5.4923	80	2
753.8353	10	CET	m1_c2	RIGHT	2.07630000000006	10	10
