onset	duration	trial_type	trial_code	valence	arousal
7.266	15	CON	NEU16	10	7
24.2911	11	Q	Q_NEU16	10	7
41.3572	15	HOP	HOP23	10	9
58.3822	11	Q	Q_HOP23	10	9
75.1911	15	HOP	HOP13	9	6
92.2162	11	Q	Q_HOP13	9	6
110.2745	15	CON	NEU26	10	4
127.2995	11	Q	Q_NEU26	10	4
143.8579	15	CON	NEU25	8	1
160.8829	11	Q	Q_NEU25	8	1
177.6996	15	HOP	HOP5	0	9
194.7246	11	Q	Q_HOP5	0	9
212.2913	15	CON	NEU4	none	0
229.3163	11	Q	Q_NEU4	none	0
247.633	15	HOP	HOP26	9	9
264.6664	11	Q	Q_HOP26	9	9
