global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
299.97909061195713	n/a	n/a	89987.45480437679	282.266333466342	n/a	79674.28300853219	n/a	206.08267189906195	n/a	n/a	42470.06765705642	205.65977764594845	374.2955137940181	n/a	n/a	n/a	n/a	-0.0519882622	-0.0827723335	0.0844676155	-0.0970387331	-0.0283458085	0.0984692991	-0.0444480553	0.1511459445	-0.070995479	0.0285032806	-0.1288693169	0.1667298979	-0.0194435573	0.0483937774	-0.0932795311	0.0817929942	-0.0947827757	0.1184595832	0.0425348797	-0.0218440321	0.0556879166	-0.0412010535	0.0791476723	-0.1096661391	0.0086368802	-0.1484830687	0.0640165312	-0.0514857884	0.0200135332	-0.0872894694	0.1451271827	-0.0773189551	0.1259052986	-0.1204324884	0.0491132718	-0.0428784191	0.0919894224	-0.0558380425	0.1197315097	-0.0210777139	0.0545086185	-0.0874267797	0.0817283604	-0.0919216488	0.126259237	0.0367202688	-0.0337532874	0.0116185122	-0.064345562	0.0736226032	-0.1360153091	0.0200328778	-0.1028945297	0.1348205333	0.0581004268	-0.0221245247	0.0737287196	-0.0914472544	0.100562931	-0.1708088378	0.1141529486	-0.0272547251	0.0816893559	-0.0565535106	0.0481978134	-0.0876438141	-0.0806698755	0.1197292159	-0.0250808792	0.0247802901	-0.0142034129	0.078223149	-0.0246427068	0.0695265846	0.0200442207	-0.1348081731	0.0244745734	-0.086481222	0.035569276	-0.0118619199	0.0047656074	-0.0768366714	0.1327675064	-0.1289224812	0.1476733115	-0.0174702546	0.0082600446	0.0268782225	0.1220432673	-0.081798839	0.1195153378	0.1194927693	0.1194551582	-0.253846	n/a	0.064437791716	n/a	0.0929961	n/a	n/a	0.00864827461521	-0.192548	n/a	0.037074732304	n/a	0.00125156	n/a	n/a	1.5664024336000002e-06	0.00208019	n/a	4.3271904361e-06	n/a	-0.00226264	n/a	n/a	5.119539769599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.0524684340217	-1.926622177935428	3.711873016512653	88835.2739396135	278.04585551736943	-4.2204779489725865	77309.49777038587	17.81243411776385	205.39707034567127	-0.6856015533906827	0.4700494900117172	42187.95650658463	204.94141295208195	358.3023272425576	1.092817	34.632309	0.1269026	0.0559134	0.0215807749	-0.0852890652	0.0351263995	-0.0961933246	0.0091354538	0.0940530593	-0.0126713835	0.038701948	-0.0922647003	-0.03226612	-0.0968121459	0.0144934983	0.0188128105	0.0651270829	-0.1017564421	0.033067626	-0.0854819377	0.0569311119	-0.0057176382	-0.049407913	-0.0733995443	-0.0899052119	0.021649892	-0.1149156373	0.0694386287	0.0329999235	0.056906171	-0.0287575945	-0.0723481651	0.0130576968	0.0728879325	-0.0838033741	0.0550124609	-0.1197117151	0.0833306808	-0.1066229844	0.1375519894	0.0412652271	-0.1242300496	0.0175527721	0.0691534234	-0.0937570097	0.0330185393	-0.0875923261	0.0596304217	-0.0205594438	-0.0398023438	-0.1063975727	-0.0603826964	-0.0033162398	-0.081226182	0.0989938546	0.0525062746	0.051439751	0.1151480743	0.008306656	-0.0024812733	0.0290518886	0.0620508442	-0.0769693106	0.1318077403	-0.0564120675	0.108593017	-0.0654710868	-0.0161434705	-0.1494093355	-0.0772845198	0.1333232866	-0.0606772166	0.0325805933	-0.0115959518	0.0448721809	-0.0269242189	0.0686410591	-0.0144181739	-0.1080625928	-0.0093088982	-0.120893348	0.0457789478	0.0138855419	0.0206662782	-0.0407468361	0.0429162344	-0.0554964504	0.0931689903	-0.0035549391	-0.0232138972	0.0426746857	-0.0075506064	-0.1097367656	0.1194551582	0.1192521267	0.1189139965	-0.240262	0.013584	0.057725828644	0.000184525056	0.079624	-0.0133720999999999	0.0001788130584099	0.006339981376	-0.145171	0.047377	0.0210746192409999	0.002244580129	0.00157986	0.0003282999999999	1.0778088999999995e-07	2.4959576196e-06	0.00254451	0.0004643199999999	6.474531140099999e-06	2.1559306239999985e-07	-0.00252141	-0.00025877	6.69619129000001e-08	6.3575083881e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.0935148089154	0.0410463748937104	0.001684804891915	88859.74357113308	276.01359152225507	-2.032263995114363	76183.50270501428	4.130096945838191	205.4225935601072	0.0255232144359354	0.0006514344751427	42198.441944961	204.9399447154224	356.57437625875906	0.85746	27.173668	0.0516054999999999	0.0301475	0.0270355971	-0.081080232	0.0297358433	-0.119201667	0.0076798102	0.0732603385	0.0033187733	-0.020037122	-0.0087786506	0.0134330443	-0.006545718	0.13177149	0.0268503551	0.0201906388	-0.0351954712	0.0492334886	-0.1316996633	-0.0036163309	-0.0507220397	-0.0745758081	0.0282918401	-0.0718961348	0.1327026186	0.0352492208	0.1317054093	0.0708541447	-0.0726517567	0.003400131	-0.074978336	-0.0284887618	0.0110529973	-0.0117999702	-0.0452655824	-0.0126390914	0.1055552614	-0.072303047	-0.0187685044	-0.1416051208	0.1052336517	0.0262167948	0.0229007095	-0.032021362	0.0459982636	-0.1292496505	0.0052637057	-0.0500989378	-0.0708674233	0.0142800231	-0.0738117833	0.1174095483	0.0536321039	0.1375979293	-0.0068066333	-0.0959283344	0.0685362152	0.04979125	0.0378407572	0.0058458038	0.0193160965	0.0234671906	0.021714137	-0.0760729535	0.1040498073	0.0363391556	0.1209539214	0.0551475952	-0.0745737563	0.1258618916	-0.0626271337	0.021935666	-0.0243693591	0.0594054692	-0.005166652	0.0786416847	-0.0592628628	-0.0932849443	-0.0015955748	-0.1264830005	0.0402230939	-0.0398280591	0.0349048002	0.0140264187	0.0848258888	-0.0597946561	-0.0338523081	-0.0229000189	0.0523198886	-0.0180729809	0.0174102982	-0.0055504301	0.1193348294	0.1187713263	0.1178341246	-0.234779	0.005483	0.0551211788409999	3.006328900000017e-05	0.10429	0.0246659999999999	0.0006084115559999	0.0108764040999999	-0.134203	0.010968	0.0180104452089999	0.000120297024	0.00141215	-0.0001677099999999	2.8126644099999985e-08	1.9941676225e-06	0.00254184	-2.669999999999756e-06	6.4609505856e-06	7.128899999998697e-12	-0.00248202	3.9389999999999824e-05	1.551572099999986e-09	6.1604232804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.3019016425947	0.2083868336792989	0.0434250724508837	88984.02452358825	274.93493730600085	-1.078654216254222	75589.21975145461	1.1634949182430097	205.5285110058992	0.105917445791988	0.0112185053230987	42241.968836302025	205.0051670229532	359.9185700254964	0.8168079999999999	25.885357	0.0335782999999999	0.0187907	0.0083396032	-0.0811983112	0.0316838623	-0.1233927414	-0.0043324777	0.0476025971	0.0040618333	-0.0455170871	-0.0554384901	0.0231106792	0.0282434364	0.1376565486	0.0200574978	0.0293861871	-0.0313908539	0.0483138267	-0.123899234	0.0515657182	-0.0076887321	-0.1005842724	-0.0151991859	-0.0077765084	0.067110874	-0.0233712815	0.0768793137	0.0388131533	-0.1957074914	0.0887124309	0.1044141107	-0.2346304441	0.100150565	0.0478385077	-0.046685974	-0.0124718189	0.0334672003	-0.0456730965	-0.0313337444	0.1149628083	0.0160894465	0.0201893912	0.0281602507	-0.0269505454	0.0488841265	-0.1214540806	0.0602384804	-0.0203419787	-0.0990044887	-0.0236667293	0.0097338318	0.0536448674	-0.0164629651	0.0980781551	-0.0630625995	-0.2095182378	-0.0774094232	0.0441441991	0.1399195754	-0.1948057667	0.0692664675	0.0274531746	0.0235558538	-0.0504688844	-0.0115328903	0.0440022671	-0.1459532318	0.0013099009	-0.0693896793	0.1304814508	-0.0829020527	0.0332189766	-0.0083367014	0.0503922453	-0.0253518351	0.0709865559	-0.0518555244	-0.0880125527	-0.0106496699	-0.0677044123	0.0490533294	0.0020976713	0.0710157557	0.0250477526	0.1259924564	-0.0022622241	-0.0549246255	0.0198538344	0.0317840748	-0.0165042945	0.0623891323	0.1058609205	0.1191544118	0.1180513362	0.1162204348	-0.234742	3.699999999998149e-05	0.055103806564	1.3689999999986303e-09	0.0952667	-0.0090232999999999	8.141994288999997e-05	0.00907574412889	-0.119031	0.0151719999999999	0.0141683789609999	0.0002301895839999	0.00141215	0.0	0.0	1.9941676225e-06	0.0026554	0.0001135599999999	7.051149160000001e-06	1.2895873599999993e-08	-0.00240866	7.336000000000018e-05	5.3816896000000274e-09	5.8016429956e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.91056781262245	0.6086661700277318	0.3704745065362277	89347.52755006436	276.6222648500947	1.6873275440938755	76519.87741079595	2.8470742410578693	205.90508601657524	0.3765750106760492	0.1418087386656666	42396.904447493245	205.4328219685128	360.1309638103039	0.815971	25.858841	0.0849213	0.046977	-0.0136671278	-0.076171872	0.0356031731	-0.107230248	-0.0247271023	0.0531038091	0.0068397292	-0.0070215646	-0.041748121	-0.0052594977	0.0037631259	0.0810667008	-0.0068000289	0.0264289244	-0.0393667288	0.0758438562	-0.1163521337	0.0503450798	-0.0231052442	-0.0182808174	0.0199203036	-0.0566338643	0.1048537957	-0.0076198884	-0.0100577601	0.1018183401	-0.1450674285	-0.0216771343	0.0922902967	-0.1444323183	-0.1243464953	-0.0135796508	0.0012552024	0.0121390756	-0.1557517817	-0.050918777	-0.0900233202	-0.0814505487	-0.0373861672	-0.0078066143	0.0302096661	-0.036361907	0.0745482497	-0.1121316664	0.0534348047	-0.0252601768	-0.0231783724	-0.005066165	-0.0592240723	0.1047067938	-0.024024259	-0.0053837425	-0.0149867232	-0.1905163406	-0.0061961158	-0.0475998021	0.1434827612	-0.01369279	-0.0473620445	-0.0020131752	-0.0230624062	0.1329987293	0.0261119191	0.1086394379	-0.0291963759	0.0983087804	-0.0776342586	0.1174782895	-0.0535893847	0.0313981808	-0.0014045537	0.0661034668	-0.0129145806	0.0758488585	-0.052886477	-0.105535689	-0.0189079827	-0.119258062	0.0855696599	-0.0128046831	0.0558247771	-0.059428693	0.070960039	-0.0352458326	-0.0062684244	-0.0385121204	0.0263888445	0.0197489056	0.0825281214	-0.0931956438	0.1189139965	0.1170936064	0.1140802373	-0.224522	0.01022	0.050410128484	0.0001044484	0.110977	0.0157103	0.00024681352609	0.012315894529	-0.158777	-0.039746	0.025210135729	0.001579744516	0.00141215	0.0	0.0	1.9941676225e-06	0.00252295	-0.00013245	6.3652767025e-06	1.7543002500000026e-08	-0.00215621	0.00025245	6.37310025e-08	4.6492415641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.76074990593975	-0.1498179066826992	0.0224454051627859	89257.98568435948	277.054319099321	0.4320542492262689	76759.09573158839	0.1866708742744748	205.6945309431657	-0.2105550734095516	0.0443334389385016	42310.24005992895	205.2187820496597	363.9621071371657	0.803234	25.455187	0.0676314999999999	0.0359576	-0.0125111873	-0.0798737161	0.0332901795	-0.0964244835	-0.0210041541	0.075438407	-0.000597	-0.0002657537	-0.0499271538	-0.0104753617	-0.0738292204	0.0862864061	-0.0006777386	0.0487798216	-0.0634122985	0.0553817244	-0.0972997449	0.0567131856	-0.0549903952	-0.0428426238	0.0253586778	-0.086331018	0.0739839006	-0.1850485166	-0.0013507596	0.032962632	0.0671352677	-0.0792973045	-0.1429688393	0.0229775575	0.0729834448	0.024802582	0.0483501965	-0.1222309732	-0.0325285842	0.0105552353	0.0655384065	-0.0727779195	-0.0547485447	-0.0010198835	0.0489012392	-0.0558811144	0.0557544761	-0.0960999577	0.0651331574	-0.0613765803	-0.0504684596	-0.0004822184	-0.0864325424	0.0345739583	-0.1725125172	0.063025993	0.0619766177	0.0777107742	0.1910340659	0.0351900088	-0.0628631009	-0.0205523648	-0.0028243821	-0.040040509	0.0983052793	0.0206525056	0.0325340283	-0.076454509	-0.0051388353	0.113818831	-0.072857197	0.1206397392	-0.0618680734	0.0252734163	-0.0100709023	0.0605561328	-0.0274322272	0.0728789505	-0.0308973623	-0.1219597876	-0.0108331925	-0.0449847574	0.0377632972	-0.0205049887	0.0300343624	0.0235096584	0.0726000562	-0.0576442965	0.0122832497	0.066531153	-0.057839639	0.0149495822	-0.0642087975	-0.1483333069	0.1186137044	0.1159000657	0.1114232278	-0.221727	0.0027949999999999	0.049162862529	7.812024999999955e-06	0.102506	-0.008471	7.17578410000001e-05	0.010507480036	-0.132666	0.0261109999999999	0.017600267556	0.0006817843209999	0.00116944	-0.0002427099999999	5.8908144099999975e-08	1.3675899136000002e-06	0.002267	-0.00025595	5.139289e-06	6.551040250000001e-08	-0.00226264	-0.0001064299999999	1.132734489999996e-08	5.119539769599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.4434467522194	-0.3173031537203314	0.1006812913608683	89068.49090934482	275.74468730653695	-1.309631792784046	76035.13257777983	1.7151354326707542	205.6639999785152	-0.0305309646504952	0.0009321398024897	42297.6808871627	205.19777559730096	362.2744781403098	0.8331499999999998	26.403234	0.0651084999999999	0.047438	0.0018393919	-0.0974660683	0.0322095271	-0.1006334942	-0.0184225751	0.06614749	0.0159447039	-0.0400515585	-0.0255570071	0.0723477342	0.0173965195	0.0987942772	0.0021138947	0.032411508	-0.0690660832	0.0669453853	-0.1130462166	0.059443858	-0.0464304919	-0.0596106982	0.0228756444	-0.0994595943	0.1502537823	-0.0437244332	0.134095769	0.0636360297	-0.0225467713	0.0344830719	-0.0385487446	-0.0988546725	0.2068461332	-0.1656543659	-0.0873062311	0.0704616691	-0.0276671667	-0.0339874639	0.044981631	0.0026238168	-0.0773209613	0.0014464624	0.0368853576	-0.0639448935	0.0646561112	-0.1093387279	0.0644709008	-0.0469796591	-0.0585884237	-0.0003514297	-0.1035721411	0.1289877434	-0.0073849409	0.1556079155	0.0277315263	-0.0574833634	0.0432512202	0.056816969	0.0614667657	-0.0714444734	0.2546677269	-0.0028974282	-0.0654026495	0.0390563044	0.0548983109	-0.0348013563	-0.0501283885	0.0706271427	-0.0857352197	0.1175663137	-0.0392037831	0.0344966247	-0.0093240413	0.0566175155	-0.0177878487	0.0765732507	-0.0266553428	-0.1057366228	-0.003582187	-0.1046678629	0.0636051018	-0.030666283	0.0189982073	0.017286969	0.0843062024	-0.0060169586	-0.0806320221	-0.005418837	0.0171689401	-0.0264507592	0.014711099	0.0401095618	0.1182536866	0.1144731177	0.1082614433	-0.223073	-0.0013459999999999	0.0497615633289999	1.8117159999999625e-06	0.100416	-0.0020899999999999	4.368099999999978e-06	0.010083373056	-0.172728	-0.0400619999999999	0.0298349619839999	0.0016049638439999	0.00149263	0.0003231899999999	1.0445177609999992e-07	2.2279443169e-06	0.00215798	-0.00010902	4.656877680399999e-06	1.1885360400000008e-08	-0.00226264	0.0	0.0	5.119539769599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298.91624802987366	0.4728012776542414	0.223541048151483	89350.92333625695	275.7017199421767	-0.0429673643602654	76011.43837907442	0.0018461944000678	205.64289468427168	-0.0211052942435117	0.0004454334451052	42289.00013412645	205.13692121118063	361.6962905392157	0.9632	30.524649	0.206138	0.0956104	-0.0067748602	-0.0600808139	-0.027648286	-0.1472915575	-0.020015167	0.0500701359	0.0190549409	-0.0288880444	-0.04142779	0.0546238051	0.0469236687	0.1191565142	0.00964774	0.0476143022	-0.0104587782	0.0794806827	-0.1247420136	0.0756288295	0.0474795489	-0.1594226929	-0.0814213557	0.0248045569	0.0282819825	-0.0564007606	0.0481378109	-0.0041897462	-0.0504386005	0.0282165832	-0.0326521818	-0.1353234585	-0.1204223844	0.1174794618	-0.0781957041	-0.1366722084	0.1591223433	0.0465130311	-0.2445245122	-0.020697865	0.0426506602	0.0095628834	0.0452103723	-0.0063362071	0.0768322939	-0.1197912808	0.0812092123	0.0266036446	-0.1489528482	-0.0978413772	0.0442368131	0.0082825351	-0.0267598158	0.0596298393	-0.0235915998	-0.054826632	0.0073893037	0.1100601527	0.1370200663	0.0008212508	-0.0925338276	0.1268124394	0.1281575043	-0.1028369737	-0.1161205052	0.2150231611	0.085898128	0.0440419824	-0.066809018	0.1154720501	-0.1216086348	0.0452332825	-0.0020479634	0.1022275974	-0.0478964285	0.0773709004	-0.075857493	0.0229121912	-0.0020616179	-0.0183690783	-0.027962535	0.022244003	0.1094268053	0.0491773754	0.1183754136	0.0266154778	-0.069436516	0.0832723823	-0.0572859102	-0.0073464017	-0.0586576833	0.0836459912	0.1178341246	0.112815636	0.1046092073	-0.231218	-0.008145	0.053461763524	6.634102500000022e-05	0.14557	0.045154	0.0020388837159999	0.0211906249	-0.0997435	0.0729845	0.00994876579225	0.0053267372402499	0.00264443	0.0011518	1.3266432400000005e-06	6.993010024900001e-06	0.00260327	0.00044529	6.7770146929e-06	1.982831841000001e-07	-0.00226264	0.0	0.0	5.119539769599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
299.4801676691875	0.5639196393138377	0.3180053596038488	89688.37082716466	276.04913425086585	0.3474143086891672	76203.12452065255	0.1206967018819719	205.7584599587431	0.1155652744714075	0.0133553326636517	42336.54384459368	205.1516784481886	356.37731245764684	1.056451	33.479858	0.225171	0.109441	-0.0249319417	0.0311075488	-0.2278314787	-0.0900985193	0.0135090521	0.003988965	0.0815474274	0.0123015033	0.0325678532	0.0575051701	0.0560968449	0.1135898578	0.0084890884	-0.0174437702	0.0865247242	0.0469093145	-0.094204596	0.0853003234	0.0215600594	-0.1907140312	-0.0173521389	0.0843534265	-0.0296607073	-0.1236410957	-0.0572545342	-0.0253959952	0.0506516556	-0.0033631034	-0.1856800132	0.1599276696	-0.267879326	0.1007852487	0.0933287362	0.1143939116	-0.1610717672	0.1755767918	-0.0210621528	0.2957312816	0.0320039493	0.0102151923	-0.0255761478	0.0858194066	0.0458241881	-0.08892053	0.0916134577	0.0046917899	-0.1905811469	-0.0280741966	0.0958435737	-0.049465371	-0.1229279533	-0.0295497884	0.00875866	0.0306221013	0.040713319	0.1174576609	-0.1302122338	0.2044317489	-0.2856307076	0.0151543963	-0.1646062651	0.1366281545	-0.2875585985	-0.0679265427	-0.2291765333	-0.0208834548	-0.0249632449	0.050333235	-0.1800337477	0.0265979443	0.0671763167	0.1002937254	-0.0303538689	-0.0040037488	-0.0695102997	0.1661016	-0.0657283925	0.1707393669	-0.0836417252	-0.0083149976	0.1351986044	-0.0274101004	0.014561031	0.1159970583	-0.1159978908	0.2371960061	-0.2231423077	0.0084694681	-0.1528310386	0.0756026568	0.1173552296	0.1109309587	0.1004830656	-0.157596	0.0736219999999999	0.024836499216	0.0054201988839999	0.139668	-0.005902	3.483360400000022e-05	0.0195071502239999	-0.053128	0.0466155	0.002822584384	0.00217300484025	0.00350935	0.0008649199999999	7.480866063999999e-07	1.23155374225e-05	0.00226295	-0.0003403199999999	5.120942702500001e-06	1.158177023999999e-07	-0.00148725	0.0007753899999999	6.012296520999996e-07	2.2119125625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301.48229693695254	2.002129267765042	4.008521604841384	90891.5753663808	277.3588268215414	1.3096925706755655	76927.9188158218	1.7152946296827714	206.0243728312361	0.2659128724930042	0.0707096557574807	42446.04220050417	205.45339139302573	374.6371223434912	1.184805	37.547516	0.3034210999999999	0.190781	-0.1091252639	0.013152502	-0.0352988225	-0.1393146307	-0.0407970883	-0.0583326365	0.1113030415	0.0617963859	0.0084558121	0.1487671994	0.0774355906	0.0645984942	-0.0138343044	0.0004932933	0.1323545216	0.1087703414	-0.0704343501	0.0161310717	-0.0521819546	-0.0099265276	0.0919167085	0.0658934401	-0.0065351944	0.0509429653	0.0403285799	0.0218277968	0.073864475	-0.0133224648	-0.1027417317	0.0431289329	0.0008215261	0.1191425205	-0.1644226568	0.1749309915	-0.2402253146	0.0153675336	0.06769686	-0.0384944915	0.1015747694	-0.0130667611	-0.0098891906	0.1360607748	0.1033789946	-0.0730772087	0.0153347837	-0.0472511067	-0.0200141463	0.1141186236	0.0283696642	0.0102455711	0.0571901947	0.0274867388	0.0680358791	0.0534803326	0.0029387923	0.0409677686	-0.0708496389	0.0009200184	-0.0464369038	0.2044830416	-0.1930070993	0.1933930173	0.0749275683	-0.1119924493	-0.0194470589	0.0159548639	-0.0364096748	0.0607834817	-0.0104542714	-0.0138758505	0.1207001626	0.0822217368	0.1074485939	-0.0196874184	0.0927053743	0.1329862997	-0.1164396587	0.0786870925	-0.1543112032	0.0407930229	-0.0240078247	0.025725941	-0.0689700717	0.2045630228	-0.1507194128	0.0250573354	0.0063568657	-0.0748471807	-0.2112526835	-0.0277924762	0.1168172427	0.1088228812	0.0959017104	-0.163119	-0.0055229999999999	0.0266078081609999	3.050352899999969e-05	-0.0350556	-0.1747235999999999	0.0305283363969599	0.0012288950913599	-0.108844	-0.0557159999999999	0.0118470163359999	0.0031042726559999	0.00351674	7.389999999999914e-06	5.461209999999873e-11	1.23674602276e-05	0.0014286	-0.00083435	2.04089796e-06	6.961399225000003e-07	-0.00199468	-0.0005074299999999	2.574852048999999e-07	3.9787483024e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
