onset	duration	trial_type	trial_code	valence	arousal
5.5123	15	NEU	NEU24	9	9
22.5374	11	Q	Q_NEU24	9	9
40.5957	15	CON	NEU5	8	9
57.6207	11	Q	Q_NEU5	8	9
75.4291	15	CON	NEU3	8	9
92.4541	11	Q	Q_NEU3	8	9
109.0125	15	NEU	NEU6	2	9
126.0375	11	Q	Q_NEU6	2	9
143.3459	15	CON	NEU2	10	10
160.3792	11	Q	Q_NEU2	10	10
178.1876	15	NEU	NEU12	10	10
195.2126	11	Q	Q_NEU12	10	10
213.0293	15	NEU	NEU30	10	10
230.0543	11	Q	Q_NEU30	10	10
246.6127	15	CON	NEU22	9	10
263.6377	11	Q	Q_NEU22	9	10
