global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
282.58298231936527	n/a	n/a	79853.1418965067	286.5145718453775	n/a	82090.59987973997	n/a	184.574091128309	n/a	34067.595115841315	n/a	183.4795114459045	339.40814138868734	n/a	n/a	n/a	n/a	-0.2279928867	-0.0679085149	0.0558283374	-0.0133101193	0.0271822121	-0.3102107748	-0.0937889855	0.045871193	-0.0350661189	0.0175471763	-0.0060009919	0.1407327316	-0.1832149864	0.1423960748	-0.0290831998	0.0381278794	-0.0473281264	0.0495106604	-0.0600860462	0.0421506073	-0.0123015673	0.0439820977	-0.0143775857	-0.0156190838	0.0211747335	-0.0399454733	0.0070647945	-0.0437676075	0.0795890135	-0.0474285076	0.1239536552	-0.0353785722	0.0913742055	-0.1002730684	0.1060860555	-0.0739691882	0.0456327864	-0.1108588911	-0.1170678303	0.0836878612	-0.0930512273	-0.1228519549	0.0132562744	0.0007001381	0.015364085	-0.1246283207	-0.0293366884	0.0374666505	0.0120157368	0.0094237194	-0.0345579466	-0.0613236577	0.0698994797	-0.1919743365	0.1222460855	-0.0205661089	0.0534520751	-0.0555715237	0.0405074842	-0.0277336438	-0.0571984153	0.0289180885	-0.0465782578	0.0233852114	-0.0319129083	-0.0551134345	0.0680852955	-0.0027681622	0.0091666815	-0.0173836183	0.0963282355	-0.1159546259	0.0429533431	-0.1597643021	0.0951613358	-0.0237540809	0.0269624619	-0.0855225247	-0.0374818221	0.1882817251	-0.0532573304	-0.0870006779	0.0613283343	-0.0158092794	-0.001885315	-0.0709967266	0.0877051648	-0.0192416195	-0.0823068088	0.0574328202	0.0206376915	0.0092406701	-0.0256382836	-0.2434902674	-0.0338952207	0.027033159	-0.0598230927	0.0763702901	-0.0227254625	0.0355123767	-0.0482701772	-0.0144383061	0.0198468292	-0.0567468878	0.1896676797	-0.0502187943	0.0269537076	-0.0673191251	0.1206002285	-0.4764078518	0.0777073457	-0.2284001439	0.1995380173	-0.0673700172	-0.1584577113	0.2963952228	-0.2195426561	0.1195153378	0.1194927693	0.1194551582	-0.0393483	n/a	0.00154828871289	n/a	-0.0923001	n/a	n/a	0.0085193084600099	-0.632662	n/a	n/a	0.4002612062439999	0.00309254	n/a	n/a	9.5638036516e-06	-2.32194e-05	n/a	n/a	5.3914053636e-10	0.00119084	n/a	1.4180999056000002e-06	n/a	0.0	0.0	0.0	0.0	0.0
281.11740672119754	-1.4655755981677316	2.1479118339447045	79026.9963616512	281.2511193758449	-5.263452469532581	79102.19215016575	27.703931899028625	184.227245199528	-0.3468459287809935	33939.67787380701	0.12030209831195	183.09866421256328	333.0734458023014	1.30544	29.494331	0.0876170199999999	0.053638	-0.2615431849	-0.0224732233	-0.0097903485	-0.0724434947	0.0211660025	-0.2662271767	0.0531367222	0.0097689656	-0.0646654474	-0.0210766313	0.0334578885	0.0186033772	-0.1552115471	0.1804308899	0.0268542865	0.0535911959	0.0317673019	0.0254027966	0.104075522	0.0396287743	-0.0599146543	0.0610288879	-0.0224332476	-0.1019787362	0.0720869262	0.0818852819	-0.0803816108	0.0210546875	-0.0777572569	0.043364676	0.004463602	-0.0075335519	-0.0688705975	-0.0612752864	0.0207160197	0.0263311748	0.0598599003	-0.1224556887	0.1241248756	0.0716225037	0.0388569712	0.0474632595	-0.061671994	-0.0076627996	-0.1570329906	-0.0408525372	0.0837705889	0.0728829786	-0.0097149466	-0.1226116269	-0.0417737274	0.0626567956	-0.0182658077	-0.1689349153	0.1730871417	0.0293284246	0.0567451779	0.0212165166	0.0073181448	0.1098416913	-0.0298298258	0.071789091	-0.0751253317	0.0203516523	0.0865491454	-0.1244044075	-0.1002168962	0.0178479709	-0.0354090714	0.0713888445	0.0025790224	0.0487921322	0.0242565086	-0.0129809357	0.0401940601	0.0177482861	-0.0596641301	0.0801522652	0.1669978862	0.0404836932	-0.0535128067	-0.0692092493	0.0911646252	-0.0223079825	0.0152204896	0.1704641265	0.0322008417	-0.0950243405	-0.0024579205	0.0034751018	-0.0128946542	0.0575669172	0.0341597298	-0.2664150967	0.0555387332	0.02905109	0.0404602205	0.0581219189	-0.0595774771	-0.0324166339	-0.0089656732	-0.0751378471	-0.0050505976	0.0131461224	0.0632429527	-0.0098530561	-0.0532493623	0.0931423055	-0.2325097225	0.1235733967	-0.1184074319	0.0534511475	0.0414963261	0.1749978657	0.0843045356	-0.1618530783	-0.2783279737	0.1194551582	0.1192521267	0.1189139965	-0.0389991	0.0003492	0.00152092980081	1.2194064000000062e-07	-0.137088	-0.0447878999999999	0.0020059559864099	0.0187931197439999	-0.631315	0.0013469999999999	1.8144089999999648e-06	0.3985586292249999	0.00356859	0.00047605	2.266236025e-07	1.27348345881e-05	7.3646e-05	9.68654e-05	9.382905717160001e-09	5.423733316000001e-09	0.000941097	-0.000249743	8.85663563409e-07	6.237156604900003e-08	0.0	0.0	0.0	0.0	0.0
281.11585274281146	-0.0015539783860845	2.414848824417816e-06	79026.12266331805	279.4409713892974	-1.81014798654752	78087.25649099411	3.27663573320204	184.4802315767301	0.2529863772020917	34032.955842603966	0.064002107049839	183.3293659225832	327.77440978128607	1.137735	25.705294	0.1945261499999999	0.120471	-0.2377230649	0.001339166	-0.0859638463	0.0069677374	-0.0075974764	-0.2312168192	0.0982622116	-0.0963777554	-0.0079806619	0.0208454151	0.0046789867	-0.0402346277	-0.1530380375	0.1952469669	0.0890532288	0.0031464545	-0.0891997664	-0.0335923779	0.0435416642	-0.0155271482	0.0036873984	0.0409213393	0.0272661203	-0.0230415087	0.0328727598	-0.0190752002	-0.0685353941	0.0067766677	0.0508694489	0.0748306863	0.0141042251	0.0559578006	0.0372418209	-0.0446365531	0.0096527072	0.017676527	0.0264125366	-0.0132615459	0.0236753473	-0.0604241392	-0.0353890932	-0.0302325257	-0.0241997859	0.0930440381	0.0194390952	0.0053597369	-0.0264958433	-0.0088205449	-0.0555126593	0.089260279	0.0567019057	-0.1078553051	0.0678780507	-0.165030499	0.1881171362	0.0950703322	0.0007696447	-0.0841870863	-0.0554885261	0.011641821	0.0103495315	-0.0001131047	-0.0448374591	-0.0303737149	0.0273504025	-0.0350568073	-0.0067925881	0.0107545098	-0.047723146	-0.0471686628	0.0127554063	0.049065181	0.0501215292	0.0198004874	0.0428391561	0.0269214449	-0.0289141772	-0.0268237004	-0.0303030809	0.0151255486	0.0287013622	0.0187502955	0.0390100162	0.1080005775	0.0102550234	-0.0331628619	0.0802527787	0.0207459766	0.0010712913	0.0176215505	-0.0393273577	-0.0256266162	-0.1048138578	-0.2512099068	-0.0212314289	-0.1014082691	0.0147094658	-0.0024619928	0.0171289495	-0.0739646946	0.00343336	-0.0357737723	-0.0397759905	0.0655757543	-0.0617108007	0.0238473946	0.0652362183	-0.0002252891	0.0030212873	0.1891130224	0.1159700007	0.1490549026	-0.0594836914	-0.1484023625	-0.1244751173	0.1595839996	0.0816514722	0.1193348294	0.1187713263	0.1178341246	-0.0275727	0.0114264	0.0007602537852899	0.00013056261696	-0.0285303	0.1085576999999999	0.0117847742292899	0.00081397801809	-0.589504	0.0418109999999999	0.0017481597209999	0.347514966016	0.00321675	-0.0003518399999999	1.2379138559999996e-07	1.03474805625e-05	-0.00018326	-0.000256906	6.6000692836e-08	3.3584227600000005e-08	0.000895222	-4.587500000000002e-05	8.01422429284e-07	2.1045156250000016e-09	0.0	0.0	0.0	0.0	0.0
280.7641541881602	-0.3516985546512501	0.1236918733437783	78828.510276993	279.1536261092785	-0.2873452800188829	77926.74696995885	0.0825673099491302	184.3447276746512	-0.1355039020788808	33982.97862144132	0.0183613074786029	183.23770623604275	328.02279788176304	1.054271	23.819561	0.128578045	0.10446	-0.2561972252	0.0097737495	-0.086693983	0.0455154791	-0.0435959779	-0.2153167242	0.1162047417	-0.0514767385	0.0707101775	-0.0518792686	-0.017931463	-0.0274015802	-0.141461177	0.2240296054	0.0924294291	-0.0971812217	0.0282903054	0.0693245203	0.011697965	0.0891587677	0.0060456602	-0.0085064523	-0.011994648	-0.0172833679	0.0142743193	-0.0121379417	0.0847824137	0.0373114012	-0.0203732014	0.0324829598	0.0053948342	0.0418616254	0.0300234984	0.052102823	0.1248670115	0.0493452579	0.0395011899	-0.0472980908	0.1051904088	-0.076134386	-0.0261804719	-0.1269107112	0.028834323	-0.1032861981	-0.0164721803	0.0054900353	-0.0719337935	-0.0222045917	-0.0235593213	0.0841951014	0.0959088938	0.0212154209	-0.1191445024	-0.1542427177	0.218557836	0.069243885	-0.0842778859	0.0101491283	0.0792362683	0.0385113896	-0.0660797449	-0.0065820313	0.0137934551	-0.004728615	-0.0151851048	-0.0083958118	0.0101524036	-0.0377445593	0.116311928	-0.0243879822	-0.1053869798	0.0170373685	0.0563445217	0.0142387075	0.0352177602	0.0450975572	0.030818282	0.1117009975	0.0169595726	0.1187362208	0.0767894418	0.0375841874	0.1645364835	0.0446850008	-0.0388854007	-0.0520494976	-0.0588166014	0.1133735224	-0.0257101013	-0.0933762643	-0.0015087169	-0.0776725399	0.0575711889	-0.2569609841	-0.0451840282	0.0716313791	0.0027017778	0.036300154	0.0288865458	-0.124001248	0.028455596	-0.0339434222	0.0586507113	-0.0829812461	0.0472927905	-0.0197174582	-0.013094783	-0.0822534655	0.1435298698	-0.1880075287	0.0662095805	-0.1083506906	-0.1274809127	-0.0060665849	0.099560271	-0.2168002269	-0.0677826965	0.1191544118	0.1180513362	0.1162204348	-0.0249816	0.0025910999999999	0.00062408033856	6.713799209999994e-06	-0.132028	-0.1034977	0.01071177390529	0.017431392784	-0.586975	0.002529	6.395841000000017e-06	0.344539650625	0.00303656	-0.0001801899999999	3.2468436099999926e-08	9.2206966336e-06	3.57549e-05	0.0002190149	4.796752642201e-08	1.2784128740099999e-09	0.000895222	0.0	8.01422429284e-07	0.0	0.0	0.0	0.0	0.0	0.0
281.1184942354349	0.354340047274718	0.1255568691026494	79027.60780119826	278.37174397722384	-0.7818821320546476	77490.82784492106	0.6113396684263215	184.5774397685933	0.2327120939420979	34068.83127152869	0.0541549186669158	183.5417471287953	325.68029465266346	1.171173	26.460789	0.1075425799999999	0.0760321999999999	-0.225126066	0.0295932981	-0.0329161419	0.1273868812	0.0554282515	-0.1914869437	0.1369412707	-0.027745645	0.1405022124	0.0636283268	0.0475908707	-0.012754623	-0.1681738451	0.1758625149	-0.027778924	-0.0767529814	-0.0971611915	-0.0598295381	0.0459974191	-0.0325422711	0.0545149849	0.0357740362	0.0290359062	0.0070648566	-0.0418822082	-0.0377329528	0.0125876316	-0.0162691038	-0.0560074407	-0.047178041	-0.0635284484	0.0119018602	-0.0140402487	-0.0086273245	-0.0288098046	0.1009054617	-0.0236691667	0.0537329401	0.0485194978	0.017406078	-0.0322860688	0.0696591808	0.0343317874	-0.072689422	-0.0799950918	0.048094404	0.0246331334	-0.0814588052	-0.075343981	-0.0104707064	-0.0049998007	-0.0037600763	0.0347104477	-0.1823603686	0.1775728605	-0.0553932383	-0.0737314447	-0.0852810817	-0.0892671344	0.0228152342	0.0019636413	-0.044731469	-0.0516220547	-0.0308769254	-0.0059902092	0.0164412968	0.0319134645	-0.0100476088	0.0381502447	0.0488642075	-0.050421262	-0.0104799159	-0.0398692401	0.0123804042	-0.0480998611	0.0515450073	-0.0443467399	0.112851839	0.0026762774	-0.0795724651	0.0128244119	-0.0604807495	0.0062035524	-0.0395360506	-0.0392440568	0.095707144	-0.0760552479	0.0662602266	0.0573008114	0.0906933805	-0.0664762427	0.0579967076	-0.0387322678	-0.2401632639	0.0678881567	-0.0598560989	0.0503993626	-0.0046549829	0.1253026849	-0.0149525432	0.0055168128	0.0567739886	-0.0552911585	0.0851823623	-0.0098862273	0.0379987493	0.0630901859	0.1541295727	-0.196027341	0.3058957221	-0.1207983194	0.146997515	0.1395377905	0.0191342306	-0.0670812741	0.0767805946	0.0290196179	0.1189139965	0.1170936064	0.1140802373	-0.0367683	-0.0117866999999999	0.0013519078848899	0.0001389262968899	-0.0592155	0.0728125	0.00530166015625	0.00350647544025	-0.591589	-0.004614	2.1288996000000062e-05	0.349977544921	0.00338663	0.0003500699999999	1.2254900489999978e-07	1.1469262756899998e-05	5.22725e-05	1.65176e-05	2.7283110975999997e-10	2.73241425625e-09	0.000895222	0.0	8.01422429284e-07	0.0	0.0	0.0	0.0	0.0	0.0
281.2740361277004	0.1555418922654894	0.0241932802495291	79115.08339956692	279.77325578315003	1.4015118059261908	78273.07465150389	1.9642353421504928	184.1385791332204	-0.4388606353729187	33907.016325201264	0.1925986572799219	183.04406102917983	329.89057417327444	1.170064	26.435722	0.0633996649999999	0.0408327	-0.2517550737	0.0087505367	0.0396761581	0.1203472963	0.0688822922	-0.2216705252	0.0959598772	0.0277300493	0.0949415227	0.0256642579	-0.1125297644	-0.0011058385	-0.1358059756	0.203793023	-0.0881562073	-0.0340652561	-0.1069074039	0.1721044208	0.0178757578	-0.0005206811	0.0519849053	0.0780491107	-0.0057242155	-0.030466737	0.018453304	0.0509817501	0.0443290108	-0.0167017094	0.0141756033	0.0085050158	-0.0887811913	-0.0754775498	-0.0585408829	0.0781028909	-0.0309300979	0.05653861	-0.0093157364	0.055291418	-0.1328047253	-0.0647974385	0.0038578534	-0.0333697108	0.1415978198	-0.0231739966	0.090490901	0.0139802031	0.0941237744	-0.0571638244	0.0799397636	0.0040779722	-0.1106661424	-0.0150985365	-0.0635411719	-0.1520932225	0.1912826656	-0.0870667945	0.0188984069	-0.1601395234	0.1342615218	0.0155712527	0.0284487997	-0.0409734008	-0.0505075722	0.0292219676	0.0419527861	0.0202027988	-0.0661136184	-0.0197335981	0.056332646	-0.0151912357	0.0276783695	0.063353402	-0.1466566265	0.049008011	-0.0571647393	0.040898499	0.0717447087	-0.011305772	-0.156474855	0.0026990266	-0.0268562562	0.0716058506	-0.0579453866	-0.0978159185	-0.0671490168	-0.0686671217	0.0179537078	0.0412925463	0.1790049364	0.010984012	0.124931792	0.0070555085	-0.0635092337	-0.249846834	-0.1014907988	-0.051005764	-0.0603671772	0.0530346612	0.072306494	0.0601480592	0.0264208543	0.0411438785	0.0287289272	-0.0335121127	-0.0927249654	0.0540340585	-0.0290635021	0.0024166269	0.1581969063	-0.017349009	0.3432522527	0.0300682339	-0.2301246777	-0.1405496382	-0.0816151737	0.0586000894	0.1697609913	0.1186137044	0.1159000657	0.1114232278	-0.0338035	0.0029647999999999	0.00114267661225	8.79003903999998e-06	-0.0483907	0.0108247999999999	0.0001171762950399	0.00234165984649	-0.555324	0.0362649999999999	0.0013151502249999	0.308384744976	0.00322952	-0.0001571099999999	2.4683552099999936e-08	1.04297994304e-05	-5.75188e-05	-0.0001097913	1.205412955569e-08	3.30841235344e-09	0.000895222	0.0	8.01422429284e-07	0.0	0.0	0.0	0.0	0.0	0.0
282.063597576622	0.7895614489215745	0.6234072816231362	79559.87307786655	280.68955219623655	0.9162964130865134	78786.6247121238	0.8395991166352105	184.7471122854228	0.6085331522023978	34131.495497802614	0.3703125973293866	183.57744851717908	334.926882855106	1.236996	27.947935	0.17086394	0.101042	-0.2430199383	-0.0238108628	0.0432434584	0.0238299563	0.0850756575	-0.2465112042	0.0693297023	0.1203043941	0.0207745565	0.0066219417	0.0246826223	0.0246906271	-0.2135142768	0.191881931	-0.0832689135	0.0534318558	0.0381618202	0.0116395442	0.0099395599	-0.0017726237	0.0536389272	-0.0193328492	0.0929308324	-0.0010574551	-0.0839575027	-0.0216454774	-0.0353290886	-0.002531706	-0.1229869965	-0.0455483003	-0.1353490972	0.0463045177	-0.0568936489	0.0755626406	-0.0020477804	-0.1229522302	-0.0423696225	0.0402580708	0.0102226409	-0.0233373736	-0.0223672063	0.0549949164	0.0704359743	0.0385910141	0.031458177	-0.0132729403	-0.0044328926	0.1091955388	0.0197902821	-0.069696496	-0.0634097248	0.0341593603	-0.0847466764	-0.222027454	0.1693716299	-0.066706249	0.0822745814	0.0389083475	0.0139391178	0.002238168	0.0017029941	-0.0677709128	0.0480584153	-0.1049172259	0.019053895	0.0577363808	0.0641221358	0.0163619356	-0.0367555144	0.0925320722	-0.1816638313	0.0179635322	-0.0501885784	0.0306074595	-0.0527908504	-0.0252799243	0.0782627906	-0.0470852832	0.0442436767	-0.028534694	0.0526389821	-0.004714826	-0.0574465589	-0.0879813765	-0.0241383879	-0.0276650046	0.0269701323	-0.0734316416	0.0174141103	-0.0674076992	0.0438191477	0.0178467592	0.1145507774	-0.246544783	0.0733198915	0.0551706927	0.0268434093	0.044732084	0.0015141377	0.0826174659	-0.0210711678	0.0099133833	-0.0455323809	0.0130099123	0.0215350734	-0.10022242	0.0905860997	-0.078037814	-0.1012134447	0.0333694396	-0.3174666212	-0.0658695408	0.2031296457	0.1672603967	0.1289024485	-0.0321393977	-0.0850505469	0.1182536866	0.1144731177	0.1082614433	-0.0246601	0.0091434	0.00060812053201	8.360176355999999e-05	-0.122954	-0.0745633	0.00555968570689	0.0151176861159999	-0.578095	-0.0227709999999999	0.0005185184409999	0.334193829025	0.00435544	0.00112592	1.2676958464000006e-06	1.8969857593600003e-05	0.000104286	0.0001618047999999	2.6180793303039998e-08	1.0875569796e-08	0.000895222	0.0	8.01422429284e-07	0.0	0.0	0.0	0.0	0.0	0.0
281.0651551633163	-0.9984424133056676	0.996887252687646	78997.62144697907	279.35385864834456	-1.3356935478919922	78038.57834171927	1.7840772538802978	184.04657270493408	-0.7005395804887087	33873.140924432584	0.4907557038312959	182.8382139205933	334.1159169228076	1.14002	25.756937	0.16778955	0.111576	-0.2422798027	-0.0033182669	0.0542273177	-0.0304466987	0.0108951413	-0.2274587113	0.0720003331	0.0021494766	-0.0681136071	0.0976464147	-0.0468314249	-0.0250231731	-0.117559466	0.1779766289	0.0118036533	0.0579613915	-0.073825478	0.0606266234	0.0858385756	0.0414811152	0.0230624767	0.0285242248	-0.0448496085	0.1094670603	0.0410742349	0.0499565941	0.0403108756	-0.0263444754	0.1595039658	-0.0098644788	0.165876648	-0.0215511358	0.0731269434	0.0833672499	-0.066970631	-0.1675336344	-0.0838688885	0.0857091532	-0.0946702162	0.1185909465	-0.0125771877	0.0015326461	-0.21266141	0.111259003	-0.009407703	0.0184146702	-0.0085314877	-0.1176649308	0.0223490096	-0.0119113694	0.0449693173	0.0821930659	0.0396224698	-0.1315299137	0.1709913654	0.0310657058	0.0779269953	-0.0935151094	0.0337204461	0.0971613404	-0.0225990196	-0.011910061	-0.0402404271	0.021564993	-0.0677560771	0.022075466	-0.0623753554	-0.0452388857	-0.0520411145	-0.0930047681	0.1811994017	-0.0758847511	0.0885450103	-0.0499068195	-0.020486824	-0.1646008244	0.091467761	-0.1646633117	-0.0869339071	-0.1271976346	-0.0984943609	-0.0776405322	-0.0708448487	0.1451295274	0.1358024382	0.0221333761	-0.0137437495	-0.0533168397	-0.0456280737	0.0423358722	-0.1506833671	0.012177111	-0.005738395	-0.2506967172	-0.0046662308	-0.099528439	-0.0268708754	0.0377049096	-0.0257391181	-0.0010522349	0.0079671532	-0.0066721559	-0.0080162248	0.0191409217	0.0112287905	-0.0220581488	0.0297851886	0.1330818095	-0.0246829374	0.1999826914	0.1644120891	0.1560894578	-0.0142813198	-0.0355392579	-0.1351422289	0.0494330214	0.2028091664	0.1178341246	0.112815636	0.1046092073	-0.0272368	-0.0025766999999999	0.0007418432742399	6.639382889999988e-06	-0.0306002	0.0923537999999999	0.0085292243744399	0.00093637224004	-0.579601	-0.001506	2.268036000000022e-06	0.335937319201	0.00318281	-0.00117263	1.375061116900001e-06	1.01302794961e-05	0.000358717	0.000254431	6.4735133761e-08	1.28677886089e-07	0.000895222	0.0	8.01422429284e-07	0.0	0.0	0.0	0.0	0.0	0.0
282.0432315316959	0.9780763683795612	0.9566333823825512	79548.38445284181	279.4383709843461	0.0845123360015236	78085.80317838503	0.0071423349364344	184.68866852579333	0.6420958208592538	34109.904281830364	0.4122870431649189	183.4391528677821	333.21196487042647	1.267549	28.638233	0.20832023	0.122362	-0.2331877367	0.0099345994	-0.0325113689	-0.0388215074	-0.0544670309	-0.2312873407	0.074516718	-0.0303543865	-0.0562689552	-0.0839000331	0.0534108976	-0.088048403	-0.1888057916	0.1295921227	0.1135174843	0.0717557276	0.077887709	-0.0558862072	-0.0740934898	-0.1369674911	0.0608166659	0.0385642096	0.0555210081	0.0242924196	-0.1537459909	-0.0294277106	-0.0561627456	0.0156481745	0.0770746291	-0.0340831261	0.0212739801	0.0042389036	-0.0469538082	-0.0359139672	-0.1327452719	0.1389319158	-0.0146731621	0.0838454014	0.0357401085	-0.0218062996	0.1856075732	0.1317084884	-0.0397350938	-0.0181522949	0.0543013819	0.0652760401	-0.0515160149	0.0678978852	0.0648754617	0.0345146837	0.0211453874	0.0175464804	0.1241193957	-0.191223721	0.1206951336	0.11049037	0.0454086398	0.1174491064	-0.0128180343	-0.1226134515	0.1216491591	-0.0934291265	-0.0313636673	-0.00789484	0.0242561161	0.1315964675	0.1139299683	0.0258243198	-0.1026480635	-0.0359007916	0.0704452724	-0.0359199261	-0.0099719816	0.1068870442	-0.0013360356	0.0827397483	-0.0982243214	0.0457040393	0.0744098027	-0.1653730492	0.0283028789	0.1507026109	-0.1601888898	-0.0259250602	0.038073586	-0.022335835	-0.0861515965	-0.0174494677	-0.1194514626	-0.0641481608	0.0810982808	-0.0452551159	0.02546286	-0.2378522638	-0.0106663003	0.085182972	0.0042408443	-0.0140781976	-0.0853974042	-0.0285039969	-0.021007688	0.0413792425	0.0393843777	-0.0565947227	-0.2069919617	-0.016351872	-0.1617882477	-0.1847662607	0.0791709801	-0.1772216083	-0.2103309978	-0.1303030641	-0.1676694064	0.0197394865	0.2516742124	-0.2279730909	0.1663218459	0.1173552296	0.1109309587	0.1004830656	-0.0172346	0.0100022	0.00029703143716	0.0001000440048399	-0.123162	-0.0925618	0.00856768681924	0.015168878244	-0.503408	0.076193	0.005805373249	0.2534196144639999	0.00334955	0.00016674	2.7802227600000092e-08	1.12194852025e-05	-6.58076e-05	-0.0004245246	1.8022113600516e-07	4.330640217760001e-09	0.000895222	0.0	8.01422429284e-07	0.0	0.0	0.0	0.0	0.0	0.0
273.0676165497291	-8.975614981966771	80.56166430450637	74565.92320814989	265.5113203753489	-13.927050608997206	70496.26124746115	193.96273866556945	178.56120471710534	-6.127463808687992	31884.103830024003	37.54581272678115	177.36197267861382	307.6184367808371	4.151995	93.807678	0.83582117	0.61342	0.1669096128	0.2015629954	-0.6987252756	0.0346989678	0.292698352	0.4080906879	0.7116790244	0.109785699	-0.2189331915	0.1892536147	-0.1189341922	0.2200158405	0.7727203063	0.4937198812	-0.0812388871	0.1119804699	-0.0618532848	-0.1711377092	-0.1625664381	0.0741915707	0.0638281994	-0.0692374735	-0.023059537	-0.016290697	-0.0143751072	0.0026572741	0.0034730088	0.0148281227	-0.027780025	0.0123554856	-0.0036420998	0.0286602143	-0.0023486596	-0.0181743441	-0.0135735548	0.0007347005	-0.0260944335	-0.0071753946	0.0028524458	-0.0189212454	0.0088686942	0.0261289351	0.004228306	-0.0084325397	0.0079298185	-0.007830563	0.0049931757	0.0138623873	-0.0242973969	-0.0148359683	0.0171263745	-0.0114750879	0.0156908234	0.7489096795	0.5236043435	-0.0747346276	0.1575485984	-0.0265053523	-0.1144983097	-0.1620724558	-0.1240254167	-0.0643503462	0.091180424	0.0354143377	0.0156841436	0.0108857284	0.0161611397	-0.0073162863	0.0070031377	0.0139393224	-0.0275465275	0.0064098832	0.0352929804	0.0040224759	-0.0096308175	-0.0091906324	-0.0298202477	-0.0066448995	0.0111152691	-0.0026779646	0.0287239874	-0.0013763089	-0.0222264602	-0.0232912094	0.0007656362	-0.0031833101	-0.0064834965	-0.0123455608	-0.0225358516	-0.0003592467	-0.0084409486	0.0005445276	-0.0113147962	0.1259859429	-0.3770630439	-0.0489930514	0.766889141	-0.3181355533	-0.0330742497	0.2637451631	-0.0036424739	0.0021989114	-0.0475937429	-0.0234248627	0.0806271388	-0.0518513023	-0.0653861182	0.0002012527	0.0233023843	-0.0374782915	0.0065169086	0.0202642074	-0.005836419	0.0245004723	-0.0179921391	-0.0202494982	-0.0057791733	0.1168172427	0.1088228812	0.0959017104	-0.0158676	0.001367	0.00025178072976	1.8686890000000003e-06	0.0377783	0.1609402999999999	0.0259017801640899	0.00142719995089	0.0617497	0.5651577	0.31940322586929	0.00381302545009	0.00141994	-0.00192961	3.723394752100001e-06	2.0162296036e-06	-0.000213335	-0.0001475273999999	2.1764333750759992e-08	4.5511822225e-08	0.0008052359999999	-8.998600000009998e-05	6.484050156958389e-07	8.097480196017993e-09	1.0	0.0	0.0	0.0	0.0
