onset	duration	trial_type	trial_code	response	RT	money	carbon
5.791	10	CET	c4_m2	LEFT	2.0889999999999995	50	40
20.8332	10	CET	c1_m1	LEFT	2.406799999999997	10	2
36.1249	10	dummy	dl0	LEFT	1.8111000000000033	0	0
51.1666	10	CET	m5_c2	RIGHT	4.129399999999997	120	10
66.9583	10	CET	c3_m5	LEFT	2.9776000000000096	120	25
83.2494	10	CET	m0_c2	RIGHT	2.8865000000000123	0	10
99.5416	10	CET	c5_m0	LEFT	2.418300000000002	0	50
114.5828	10	dummy	dr0	RIGHT	1.7530999999999892	0	0
130.625	10	CET	m4_c5	RIGHT	2.0549000000000035	100	50
147.4251	10	CET	c3_m2	LEFT	2.1348000000000127	50	25
162.9667	10	CET	m1_c3	RIGHT	2.489200000000011	10	25
178.0084	10	dummy	dl1	LEFT	1.887500000000017	0	0
193.0501	10	CET	c0_m0	LEFT	4.749800000000022	0	0
208.3413	10	CET	c4_m1	LEFT	1.7785000000000082	10	40
224.9002	10	CET	m4_c3	RIGHT	1.8196999999999832	100	25
240.933	10	dummy	dr1	RIGHT	1.4829000000000008	0	0
256.7252	10	CET	c5_m5	LEFT	2.5546000000000504	120	50
273.0336	10	CET	m1_c0	LEFT	2.526200000000017	10	0
290.0753	10	dummy	dr3	RIGHT	1.4204999999999472	0	0
306.617	10	CET	m3_c3	RIGHT	1.9987999999999602	80	25
322.9086	10	CET	m3_c5	RIGHT	1.6272000000000162	80	50
338.2003	10	CET	m2_c1	RIGHT	1.3914999999999509	50	2
354.742	10	CET	c1_m0	LEFT	2.1937999999999533	0	2
371.7832	10	dummy	dr2	RIGHT	2.392599999999959	0	0
387.8338	10	CET	m2_c2	RIGHT	2.437999999999988	50	10
403.3749	10	CET	m4_c0	LEFT	2.216899999999953	100	0
418.9255	10	CET	c0_m5	RIGHT	2.466200000000015	120	0
435.2088	10	dummy	dl3	LEFT	1.74290000000002	0	0
452.0	10	CET	m4_c1	RIGHT	2.1917000000000257	100	2
467.2916	10	CET	c4_m4	LEFT	2.164099999999962	100	40
483.3339	10	dummy	dl2	LEFT	2.057799999999986	0	0
498.3756	10	CET	c0_m2	RIGHT	2.2561000000000035	50	0
514.9173	10	CET	c4_m3	LEFT	2.138400000000047	80	40
530.7172	10	CET	m5_c4	RIGHT	1.7785000000000082	120	40
546.509	10	CET	c4_m0	LEFT	2.3226999999999407	0	40
561.5507	10	dummy	dl4	LEFT	2.064999999999941	0	0
578.3423	10	CET	c2_m4	LEFT	2.193399999999997	100	10
593.3924	10	CET	m5_c1	RIGHT	1.7433000000000902	120	2
609.9341	10	CET	c5_m1	LEFT	1.8975000000000364	10	50
625.7336	10	dummy	dr4	RIGHT	1.3379999999999654	0	0
640.7758	10	CET	m0_c3	RIGHT	2.1598000000000184	0	25
657.5675	10	CET	c0_m3	RIGHT	1.688099999999963	80	0
674.3592	10	dummy	dl5	LEFT	1.4324000000000296	0	0
689.9002	10	CET	m3_c2	RIGHT	1.395399999999995	80	10
705.1926	10	CET	m2_c5	RIGHT	1.6230000000000473	50	50
721.4843	10	dummy	dr5	RIGHT	1.1313000000000102	0	0
737.0254	10	CET	c1_m3	LEFT	1.6702000000000226	80	2
753.8177	10	CET	m1_c2	RIGHT	1.4939000000000533	10	10
