onset	duration	trial_type	trial_code	valence	arousal
5.5154	15	ANG	ANG21	4	3
22.5488	11	Q	Q_ANG21	4	3
40.6071	15	CON	NEU5	none	2
57.6322	11	Q	Q_NEU5	none	2
75.4405	15	CON	NEU3	6	2
92.4649	11	Q	Q_NEU3	6	2
109.0239	15	ANG	ANG12	4	3
126.0489	11	Q	Q_ANG12	4	3
143.3572	15	CON	NEU2	none	2
160.3817	11	Q	Q_NEU2	none	2
178.1906	15	ANG	ANG3	4	3
195.2156	11	Q	Q_ANG3	4	3
213.024	15	ANG	ANG20	4	4
230.049	11	Q	Q_ANG20	4	4
246.6074	15	CON	NEU22	6	3
263.6318	11	Q	Q_NEU22	6	3
