onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7926	10	CET	c4_m2	LEFT	2.9514999999999993	50	40
20.8427	10	CET	c1_m1	LEFT	4.517299999999999	10	2
36.1344	10	dummy	dl0	LEFT	2.5855999999999995	0	0
51.1759	10	CET	m5_c2	LEFT	5.2241	120	10
66.9678	10	CET	c3_m5	RIGHT	5.592200000000005	120	25
83.2594	10	CET	m0_c2	RIGHT	4.020600000000002	0	10
99.5595	10	CET	c5_m0	LEFT	3.3204999999999956	0	50
114.6012	10	dummy	dr0	RIGHT	2.1828000000000003	0	0
130.6512	10	CET	m4_c5	RIGHT	3.268900000000002	100	50
147.4429	10	CET	c3_m2	LEFT	3.7010999999999967	50	25
162.9846	10	CET	m1_c3	RIGHT	2.1753999999999962	10	25
178.0346	10	dummy	dl1	LEFT	2.709399999999988	0	0
193.068	10	CET	c0_m0	LEFT	4.171899999999994	0	0
208.3597	10	CET	c4_m1	LEFT	2.360199999999992	10	40
224.9014	10	CET	m4_c3	RIGHT	4.938500000000005	100	25
240.9597	10	dummy	dr1	RIGHT	1.7042000000000144	0	0
256.7598	10	CET	c5_m5	RIGHT	6.3600999999999885	120	50
273.0514	10	CET	m1_c0	LEFT	3.2124999999999773	10	0
290.0931	10	dummy	dr3	RIGHT	1.706799999999987	0	0
306.6348	10	CET	m3_c3	RIGHT	2.869100000000003	80	25
322.9265	10	CET	m3_c5	RIGHT	1.593400000000031	80	50
338.2349	10	CET	m2_c1	LEFT	5.220900000000029	50	2
354.7683	10	CET	c1_m0	LEFT	3.2475000000000023	0	2
371.8183	10	dummy	dr2	RIGHT	1.4375	0	0
387.86	10	CET	m2_c2	RIGHT	4.635799999999961	50	10
403.4017	10	CET	m4_c0	LEFT	2.2941000000000145	100	0
418.9434	10	CET	c0_m5	RIGHT	2.496399999999994	120	0
435.2434	10	dummy	dl3	LEFT	1.596400000000017	0	0
452.0268	10	CET	m4_c1	LEFT	2.2930000000000064	100	2
467.3185	10	CET	c4_m4	LEFT	4.121300000000019	100	40
483.3768	10	dummy	dl2	LEFT	2.2789999999999964	0	0
498.4268	10	CET	c0_m2	RIGHT	1.9488999999999805	50	0
514.9685	10	CET	c4_m3	LEFT	3.1672000000000935	80	40
530.7602	10	CET	m5_c4	LEFT	5.239499999999907	120	40
546.5519	10	CET	c4_m0	LEFT	2.223799999999983	0	40
561.602	10	dummy	dl4	LEFT	2.0136999999999716	0	0
578.3936	10	CET	c2_m4	RIGHT	4.6621000000000095	100	10
593.4353	10	CET	m5_c1	LEFT	2.780399999999986	120	2
609.977	10	CET	c5_m1	LEFT	2.598700000000008	10	50
625.7687	10	dummy	dr4	RIGHT	1.350999999999999	0	0
640.8188	10	CET	m0_c3	RIGHT	1.8208999999999378	0	25
657.6105	10	CET	c0_m3	RIGHT	2.429200000000037	80	0
674.4105	10	dummy	dl5	LEFT	3.245200000000068	0	0
689.9522	10	CET	m3_c2	RIGHT	4.86340000000007	80	10
705.2605	10	CET	m2_c5	RIGHT	1.8351999999999862	50	50
721.5439	10	dummy	dr5	RIGHT	2.615699999999947	0	0
737.0856	10	CET	c1_m3	RIGHT	3.1140000000000327	80	2
753.8856	10	CET	m1_c2	RIGHT	2.4500000000000455	10	10
