onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7885	10	CET	c4_m2	LEFT	4.1315	50	40
20.8303	10	CET	c1_m1	LEFT	5.4095999999999975	10	2
36.1225	10	dummy	dl0	LEFT	1.7733999999999952	0	0
51.1725	10	CET	m5_c2	LEFT	3.0433999999999983	120	10
66.9559	10	CET	c3_m5	RIGHT	9.604	120	25
83.2476	10	CET	m0_c2	RIGHT	3.9682999999999993	0	10
99.5393	10	CET	c5_m0	LEFT	3.9806000000000097	0	50
114.5809	10	dummy	dr0	RIGHT	1.7789999999999964	0	0
130.6221	10	CET	m4_c5	RIGHT	5.0578000000000145	100	50
147.4143	10	CET	c3_m2	LEFT	5.665600000000012	50	25
162.956	10	CET	m1_c3	RIGHT	3.3799000000000206	10	25
178.0053	10	dummy	dl1	LEFT	1.9705999999999904	0	0
193.056	10	CET	c0_m0	LEFT	5.663799999999981	0	0
208.3477	10	CET	c4_m1	LEFT	2.988100000000003	10	40
224.8889	10	CET	m4_c3	RIGHT	8.510899999999992	100	25
240.9306	10	dummy	dr1	RIGHT	2.029200000000003	0	0
256.7228	10	CET	c5_m5	NONE	10.0	120	50
273.0139	10	CET	m1_c0	LEFT	3.1859000000000037	10	0
290.0562	10	dummy	dr3	RIGHT	1.4635999999999854	0	0
306.5971	10	CET	m3_c3	RIGHT	3.698699999999974	80	25
322.8896	10	CET	m3_c5	RIGHT	2.7822000000000457	80	50
338.1812	10	CET	m2_c1	LEFT	2.9546000000000276	50	2
354.7223	10	CET	c1_m0	LEFT	2.589499999999987	0	2
371.7641	10	dummy	dr2	RIGHT	1.0516000000000076	0	0
387.8058	10	CET	m2_c2	LEFT	6.329900000000009	50	10
403.3479	10	CET	m4_c0	LEFT	2.643799999999999	100	0
418.8979	10	CET	c0_m5	RIGHT	2.997799999999984	120	0
435.1897	10	dummy	dl3	LEFT	1.5059999999999718	0	0
451.9807	10	CET	m4_c1	LEFT	2.3149999999999977	100	2
467.2808	10	CET	c4_m4	LEFT	3.790900000000022	100	40
483.3231	10	dummy	dl2	LEFT	1.6925999999999704	0	0
498.3641	10	CET	c0_m2	RIGHT	2.667599999999993	50	0
514.9065	10	CET	c4_m3	LEFT	4.4051999999999225	80	40
530.6982	10	CET	m5_c4	LEFT	6.213499999999954	120	40
546.4898	10	CET	c4_m0	LEFT	2.821900000000028	0	40
561.5309	10	dummy	dl4	LEFT	1.8607000000000653	0	0
578.3316	10	CET	c2_m4	RIGHT	2.980000000000018	100	10
593.3732	10	CET	m5_c1	LEFT	2.0184000000000424	120	2
609.9143	10	CET	c5_m1	LEFT	1.7413000000000238	10	50
625.7066	10	dummy	dr4	RIGHT	1.5650000000000546	0	0
640.7566	10	CET	m0_c3	RIGHT	2.6989999999999554	0	25
657.54	10	CET	c0_m3	RIGHT	2.0756000000000085	80	0
674.3317	10	dummy	dl5	LEFT	1.4439000000000988	0	0
689.8728	10	CET	m3_c2	LEFT	3.1427999999999656	80	10
705.1734	10	CET	m2_c5	RIGHT	4.082199999999943	50	50
721.4729	10	dummy	dr5	RIGHT	1.782699999999977	0	0
737.0145	10	CET	c1_m3	RIGHT	4.280999999999949	80	2
753.8063	10	CET	m1_c2	RIGHT	3.769200000000069	10	10
