onset	duration	trial_type	trial_code	valence	arousal
5.5113	15	NEU	NEU24	4	1
22.5364	11	Q	Q_NEU24	4	1
40.5947	15	CON	NEU5	10	2
57.6197	11	Q	Q_NEU5	10	2
75.4281	15	CON	NEU3	10	1
92.4531	11	Q	Q_NEU3	10	1
109.0115	15	NEU	NEU6	8	2
126.0448	11	Q	Q_NEU6	8	2
143.3532	15	CON	NEU2	none	0
160.3777	11	Q	Q_NEU2	none	0
178.1866	15	NEU	NEU12	8	6
195.2116	11	Q	Q_NEU12	8	6
213.0199	15	NEU	NEU30	1	3
230.045	11	Q	Q_NEU30	1	3
246.6116	15	CON	NEU22	9	2
263.6367	11	Q	Q_NEU22	9	2
