onset	duration	trial_type	trial_code	response	RT	money	carbon
5.787	10	CET	c4_m2	LEFT	2.6929000000000007	50	40
20.837	10	CET	c1_m1	LEFT	4.602900000000002	10	2
36.1204	10	dummy	dl0	RIGHT	4.975500000000004	0	0
51.1704	10	CET	m5_c2	LEFT	5.701499999999996	120	10
66.9704	10	CET	c3_m5	LEFT	7.165500000000009	120	25
83.2621	10	CET	m0_c2	RIGHT	4.609799999999993	0	10
99.5538	10	CET	c5_m0	LEFT	2.9421000000000106	0	50
114.6038	10	dummy	dr0	RIGHT	3.028099999999995	0	0
130.6366	10	CET	m4_c5	RIGHT	4.0353000000000065	100	50
147.4284	10	CET	c3_m2	RIGHT	3.883499999999998	50	25
162.9706	10	CET	m1_c3	RIGHT	2.7652999999999963	10	25
178.02	10	dummy	dl1	LEFT	2.7557999999999936	0	0
193.0623	10	CET	c0_m0	LEFT	4.609499999999997	0	0
208.354	10	CET	c4_m1	LEFT	4.4617999999999824	10	40
224.8957	10	CET	m4_c3	LEFT	2.1601	100	25
240.9367	10	dummy	dr1	RIGHT	2.895099999999985	0	0
256.7368	10	CET	c5_m5	RIGHT	3.998999999999967	120	50
273.0291	10	CET	m1_c0	LEFT	2.386699999999962	10	0
290.0708	10	dummy	dr3	RIGHT	1.8809999999999718	0	0
306.6125	10	CET	m3_c3	RIGHT	3.699299999999994	80	25
322.9042	10	CET	m3_c5	RIGHT	2.687599999999975	80	50
338.1959	10	CET	m2_c1	LEFT	2.6598999999999933	50	2
354.7375	10	CET	c1_m0	LEFT	3.918200000000013	0	2
371.7959	10	dummy	dr2	RIGHT	2.595799999999997	0	0
387.8376	10	CET	m2_c2	LEFT	3.994100000000003	50	10
403.3793	10	CET	m4_c0	LEFT	2.492399999999975	100	0
418.921	10	CET	c0_m5	RIGHT	2.85469999999998	120	0
435.221	10	dummy	dl3	LEFT	2.5307000000000244	0	0
452.0043	10	CET	m4_c1	LEFT	3.707400000000007	100	2
467.3044	10	CET	c4_m4	LEFT	3.4873000000000047	100	40
483.3454	10	dummy	dl2	LEFT	2.366300000000024	0	0
498.3872	10	CET	c0_m2	RIGHT	2.4044999999999845	50	0
514.9295	10	CET	c4_m3	RIGHT	3.822200000000066	80	40
530.7212	10	CET	m5_c4	LEFT	2.0704000000000633	120	40
546.5128	10	CET	c4_m0	LEFT	2.238800000000083	0	40
561.5545	10	dummy	dl4	LEFT	2.4370999999999867	0	0
578.3462	10	CET	c2_m4	RIGHT	2.8614000000000033	100	10
593.3879	10	CET	m5_c1	LEFT	3.6837000000000444	120	2
609.9296	10	CET	c5_m1	LEFT	2.22199999999998	10	50
625.7207	10	dummy	dr4	RIGHT	1.8069000000000415	0	0
640.7713	10	CET	m0_c3	RIGHT	2.70029999999997	0	25
657.5547	10	CET	c0_m3	RIGHT	3.3968999999999596	80	0
674.3464	10	dummy	dl5	LEFT	3.0452000000000226	0	0
689.8875	10	CET	m3_c2	RIGHT	4.240000000000009	80	10
705.1798	10	CET	m2_c5	RIGHT	2.227800000000002	50	50
721.4715	10	dummy	dr5	RIGHT	2.519999999999982	0	0
737.0215	10	CET	c1_m3	RIGHT	4.026000000000067	80	2
753.8048	10	CET	m1_c2	RIGHT	2.466699999999946	10	10
