onset	duration	trial_type	trial_code	response	RT	money	carbon
5.7894	10	CET	c4_m2	LEFT	3.770600000000001	50	40
20.8311	10	CET	c1_m1	LEFT	3.6647999999999996	10	2
36.1312	10	dummy	dl0	LEFT	4.284700000000001	0	0
51.164	10	CET	m5_c2	LEFT	1.9159000000000006	120	10
66.9562	10	CET	c3_m5	RIGHT	2.3397000000000077	120	25
83.2562	10	CET	m0_c2	RIGHT	2.1196999999999946	0	10
99.5562	10	CET	c5_m0	LEFT	3.355699999999999	0	50
114.5979	10	dummy	dr0	RIGHT	2.578000000000003	0	0
130.6396	10	CET	m4_c5	LEFT	2.5363000000000113	100	50
147.4397	10	CET	c3_m2	RIGHT	4.135600000000011	50	25
162.998	10	CET	m1_c3	RIGHT	1.7138000000000204	10	25
178.0397	10	dummy	dl1	LEFT	2.3120999999999867	0	0
193.0814	10	CET	c0_m0	RIGHT	5.790400000000005	0	0
208.3731	10	CET	c4_m1	LEFT	3.258800000000008	10	40
224.9142	10	CET	m4_c3	LEFT	2.7575999999999965	100	25
240.9565	10	dummy	dr1	RIGHT	2.259299999999996	0	0
256.7475	10	CET	c5_m5	RIGHT	2.1082999999999856	120	50
273.0392	10	CET	m1_c0	LEFT	2.5126000000000204	10	0
290.0815	10	dummy	dr3	RIGHT	1.814300000000003	0	0
306.6226	10	CET	m3_c3	LEFT	2.7532000000000494	80	25
322.9149	10	CET	m3_c5	LEFT	5.1568000000000325	80	50
338.2066	10	CET	m2_c1	LEFT	2.6491000000000327	50	2
354.7483	10	CET	c1_m0	LEFT	2.2434000000000083	0	2
371.7894	10	dummy	dr2	RIGHT	2.1462999999999965	0	0
387.831	10	CET	m2_c2	LEFT	2.6246999999999616	50	10
403.39	10	CET	m4_c0	LEFT	2.161699999999996	100	0
418.9311	10	CET	c0_m5	RIGHT	2.8845999999999776	120	0
435.2234	10	dummy	dl3	LEFT	2.248299999999972	0	0
452.0145	10	CET	m4_c1	LEFT	2.2971999999999753	100	2
467.3068	10	CET	c4_m4	RIGHT	2.068899999999985	100	40
483.348	10	dummy	dl2	LEFT	2.7635999999999967	0	0
498.3895	10	CET	c0_m2	RIGHT	2.2422000000000253	50	0
514.9319	10	CET	c4_m3	RIGHT	3.723799999999983	80	40
530.7236	10	CET	m5_c4	LEFT	2.812000000000012	120	40
546.5147	10	CET	c4_m0	LEFT	2.3969000000000733	0	40
561.5569	10	dummy	dl4	LEFT	2.5786999999999125	0	0
578.3486	10	CET	c2_m4	RIGHT	2.44279999999992	100	10
593.3986	10	CET	m5_c1	LEFT	2.3530000000000655	120	2
609.9398	10	CET	c5_m1	LEFT	2.8278000000000247	10	50
625.732	10	dummy	dr4	RIGHT	2.715599999999995	0	0
640.7737	10	CET	m0_c3	RIGHT	2.193899999999985	0	25
657.5654	10	CET	c0_m3	RIGHT	2.026200000000017	80	0
674.3571	10	dummy	dl5	LEFT	2.170500000000061	0	0
689.9155	10	CET	m3_c2	LEFT	2.1560000000000628	80	10
705.1988	10	CET	m2_c5	LEFT	2.9927000000000135	50	50
721.49	10	dummy	dr5	RIGHT	2.221499999999992	0	0
737.0406	10	CET	c1_m3	RIGHT	2.846900000000005	80	2
753.8239	10	CET	m1_c2	RIGHT	2.5833999999999833	10	10
