onset	duration	trial_type	trial_code	valence	arousal
6.2672	15	CON	NEU17	6	4
23.2923	11	Q	Q_NEU17	6	4
40.1006	15	NEU	NEU1	none	3
57.1257	11	Q	Q_NEU1	none	3
75.434	15	CON	NEU27	none	none
92.459	11	Q	Q_NEU27	none	none
109.5174	15	CON	NEU10	5	4
126.5424	11	Q	Q_NEU10	5	4
143.6008	15	NEU	NEU11	6	none
160.6252	11	Q	Q_NEU11	6	none
178.6842	15	CON	NEU18	6	6
195.7085	11	Q	Q_NEU18	6	6
213.7676	15	NEU	NEU23	6	5
230.7926	11	Q	Q_NEU23	6	5
248.6009	15	NEU	NEU9	6	6
265.626	11	Q	Q_NEU9	6	6
